Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.1195306;-0.01198247;1.38973,0.04836958;-0.04616455;1.377197,0.009703732;-0.2249753;1.213319,-0.0735395;-0.3344086;1.088826,-0.1110346;-0.3765654;1.043894,-0.06563291;-0.4572644;1.320548,0
44,-0.1197906;-0.0119573;1.391004,0.04833359;-0.04616666;1.37716,0.009286326;-0.2254402;1.212837,-0.07383785;-0.3341096;1.08755,-0.1127446;-0.3765599;1.043823,-0.06453311;-0.4602251;1.338183,0
77,-0.1199669;-0.01189144;1.390408,0.04822821;-0.0463284;1.376528,0.009282705;-0.226025;1.210273,-0.07424618;-0.3323613;1.083139,-0.1100154;-0.3713583;1.036408,-0.06732115;-0.4568305;1.320462,0
118,-0.1199729;-0.01187475;1.39045,0.0481889;-0.0463692;1.376289,0.009231139;-0.2264868;1.209027,-0.07411868;-0.3316188;1.080704,-0.1090499;-0.3670257;1.034455,-0.06445649;-0.4592722;1.332337,0
154,-0.1200216;-0.01184269;1.390456,0.04818236;-0.04635305;1.376274,0.009288265;-0.2264861;1.208965,-0.07377601;-0.3305671;1.079536,-0.1085116;-0.3644803;1.034294,-0.06625825;-0.458069;1.325609,0
193,-0.1201014;-0.01183368;1.390371,0.04819322;-0.04638047;1.376175,0.009566681;-0.2267496;1.20862,-0.07289258;-0.3289295;1.077183,-0.1053677;-0.3597533;1.030314,-0.06628691;-0.457259;1.322107,0
232,-0.1200139;-0.01215915;1.387676,0.04818324;-0.04650853;1.375448,0.01020122;-0.2281793;1.20661,-0.0720618;-0.3276674;1.072868,-0.1004496;-0.3540763;1.024407,-0.06643968;-0.4570844;1.318458,0
272,-0.1200159;-0.01216884;1.38763,0.04819193;-0.04658487;1.375322,0.01011372;-0.229092;1.206726,-0.07225962;-0.3278812;1.07251,-0.1021947;-0.3549679;1.028562,-0.06647403;-0.4569701;1.317843,0
312,-0.1200374;-0.0122774;1.38723,0.04818886;-0.04672265;1.374954,0.009952562;-0.2307824;1.20613,-0.07288295;-0.3287199;1.071558,-0.1021225;-0.3565629;1.028848,-0.06644209;-0.4567147;1.316553,0
353,-0.1201398;-0.01247413;1.385366,0.04813563;-0.04684668;1.374282,0.009750881;-0.2320548;1.205218,-0.07324229;-0.3311961;1.071697,-0.1022653;-0.3590449;1.030332,-0.06673021;-0.456521;1.314243,0
393,-0.1202472;-0.01253853;1.385178,0.04812381;-0.04696773;1.374,0.009321429;-0.2330753;1.206079,-0.07338216;-0.3326887;1.072751,-0.1138038;-0.3771442;1.027858,-0.06675347;-0.4565028;1.314065,0
435,-0.1202504;-0.01273169;1.385024,0.04809892;-0.04712065;1.37352,0.008426506;-0.2340319;1.207114,-0.07301946;-0.3385145;1.076996,-0.1146251;-0.391499;1.037218,-0.06279802;-0.4606763;1.330453,0
474,-0.1202772;-0.01288421;1.38503,0.04804964;-0.04723378;1.373273,0.008107574;-0.2358837;1.210902,-0.07220389;-0.3433904;1.082706,-0.1164553;-0.3978895;1.04163,-0.06238243;-0.4620488;1.335294,0
513,-0.1204031;-0.01316403;1.384213,0.04807817;-0.04740786;1.372978,0.007811276;-0.2363994;1.212705,-0.07160589;-0.3443304;1.084311,-0.1172649;-0.3983003;1.038708,-0.0638047;-0.4597159;1.321061,0
554,-0.120398;-0.01338353;1.384142,0.04805958;-0.04757455;1.372586,0.007877204;-0.2369868;1.213129,-0.07153503;-0.3450375;1.084843,-0.1085938;-0.3900977;1.045921,-0.06303682;-0.4622035;1.331391,0
596,-0.1204528;-0.01380181;1.383443,0.04802755;-0.04774552;1.372176,0.00768096;-0.237682;1.213032,-0.07171626;-0.3456906;1.084704,-0.1078571;-0.3887094;1.044671,-0.06395541;-0.4601062;1.319571,0
639,-0.1204168;-0.01399734;1.38336,0.0470959;-0.04900762;1.366409,0.007858342;-0.2379194;1.213324,-0.07081687;-0.3466583;1.085187,-0.108791;-0.391556;1.043017,-0.06250045;-0.4625138;1.330232,0
678,-0.1203767;-0.01422629;1.383346,0.04669048;-0.04946643;1.364153,0.007736083;-0.2380511;1.213666,-0.07073235;-0.3467407;1.085353,-0.1095428;-0.3924224;1.043532,-0.06199843;-0.463591;1.33389,0
719,-0.120326;-0.01453146;1.383687,0.04651549;-0.04977282;1.363063,0.007693468;-0.2386192;1.214239,-0.07073512;-0.3472074;1.085813,-0.1096804;-0.3911317;1.046882,-0.06174958;-0.4642628;1.337082,0
758,-0.120255;-0.01472777;1.383146,0.0464091;-0.0501071;1.362005,0.007779415;-0.2388129;1.214306,-0.07065193;-0.3473119;1.085803,-0.110284;-0.3910885;1.044294,-0.06313725;-0.4606396;1.319032,0
796,-0.1202432;-0.01477471;1.383125,0.04636604;-0.05026419;1.361641,0.009629277;-0.2366101;1.218735,-0.0683465;-0.3444296;1.089319,-0.1107485;-0.3915832;1.045271,-0.06355061;-0.4603485;1.317581,0
836,-0.120298;-0.01481866;1.383135,0.04633833;-0.05033953;1.361474,0.0103102;-0.2359959;1.220311,-0.06752382;-0.3435968;1.090607,-0.1118464;-0.3921854;1.046408,-0.06363468;-0.4601848;1.316734,0
876,-0.1203016;-0.01488893;1.382974,0.04623638;-0.05051654;1.360838,0.01084144;-0.2337896;1.221879,-0.06661588;-0.3424585;1.091926,-0.1117331;-0.391356;1.04409,-0.06375513;-0.4599396;1.315092,0
919,-0.1203227;-0.01504089;1.382694,0.04618434;-0.05058943;1.360592,0.01064202;-0.234093;1.221508,-0.06660306;-0.3425021;1.091885,-0.1123058;-0.3918191;1.04384,-0.0641304;-0.4599274;1.313712,0
955,-0.1203471;-0.0150922;1.382486,0.04615613;-0.05065833;1.360434,0.01044577;-0.2349877;1.220239,-0.06712646;-0.3432976;1.090994,-0.1123122;-0.3917055;1.043716,-0.06420843;-0.4598006;1.312916,0
