Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.1894068;-0.2449468;1.02186,0.1367623;-0.1879745;1.0357,-0.02985078;-0.06448048;1.129089,-0.1326861;0.1605164;1.20281,0.01775253;0.2170344;1.225507,0.03935294;-0.263463;1.332513,0
31,0.1902376;-0.2472506;1.01763,0.1385111;-0.1905074;1.033305,-0.02982876;-0.06444604;1.128995,-0.1326478;0.1606814;1.202858,0.01778869;0.2171151;1.225437,0.03947937;-0.263498;1.332128,0
65,0.1542375;-0.2643038;1.054412,0.1077486;-0.2250776;1.071016,-0.02970667;-0.06463166;1.129132,-0.1326385;0.160917;1.203074,0.01781617;0.217207;1.225457,0.03955758;-0.2634984;1.332006,0
132,0.195161;-0.2588053;1.009531,0.1408307;-0.1994791;1.028027,-0.02941894;-0.06454339;1.128956,-0.1326222;0.1611653;1.203147,0.01784827;0.2172686;1.225426,0.03979579;-0.2637076;1.33132,0
165,0.1511127;-0.2775128;1.06177,0.1133915;-0.2352422;1.07781,-0.02890687;-0.06477413;1.128853,-0.132603;0.1615234;1.203318,0.01787662;0.2174186;1.22548,0.0398831;-0.2636802;1.331279,0
198,0.152897;-0.2742578;1.060051,0.113087;-0.2336743;1.076657,-0.02883868;-0.0645465;1.128861,-0.1325967;0.1618387;1.203509,0.01789685;0.2175791;1.225558,0.03993177;-0.2636331;1.331241,0
231,0.1529046;-0.2739811;1.059107,0.113082;-0.2336637;1.076641,-0.02873341;-0.06456018;1.128865,-0.1326011;0.1620781;1.203663,0.01790085;0.2177139;1.225584,0.03996119;-0.2636469;1.330976,0
264,0.1792957;-0.2385533;1.020793,0.1286526;-0.1838632;1.033068,-0.02824094;-0.06441199;1.128078,-0.1325691;0.1622261;1.203716,0.01788297;0.2178486;1.225594,0.03968098;-0.263396;1.331098,0
297,0.1803673;-0.2388541;1.022711,0.1286841;-0.1838453;1.033152,-0.02820688;-0.06432713;1.128074,-0.1325399;0.1623502;1.203789,0.01785118;0.2180144;1.225706,0.03931841;-0.262933;1.331549,0
331,0.1811284;-0.2388516;1.023949,0.1287509;-0.1837897;1.033364,-0.02819462;-0.06425446;1.128163,-0.1325474;0.1624851;1.203977,0.01781594;0.2182264;1.225957,0.03904711;-0.2625916;1.332073,0
366,0.1806809;-0.2379933;1.022744,0.1289269;-0.1838502;1.033425,-0.02797752;-0.06409615;1.127995,-0.1325524;0.1625616;1.20405,0.01778215;0.2183698;1.226083,0.03877708;-0.262526;1.332141,0
398,0.1806996;-0.2365479;1.021542,0.1283597;-0.1832424;1.033735,-0.02822596;-0.06294805;1.128143,-0.1325543;0.1626456;1.204072,0.01772408;0.2185157;1.226204,0.03849505;-0.2621613;1.33267,0
430,0.1820258;-0.234993;1.024585,0.1286326;-0.182796;1.033613,-0.02821282;-0.06293885;1.12816,-0.1325912;0.1628411;1.204302,0.01764932;0.2189153;1.226656,0.03813252;-0.2616342;1.333416,0
465,0.1812989;-0.2318578;1.017426,0.1286102;-0.181649;1.031587,-0.02857418;-0.06271975;1.126825,-0.1326179;0.1629431;1.204271,0.01763127;0.2189968;1.22663,0.03829373;-0.2615728;1.333247,0
497,0.1865127;-0.2291939;1.014522,0.1288328;-0.1787747;1.028754,-0.02894855;-0.06188555;1.125697,-0.1326438;0.1630388;1.204218,0.0175823;0.2191855;1.226537,0.0383215;-0.261532;1.333139,0
531,0.1873993;-0.224671;1.019191,0.1262373;-0.1810377;1.029048,-0.02957528;-0.06126038;1.125613,-0.1326653;0.1631032;1.204232,0.01752497;0.2193755;1.226603,0.03734672;-0.2607783;1.334417,0
567,0.1921537;-0.2004064;1.015654,0.1314882;-0.167232;1.023834,-0.03067738;-0.06040332;1.125522,-0.1327033;0.1631897;1.204247,0.01747376;0.2195228;1.226596,0.03651598;-0.2601511;1.33497,0
598,0.2013184;-0.1628102;1.001155,0.1382075;-0.1456586;1.016791,-0.03253791;-0.06086868;1.125618,-0.1338836;0.1609307;1.203432,0.01751686;0.219648;1.226638,0.03699291;-0.2600872;1.335009,0
631,0.2005433;-0.1320973;0.9954705,0.138149;-0.1369099;1.016772,-0.03651409;-0.06088472;1.126002,-0.1339623;0.1612989;1.203626,0.01753674;0.2197134;1.226627,0.03741748;-0.2598981;1.334856,0
665,0.1773674;-0.1076348;1.006293,0.1339732;-0.1268201;1.021972,-0.04520233;-0.0591563;1.129367,-0.1341401;0.1618408;1.204094,0.01570382;0.2165375;1.229634,0.03807511;-0.2593927;1.335085,0
699,0.1732887;-0.07807831;1.002789,0.1364206;-0.1051599;1.019258,-0.04786602;-0.05754786;1.129022,-0.1342903;0.1624153;1.204432,0.01606496;0.2171424;1.229434,0.0388413;-0.2589828;1.335218,0
730,0.1700998;-0.04336764;0.9995775,0.1318185;-0.07105502;1.017975,-0.05555137;-0.05204208;1.131547,-0.1344581;0.1630158;1.204942,0.01615698;0.217462;1.229396,0.03722001;-0.2592282;1.334984,0
770,0.1584212;-0.01985288;0.9996806,0.1273012;-0.05392664;1.017391,-0.06141638;-0.04547273;1.130055,-0.1345122;0.1634215;1.204953,0.01618997;0.2177494;1.229144,0.03494021;-0.2583231;1.334145,0
798,0.1541044;0.01160843;0.9968019,0.123552;-0.02395721;1.010683,-0.06175441;-0.04278169;1.128003,-0.1345799;0.1639299;1.204963,0.01624081;0.2180213;1.229009,0.03401974;-0.2566893;1.335003,0
830,0.1704349;0.05511638;0.9883462,0.1152367;0.02827173;1.013379,-0.06138222;-0.03940065;1.125793,-0.1347377;0.1646858;1.205285,0.01638715;0.2184252;1.229137,0.0327608;-0.2549973;1.336619,0
866,0.1648949;0.07386745;0.9906466,0.1182958;0.0346624;1.011744,-0.05991672;-0.03372611;1.120983,-0.1349064;0.1655652;1.205447,0.01651523;0.2186794;1.229133,0.03197866;-0.2542256;1.336888,0
