Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.118278;0.002953305;1.431277,0.05995107;-0.03680867;1.409054,0.1032122;-0.2486759;1.320181,0.07993022;-0.3920099;1.180622,0.1150556;-0.3937119;1.138487,-0.04040652;-0.439845;1.320061,0
36,-0.1179765;0.00243464;1.429716,0.05943046;-0.03794035;1.410365,0.1033321;-0.2485538;1.319371,0.119341;-0.3793605;1.147262,0.15047;-0.3960823;1.106185,-0.04032552;-0.4398683;1.319965,0
73,-0.1179842;0.00263191;1.429957,0.05879132;-0.03862149;1.411266,0.1034434;-0.2484652;1.319202,0.1185543;-0.379038;1.149325,0.1508883;-0.3956403;1.109205,-0.04030111;-0.4398863;1.319968,0
420,-0.117654;0.003703446;1.430431,0.06026072;-0.03719036;1.41215,0.06264686;-0.2712605;1.316004,0.1655122;-0.3066024;1.087747,0.186347;-0.3115139;1.05923,-0.04007215;-0.4398279;1.320413,0
438,-0.1176146;0.003789181;1.43043,0.0596895;-0.03780707;1.413843,0.06643637;-0.2725305;1.319864,0.1427456;-0.2907045;1.12707,0.1806189;-0.2823349;1.057152,-0.04003687;-0.4398887;1.320297,0
486,-0.1175919;0.003831033;1.43044,0.05954936;-0.03824171;1.414676,0.09308244;-0.2521711;1.325614,0.1415673;-0.28182;1.130057,0.1753899;-0.2553777;1.063186,-0.04030358;-0.4400389;1.320048,0
503,-0.1175665;0.003947975;1.430708,0.06073746;-0.03683792;1.413185,0.08978921;-0.2314305;1.335592,0.1439033;-0.2644098;1.134786,0.1693062;-0.2296782;1.073551,-0.04044889;-0.4401081;1.32021,0
533,-0.1175474;0.00398072;1.430732,0.06064844;-0.03746798;1.415945,0.1110481;-0.2518388;1.288501,0.1577452;-0.2011562;1.099,0.1646079;-0.1938639;1.076431,-0.04067677;-0.4402256;1.320201,0
576,-0.1175069;0.004005529;1.430732,0.06182441;-0.0362132;1.413645,0.08977579;-0.2563216;1.289286,0.1398721;-0.1776901;1.124497,0.1529087;-0.1341945;1.082617,-0.04100064;-0.4403067;1.319936,0
613,-0.1174395;0.004031335;1.430641,0.06256798;-0.03534685;1.411826,0.1032631;-0.2222406;1.241469,0.1566962;-0.151436;1.074185,0.1430795;-0.1203999;1.096457,-0.04088404;-0.4411659;1.318575,0
650,-0.1174241;0.004062612;1.430648,0.06195551;-0.0364925;1.414504,0.1042788;-0.2194479;1.24014,0.1448245;-0.1212151;1.083545,0.1383667;-0.1012818;1.103153,-0.04110545;-0.4411343;1.318572,0
689,-0.116974;0.003635111;1.429518,0.06131423;-0.03714842;1.415566,0.1045025;-0.2187803;1.239986,0.1373278;-0.1068452;1.091087,0.1328854;-0.09065763;1.11283,-0.04149219;-0.4410649;1.318531,0
727,-0.1169506;0.003711691;1.429617,0.0617335;-0.03561059;1.41327,0.1070758;-0.2127187;1.235852,0.1304031;-0.07854655;1.105056,0.1308319;-0.07150096;1.11437,-0.04126512;-0.4413795;1.318341,0
767,-0.1169316;0.003753041;1.429597,0.06217463;-0.03441785;1.411205,0.10742;-0.2053529;1.232769,0.1305613;-0.07245698;1.100616,0.1275536;-0.06413428;1.116004,-0.04167113;-0.441245;1.317742,0
808,-0.1169032;0.003706751;1.429614,0.06214842;-0.03374128;1.410619,0.1070253;-0.2012773;1.233957,0.1112446;-0.03065123;1.150189,0.1227772;-0.04927457;1.134084,-0.04178109;-0.4410469;1.318266,0
848,-0.1169488;0.003849128;1.429745,0.06192084;-0.03269382;1.409286,0.1060341;-0.1982385;1.233959,0.1205106;-0.0212982;1.136356,0.1186331;-0.0492182;1.13563,-0.04218583;-0.4408621;1.318271,0
887,-0.1169411;0.003929874;1.42981,0.06149719;-0.03146943;1.407972,0.1045189;-0.1975074;1.235135,0.1211285;-0.01955198;1.132338,0.1111441;-0.04727226;1.140449,-0.0424447;-0.4407029;1.318207,0
926,-0.1169723;0.004103007;1.430185,0.06077008;-0.0303827;1.407274,0.1016441;-0.1931311;1.235711,0.08723979;-0.02379036;1.156731,0.1030575;-0.03636513;1.148823,-0.04277291;-0.4404692;1.318672,0
964,-0.1169811;0.004136544;1.430197,0.058927;-0.0288036;1.405499,0.09716143;-0.1883851;1.235106,0.08710874;-0.01765961;1.158772,0.09293202;-0.02868182;1.149059,-0.04294882;-0.4402884;1.318498,0
1007,-0.1169996;0.004221126;1.43027,0.05672447;-0.02759488;1.404571,0.09046747;-0.1718238;1.231582,0.08344031;-0.001036718;1.155218,0.08202931;-0.02146795;1.154238,-0.04294824;-0.4401907;1.318507,0
1046,-0.1169961;0.004329671;1.430331,0.05744428;-0.02676677;1.402794,0.08762509;-0.1711538;1.231477,0.05924615;0.02963859;1.16295,0.0520914;-0.006468149;1.164869,-0.04292935;-0.4399425;1.318618,0
1091,-0.1169981;0.004452193;1.430359,0.06992017;-0.03352564;1.407015,0.083477;-0.1725052;1.233803,0.06245971;-0.0726921;1.19254,0.03920831;-0.008226993;1.169935,-0.0429305;-0.4399402;1.318618,0
1131,-0.1169899;0.004460145;1.43036,0.08002808;-0.03725317;1.417655,0.07826594;-0.1765553;1.236845,0.01631108;-0.01441994;1.167106,0.02503796;-0.006614823;1.174874,-0.04300005;-0.4401683;1.318583,0
1171,-0.1170938;0.00445889;1.430317,0.08047337;-0.0371979;1.417751,0.07102613;-0.1789164;1.24139,0.006684665;-0.01764224;1.171873,-0.0005259606;-0.008284593;1.182671,-0.04399539;-0.4420005;1.318269,0
1210,-0.1180502;0.004415614;1.426458,0.08053309;-0.03709182;1.417799,0.06672751;-0.1786599;1.243657,-0.002545061;-0.01890891;1.175562,-0.01043386;-0.009795014;1.184466,-0.04397626;-0.4433596;1.31805,0
1250,-0.1196759;0.005072448;1.421,0.08047567;-0.03703145;1.417726,0.06305294;-0.1807486;1.245153,-0.01189674;-0.0217122;1.182133,-0.0189025;-0.01020677;1.184552,-0.04423562;-0.4442513;1.317525,0
1295,-0.1206051;0.005795382;1.418897,0.08018708;-0.03688637;1.417764,0.0600873;-0.1829701;1.248012,-0.01412135;-0.02408022;1.183612,-0.02558002;-0.01218477;1.187619,-0.04493766;-0.445734;1.317261,0
1331,-0.120671;0.006099824;1.41922,0.07956963;-0.03702256;1.416906,0.05789428;-0.1886757;1.249615,-0.01693313;-0.02970088;1.186213,-0.03257955;-0.0119069;1.185007,-0.04482557;-0.4466643;1.316939,0
1372,-0.1209111;0.006573279;1.419644,0.07904404;-0.03729649;1.416322,0.0425364;-0.1738298;1.243924,-0.04468782;-0.01233758;1.188819,-0.04851864;-0.01102375;1.187314,-0.0447579;-0.4471393;1.316854,0
1412,-0.1210646;0.007048648;1.419923,0.07826061;-0.03833966;1.414732,0.0402682;-0.1720263;1.24321,-0.04693865;-0.01160056;1.187836,-0.05475764;-0.01013252;1.185265,-0.04469411;-0.4476351;1.316619,0
1452,-0.1212336;0.007954414;1.420716,0.07786947;-0.03852806;1.414441,0.03828795;-0.1744027;1.242642,-0.051014;-0.02384352;1.177603,-0.06218168;-0.01134975;1.187388,-0.04462527;-0.4478566;1.316878,0
1495,-0.1210244;0.008391188;1.421042,0.07741423;-0.03880891;1.413794,0.05254363;-0.213739;1.25829,-0.05687397;-0.02200154;1.180845,-0.06896351;-0.01336391;1.182648,-0.04452349;-0.4479132;1.316845,0
1538,-0.1206063;0.008777282;1.421167,0.07692245;-0.03901117;1.412984,0.05355139;-0.2125808;1.258652,-0.05671452;-0.03520309;1.176593,-0.07478613;-0.01931831;1.17616,-0.04480051;-0.4479167;1.315997,0
1576,-0.119462;0.009160235;1.422348,0.0764609;-0.03896755;1.41266,0.05782305;-0.2105345;1.260092,-0.09411666;-0.02883931;1.176553,-0.09732326;-0.02463968;1.16933,-0.04504562;-0.4471472;1.315622,0
1613,-0.1187591;0.008968361;1.423411,0.07593477;-0.03894779;1.412361,0.07287961;-0.2295803;1.262575,-0.06776017;-0.08969379;1.167748,-0.1069472;-0.03445415;1.163269,-0.04510546;-0.4469801;1.315493,0
1649,-0.1181161;0.008447269;1.424592,0.07549857;-0.03893217;1.412172,0.07311565;-0.2318566;1.262956,-0.09090188;-0.07867766;1.161054,-0.1177245;-0.04321444;1.153546,-0.04512438;-0.4469084;1.315456,0
1691,-0.1179968;0.008042292;1.425148,0.07478358;-0.03889487;1.411687,0.0521095;-0.2106247;1.25078,-0.09076279;-0.09111296;1.15903,-0.1238667;-0.05877354;1.14162,-0.04537385;-0.4461313;1.315116,0
1733,-0.1176426;0.006888948;1.425179,0.07398794;-0.03890524;1.411397,0.03010915;-0.2156222;1.239644,-0.09506144;-0.101939;1.15462,-0.1303037;-0.07310374;1.133884,-0.04682671;-0.4442582;1.315875,0
1773,-0.1175713;0.006328837;1.424981,0.07317839;-0.03901353;1.410852,0.03135554;-0.2120214;1.240516,-0.1396125;-0.1148947;1.112926,-0.1453411;-0.1051813;1.106846,-0.04964064;-0.4394546;1.316043,0
1810,-0.1175752;0.006077145;1.425012,0.07245644;-0.03912674;1.410416,0.04123139;-0.2031661;1.248832,-0.09529455;-0.1559444;1.128038,-0.1456067;-0.1246045;1.100849,-0.05140438;-0.4373344;1.316829,0
1849,-0.1175702;0.005874399;1.424899,0.07168034;-0.03915442;1.409802,0.03520239;-0.2102092;1.241103,-0.1003485;-0.1586545;1.120988,-0.151945;-0.1425213;1.089814,-0.05315;-0.4350822;1.316699,0
1887,-0.1175678;0.00552251;1.424523,0.07114948;-0.03911922;1.409359,0.03606923;-0.2105876;1.240928,-0.1586322;-0.1684458;1.097134,-0.1665021;-0.1576565;1.074882,-0.05449938;-0.4339521;1.315924,0
1928,-0.1176993;0.005313091;1.424898,0.07077225;-0.03923493;1.409136,0.03891345;-0.2101288;1.245302,-0.1344679;-0.1852631;1.099331,-0.1865395;-0.1766355;1.063125,-0.05632826;-0.4326011;1.316093,0
1970,-0.1178221;0.004994049;1.424845,0.07001089;-0.03943923;1.408394,0.03911477;-0.203753;1.250131,-0.1305795;-0.199994;1.09547,-0.1858286;-0.1984797;1.050984,-0.05742939;-0.4331796;1.314987,0
2006,-0.118109;0.004707112;1.424586,0.06932986;-0.0395602;1.407732,0.0384059;-0.2008986;1.253076,-0.1189652;-0.2402268;1.090347,-0.1764848;-0.2388985;1.038418,-0.06068843;-0.4342313;1.312718,0
2045,-0.118287;0.004533709;1.424459,0.06869324;-0.03975926;1.407108,0.03931373;-0.1934953;1.259836,-0.1081777;-0.2466249;1.093703,-0.1766581;-0.2572902;1.033958,-0.06243171;-0.4354971;1.311075,0
2081,-0.1184708;0.004105315;1.423321,0.06050595;-0.03952953;1.402074,0.02076919;-0.1990713;1.240974,-0.1313757;-0.2716863;1.052933,-0.2086022;-0.2779191;1.010032,-0.06354168;-0.4365181;1.308756,0
2118,-0.1186431;0.004015281;1.423218,0.06080782;-0.0396035;1.402115,0.02989149;-0.1909586;1.261937,-0.09775387;-0.2782321;1.088086,-0.1429816;-0.2804588;1.049754,-0.06386962;-0.4366861;1.308123,0
2161,-0.1187765;0.003899842;1.423139,0.06111607;-0.0395924;1.402275,0.03048144;-0.1920111;1.262311,-0.09711169;-0.2785904;1.088086,-0.1360553;-0.2894529;1.051135,-0.0639059;-0.4367949;1.3079,0
2203,-0.1189711;0.00368563;1.422742,0.06134563;-0.03962803;1.40233,0.03536298;-0.2155848;1.240067,-0.09485831;-0.2799157;1.089244,-0.1499265;-0.3038522;1.035932,-0.06346876;-0.437118;1.307248,0
2240,-0.119096;0.003453761;1.422935,0.05730957;-0.04014775;1.400296,0.03475513;-0.2073749;1.251219,-0.0901101;-0.2832963;1.091216,-0.171179;-0.3338149;1.017151,-0.05649681;-0.448608;1.328751,0
2273,-0.1190716;0.003212762;1.422876,0.05870726;-0.04006654;1.400857,0.03545206;-0.2056628;1.254543,-0.08582125;-0.2850859;1.09235,-0.1656981;-0.3393286;1.014691,-0.05412533;-0.4501688;1.332092,0
2309,-0.1191191;0.002999728;1.423119,0.05958408;-0.04007757;1.401301,0.035587;-0.2058346;1.255493,-0.08331092;-0.2863421;1.092959,-0.1601113;-0.3464166;1.01633,-0.05213514;-0.4511284;1.335262,0
2346,-0.1191264;0.002869496;1.423337,0.06037451;-0.04008246;1.401807,0.03626723;-0.2051741;1.257241,-0.08106482;-0.2875285;1.093397,-0.1528617;-0.3498806;1.013507,-0.05020097;-0.4517177;1.337994,0
2386,-0.1190942;0.002611098;1.423845,0.0586548;-0.03994835;1.401904,0.03672541;-0.2055736;1.257926,-0.07576129;-0.2893847;1.093901,-0.144453;-0.3545738;1.012356,-0.04828054;-0.4522349;1.340305,0
2460,-0.1187127;0.002215181;1.424039,0.06058618;-0.04000394;1.402531,0.03679907;-0.2096955;1.256158,-0.06174305;-0.2937652;1.09271,-0.1211866;-0.3574605;1.00734,-0.04555235;-0.4529089;1.342482,0
2503,-0.1184695;0.002059339;1.424161,0.06153252;-0.03970982;1.403128,0.03760649;-0.2100361;1.256604,-0.07417952;-0.3269277;1.062748,-0.1094744;-0.3618672;1.003691,-0.04392532;-0.4530978;1.343518,0
2543,-0.1182403;0.00196223;1.424342,0.0623696;-0.03955932;1.403592,0.04272996;-0.2120197;1.25784,-0.05336606;-0.3327515;1.057912,-0.07943571;-0.3711365;0.9991859,-0.04238241;-0.4533139;1.344383,0
2580,-0.117766;0.001814103;1.423884,0.06308325;-0.03939192;1.403828,0.06467772;-0.2333679;1.269976,-0.03071502;-0.3293785;1.056492,-0.05726726;-0.3711787;0.9968032,-0.03970743;-0.4531355;1.343402,0
2621,-0.1175645;0.001783534;1.423988,0.06382662;-0.03924496;1.404311,0.06655508;-0.2087701;1.281514,-0.01544476;-0.3230055;1.071556,-0.03403435;-0.3741072;1.005795,-0.03553583;-0.4527515;1.342392,0
2661,-0.1174888;0.001764877;1.424041,0.0646251;-0.03911217;1.405066,0.06710602;-0.2083295;1.282255,0.000719894;-0.330334;1.07117,-0.01319238;-0.382241;1.006136,-0.03571828;-0.4528647;1.341969,0
2695,-0.1174134;0.001760733;1.424272,0.06545431;-0.03894532;1.405877,0.07002725;-0.2089794;1.284214,0.01550175;-0.3358144;1.072599,0.007604422;-0.3897357;1.009426,-0.0367554;-0.4532045;1.341888,0
2732,-0.1172618;0.001720401;1.424295,0.06602348;-0.03892662;1.406295,0.07349382;-0.2123221;1.282185,0.05426809;-0.3328112;1.090826,0.041853;-0.3836097;1.03305,-0.03677797;-0.4532766;1.341825,0
2771,-0.1170927;0.001674154;1.424599,0.06499392;-0.03871315;1.407757,0.08021834;-0.2202792;1.281094,0.07258992;-0.3464869;1.083344,0.08277582;-0.4085394;1.030605,-0.03698063;-0.4538763;1.342362,0
2809,-0.1169574;0.001631067;1.424662,0.06437483;-0.03867504;1.408161,0.08757512;-0.242289;1.258181,0.08579834;-0.3652779;1.068578,0.09723865;-0.411716;1.031264,-0.03683902;-0.4541387;1.342336,0
2853,-0.1164752;0.001498617;1.424194,0.06400713;-0.03880609;1.408077,0.08790501;-0.242321;1.258081,0.0875996;-0.3689781;1.073715,0.1063984;-0.4118008;1.034211,-0.03689096;-0.4546362;1.342309,0
2887,-0.1162788;0.00146123;1.424487,0.06346358;-0.03889905;1.40892,0.09089753;-0.2423478;1.26785,0.1068658;-0.3844023;1.059786,0.1174287;-0.4161079;1.031414,-0.03691537;-0.4554785;1.343946,0
2925,-0.1160752;0.001406324;1.424555,0.06319374;-0.03902701;1.409015,0.0926221;-0.2425482;1.270627,0.110717;-0.3824658;1.065181,0.125876;-0.4167306;1.034771,-0.03660055;-0.4558918;1.344301,0
2964,-0.1157334;0.001182141;1.424038,0.06313305;-0.03909158;1.409065,0.09445868;-0.2428934;1.27351,0.11297;-0.3777672;1.07707,0.1284085;-0.4151779;1.04364,-0.03642181;-0.4562886;1.344278,0
3004,-0.1155873;0.001114323;1.424081,0.06303767;-0.03922692;1.409417,0.09737923;-0.2438704;1.278702,0.09045059;-0.3908359;1.133548,0.1161919;-0.3993944;1.092896,-0.03608238;-0.4567034;1.34472,0
3043,-0.1152721;0.0009436744;1.423998,0.06298679;-0.03939093;1.40972,0.100294;-0.244912;1.284863,0.09656416;-0.3733803;1.145936,0.1223999;-0.4012913;1.091823,-0.03575087;-0.4571811;1.345105,0
