Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.120461;-0.01444144;1.374089,0.05117564;-0.04467178;1.346467,0.002574744;-0.2287765;1.199823,-0.07835475;-0.3357355;1.07154,-0.1120185;-0.384213;1.033783,-0.01588834;-0.4462246;1.331602,0
41,-0.1204902;-0.01446644;1.37413,0.0511639;-0.04468484;1.346439,0.001789158;-0.2299757;1.198154,-0.07936013;-0.3370107;1.070094,-0.10398;-0.3758513;1.039587,-0.01594781;-0.4465199;1.332114,0
88,-0.1205166;-0.01450663;1.374325,0.05115579;-0.04470523;1.34641,0.001374321;-0.2307259;1.197681,-0.07979054;-0.3375733;1.069469,-0.104089;-0.3762789;1.040403,-0.01591892;-0.4467706;1.332773,0
117,-0.1205165;-0.01452791;1.374329,0.05115222;-0.04470295;1.34641,0.001115339;-0.2314656;1.197146,-0.08022185;-0.3380979;1.068863,-0.1041545;-0.3762782;1.040104,-0.01592951;-0.4469414;1.333163,0
156,-0.120558;-0.01446411;1.37403,0.05108365;-0.04476835;1.346335,-0.0001566627;-0.237354;1.19286,-0.08358509;-0.3419376;1.064227,-0.1021936;-0.3734134;1.041533,-0.01713909;-0.4403667;1.307319,0
200,-0.1205679;-0.01445285;1.374037,0.0510462;-0.04480558;1.346393,-0.0001891968;-0.237937;1.192953,-0.08384044;-0.3421642;1.064167,-0.1189397;-0.3940196;1.025946,-0.01716947;-0.4399562;1.306565,0
242,-0.1205025;-0.01436654;1.372996,0.05091938;-0.04492334;1.346046,-0.0004765512;-0.2387308;1.191291,-0.08459399;-0.342878;1.06276,-0.1015312;-0.3722792;1.039863,-0.01716727;-0.4394723;1.30416,0
281,-0.1205877;-0.01431578;1.372629,0.05085241;-0.04498589;1.34593,-0.0006643127;-0.238748;1.191157,-0.08467269;-0.3429853;1.062629,-0.1198672;-0.3937955;1.023468,-0.01720632;-0.4392475;1.303266,0
322,-0.1206593;-0.01424569;1.372576,0.05084021;-0.04499967;1.345918,-0.0006468869;-0.2387634;1.191137,-0.08470792;-0.3429663;1.062616,-0.1198779;-0.3948357;1.02246,-0.01721209;-0.4389639;1.30281,0
355,-0.1206974;-0.01422213;1.372594,0.0507981;-0.04503684;1.345899,-0.00063503;-0.2388429;1.191156,-0.08474992;-0.342947;1.062587,-0.1019832;-0.3733543;1.04303,-0.01731317;-0.4388808;1.30243,0
