Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.1037335;-0.007345439;1.40855,0.06576984;-0.04100468;1.418974,0.119953;-0.2641018;1.347889,0.2030817;-0.3870023;1.178545,0.2238058;-0.4312552;1.140765,-0.03324135;-0.4428449;1.318836,0
38,-0.1037342;-0.007316838;1.408555,0.06520529;-0.04109777;1.420016,0.119842;-0.2643339;1.347749,0.2011452;-0.3865785;1.178711,0.2244245;-0.4298099;1.13327,-0.03329836;-0.4427873;1.318837,0
77,-0.1037322;-0.007279985;1.408592,0.06478896;-0.04121188;1.421414,0.1195753;-0.2642407;1.348165,0.2001993;-0.3863032;1.178529,0.2250203;-0.4287477;1.130426,-0.03352912;-0.442744;1.318887,0
114,-0.1037143;-0.007250427;1.408587,0.06454194;-0.04120879;1.422022,0.1190757;-0.2641586;1.34815,0.1901326;-0.3843259;1.178494,0.2162589;-0.4195453;1.123481,-0.03355024;-0.4427318;1.318898,0
191,-0.1036965;-0.007195812;1.408571,0.06423;-0.04116234;1.422571,0.1162054;-0.262088;1.346869,0.17598;-0.3821005;1.152316,0.1947332;-0.413057;1.089991,-0.03385824;-0.4427021;1.318794,0
215,-0.1036586;-0.007104336;1.408507,0.06417554;-0.04113332;1.422497,0.1149754;-0.2606074;1.345672,0.1737701;-0.3772259;1.145809,0.1925379;-0.409768;1.083146,-0.03377248;-0.4423519;1.31864,0
253,-0.1036934;-0.006996924;1.408557,0.06413924;-0.04113224;1.422479,0.1142063;-0.2590509;1.345008,0.1723134;-0.3769;1.136771,0.1893076;-0.4126136;1.077417,-0.03385128;-0.4422992;1.318621,0
292,-0.1037054;-0.006944738;1.40854,0.06408079;-0.04109282;1.422408,0.1133697;-0.2578173;1.343908,0.170816;-0.3782651;1.13029,0.1876162;-0.4165334;1.071061,-0.03412658;-0.4422294;1.318463,0
332,-0.1037255;-0.006811623;1.408708,0.06400707;-0.04105487;1.422645,0.1130251;-0.2572467;1.343583,0.1703684;-0.3782224;1.130241,0.1875195;-0.4190312;1.073899,-0.03443785;-0.4420951;1.318648,0
369,-0.1037399;-0.006753383;1.40877,0.06393495;-0.04103518;1.422614,0.1126456;-0.2564279;1.342759,0.1704423;-0.3779685;1.129869,0.1873301;-0.4190882;1.074065,-0.03445786;-0.4422438;1.318543,0
406,-0.1037467;-0.00670673;1.408757,0.06379034;-0.0409565;1.422307,0.1122577;-0.2556856;1.341174,0.1703939;-0.3774477;1.129435,0.1873115;-0.4185093;1.072464,-0.03452081;-0.4422767;1.318342,0
459,-0.1038224;-0.006565011;1.408816,0.06368903;-0.04089635;1.422285,0.1122126;-0.2545896;1.340736,0.1702331;-0.3778102;1.129161,0.1861637;-0.420028;1.074186,-0.03490518;-0.4421596;1.318209,0
484,-0.1038663;-0.006478914;1.408889,0.06352802;-0.04075923;1.422258,0.1120785;-0.2539047;1.340145,0.1702331;-0.3777923;1.129149,0.1866056;-0.4197363;1.074512,-0.03519848;-0.4420746;1.318175,0
522,-0.1040227;-0.006274028;1.408957,0.06327585;-0.04044389;1.422501,0.1119544;-0.2531485;1.339915,0.1706062;-0.3775341;1.128935,0.1866295;-0.4193742;1.073482,-0.03631543;-0.441274;1.318032,0
