Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.1312145;-0.01468841;1.347196,0.03843786;-0.04609787;1.334931,-0.01674771;-0.231388;1.183419,-0.1118252;-0.342625;1.071529,-0.1540196;-0.3806492;1.036615,-0.03930852;-0.4463779;1.281776,0
42,-0.1312668;-0.01463924;1.347182,0.03842976;-0.04610499;1.334925,-0.01720512;-0.2316193;1.183161,-0.1121771;-0.3427631;1.071079,-0.1556429;-0.3817402;1.037767,-0.03929073;-0.4463793;1.281718,0
84,-0.1312505;-0.01460718;1.347205,0.03842828;-0.04609671;1.334934,-0.01694014;-0.2319919;1.18314,-0.112351;-0.3428109;1.07111,-0.156185;-0.3818504;1.036161,-0.03930199;-0.4463151;1.281748,0
130,-0.1311639;-0.01465388;1.347153,0.03842556;-0.04608565;1.334927,-0.01688116;-0.2321882;1.18289,-0.1120236;-0.3447369;1.072503,-0.1482464;-0.3752861;1.042552,-0.03925987;-0.4463187;1.28172,0
174,-0.1311596;-0.01460197;1.34718,0.03841618;-0.04608558;1.334937,-0.01575738;-0.2306869;1.184398,-0.1108338;-0.3429309;1.073596,-0.1482873;-0.3755066;1.043862,-0.03921169;-0.4462953;1.28174,0
218,-0.1311641;-0.01457697;1.347177,0.03840981;-0.04608277;1.334938,-0.01571398;-0.2305672;1.184375,-0.1108326;-0.3426791;1.073465,-0.1479443;-0.3751692;1.042684,-0.03920085;-0.446283;1.281738,0
260,-0.1311597;-0.01456222;1.347173,0.03837965;-0.04609546;1.334892,-0.0157113;-0.2304409;1.184403,-0.1108163;-0.3423617;1.07327,-0.1482862;-0.3752216;1.042665,-0.0391886;-0.4462702;1.281727,0
305,-0.1311748;-0.014537;1.347186,0.03834809;-0.04610493;1.334848,-0.015727;-0.230376;1.184422,-0.1108185;-0.3421693;1.073136,-0.1478408;-0.3746237;1.042322,-0.03918914;-0.4462693;1.281676,0
352,-0.1311914;-0.01450508;1.347244,0.03834231;-0.04611182;1.33485,-0.01570706;-0.2303145;1.18444,-0.1107637;-0.342044;1.073053,-0.1479228;-0.375094;1.043621,-0.03918773;-0.4462695;1.281678,0
393,-0.1311711;-0.01445066;1.346925,0.03831369;-0.04612717;1.334695,-0.0157749;-0.2300682;1.183596,-0.110783;-0.3418463;1.072213,-0.146699;-0.3731766;1.040009,-0.0391582;-0.4462175;1.281528,0
439,-0.1311748;-0.01441298;1.347005,0.03830587;-0.04612181;1.33471,-0.01574328;-0.2300363;1.183643,-0.1108377;-0.3418007;1.072324,-0.1472967;-0.3741595;1.044775,-0.03914894;-0.4462273;1.281547,0
718,-0.1312426;-0.0141659;1.346812,0.03823628;-0.04618604;1.334389,-0.01062688;-0.2254201;1.183496,-0.1073146;-0.3360726;1.072372,-0.1491204;-0.366185;1.032128,-0.03918884;-0.4462349;1.281164,0
737,-0.1314092;-0.0140284;1.346701,0.03823666;-0.04618291;1.334354,-0.008444749;-0.2241136;1.183606,-0.1058723;-0.3330416;1.071307,-0.1498291;-0.3628204;1.02796,-0.03934161;-0.4461985;1.281139,0
770,-0.1314519;-0.01391531;1.346328,0.03394364;-0.04619346;1.328643,-0.00721634;-0.2236221;1.18301,-0.1047174;-0.3302412;1.068389,-0.1507971;-0.3594721;1.02273,-0.03950294;-0.44612;1.281035,0
