Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.1809851;-0.2497363;1.014401,0.1310733;-0.1905715;1.030289,-0.01791992;-0.06121128;1.129452,-0.1322015;0.1681621;1.203246,0.01585958;0.2103353;1.222838,0.03738157;-0.261757;1.335187,0
33,0.1797768;-0.2512187;1.010692,0.1305746;-0.1934374;1.029747,-0.01820009;-0.06130225;1.129336,-0.132292;0.1681011;1.203072,0.01496619;0.2086354;1.222785,0.03736006;-0.2618358;1.335114,0
65,0.1811951;-0.2545429;1.01221,0.1303303;-0.1960089;1.030022,-0.0182719;-0.06140169;1.129365,-0.1323652;0.1680698;1.203047,0.01494044;0.2088335;1.222697,0.0371848;-0.2618197;1.33545,0
99,0.1843393;-0.2574634;1.008782,0.1347917;-0.19821;1.027759,-0.01856726;-0.06151483;1.12941,-0.1324398;0.1680313;1.203024,0.0149088;0.2089826;1.222589,0.03695527;-0.2619749;1.335402,0
132,0.1832258;-0.257629;1.008801,0.1336436;-0.1991141;1.028144,-0.01877296;-0.06161168;1.129444,-0.1325263;0.1679642;1.202911,0.01486105;0.2091554;1.222423,0.03682885;-0.2621723;1.33517,0
166,0.1779839;-0.2489369;1.012504,0.1278025;-0.1918281;1.030256,-0.01900902;-0.06168239;1.129338,-0.1325968;0.1678984;1.202773,0.01484173;0.209283;1.22234,0.03683239;-0.2621275;1.335364,0
198,0.1843699;-0.2561029;1.01224,0.132964;-0.1958014;1.028367,-0.01932514;-0.06181346;1.129683,-0.1326559;0.1678755;1.202818,0.01479244;0.2095386;1.222514,0.03693688;-0.2615654;1.336851,0
232,0.1791179;-0.2491517;1.013589,0.1292535;-0.1912148;1.030331,-0.01938478;-0.06178797;1.129608,-0.1326918;0.1678524;1.202792,0.0147535;0.2096708;1.22245,0.0369528;-0.2616347;1.336758,0
265,0.1782771;-0.2475193;1.015797,0.1282341;-0.1897404;1.030812,-0.01962757;-0.06186183;1.129702,-0.132723;0.1678421;1.202796,0.01471698;0.2097943;1.222444,0.03691797;-0.2617029;1.336731,0
299,0.177917;-0.2486118;1.012227,0.128157;-0.1913832;1.029533,-0.01965446;-0.06178576;1.129422,-0.1327478;0.1678272;1.202727,0.01471572;0.2099476;1.2223,0.03697881;-0.2616031;1.336384,0
