Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-1684;-8096;13488,165;-814;-920,-0.05354781;0.1035995;1.702257,-0.2154757;-0.4645362;1.254439,-0.218376;-0.4339519;1.332639,-0.2516626;-0.3299698;1.576333,-0.2047365;-0.1759671;1.694666,-0.02371702;-0.1005154;1.70186,-0.02749617;-0.5073789;1.607283,0
34,-1712;-8076;13504,176;-800;-850,-0.0573636;0.1028832;1.701424,-0.2422785;-0.4474133;1.249327,-0.258375;-0.4199353;1.322537,-0.2520037;-0.3315618;1.574511,-0.2074946;-0.1757946;1.691317,-0.02747481;-0.1008954;1.702202,-0.02756925;-0.5073584;1.607372,0
67,-1604;-8048;13528,111;-812;-806,-0.06011273;0.1031371;1.700914,-0.2382154;-0.4360265;1.259882,-0.2481294;-0.4044882;1.349998,-0.2527906;-0.3311839;1.571868,-0.2098802;-0.1749026;1.688594,-0.03003699;-0.1010367;1.701786,-0.02764012;-0.507275;1.607376,0
100,-1552;-8080;13592,195;-810;-749,-0.06362462;0.103336;1.699949,-0.2372069;-0.4364103;1.264536,-0.2468876;-0.4041213;1.351627,-0.2525296;-0.329015;1.567041,-0.2115261;-0.1742205;1.68672,-0.03417641;-0.1013273;1.701698,-0.02821818;-0.5069497;1.607648,0
135,-1352;-7912;13504,-630;-556;-775,-0.06688894;0.1033459;1.699394,-0.235805;-0.4371881;1.265735,-0.2459984;-0.4044027;1.352483,-0.2529564;-0.3296359;1.565538,-0.214468;-0.1738678;1.684762,-0.03764148;-0.1018572;1.702095,-0.02856738;-0.5065439;1.607903,0
167,-1464;-7800;13376,-1661;-19;-517,-0.06956477;0.1034879;1.698558,-0.2329255;-0.4395905;1.263772,-0.2432873;-0.4078004;1.350734,-0.2534853;-0.3289463;1.563991,-0.2164191;-0.1728772;1.683301,-0.04002749;-0.1019284;1.702344,-0.02890311;-0.506158;1.608154,0
200,-1456;-7992;12884,-7925;2494;-144,-0.07295128;0.1028715;1.695157,-0.2299059;-0.4391341;1.260715,-0.2406977;-0.4093412;1.345954,-0.2542531;-0.3277895;1.557449,-0.2188046;-0.1725196;1.678473,-0.04225412;-0.1021433;1.701159,-0.02905701;-0.506116;1.608157,0
233,-2308;-9224;12508,-11823;3688;618,-0.07561982;0.1031244;1.694034,-0.2059909;-0.4603284;1.216431,-0.2185799;-0.4292429;1.293419,-0.261793;-0.3482704;1.504409,-0.2208206;-0.1722011;1.676614,-0.04481424;-0.102276;1.700892,-0.03053888;-0.5050896;1.608779,0
266,-2636;-10452;11500,-13918;4297;788,-0.07845007;0.1032094;1.691776,-0.2152892;-0.449071;1.239679,-0.2284522;-0.4174705;1.329925,-0.2595311;-0.3282954;1.555504,-0.2224159;-0.1722729;1.67487,-0.04729273;-0.1025791;1.699982,-0.03076078;-0.5049813;1.608675,0
300,-2892;-11400;9956,-18955;6161;829,-0.08060222;0.1027197;1.690964,-0.2026635;-0.4600728;1.220977,-0.216058;-0.4248172;1.309873,-0.2594189;-0.3288505;1.555351,-0.2235296;-0.1721529;1.674164,-0.05001742;-0.1029782;1.699986,-0.03180494;-0.5042964;1.609173,0
334,-3964;-13244;8768,-16198;5036;875,-0.08277936;0.1025722;1.68845,-0.1980345;-0.4645713;1.207518,-0.21181;-0.4341447;1.286781,-0.2658888;-0.3454069;1.505875,-0.2253394;-0.1723239;1.671115,-0.05186092;-0.1033081;1.699031,-0.03223363;-0.5041887;1.60907,0
366,-3664;-13044;6836,-17120;5532;902,-0.08494905;0.1021051;1.686739,-0.2157578;-0.4446052;1.244497,-0.2281541;-0.4152529;1.333063,-0.2587858;-0.3374266;1.541048,-0.2267686;-0.1722935;1.669857,-0.05330761;-0.1035686;1.698548,-0.03272771;-0.503872;1.609074,0
399,-5008;-15040;5568,-14974;4427;1066,-0.08716399;0.1017421;1.685725,-0.201499;-0.4640946;1.214576,-0.2184842;-0.4289763;1.300258,-0.2602254;-0.333886;1.546371,-0.2280008;-0.1727207;1.669125,-0.05463371;-0.1038344;1.698393,-0.03271951;-0.5040249;1.608871,0
435,-4772;-14808;3928,-12230;3318;957,-0.08927938;0.1013495;1.684246,-0.2014618;-0.4627686;1.213566,-0.2185923;-0.4290092;1.299699,-0.2616178;-0.3309581;1.544407,-0.2289608;-0.1730564;1.667758,-0.05637101;-0.1042;1.697601,-0.03291127;-0.5040267;1.608776,0
