Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,5920;9148;12108,-45;-488;-705,-0.05847375;0.0714484;1.687672,-0.02574481;-0.1235909;1.710242,0.1311678;-0.1439815;1.649331,0.1793079;-0.2759441;1.508882,0.1531239;-0.3720545;1.378013,0.1484251;-0.3840398;1.344461,-0.02032222;-0.5702425;1.65215,0
34,5792;9800;12188,304;-63;-704,-0.05846194;0.07147122;1.687693,-0.02572575;-0.1235407;1.710287,0.1311807;-0.1439698;1.649432,0.1800797;-0.2751968;1.510013,0.153246;-0.3718348;1.378372,0.1482679;-0.3842391;1.344437,-0.02025311;-0.570122;1.652161,0
67,5580;8824;12096,310;254;-994,-0.05845462;0.07152125;1.687719,-0.0257398;-0.1234889;1.710333,0.1312159;-0.1439586;1.649529,0.1797452;-0.2756144;1.508886,0.1533494;-0.3716272;1.378676,0.1480566;-0.3866263;1.340608,-0.0202561;-0.5701244;1.652169,0
119,5492;9400;12848,1084;680;-1623,-0.0584245;0.07164359;1.687438,-0.02574829;-0.1233912;1.710048,0.1311031;-0.1440019;1.649215,0.1803431;-0.2750566;1.508834,0.1530217;-0.3722449;1.376748,0.1482437;-0.3832955;1.339004,-0.02025939;-0.5701746;1.651831,0
133,5724;9292;11940,712;-728;-692,-0.05852345;0.0717883;1.68719,-0.02581884;-0.1233167;1.709652,0.1311288;-0.143983;1.648966,0.1784019;-0.2783966;1.503392,0.1526967;-0.3732865;1.375787,0.1465365;-0.3890116;1.32913,-0.02045207;-0.5701911;1.651331,0
168,5264;8420;12272,661;-338;-1067,-0.0590108;0.07183943;1.688167,-0.02591544;-0.1232348;1.710519,0.1311811;-0.1437457;1.649616,0.1781929;-0.2785901;1.503743,0.1525195;-0.374578;1.375815,0.1462382;-0.3939479;1.332557,-0.02033245;-0.5703421;1.651818,0
200,5216;9360;12088,1034;-621;-1201,-0.05933723;0.07198597;1.688683,-0.02597638;-0.123159;1.710845,0.1311582;-0.1437673;1.650092,0.1779737;-0.2783549;1.505537,0.1527543;-0.3754854;1.377619,0.1476865;-0.3886164;1.342438,-0.02025428;-0.5704821;1.652192,0
233,5184;9000;12000,538;-491;-1078,-0.05943175;0.07198507;1.688841,-0.02601456;-0.1231671;1.710956,0.1311414;-0.1437966;1.650216,0.1779315;-0.2780868;1.505571,0.1527999;-0.3747587;1.37837,0.1472779;-0.3896046;1.337846,-0.02014301;-0.5705943;1.652181,0
267,5332;9060;12232,641;-617;-1532,-0.05950134;0.07204402;1.68875,-0.02605589;-0.1231306;1.710815,0.1310457;-0.1438057;1.650138,0.1782388;-0.2777302;1.505876,0.1526566;-0.3750908;1.378037,0.1474019;-0.3847013;1.339381,-0.01992695;-0.5705881;1.651823,0
300,5132;9064;12232,196;-635;-1945,-0.05989603;0.07210696;1.689528,-0.02613368;-0.1230911;1.71139,0.1309667;-0.1436693;1.650543,0.1782439;-0.2777277;1.505871,0.1527813;-0.3744192;1.378695,0.1471138;-0.3896711;1.338785,-0.0198992;-0.5706275;1.652122,0
333,4852;9188;11976,215;-467;-1532,-0.06008719;0.07220038;1.689614,-0.02638412;-0.1229889;1.71155,0.1308702;-0.1434974;1.650609,0.1778659;-0.2784484;1.505001,0.1529456;-0.3738609;1.37872,0.1465619;-0.3902987;1.332731,-0.01991674;-0.57059;1.65223,0
368,5024;9076;12200,255;-602;-1139,-0.06075915;0.0727689;1.69086,-0.02656674;-0.12294;1.711635,0.1307693;-0.1434904;1.650653,0.1780537;-0.2773117;1.506402,0.1531024;-0.373215;1.378744,0.1477119;-0.3856025;1.340183,-0.01992474;-0.5705866;1.652139,0
402,4796;9308;11964,86;-458;-810,-0.06164148;0.07306161;1.691534,-0.02673142;-0.1228043;1.711723,0.1305453;-0.1433339;1.650649,0.177907;-0.2768358;1.505948,0.1528867;-0.374245;1.375902,0.1483492;-0.3842483;1.33724,-0.01984349;-0.5704941;1.652057,0
433,5060;9048;12156,205;-606;-778,-0.06268317;0.07338618;1.692049,-0.0271137;-0.1225873;1.711834,0.1300617;-0.1431332;1.650644,0.1766096;-0.2792108;1.498733,0.1530749;-0.3728368;1.375229,0.1489819;-0.3819553;1.33184,-0.01988047;-0.5705074;1.651976,0
