Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-6224;-14720;4716,9584;-4605;-1976,-0.09748284;0.09897508;1.672546,-0.2191555;-0.4717225;1.192744,-0.2258504;-0.4407256;1.253424,-0.2410508;-0.3443309;1.449989,-0.2265727;-0.1656464;1.651885,-0.06026816;-0.1026558;1.687122,-0.03764519;-0.504574;1.608366,0
33,-6068;-14700;5964,12504;-6122;-2389,-0.09707416;0.09894647;1.672508,-0.2181109;-0.471349;1.189674,-0.2258143;-0.4406303;1.253303,-0.2408453;-0.3443326;1.449778,-0.2262467;-0.1657037;1.651716,-0.05988102;-0.1025719;1.687078,-0.03763469;-0.5045863;1.60836,0
66,-4832;-12744;6768,15022;-6311;-2587,-0.09678427;0.09887812;1.672479,-0.2186519;-0.4713863;1.191035,-0.2258324;-0.4404328;1.253161,-0.2407375;-0.3440802;1.449861,-0.2259918;-0.1655592;1.651888,-0.05977209;-0.1027464;1.687102,-0.03763244;-0.504597;1.608352,0
99,-4180;-11148;7796,7401;-2792;-1774,-0.09617591;0.09912231;1.672209,-0.222327;-0.5077799;1.184419,-0.2258478;-0.4402575;1.253295,-0.2430731;-0.3325629;1.487891,-0.2259953;-0.1655639;1.651887,-0.05963494;-0.1028578;1.687017,-0.03762861;-0.5046225;1.608334,0
132,-4520;-11908;8792,1580;-474;-965,-0.09547611;0.099275;1.672494,-0.2168233;-0.4733919;1.187715,-0.2259032;-0.4400119;1.253139,-0.2396444;-0.3436935;1.449602,-0.225589;-0.1657153;1.652183,-0.05956861;-0.1030035;1.687242,-0.03762197;-0.5046221;1.608332,0
166,-4688;-12532;9032,1406;-853;-700,-0.09499466;0.09929824;1.672552,-0.217322;-0.4725493;1.188708,-0.225913;-0.4398781;1.253262,-0.2399623;-0.3436498;1.449786,-0.2253954;-0.1656364;1.652294,-0.05956117;-0.1030482;1.687248,-0.03761709;-0.504628;1.608327,0
200,-4452;-12104;8940,764;-443;-789,-0.09454171;0.09941601;1.672557,-0.2163093;-0.4767919;1.18255,-0.2258743;-0.4399192;1.253168,-0.2386118;-0.3411979;1.447624,-0.2251609;-0.1655949;1.652404,-0.05938315;-0.103104;1.687315,-0.03759303;-0.5046225;1.608319,0
232,-4736;-12368;9096,378;-240;-786,-0.09386335;0.09950002;1.672208,-0.2162315;-0.4753431;1.182926,-0.2252397;-0.4403717;1.252926,-0.2385376;-0.3412141;1.447622,-0.2246056;-0.1654705;1.652242,-0.05913296;-0.1031955;1.687219,-0.03736748;-0.5049213;1.607699,0
265,-4736;-12336;9184,627;-487;-810,-0.0930764;0.09954979;1.672804,-0.2173843;-0.4744793;1.186538,-0.2252031;-0.4403548;1.253684,-0.2386103;-0.3427073;1.449271,-0.2242573;-0.1655661;1.652595,-0.05907235;-0.1033019;1.687381,-0.03731249;-0.5049244;1.607625,0
299,-4652;-12260;8964,706;-496;-811,-0.09222084;0.09987365;1.673333,-0.2189627;-0.4719084;1.189436,-0.2252285;-0.4402475;1.253761,-0.2390883;-0.343448;1.450139,-0.224319;-0.1655194;1.65271,-0.05899372;-0.1034362;1.687749,-0.03728931;-0.5049176;1.60757,0
331,-4732;-12316;9156,179;-425;-802,-0.09126308;0.100215;1.672615,-0.2198462;-0.4695067;1.19074,-0.2251008;-0.4403144;1.253785,-0.238941;-0.3425758;1.449294,-0.2233575;-0.1651967;1.652303,-0.05886651;-0.1034412;1.687671,-0.03722963;-0.5049556;1.607471,0
365,-4820;-12196;9140,155;-586;-793,-0.09029509;0.1004598;1.673115,-0.2226679;-0.4672534;1.192774,-0.2251316;-0.4398623;1.25308,-0.238894;-0.3417841;1.448609,-0.2234228;-0.165149;1.652305,-0.05862769;-0.1034122;1.687762,-0.0372007;-0.5049272;1.607425,0
399,-4604;-12248;8980,263;-656;-790,-0.08912877;0.1007875;1.673339,-0.2249206;-0.4620136;1.188708,-0.2241935;-0.4389877;1.254695,-0.2384362;-0.3390234;1.446521,-0.2224772;-0.1643362;1.651928,-0.05856216;-0.1034059;1.687809,-0.03717449;-0.5049169;1.607378,0
