Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,4064;9048;11520,724;-449;-805,-0.0473755;0.0551523;1.730096,-0.01684086;-0.1410597;1.749827,0.1387312;-0.1654424;1.688641,0.1811455;-0.3072678;1.541331,0.1686915;-0.3846795;1.408487,0.1625261;-0.4038158;1.35753,0.01071226;-0.5835684;1.691102,0
33,3656;10984;11028,1454;115;-533,-0.04715329;0.055043;1.7299,-0.01667444;-0.1411528;1.749677,0.1388331;-0.1655124;1.688532,0.181374;-0.3074117;1.541339,0.1687239;-0.3847376;1.40846,0.1634573;-0.4025815;1.358778,0.01092625;-0.5836203;1.690931,0
68,3736;10652;11220,417;111;-736,-0.04695075;0.05501913;1.730036,-0.01649654;-0.1412137;1.749721,0.1389766;-0.1655489;1.688594,0.1814392;-0.3074975;1.541429,0.1689873;-0.3848271;1.408534,0.1632838;-0.4049054;1.356741,0.01103512;-0.5836356;1.690895,0
99,3748;10252;11424,400;19;-717,-0.04678941;0.05491404;1.730116,-0.01628725;-0.1412891;1.749839,0.1390921;-0.1656797;1.688821,0.1815386;-0.3076873;1.541714,0.1691885;-0.3851497;1.408893,0.16296;-0.4049384;1.357488,0.01122404;-0.5837299;1.690923,0
133,3796;10752;11236,624;-354;-679,-0.04668945;0.05503096;1.730456,-0.01616133;-0.1413009;1.749935,0.1392589;-0.165702;1.689296,0.1816906;-0.3076974;1.542173,0.1694098;-0.3852233;1.409385,0.1628623;-0.4067003;1.358401,0.01140149;-0.5837216;1.691036,0
169,3628;10576;11252,252;-356;-673,-0.04641312;0.05508737;1.731493,-0.0158455;-0.141304;1.750677,0.1395603;-0.1658797;1.690131,0.1816789;-0.3077972;1.542832,0.169761;-0.3853477;1.410027,0.1631744;-0.4067156;1.358826,0.01146703;-0.5837177;1.691086,0
199,3560;10688;11364,303;-463;-548,-0.04639058;0.0550895;1.731496,-0.01570819;-0.1412951;1.750661,0.1396169;-0.1659754;1.690108,0.1817256;-0.3078716;1.542784,0.1698656;-0.3854347;1.409983,0.1640501;-0.4027553;1.36029,0.01153028;-0.5837376;1.691042,0
281,-10056;11912;2348,714;-1257;90,-0.04643969;0.05531346;1.731958,-0.01545263;-0.1412091;1.750783,0.1397348;-0.165998;1.690243,0.1821208;-0.3076049;1.542706,0.1699919;-0.3854835;1.410125,0.1647915;-0.4043479;1.358729,0.01169625;-0.5837842;1.690981,0
299,-9560;11292;2548,-386;-720;-340,-0.04644892;0.05573423;1.733315,-0.01533379;-0.1411582;1.751317,0.1398364;-0.1660226;1.690625,0.18228;-0.3074107;1.54288,0.1706685;-0.3851013;1.410135,0.1656538;-0.4045945;1.358233,0.01175448;-0.5837559;1.691079,0
334,-9936;12052;2516,192;-461;-346,-0.04668874;0.05656746;1.735364,-0.0152031;-0.1409733;1.751919,0.1399405;-0.1660602;1.691114,0.1819728;-0.3066786;1.542452,0.1708016;-0.3851769;1.410176,0.1655764;-0.4040947;1.356039,0.011804;-0.5837413;1.691119,0
366,-9700;11532;2848,-587;-738;92,-0.04684911;0.0569234;1.734881,-0.01513136;-0.1408346;1.751185,0.139913;-0.165955;1.689732,0.1803066;-0.3036533;1.537666,0.1713182;-0.3819142;1.405067,0.1656617;-0.3997063;1.345131,0.01175596;-0.5837782;1.690976,0
399,-9800;11548;3100,-81;-609;-450,-0.04729622;0.05728453;1.735523,-0.01516483;-0.1407434;1.751181,0.1398899;-0.165787;1.689728,0.1801744;-0.303376;1.537523,0.1718015;-0.3811373;1.40457,0.165715;-0.4021969;1.342606,0.01188846;-0.5837663;1.690843,0
432,-9580;11628;3296,-210;-1117;-264,-0.04827577;0.05816726;1.73839,-0.0152521;-0.140619;1.751954,0.1398585;-0.1656218;1.690416,0.1799878;-0.3027345;1.537704,0.1726807;-0.3803095;1.404574,0.1653035;-0.4037459;1.341121,0.01202341;-0.5837256;1.690853,0
505,-9800;11648;2984,556;-1129;-224,-0.05029194;0.0590615;1.740663,-0.01541495;-0.1404037;1.75205,0.1396881;-0.1653438;1.690576,0.1807888;-0.3005868;1.536359,0.1753931;-0.375313;1.400423,0.1689801;-0.3942658;1.342806,0.01224998;-0.583656;1.690646,0
534,-9560;11692;2724,1110;-850;-93,-0.05089239;0.05937702;1.740871,-0.01556528;-0.1401908;1.751965,0.1395193;-0.1651379;1.690509,0.1994741;-0.2971713;1.550856,0.1759306;-0.3736531;1.396837,0.1688264;-0.3896219;1.342056,0.0125009;-0.5835879;1.69034,0
568,-9632;12000;2612,1278;-835;271,-0.05157702;0.05984425;1.741761,-0.01587261;-0.1399671;1.752239,0.1393685;-0.1651074;1.69064,0.2003426;-0.2951772;1.551826,0.175962;-0.37272;1.394233,0.1687701;-0.3879107;1.343587,0.0125354;-0.5835757;1.690369,0
598,-9224;11756;2832,1110;-754;130,-0.05236562;0.0600359;1.742326,-0.01597972;-0.1398698;1.752264,0.1391339;-0.1649752;1.69064,0.2018251;-0.2896354;1.554078,0.1759165;-0.3700815;1.388996,0.166737;-0.3864908;1.331459,0.01261707;-0.5834793;1.690235,0
633,-9280;12256;2640,997;-789;-213,-0.05312478;0.06055135;1.741775,-0.01637396;-0.1395009;1.751439,0.1386983;-0.1647013;1.6896,0.2020167;-0.2875479;1.553536,0.1756782;-0.3671303;1.380654,0.1651397;-0.3816728;1.3231,0.01278778;-0.5833283;1.689682,0
666,-9220;11984;2672,1107;-673;-51,-0.05395538;0.06102313;1.743776,-0.01668707;-0.1392996;1.752424,0.1385664;-0.1645411;1.690327,0.2025655;-0.2864062;1.556045,0.1755123;-0.3666012;1.379878,0.1647119;-0.382486;1.324434,0.01291947;-0.5832629;1.68978,0
