Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-9192;-16376;-11960,266;-3506;-3719,0.0007256058;0.4501224;1.280965,-0.1396353;-0.3054109;0.9920026,-0.14464;-0.2656232;1.041126,-0.1391177;-0.07011959;1.173243,-0.1182706;0.1807085;1.29877,0.03682553;0.2143465;1.28549,0.05293486;-0.2471674;1.274039,0
33,-9348;-14084;-12404,137;915;-8637,0.001836309;0.4489065;1.279046,-0.1420459;-0.2971525;0.9998531,-0.146585;-0.2562066;1.046744,-0.1391888;-0.06997866;1.17315,-0.1183815;0.1807861;1.29882,0.03680441;0.2143616;1.285486,0.05278207;-0.2470076;1.274019,0
66,-8296;-12060;-9320,2871;-72;-5467,-0.003203196;0.4537219;1.287761,-0.142311;-0.3012751;0.9969842,-0.1464033;-0.2617853;1.042979,-0.1393139;-0.06989882;1.173044,-0.1183908;0.1808025;1.298828,0.03672808;0.2144556;1.28563,0.05266632;-0.2469025;1.274205,0
100,-6736;-11988;-9748,5935;-1336;-3598,-0.003272561;0.4536395;1.288282,-0.1426093;-0.2992803;1.00139,-0.1472102;-0.2587339;1.045937,-0.1395341;-0.06986079;1.172984,-0.1183934;0.180797;1.29882,0.0366762;0.2145637;1.285928,0.05253308;-0.2469203;1.274595,0
132,-6808;-11848;-8972,3190;-1104;-3714,-0.004616795;0.4557772;1.290079,-0.1425076;-0.2974126;0.9987975,-0.1477594;-0.2573676;1.046159,-0.1398232;-0.06963637;1.172557,-0.1184047;0.1808012;1.29881,0.03665179;0.2145817;1.285937,0.05244288;-0.2468817;1.274582,0
165,-6736;-12384;-9148,-412;-784;-3924,-0.003507461;0.4564352;1.288715,-0.1417995;-0.2960466;1.000162,-0.14831;-0.2551965;1.047034,-0.1399517;-0.06947615;1.171977,-0.118392;0.1807625;1.298626,0.03664477;0.2145883;1.285934,0.05241979;-0.2468605;1.274539,0
199,-6592;-12204;-9312,-1974;-365;-3899,0.0002348178;0.4529403;1.283152,-0.1426189;-0.2957307;1,-0.1483075;-0.2552097;1.047017,-0.139998;-0.0694727;1.171868,-0.1183828;0.1807613;1.298517,0.03664448;0.2145876;1.285933,0.05239857;-0.2470022;1.274472,0
231,-6140;-12516;-9468,-1319;419;-3210,0.0003763218;0.4535442;1.283286,-0.1435989;-0.2967958;1.00146,-0.1485274;-0.2540839;1.047687,-0.140087;-0.06947583;1.171918,-0.1183714;0.1807819;1.298499,0.03664377;0.21459;1.285937,0.0523923;-0.2470734;1.274491,0
266,-6132;-12316;-10396,-2351;486;-2669,0.002328492;0.4514579;1.280499,-0.1438376;-0.2954559;1.001266,-0.1488126;-0.2531695;1.04804,-0.1400924;-0.0694632;1.17189,-0.1183674;0.1807861;1.298487,0.03664355;0.2145904;1.285937,0.05238262;-0.2471465;1.274486,0
299,-5728;-12108;-10808,-1210;161;-2167,0.003378028;0.4508921;1.279608,-0.143431;-0.2941397;1.001666,-0.1489041;-0.2530608;1.048049,-0.140088;-0.06946333;1.171877,-0.118327;0.1808097;1.298418,0.03664822;0.2145977;1.285939,0.05239026;-0.2472431;1.274402,0
333,-6012;-11992;-10608,804;121;-1043,-0.001456604;0.4559124;1.288586,-0.1442701;-0.2948863;1.003339,-0.1489793;-0.25226;1.048794,-0.1401753;-0.06940779;1.171898,-0.1183288;0.180835;1.298486,0.03668453;0.2146248;1.286023,0.05237533;-0.2472054;1.274536,0
365,-5760;-11936;-10308,2643;4;-536,-0.0004723502;0.455841;1.28621,-0.1420188;-0.3001968;0.9902755,-0.1479244;-0.2618865;1.03868,-0.1403548;-0.06924887;1.171444,-0.1182248;0.1808594;1.298265,0.03666607;0.2146262;1.285952,0.05223966;-0.2471037;1.274268,0
399,-5996;-11452;-9932,1717;56;-737,0.003380446;0.4515429;1.280481,-0.1428472;-0.3023231;0.989819,-0.1473972;-0.2637522;1.037349,-0.1406884;-0.06928991;1.171606,-0.1181948;0.1808871;1.298211,0.03666532;0.2146239;1.285954,0.05224909;-0.2471961;1.274255,0
433,-5776;-12060;-10340,720;-35;-1248,0.005479723;0.4493832;1.277006,-0.1419077;-0.301932;0.9852972,-0.1459144;-0.2656525;1.033098,-0.1411692;-0.06934599;1.171704,-0.118162;0.180886;1.298092,0.03665767;0.2146218;1.285932,0.0522213;-0.2471091;1.274238,0
465,-6036;-11944;-10136,1690;532;-384,0.004894687;0.4516602;1.277974,-0.1021309;-0.4060436;0.9236879,-0.1248188;-0.2843167;0.99725,-0.1421815;-0.06937057;1.17188,-0.1181323;0.180894;1.297984,0.03663812;0.2146126;1.285892,0.05217987;-0.2470349;1.27404,0
498,-5940;-12008;-9904,776;2;-713,0.006474839;0.4502023;1.276621,-0.1029897;-0.4027168;0.93126,-0.1256377;-0.2841875;0.9982117,-0.1443449;-0.06988415;1.173503,-0.1181052;0.1809069;1.29799,0.03662869;0.2146075;1.285907,0.0520517;-0.2470596;1.274295,0
537,-4408;-11020;-11916,57;-292;-2004,-0.0003808092;0.4578024;1.287011,-0.1037795;-0.3505596;0.9614804,-0.1256268;-0.2849402;0.9994243,-0.1462853;-0.06957273;1.173146,-0.1180962;0.1808649;1.297923,0.03656728;0.2145685;1.285786,0.05188698;-0.2469344;1.274253,0
569,-5864;-11996;-10364,1318;-459;-172,0.00457079;0.4543571;1.282515,-0.1094932;-0.3514244;0.9635462,-0.1283087;-0.2837045;0.9997123,-0.1504002;-0.06986377;1.17518,-0.1181286;0.1809433;1.298048,0.03655476;0.214569;1.285815,0.0515312;-0.2468489;1.274917,0
599,-5696;-12032;-10632,953;-618;185,0.002216875;0.4557443;1.285529,-0.1056395;-0.3551507;0.9641947,-0.1296285;-0.2827294;0.9986911,-0.1525698;-0.06916936;1.17441,-0.1181604;0.1809815;1.29807,0.03651127;0.2145438;1.285805,0.05124856;-0.2468314;1.275212,0
632,-6088;-11164;-10300,1445;-754;172,0.001415463;0.4559586;1.286128,-0.1395277;-0.3108689;0.9189638,-0.1591254;-0.2251027;0.9435943,-0.1557668;-0.06821993;1.173309,-0.1182189;0.1809929;1.297992,0.03644087;0.2144836;1.285701,0.05107442;-0.2467949;1.275209,0
665,-6096;-11464;-10412,1450;-714;-509,0.0008620401;0.4562266;1.286728,-0.1494557;-0.2730699;0.9181119,-0.1612292;-0.2120148;0.9408671,-0.1588637;-0.06075139;1.174363,-0.1184197;0.1812724;1.298237,0.03641307;0.2144612;1.285709,0.05094498;-0.2467175;1.275506,0
698,-6076;-11712;-10556,895;-647;-992,0.007104959;0.4469979;1.273081,-0.1576696;-0.2150903;0.8886174,-0.1635192;-0.1803319;0.9604419,-0.1610244;-0.05421254;1.17454,-0.1184675;0.1813038;1.298178,0.03625287;0.2143305;1.285473,0.05077986;-0.2467095;1.275342,0
