Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,4004;-16724;-4468,3187;11377;2559,0.02663407;0.4679559;1.308717,-0.125872;-0.3535858;0.9639027,-0.1414486;-0.2694999;1.031146,-0.1266788;-0.05813041;1.172214,-0.1097077;0.1904826;1.303074,0.05168603;0.2189094;1.278263,0.04146967;-0.2369285;1.278333,0
34,3776;-15916;-3524,3072;7733;2691,0.02615442;0.4681351;1.308403,-0.1248244;-0.3524762;0.9619058,-0.1414962;-0.2694645;1.031267,-0.1268008;-0.05830917;1.172161,-0.1098296;0.1903586;1.30291,0.0511724;0.2185027;1.277229,0.04142599;-0.2372761;1.277978,0
140,4188;-15472;-4084,3259;8021;3648,0.02421642;0.4682962;1.308144,-0.1243934;-0.351087;0.9600678,-0.1412462;-0.2693758;1.031727,-0.1273291;-0.05860229;1.172162,-0.1099343;0.1901195;1.30274,0.05013169;0.2179639;1.275274,0.04121181;-0.2382949;1.276964,0
168,3224;-16116;-2860,5168;9075;4271,0.02349816;0.4685786;1.308397,-0.1246517;-0.3525944;0.9628634,-0.1411975;-0.2692929;1.032018,-0.1276188;-0.05873492;1.172399,-0.1099724;0.190094;1.302722,0.04997269;0.2178643;1.274989,0.04111926;-0.2384909;1.276914,0
207,2680;-15888;-2140,3162;6641;3422,0.02335212;0.4686194;1.308362,-0.1249374;-0.352489;0.9639009,-0.141122;-0.269305;1.032084,-0.1279927;-0.05892995;1.172831,-0.1099872;0.19008;1.30273,0.04985929;0.217805;1.27482,0.04105729;-0.238672;1.276937,0
231,2056;-16504;-1644,2157;5341;2588,0.02304207;0.4685641;1.308237,-0.1247321;-0.352147;0.9625294,-0.1411221;-0.2693076;1.032088,-0.1284413;-0.05926995;1.173075,-0.1100367;0.1899366;1.30251,0.0497404;0.2177777;1.274647,0.04100094;-0.2388657;1.27684,0
267,1728;-16440;-1764,1710;3261;1144,0.02286249;0.4685253;1.30821,-0.1254696;-0.3504242;0.9633526,-0.1404923;-0.2689283;1.033315,-0.1288084;-0.059418;1.173194,-0.1100847;0.1898522;1.302447,0.04963066;0.2177313;1.274453,0.04093719;-0.2391005;1.276765,0
299,1796;-17036;-1496,300;-78;-722,0.02255831;0.4684881;1.308009,-0.1201128;-0.3617922;0.9569542,-0.1247399;-0.2852286;1.023144,-0.1293904;-0.05976961;1.173106,-0.1102029;0.1895922;1.302096,0.04948918;0.2176593;1.27425,0.04080952;-0.2393852;1.276581,0
332,1744;-17128;-1536,1163;-983;-959,0.02203145;0.4681433;1.307318,-0.1225267;-0.3581249;0.9563748,-0.132516;-0.2774616;1.024781,-0.1300925;-0.06000222;1.173084,-0.1102994;0.1894318;1.301824,0.04930998;0.2175898;1.273941,0.04060563;-0.2396883;1.276284,0
368,2228;-16776;-2196,787;-1411;-1402,0.02188835;0.4681979;1.307435,-0.1253942;-0.3542458;0.9643839,-0.1366604;-0.272436;1.032666,-0.1321362;-0.06078436;1.174683,-0.1103299;0.1892737;1.301759,0.04925536;0.2175888;1.273946,0.04039339;-0.2400386;1.276798,0
402,2308;-16744;-2444,973;-1395;-1433,0.02141281;0.4681287;1.306806,-0.1347871;-0.3473103;0.956965,-0.1558294;-0.263304;1.010396,-0.1330136;-0.06102595;1.174341,-0.1104024;0.1889558;1.301422,0.04908834;0.2174316;1.273497,0.04028684;-0.2402599;1.276618,0
431,2576;-16448;-2516,1263;-662;-1204,0.02117693;0.4680864;1.306567,-0.1312546;-0.3538467;0.9574581,-0.1511624;-0.2669463;1.011606,-0.1345265;-0.06091729;1.174065,-0.1104585;0.188872;1.301254,0.04897261;0.2173381;1.273203,0.04005644;-0.2404584;1.276425,0
465,2528;-16420;-2516,961;-774;-1293,0.02109101;0.4681239;1.306556,-0.1690821;-0.2650016;0.9604052,-0.1637728;-0.2093122;1.032683,-0.1358765;-0.06041625;1.173302,-0.1104688;0.188875;1.301245,0.04890608;0.2172652;1.273091,0.03973633;-0.2405922;1.27652,0
499,2652;-16408;-2384,1016;-572;-1163,0.02120936;0.4681327;1.30659,-0.1545817;-0.3606259;0.9216024,-0.1738231;-0.2351781;0.9587454,-0.1394463;-0.05929464;1.171321,-0.1105009;0.1886992;1.301112,0.04887063;0.2172574;1.273102,0.0391065;-0.2397471;1.277603,0
533,2452;-16728;-2560,1175;-660;-1074,0.0211511;0.468051;1.306465,-0.1751216;-0.2488157;0.9097658,-0.1771698;-0.2254918;0.949585,-0.1410246;-0.05813408;1.16875,-0.1104091;0.1885759;1.300712,0.04884166;0.2171878;1.272961,0.03903636;-0.2398553;1.277562,0
566,2508;-16416;-2384,725;-740;-1322,0.02148019;0.4679936;1.30597,-0.1765839;-0.2248672;0.9079155,-0.178082;-0.2141411;0.9396002,-0.1432258;-0.05741681;1.166787,-0.1102496;0.1883124;1.30007,0.04882364;0.217143;1.272849,0.03892932;-0.2401128;1.277549,0
602,2476;-16624;-2564,1110;-624;-1178,0.02177021;0.4679173;1.305486,-0.1809353;-0.2012677;0.8910065,-0.1751253;-0.1722606;0.9531003,-0.1413762;-0.05464249;1.15962,-0.1101048;0.1879282;1.299327,0.04879807;0.2171358;1.2728,0.03819519;-0.2399739;1.277806,0
631,2568;-16544;-2500,1052;-360;-1071,0.02216039;0.4677474;1.30543,-0.1833656;-0.1785632;0.8796828,-0.1774646;-0.161166;0.9222302,-0.1453345;-0.04937896;1.151166,-0.1101764;0.187863;1.29925,0.05211287;0.2196564;1.280205,0.03874847;-0.2402575;1.279508,0
667,2516;-16472;-2260,1160;-405;-1155,0.02266541;0.4675746;1.305032,-0.1849039;-0.1466136;0.8673927,-0.18035;-0.1463923;0.9061779,-0.1474662;-0.04750048;1.149884,-0.1101693;0.1874624;1.298671,0.05142912;0.2190584;1.278235,0.03901837;-0.2397676;1.279695,0
700,2416;-16616;-2376,1085;-752;-915,0.02358069;0.4670611;1.304495,-0.1877345;-0.1179393;0.8583544,-0.1778407;-0.117497;0.9118908,-0.1482123;-0.04336006;1.141799,-0.1103548;0.1869657;1.298224,0.05265759;0.2200319;1.280849,0.03953103;-0.2392966;1.280398,0
732,2624;-16568;-2592,1357;-595;-925,0.02520002;0.4659578;1.302037,-0.1873118;-0.08227628;0.8501282,-0.1800432;-0.08959769;0.9134301,-0.1475014;-0.04053885;1.141396,-0.1103379;0.1869013;1.298045,0.05162614;0.2190255;1.278068,0.03956108;-0.2392288;1.280083,0
767,2444;-16584;-2384,1017;-390;-1052,0.02617968;0.4653301;1.301213,-0.1887576;-0.04462189;0.853777,-0.1821484;-0.07604256;0.9261447,-0.1470857;-0.03918433;1.13442,-0.1104689;0.186899;1.297811,0.05258976;0.2195932;1.279768,0.04018416;-0.2398919;1.280031,0
801,2448;-16460;-2396,1324;-764;-838,0.02745214;0.464315;1.299163,-0.1887413;-0.005400806;0.8545338,-0.1808756;-0.02230361;0.9277769,-0.1473162;-0.0390178;1.132427,-0.1104783;0.1868423;1.297626,0.05186685;0.2185453;1.27705,0.04058612;-0.2408923;1.279186,0
834,2316;-16540;-2348,1202;-978;-1063,0.02783213;0.4641737;1.298914,-0.1882246;0.03401214;0.8635705,-0.1916074;-0.02224744;0.9299162,-0.1551905;-0.02881907;1.134647,-0.1108493;0.1863289;1.297159,0.05280516;0.219173;1.27889,0.04101195;-0.2402066;1.27953,0
866,2296;-16676;-2208,899;-2197;-1815,0.02814292;0.4640199;1.298884,-0.1870585;0.07229979;0.8716499,-0.18448;0.04347121;0.9303774,-0.1601551;-0.02069646;1.133446,-0.1134277;0.1887431;1.300716,0.05337758;0.2197157;1.281359,0.04122615;-0.2402896;1.280129,0
900,2296;-16824;-2176,1220;-3634;-1746,0.0286105;0.4636209;1.298498,-0.1845666;0.1084019;0.8792875,-0.182835;0.06988588;0.9342445,-0.1681434;-0.01037297;1.127977,-0.1141492;0.1871547;1.298691,0.05408909;0.2203218;1.282909,0.04164087;-0.2392695;1.280618,0
932,2456;-16248;-1984,1567;-9161;-5451,0.02925403;0.4632715;1.298206,-0.1823983;0.1385297;0.8923344,-0.1830746;0.1035766;0.9403407,-0.177288;-0.000168403;1.120352,-0.1139764;0.1868776;1.298231,0.05239397;0.2185918;1.279422,0.04180038;-0.2398285;1.280433,0
967,2532;-16008;-2544,-443;-10471;-5630,0.03066589;0.462238;1.29687,-0.1778618;0.1686741;0.9033017,-0.1817851;0.1243852;0.9450393,-0.1829101;0.008607897;1.117523,-0.1138674;0.1869511;1.297906,0.05174454;0.2176334;1.277335,0.04193022;-0.2402653;1.280123,0
1000,3024;-16732;-2396,2182;-12288;-4916,0.03175337;0.4618419;1.296457,-0.1750541;0.1967337;0.9226043,-0.1809387;0.1524791;0.9656613,-0.1853127;0.01762009;1.123222,-0.1141132;0.1870873;1.297635,0.05224513;0.2179767;1.28012,0.04234862;-0.2401513;1.28082,0
1036,2940;-16704;-3156,3047;-6839;-2379,0.0493161;0.4481121;1.27401,-0.1720772;0.21729;0.9374422,-0.1781557;0.1653318;0.9762487,-0.1882003;0.02220138;1.125813,-0.1139529;0.1872707;1.297643,0.05150984;0.2171647;1.278166,0.04236612;-0.2402163;1.280873,0
1069,3332;-16092;-3480,-1047;-5348;-3672,0.05060915;0.4477009;1.272348,-0.1689503;0.2395584;0.9518265,-0.1752954;0.1803186;0.9904593,-0.1910436;0.02592055;1.127348,-0.1145494;0.1886865;1.298367,0.05223347;0.217613;1.280617,0.04267645;-0.2398492;1.281362,0
1100,3484;-17060;-3396,-923;-4568;-3511,0.05240012;0.4472509;1.269561,-0.164711;0.2577248;0.964687,-0.1710527;0.2042502;0.9941417,-0.1933969;0.04455977;1.123449,-0.1144581;0.1888502;1.298388,0.05130415;0.2169043;1.278284,0.0426081;-0.2397511;1.28138,0
1133,3880;-15640;-2940,-947;-7332;-5016,0.0529806;0.4474896;1.268656,-0.1612848;0.272253;0.9801545,-0.1687909;0.2170262;1.00456,-0.1945679;0.0506821;1.123943,-0.1143342;0.1889951;1.298348,0.05097625;0.216553;1.277114,0.0426114;-0.2396799;1.281432,0
1167,4288;-15648;-3900,-2257;-6978;-3742,0.05317087;0.4475746;1.268324,-0.1596039;0.2833795;0.9890276,-0.1654316;0.2334892;1.022241,-0.1955638;0.05475095;1.125062,-0.1141385;0.1891709;1.298268,0.05072277;0.2163481;1.276393,0.04267625;-0.2394134;1.28154,0
1200,5052;-15528;-4944,-1585;-6698;-2027,0.0536674;0.4475432;1.268069,-0.1567967;0.295362;1.000663,-0.1643602;0.2420723;1.024934,-0.1967803;0.05947022;1.12792,-0.1142172;0.1899277;1.298079,0.05182811;0.2168685;1.280696,0.04282512;-0.2387551;1.282163,0
1234,5012;-15780;-5992,2296;-444;-808,0.05460981;0.4461739;1.264403,-0.1540041;0.3005283;1.005232,-0.1636975;0.2427714;1.027743,-0.1970295;0.06292458;1.128919,-0.1138186;0.1901881;1.297789,0.05119254;0.2162121;1.278292,0.04279506;-0.2386121;1.281972,0
1269,4604;-15848;-5408,883;-397;-473,0.05531283;0.4457159;1.263262,-0.1535044;0.3099365;1.0145,-0.1632126;0.2454377;1.033734,-0.1979485;0.06711922;1.130629,-0.1139246;0.1910226;1.297056,0.05180822;0.2162613;1.279201,0.04292263;-0.2379664;1.282141,0
1300,5344;-15844;-4948,1859;1211;-741,0.05585965;0.4443861;1.261086,-0.1534433;0.3157834;1.018482,-0.1631751;0.2474631;1.038295,-0.2043663;0.04354926;1.138007,-0.1139316;0.1925555;1.296473,0.05250831;0.216313;1.280339,0.04312893;-0.2373548;1.282312,0
1333,4376;-16256;-4800,1069;984;-1008,0.05611929;0.4433901;1.259734,-0.1533347;0.3204779;1.015443,-0.1629909;0.249712;1.040872,-0.2055144;0.04265663;1.138008,-0.1135113;0.1934646;1.295084,0.0529987;0.2161462;1.280961,0.04328367;-0.2369297;1.282384,0
1367,5072;-16088;-4080,1996;1117;-963,0.05634159;0.4424785;1.258862,-0.1541171;0.3276716;1.012962,-0.1638054;0.2528309;1.043529,-0.2069681;0.04381315;1.137698,-0.1134079;0.1948541;1.294702,0.05331493;0.2162876;1.282852,0.04336121;-0.2363524;1.282643,0
1400,5324;-15772;-4876,763;3315;-345,0.05727755;0.4408784;1.257054,-0.1558402;0.3325174;1.00804,-0.1647773;0.2618508;1.041717,-0.2093014;0.04684814;1.136789,-0.1130936;0.1959667;1.294256,0.05328994;0.216456;1.28381,0.04349887;-0.2356085;1.282872,0
1432,4372;-16084;-4232,-1187;4292;-619,0.05738167;0.440892;1.256953,-0.1576406;0.337248;1.001887,-0.1660362;0.2668626;1.039607,-0.2125648;0.05278448;1.134103,-0.1126578;0.1978903;1.29435,0.05333886;0.2164504;1.283864,0.04349441;-0.2352289;1.282868,0
1469,4032;-15788;-5124,-1674;5209;-676,0.05803212;0.4402148;1.256504,-0.1591884;0.3420083;0.9992104,-0.1681988;0.2753738;1.035127,-0.2153485;0.06069513;1.131549,-0.112025;0.1991057;1.293563,0.05361532;0.2167466;1.284496,0.04344223;-0.2349122;1.283155,0
1500,5376;-14888;-3264,-3834;10505;1104,0.05956886;0.4375785;1.253038,-0.1600871;0.343358;0.9912604,-0.169758;0.2754146;1.032547,-0.2166052;0.06424739;1.130479,-0.1111088;0.2003175;1.291008,0.05364529;0.2167507;1.284462,0.04341521;-0.2347227;1.283046,0
1532,3972;-16888;-3328,4661;7024;1429,0.06007349;0.4366041;1.252486,-0.1618073;0.3475481;0.9870168,-0.1713053;0.2844766;1.025124,-0.2182703;0.06827409;1.128923,-0.1109071;0.20126;1.290217,0.05373274;0.216866;1.284855,0.04334148;-0.2345199;1.283092,0
1567,4720;-14356;-3632,4670;5212;2885,0.06045125;0.4358136;1.252146,-0.1628353;0.3490404;0.9814094,-0.1720838;0.285792;1.022972,-0.2192592;0.0704694;1.128318,-0.1106209;0.2018341;1.289668,0.05378106;0.2170678;1.285245,0.04327821;-0.2338236;1.28342,0
1600,3656;-15904;-3624,1682;5152;2246,0.06099734;0.4338265;1.250267,-0.1640356;0.3462111;0.9772992,-0.173336;0.285001;1.020369,-0.2200281;0.0716452;1.127786,-0.1103465;0.2024695;1.288621,0.05370857;0.2172141;1.285468,0.04237786;-0.2297229;1.284376,0
