Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
3067,1948;-16580;-2440,1308;-564;-995,-0.0004961346;0.4784335;1.313917,-0.1697019;-0.2474843;0.8804514,-0.1734588;-0.1884931;0.9533871,-0.1768759;-0.03059602;1.130573,-0.1289158;0.1988367;1.276656,0.02171978;0.2327069;1.302447,0.02418404;-0.2324262;1.279401,0
3104,2052;-16516;-2480,1023;-656;-1212,-0.001006098;0.4785867;1.314019,-0.1645442;-0.2445745;0.9171502,-0.173329;-0.1838724;0.975477,-0.1739039;-0.03872257;1.13544,-0.1293163;0.1984259;1.277001,0.02165935;0.2325356;1.302265,0.02373905;-0.2326545;1.279186,0
3134,1916;-16788;-2628,1059;-517;-1051,-0.0014658;0.478595;1.314015,-0.1596285;-0.2466109;0.9383731,-0.1674564;-0.1958682;0.9790649,-0.1721431;-0.04357124;1.138613,-0.1295255;0.1980771;1.277021,0.02159916;0.232356;1.302039,0.0235351;-0.2326778;1.278939,0
3165,2100;-16636;-2640,1172;-610;-1082,-0.001789603;0.4785939;1.313893,-0.1317969;-0.3469675;0.9431632,-0.1412831;-0.274072;0.9865473,-0.1677052;-0.04848375;1.145742,-0.1297487;0.197663;1.277042,0.02153208;0.2322395;1.301901,0.02346333;-0.2327135;1.278805,0
3198,1964;-16528;-2612,972;-157;-1025,-0.002071575;0.4786292;1.313862,-0.1293508;-0.3483383;0.9429781,-0.1403617;-0.2744145;0.987119,-0.1657837;-0.05071279;1.149176,-0.1299496;0.1973546;1.277235,0.02145157;0.2321576;1.301774,0.02349735;-0.2326809;1.278628,0
3233,2108;-16672;-2236,1243;-334;-860,-0.002463674;0.4780906;1.313392,-0.1271881;-0.3504768;0.9422459,-0.139284;-0.2752771;0.9878606,-0.1639907;-0.05209783;1.150754,-0.1302201;0.1969517;1.27738,0.02134348;0.2320262;1.30153,0.02355694;-0.2325897;1.278144,0
3266,1960;-16604;-2388,1167;-628;-1056,-0.002684761;0.4780098;1.313401,-0.1247133;-0.3502593;0.9480286,-0.1342066;-0.2787326;0.9935439,-0.1623006;-0.05393032;1.153511,-0.130424;0.1965606;1.277606,0.02130912;0.2319778;1.301446,0.02390577;-0.2326304;1.277923,0
3300,2204;-16496;-2600,1158;-153;-982,-0.002905448;0.4778555;1.313166,-0.1218779;-0.3500487;0.9459716,-0.1317606;-0.2799251;0.9949935,-0.1602358;-0.05562133;1.155593,-0.1306002;0.1960737;1.277668,0.02124665;0.2318273;1.301171,0.02449756;-0.232542;1.277156,0
3335,1884;-16664;-2308,1333;-484;-908,-0.003196813;0.4773709;1.312824,-0.1190128;-0.3521498;0.9510266,-0.1294123;-0.2822908;0.9990984,-0.1587509;-0.05732415;1.158541,-0.1307325;0.1957731;1.277888,0.02121203;0.2317638;1.301101,0.02474179;-0.2325094;1.276999,0
3366,1988;-16668;-2456,1209;-137;-898,-0.003660665;0.4766993;1.31274,-0.1195282;-0.3539987;0.9531377,-0.1292409;-0.2833001;1.001402,-0.1573987;-0.05904506;1.16206,-0.1309893;0.1955494;1.278333,0.02118215;0.2317086;1.301142,0.02523317;-0.2327063;1.277127,0
3441,1964;-16568;-2388,1209;-284;-1100,-0.004781085;0.4755018;1.312466,-0.1207751;-0.3314844;0.9667833,-0.1311755;-0.2627673;1.011678,-0.1554865;-0.06079223;1.164548,-0.1310982;0.1950275;1.278374,0.02115219;0.2315613;1.301062,0.02603286;-0.2330821;1.276606,0
3466,2016;-16516;-2532,1225;-529;-905,-0.005364298;0.4741867;1.311522,-0.1214246;-0.329977;0.9673114,-0.1310896;-0.2631334;1.011246,-0.1548989;-0.06147578;1.165339,-0.1311413;0.1947469;1.278326,0.0211621;0.2314179;1.30094,0.02639093;-0.2333206;1.27634,1
3500,2092;-16672;-2552,1269;-484;-894,-0.005980179;0.4734461;1.311134,-0.1212602;-0.3305547;0.966555,-0.1310408;-0.2633543;1.011265,-0.1543688;-0.06199464;1.165887,-0.1311729;0.194532;1.278254,0.02114381;0.2313177;1.300859,0.02666321;-0.2336392;1.275971,1
3534,2012;-16612;-2644,1116;-174;-1029,-0.006231054;0.4730049;1.310827,-0.1216136;-0.3310741;0.9669551,-0.1310897;-0.2637334;1.011798,-0.1539611;-0.06240323;1.16642,-0.1312145;0.1943794;1.278253,0.02114419;0.2312835;1.300835,0.02689373;-0.233624;1.275895,1
3566,2124;-16452;-2312,1174;-137;-1023,-0.006548481;0.4728941;1.310735,-0.1217364;-0.3323619;0.9671187,-0.1311453;-0.2640039;1.012076,-0.1535286;-0.06271645;1.16703,-0.1313121;0.1942755;1.278455,0.02114227;0.2312333;1.300805,0.02696334;-0.233654;1.275826,1
3599,2028;-16628;-2460,1176;-471;-933,-0.006666491;0.4725599;1.310563,-0.1217122;-0.3326889;0.9663017,-0.1312741;-0.2643082;1.011853,-0.1531001;-0.06317214;1.167832,-0.1313445;0.1941826;1.278445,0.02114102;0.2311701;1.300774,0.02717893;-0.2336604;1.27573,1
3634,2004;-16472;-2452,1312;-606;-823,-0.00690478;0.472237;1.310233,-0.112362;-0.3331996;0.9728354,-0.1216036;-0.2689664;1.020017,-0.1527767;-0.06338456;1.168152,-0.1313972;0.1941061;1.278502,0.02112435;0.2311255;1.300736,0.0273102;-0.2337334;1.275433,1
3666,1884;-16624;-2576,927;-499;-1217,-0.007088732;0.4717878;1.309624,-0.1160195;-0.3344834;0.9711939,-0.1242284;-0.2692061;1.01811,-0.1523978;-0.06353601;1.168471,-0.1314882;0.1940544;1.278666,0.02110311;0.2310779;1.30071,0.02738138;-0.2337084;1.275387,1
3698,1840;-16408;-2432,1301;-908;-1319,-0.007188799;0.4716223;1.309213,-0.1110352;-0.3321992;0.9743083,-0.119876;-0.2708127;1.022119,-0.1520328;-0.06358983;1.168608,-0.1316151;0.1940127;1.278874,0.02108117;0.2309994;1.30057,0.02737956;-0.2336837;1.274983,1
3735,1884;-16280;-2372,727;-1977;-2195,-0.007269286;0.4715807;1.309213,-0.1106996;-0.3312078;0.9787261,-0.1179125;-0.2716949;1.024506,-0.1512495;-0.06368543;1.168993,-0.1318152;0.1939896;1.279271,0.02104938;0.2309916;1.300578,0.02741942;-0.2336402;1.274981,1
3766,1788;-16592;-2360,265;-3955;-3192,-0.00733824;0.4715222;1.309023,-0.1097524;-0.3312789;0.9796021,-0.1172974;-0.2720683;1.025234,-0.1507906;-0.0636662;1.169204,-0.1319196;0.1940384;1.279516,0.02101673;0.2309866;1.300594,0.02745124;-0.2335916;1.27494,1
3799,2244;-16204;-2344,-134;-7972;-5571,-0.007407587;0.471503;1.30903,-0.1141514;-0.3321406;0.9774594,-0.1221988;-0.2709586;1.023485,-0.1505381;-0.06372883;1.169603,-0.132004;0.1940756;1.279724,0.02099403;0.2309783;1.30063,0.02745329;-0.2335994;1.274955,1
3832,2768;-16100;-2392,-2449;-10849;-6765,-0.00747134;0.4715557;1.309141,-0.1122316;-0.3329023;0.9791856,-0.11987;-0.2722774;1.02558,-0.150257;-0.0637869;1.169946,-0.132056;0.194107;1.2799,0.02095355;0.2309853;1.300694,0.02750047;-0.2335789;1.274984,1
3867,2776;-16464;-3332,-827;-13388;-5439,-0.007548264;0.4714427;1.308744,-0.1101282;-0.3298091;0.9758853,-0.1190283;-0.2724808;1.025597,-0.1497765;-0.063572;1.169329,-0.1320806;0.1941098;1.279918,0.02089156;0.2309379;1.300577,0.02754319;-0.2335105;1.274349,1
3910,2684;-16320;-2888,5077;-14007;-4318,-0.007647839;0.4714239;1.308698,-0.1098039;-0.331338;0.9791048,-0.1179768;-0.2728241;1.026422,-0.1495385;-0.0635857;1.169363,-0.1321506;0.1940857;1.280033,0.0208868;0.2309271;1.30056,0.02753831;-0.2335228;1.274278,1
3934,4296;-17528;-5680,8482;-5679;-2107,-0.007717876;0.4713934;1.308681,-0.1093152;-0.3324895;0.979398,-0.1174351;-0.2730893;1.026801,-0.1494575;-0.0635941;1.169467,-0.1322558;0.1940463;1.280244,0.02088157;0.2309237;1.300563,0.02756548;-0.2335063;1.27428,1
3967,2736;-16104;-1616,2560;-6103;-3610,-0.007896452;0.471468;1.308907,-0.1098471;-0.3334574;0.9808496,-0.116726;-0.2735513;1.027699,-0.1492873;-0.06355831;1.169783,-0.1323598;0.1940715;1.280631,0.02089044;0.230927;1.30062,0.02763522;-0.2334515;1.274345,1
4000,3252;-15920;-3328,-1170;-6924;-3773,-0.007993946;0.4713903;1.308782,-0.1128506;-0.3318677;0.9773753,-0.1213706;-0.2718372;1.025086,-0.1491887;-0.0635808;1.169848,-0.1323694;0.1940733;1.280652,0.02087875;0.2309345;1.300633,0.02768735;-0.233425;1.274357,1
4032,3576;-16304;-3440,-1264;-7694;-3339,-0.008060153;0.4714808;1.308971,-0.1142994;-0.3325718;0.9774206,-0.1230683;-0.2714855;1.023798,-0.1491921;-0.06351945;1.169919,-0.1323981;0.1941134;1.28078,0.02087489;0.2309354;1.300648,0.02772808;-0.2333885;1.27445,1
4066,4404;-15936;-5268,1192;-4502;-3290,-0.008072622;0.4714917;1.309003,-0.1156282;-0.3521566;0.9571179,-0.1218934;-0.2863544;1.007072,-0.1493361;-0.06338347;1.169622,-0.1324299;0.1941063;1.280824,0.02086936;0.230911;1.30061,0.02777331;-0.2333907;1.274404,1
4099,4656;-16044;-5016,-308;-2325;-2594,-0.008170417;0.4715837;1.309176,-0.116478;-0.3525938;0.9580986,-0.1219628;-0.2863896;1.007004,-0.1495169;-0.0632587;1.169309,-0.132432;0.1940918;1.28083,0.02086283;0.2309049;1.300609,0.02776141;-0.233393;1.274433,1
4133,4788;-15864;-4868,1534;-1415;-1335,-0.008246899;0.4716084;1.309243,-0.119319;-0.3517644;0.9542704,-0.1245974;-0.2852861;1.004753,-0.1502628;-0.06286006;1.168379,-0.1324702;0.1940552;1.280857,0.02086648;0.2309037;1.300601,0.02769428;-0.2334208;1.274439,1
4168,4592;-15892;-5388,212;-168;-2072,-0.008363429;0.4717806;1.310068,-0.1199875;-0.3534921;0.9561763,-0.1253404;-0.2851188;1.004291,-0.1512899;-0.06229525;1.167319,-0.1325073;0.1940853;1.28093,0.02087209;0.2309328;1.300631,0.02737221;-0.2335858;1.274764,1
4201,4720;-15856;-4976,594;-348;-2507,-0.008421073;0.471858;1.310405,-0.1242866;-0.3603553;0.950494,-0.1327221;-0.2835801;0.9998721,-0.1547146;-0.05977213;1.162133,-0.1325273;0.1941188;1.280969,0.02087531;0.2309371;1.300617,0.02697939;-0.2335287;1.274937,1
4232,4584;-15616;-4808,-157;335;-2127,-0.008399134;0.4719019;1.310942,-0.1224176;-0.3647542;0.961198,-0.1344843;-0.2842998;1.000157,-0.1577604;-0.057827;1.158381,-0.1325282;0.1941297;1.280905,0.02085768;0.2309597;1.300654,0.02610891;-0.233758;1.27554,1
4265,4324;-15844;-4384,-57;579;-1088,-0.00840509;0.4719553;1.311093,-0.1242734;-0.3654167;0.9599447,-0.1391223;-0.2845414;0.9988317,-0.1636202;-0.05204093;1.147585,-0.1325024;0.194166;1.280632,0.02083204;0.230969;1.300622,0.0253661;-0.2337802;1.27583,1
4299,4488;-15528;-4924,-842;1748;-963,-0.008237315;0.4722058;1.311416,-0.1704554;-0.2315954;0.8613595,-0.1730876;-0.1968863;0.9029894,-0.1690366;-0.04498124;1.13617,-0.132532;0.1943007;1.28058,0.02083023;0.2309699;1.300622,0.02498833;-0.2339526;1.276309,1
4333,2872;-17416;-5700,-2411;1396;-2617,-0.008123325;0.4723153;1.311454,-0.1728694;-0.1863051;0.8631607,-0.1701293;-0.1692562;0.8900607,-0.1722555;-0.03340804;1.130621,-0.132359;0.1950641;1.28097,0.02080147;0.2309554;1.300588,0.02466525;-0.2340337;1.276407,1
4366,5004;-15924;-6316,-4847;1368;-1770,-0.008044041;0.4725828;1.311353,-0.1793216;-0.1688538;0.8118371,-0.1743359;-0.1398907;0.8618214,-0.1768463;-0.009794125;1.10793,-0.1324255;0.1939978;1.277186,0.02073644;0.2308532;1.300415,0.02447999;-0.2345057;1.276273,1
4400,972;-15240;-6920,607;8934;-2366,-0.003833813;0.4729709;1.307954,-0.1837714;-0.1318842;0.7965894,-0.1814812;-0.1151502;0.8573298,-0.1801853;0.006676036;1.107616,-0.1322116;0.1955555;1.278007,0.02072586;0.2308513;1.300431,0.02434625;-0.2346949;1.276778,1
4434,4844;-15476;-6328,1693;7830;759,-0.003681908;0.4731113;1.307904,-0.1858417;-0.08768381;0.7830387,-0.1815676;-0.06262171;0.8357397,-0.1830676;0.03204301;1.097401,-0.1317353;0.1949239;1.275666,0.02071169;0.2308322;1.300406,0.02445826;-0.2349305;1.276809,1
4466,5232;-14288;-6060,5548;9559;2979,-0.003372838;0.4733106;1.307708,-0.1888925;-0.05040909;0.7684377,-0.1896959;-0.03426875;0.8496124,-0.1847536;0.07216444;1.060226,-0.1311781;0.1967275;1.276459,0.0207129;0.2308363;1.300392,0.02449512;-0.2349577;1.276861,1
4499,4316;-14824;-5192,3935;12586;5195,0.0008231077;0.4724579;1.302313,-0.190072;-0.008776208;0.751631,-0.1906794;0.00848067;0.8500234,-0.1844;0.08248489;1.07402,-0.1304006;0.1967617;1.274344,0.02065484;0.2309104;1.300458,0.02474975;-0.2350118;1.276759,1
4533,3332;-16084;-4260,4231;16273;8536,0.002328675;0.4725587;1.300375,-0.1915414;0.03798269;0.7411639,-0.1867886;0.04888459;0.8085687,-0.1771944;0.0781059;1.042527,-0.1297426;0.1983728;1.273966,0.01946627;0.2327265;1.302903,0.0251397;-0.2341228;1.277319,1
4566,4400;-15532;-3168,6974;17877;12880,0.001125589;0.4730784;1.30222,-0.1922385;0.08447103;0.7332119,-0.1882895;0.08534613;0.7921032,-0.180297;0.1074374;1.026903,-0.1282683;0.1998815;1.276742,0.01965957;0.2326861;1.302687,0.02544043;-0.2337287;1.27745,1
4599,2140;-16488;-1416,3283;11939;9870,-0.0004866892;0.4743136;1.305906,-0.1923326;0.1302605;0.7251841,-0.1854089;0.1156931;0.8034803,-0.1837346;0.1112318;1.018973,-0.1270409;0.2003443;1.275557,0.01973482;0.2326735;1.302621,0.02571353;-0.2331884;1.277881,1
4634,440;-17112;588,2240;2875;2703,0.001136149;0.4736629;1.303668,-0.1925814;0.1744485;0.7160149,-0.1779602;0.1758414;0.8079542,-0.1906193;0.1232126;1.008898,-0.1258864;0.1996173;1.273577,0.01991956;0.2326258;1.302329,0.02590806;-0.2325062;1.277892,1
4667,748;-16692;-512,475;-899;-601,0.002013701;0.4735174;1.303045,-0.1945474;0.2180086;0.7170598,-0.1908931;0.2038331;0.7919181,-0.1964602;0.1410272;1.010455,-0.1252249;0.1997585;1.273252,0.0200562;0.2326012;1.302274,0.02616846;-0.2320095;1.278372,1
4700,1180;-17176;-1656,168;-854;-1377,0.003373017;0.4732712;1.301902,-0.1962721;0.2607208;0.7143781,-0.1937797;0.2285195;0.8017491,-0.2018273;0.1661097;1.022108,-0.1245666;0.2000259;1.273025,0.02010197;0.2325692;1.302231,0.02631676;-0.2318791;1.2785,1
4733,1100;-17384;-2248,365;-186;-901,0.004018573;0.4733286;1.301779,-0.1984316;0.2999728;0.7213817,-0.1960448;0.2659596;0.810842,-0.2032224;0.1923696;1.016518,-0.1239025;0.2004376;1.272941,0.02016902;0.2325892;1.302302,0.02682899;-0.2313293;1.279572,1
4766,1424;-17136;-2292,999;-1214;-1571,0.004811926;0.4735245;1.30076,-0.1978018;0.3324585;0.7281466,-0.1957509;0.2945185;0.8119785,-0.2016043;0.2089077;1.026368,-0.1232263;0.1997276;1.272727,0.02031683;0.2325807;1.302062,0.02747142;-0.2305948;1.279337,1
4800,2092;-16376;-2392,800;-817;-1952,0.005614507;0.4739028;1.300358,-0.1965162;0.3602667;0.7552552,-0.194405;0.3296594;0.8375611,-0.1941332;0.2564175;1.032043,-0.1227922;0.1996766;1.272877,0.02068697;0.2325954;1.301978,0.02790011;-0.2304507;1.279417,1
4834,2056;-16248;-2620,326;-206;-2083,0.008455701;0.4727698;1.299137,-0.1986016;0.3862766;0.784227,-0.1947251;0.3525991;0.8512974,-0.1948143;0.2648268;1.03946,-0.1224052;0.1997154;1.273218,0.02121692;0.2327483;1.302203,0.02870084;-0.2287997;1.281092,1
4867,2004;-16120;-2408,987;-763;-1583,0.008389484;0.4736319;1.299474,-0.1996257;0.3743233;0.8748562,-0.1927803;0.3703412;0.8545313,-0.1952138;0.2785732;1.040662,-0.1218169;0.2005157;1.272956,0.02149278;0.2328378;1.302184,0.02915024;-0.2278072;1.281013,1
4900,2348;-16216;-2816,668;-309;-1226,0.0070275;0.4777525;1.302498,-0.2062157;0.4240359;0.8588671,-0.1929613;0.3964204;0.8714483,-0.1939494;0.293383;1.051293,-0.1214225;0.2011969;1.27306,0.02168119;0.2329501;1.302227,0.02934976;-0.2269258;1.28145,1
4933,2096;-16392;-2544,761;-288;-985,0.006230921;0.4799668;1.303236,-0.2007437;0.4479635;0.8760817,-0.1940833;0.4123366;0.8783531,-0.191462;0.3068583;1.056616,-0.1211978;0.2033798;1.273306,0.02186652;0.2332091;1.302368,0.02945255;-0.2253279;1.281686,1
4965,2116;-16684;-2652,858;127;-435,0.005617942;0.4814928;1.303622,-0.2000271;0.4687332;0.8944504,-0.1920976;0.4313048;0.8882833,-0.1900915;0.3211926;1.063525,-0.1188421;0.2112898;1.271659,0.02221647;0.2340741;1.304014,0.02966145;-0.222716;1.282099,1
5000,2132;-16684;-2496,956;-251;-851,0.004891676;0.4828008;1.304189,-0.1927061;0.4875566;0.9170929,-0.1878396;0.455549;0.9042495,-0.1888786;0.3350729;1.07212,-0.1166072;0.214738;1.271249,0.02221653;0.234806;1.305968,0.02965125;-0.2210337;1.282602,1
5033,1724;-16900;-2544,808;-301;-1021,0.01042895;0.4778073;1.29689,-0.1899821;0.5020311;0.933171,-0.1847911;0.4679197;0.9073299,-0.1877862;0.3486744;1.076021,-0.1151023;0.2184799;1.269512,0.02213147;0.2349745;1.306331,0.02954934;-0.2202092;1.282702,1
5067,1832;-16896;-2520,1282;-992;-972,0.01082043;0.4777476;1.296591,-0.1903349;0.5175984;0.9722407,-0.1815511;0.4838955;0.9200794,-0.1855292;0.3634069;1.087713,-0.1154692;0.218462;1.270045,0.02178711;0.2352995;1.306791,0.02927935;-0.2193373;1.283238,1
5100,2024;-16624;-2676,1059;-606;-1252,0.01098237;0.4778014;1.296572,-0.1811296;0.5308657;0.9707149,-0.1759433;0.4995006;0.925336,-0.1842116;0.3775587;1.091623,-0.1162477;0.2193398;1.270629,0.02163075;0.2358152;1.306456,0.02897583;-0.2183917;1.283504,1
5133,1964;-16592;-2704,1229;-617;-1367,0.01117446;0.4778332;1.296764,-0.1761853;0.53539;0.9880232,-0.1675089;0.5472712;0.9787053,-0.1826072;0.3868859;1.104589,-0.1170221;0.2199738;1.271331,0.02150694;0.2363724;1.30633,0.02880262;-0.2179434;1.283868,1
5164,2296;-16320;-2716,1020;-160;-1221,0.002823372;0.4890056;1.303207,-0.1717164;0.5267752;1.006563,-0.1536942;0.5738651;1.007779,-0.1799825;0.3998198;1.109236,-0.1172891;0.2202022;1.271597,0.02154265;0.236379;1.306292,0.02879618;-0.2175788;1.283739,1
5200,2052;-16512;-2568,891;-291;-1422,0.002475356;0.4887725;1.302818,-0.1628942;0.5626408;1.013656,-0.1563555;0.5832394;0.9998598,-0.1769391;0.4157391;1.113847,-0.1173721;0.2204064;1.271908,0.02148084;0.2365445;1.305886,0.02879101;-0.2169099;1.283387,1
5236,2180;-16204;-2676,933;-391;-1162,0.008364361;0.4713462;1.292934,-0.1538362;0.6501151;0.9672887,-0.1584205;0.594378;1.004453,-0.1735456;0.4305973;1.124838,-0.1191419;0.2231905;1.276153,0.02089694;0.2363405;1.305406,0.02844097;-0.2160748;1.284032,1
5267,2196;-16388;-2592,1275;-306;-637,0.003019578;0.4670025;1.28636,-0.1425158;0.6804259;0.9595567,-0.1489559;0.6120209;1.004088,-0.1714376;0.4354966;1.129717,-0.1199385;0.2324774;1.281975,0.02032331;0.2363648;1.3045,0.02811403;-0.2148562;1.283802,1
5300,2112;-16572;-2448,845;-316;-856,0.00214483;0.4667059;1.286005,-0.1459311;0.6752363;0.9485596,-0.1509705;0.6110082;0.9990847,-0.1683975;0.4426441;1.144503,-0.1199046;0.2372002;1.285008,0.02013072;0.2364679;1.304439,0.02776454;-0.2138655;1.284273,1
5333,2124;-16808;-2788,1232;-728;-807,-0.009893783;0.4801703;1.291879,-0.1428155;0.6868963;0.9630173,-0.148241;0.6204888;1.010581,-0.1665158;0.4453873;1.148212,-0.1197979;0.238774;1.285881,0.01990927;0.2365553;1.304234,0.0270576;-0.2128927;1.284117,1
5365,2256;-16556;-2748,1007;-409;-1104,-0.01151363;0.4758282;1.288376,-0.1328339;0.7061473;0.9932562,-0.1405128;0.6363017;1.035195,-0.1640583;0.447155;1.159859,-0.1193783;0.2397364;1.286073,0.01956906;0.236813;1.304176,0.02680376;-0.2123927;1.284089,1
5402,1976;-16680;-2564,980;-509;-1150,-0.01472573;0.4738199;1.28407,-0.1270758;0.6215943;1.126379,-0.125118;0.6342928;1.098283,-0.1612836;0.4493137;1.168433,-0.118751;0.2401556;1.286155,0.01949756;0.2369183;1.304108,0.02656749;-0.2116832;1.284194,1
5435,2032;-16516;-2608,1085;-732;-1040,-0.01723406;0.476252;1.284134,-0.1249737;0.6205987;1.125668,-0.1253631;0.631007;1.097087,-0.1591101;0.4486439;1.176116,-0.1182099;0.2405363;1.286222,0.01945465;0.2369515;1.303955,0.02637371;-0.2112612;1.284117,1
5467,1868;-16476;-2964,1010;-710;-1005,-0.02595031;0.469078;1.272589,-0.1216918;0.6235286;1.131964,-0.1225928;0.6325395;1.097776,-0.1572781;0.4511415;1.17885,-0.1176808;0.2406691;1.286126,0.01931586;0.2369978;1.303789,0.02630623;-0.2105797;1.283607,1
5500,2172;-16392;-2772,1042;-823;-1093,-0.02759574;0.4687332;1.271596,-0.1199719;0.6304158;1.145291,-0.1208965;0.6336106;1.102029,-0.1550556;0.4528413;1.184915,-0.1173397;0.2410144;1.286337,0.0191116;0.2371353;1.303704,0.02614486;-0.2101936;1.283521,1
5535,2000;-16588;-2736,975;-497;-997,-0.03133765;0.4683765;1.270323,-0.1173585;0.6288385;1.141577,-0.1181211;0.6359684;1.106863,-0.1534567;0.4543727;1.187031,-0.1171325;0.241047;1.286468,0.01899995;0.2372234;1.303645,0.02612024;-0.2093479;1.282944,1
5565,2188;-16580;-2768,1194;-926;-979,-0.03292411;0.4699173;1.271019,-0.1144711;0.6324108;1.15026,-0.1118739;0.6445668;1.125793,-0.1514454;0.4585862;1.19015,-0.1169803;0.2432737;1.287724,0.01907325;0.2372646;1.303731,0.02593474;-0.2083599;1.282722,1
5601,2052;-16624;-2724,1055;-773;-1255,-0.03552022;0.4711363;1.270365,-0.1110307;0.6353565;1.150786,-0.1112912;0.6470319;1.123917,-0.1495887;0.4617231;1.191319,-0.1175401;0.2465437;1.289568,0.01904822;0.2372251;1.303697,0.0256314;-0.2073105;1.282335,1
5632,2056;-16720;-2684,1038;-1021;-1239,-0.03802333;0.4721522;1.269934,-0.1094718;0.6367083;1.153138,-0.1095734;0.6506004;1.133377,-0.1489442;0.4630519;1.191864,-0.1170942;0.2536567;1.293674,0.01856286;0.2376162;1.303636,0.02528801;-0.2064819;1.282071,1
5666,2120;-16472;-2768,1371;-1803;-1781,-0.03937151;0.4729818;1.270185,-0.1101765;0.6403658;1.156995,-0.1088395;0.6537687;1.132334,-0.1476327;0.4670036;1.19413,-0.1207478;0.2648385;1.303437,0.01798291;0.2379667;1.303845,0.02472443;-0.2042581;1.282689,1
5699,1988;-16516;-2304,-28;-4056;-3859,-0.04114415;0.4736757;1.269992,-0.1161276;0.6391874;1.15465,-0.1086058;0.6539973;1.132383,-0.1477627;0.4673815;1.194454,-0.1218479;0.2744333;1.309369,0.01769001;0.2381632;1.303839,0.0242908;-0.2027324;1.282575,1
5736,2068;-16340;-2368,60;-7442;-5871,-0.04305495;0.475529;1.270914,-0.1138937;0.6453682;1.169086,-0.1084676;0.6545464;1.134242,-0.147975;0.4678539;1.195758,-0.1219834;0.2758344;1.310665,0.01736388;0.2384371;1.304046,0.02407596;-0.2017882;1.283098,1
5853,2516;-16680;-2168,-1957;-10948;-6321,-0.04235652;0.4743235;1.270637,-0.1222825;0.6385478;1.153647,-0.1121822;0.6508752;1.123704,-0.1487962;0.4670248;1.196559,-0.1190227;0.2732621;1.30743,0.01747019;0.2383803;1.304152,0.02402837;-0.2013968;1.282972,1
5868,2740;-16244;-3696,1305;-14883;-4550,-0.0423289;0.4730043;1.269873,-0.1230495;0.6392136;1.154187,-0.1134808;0.6496316;1.120789,-0.1493229;0.4665864;1.196426,-0.1188389;0.2732806;1.307245,0.01747742;0.238373;1.304236,0.02401956;-0.2012924;1.283029,1
5898,3220;-16292;-3996,3350;-16782;-5830,-0.04254491;0.4725937;1.269963,-0.1248433;0.6362169;1.151049,-0.1161464;0.646346;1.115521,-0.1504242;0.4647811;1.196026,-0.1182667;0.2723281;1.306891,0.01747092;0.238372;1.30424,0.02401106;-0.2013235;1.283072,1
5937,11264;-14084;-5724,3027;-8323;-4200,-0.04249516;0.4725641;1.270245,-0.1285178;0.6356381;1.148506,-0.1160579;0.6480543;1.111222,-0.1522687;0.4671963;1.192583,-0.117349;0.2713245;1.306115,0.01749341;0.2383103;1.304348,0.02398853;-0.2013891;1.283234,1
5966,3452;-16808;-4136,6724;-7458;-5044,-0.04307108;0.4740245;1.272029,-0.1266513;0.6263453;1.12458,-0.1196117;0.6467689;1.106864,-0.1536234;0.4666776;1.191192,-0.1167479;0.2705111;1.305567,0.01710694;0.2386136;1.304476,0.02392842;-0.201399;1.283488,1
6001,3936;-15384;-4552,84;-7179;-2841,-0.04277817;0.4739553;1.271791,-0.1263125;0.6273166;1.132269,-0.1235183;0.6401877;1.095391,-0.1569865;0.4626878;1.186108,-0.1161505;0.2692023;1.304845,0.01673687;0.2388182;1.304085,0.0239429;-0.2014328;1.283436,1
6031,2808;-15024;-3304,-2739;-12601;-1209,-0.02064402;0.4381377;1.246621,-0.1274629;0.630243;1.131579,-0.1291627;0.6362847;1.080315,-0.1594552;0.4596004;1.174044,-0.1157618;0.2682021;1.303969,0.01674071;0.2388158;1.304079,0.02382682;-0.2017882;1.283143,1
6067,4284;-16016;-4676,-5154;-10935;-4211,-0.01004434;0.4384978;1.254882,-0.145681;0.688971;0.9468195,-0.1498603;0.6290777;1.002435,-0.1618914;0.4608704;1.169552,-0.1161598;0.269115;1.304231,0.01668503;0.2389072;1.304159,0.02380463;-0.201833;1.283397,1
6098,4488;-16476;-6272,-3406;-5974;-3616,-0.004708856;0.4378263;1.257611,-0.1426471;0.6923472;0.950135,-0.1481663;0.6303431;1.003283,-0.1644785;0.4583546;1.162204,-0.1161229;0.2688282;1.304132,0.01665238;0.2388949;1.304142,0.02386541;-0.2019158;1.283393,1
6137,4288;-16076;-6328,624;-4287;-3085,0.004409157;0.4467597;1.264521,-0.1417561;0.6250486;1.122058,-0.1321351;0.6460256;1.104211,-0.1672139;0.4556028;1.153737,-0.1162071;0.2687282;1.304121,0.01663307;0.2388835;1.304137,0.02394142;-0.2020659;1.283357,1
6168,4804;-15844;-6200,814;-1827;-1984,-0.005602519;0.4887687;1.303907,-0.1463083;0.6184062;1.110048,-0.1328954;0.6424346;1.106216,-0.1703299;0.4503534;1.143548,-0.1163054;0.268371;1.303604,0.01667828;0.2388652;1.30414,0.0241248;-0.2024089;1.283262,1
