Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
9299,3744;-15316;-6544,1260;-5298;-2174,-0.00106842;0.4665298;1.297562,-0.2120371;0.04410125;0.7362262,-0.2034007;0.05266799;0.8077864,-0.1791648;0.0762881;1.041265,-0.1338021;0.1995054;1.280712,0.01874311;0.2313993;1.301798,0.02422148;-0.2342166;1.277163,2
9334,3484;-15852;-7100,3355;-5352;-2024,-0.002016522;0.4671013;1.299038,-0.2150664;0.08342683;0.7239187,-0.2054049;0.08304388;0.7961313,-0.1810394;0.1150521;1.028603,-0.1319715;0.2028913;1.281451,0.01884151;0.2314279;1.301743,0.02477026;-0.2334778;1.277553,2
9368,4608;-15496;-6752,4437;-2594;-1239,-0.00211599;0.4662533;1.299173,-0.2160799;0.123615;0.7183146,-0.2099903;0.1180436;0.7471624,-0.1827992;0.1215818;1.024063,-0.1305472;0.2037841;1.280912,0.01899487;0.2314827;1.301757,0.02527622;-0.2329292;1.277923,2
9401,3516;-16792;-5848,4899;-3231;-1650,0.00189931;0.4607817;1.293214,-0.2149253;0.1629468;0.7130181,-0.194222;0.1215647;0.8070914,-0.1833415;0.1385053;1.017019,-0.129436;0.2039923;1.280217,0.01910442;0.2315383;1.301741,0.02530058;-0.2327548;1.278019,2
9433,3752;-15688;-6180,2900;-741;-1029,0.002826389;0.4599448;1.292065,-0.2133032;0.2027406;0.7114771,-0.2052784;0.1945203;0.7620693,-0.1840187;0.1580208;1.006805,-0.1285671;0.2032478;1.280119,0.0192212;0.2316053;1.301831,0.02554835;-0.2324952;1.278313,2
9466,3368;-16304;-5952,1445;-298;-1131,0.003112459;0.4599086;1.291881,-0.2110055;0.2410487;0.7078525,-0.2015657;0.2177718;0.7955478,-0.1871324;0.1613256;1.008989,-0.1276599;0.2025942;1.280038,0.01928298;0.2316922;1.301845,0.0256415;-0.2323621;1.278314,2
9500,3336;-15396;-4728,2732;-1347;-1693,0.00387857;0.4594872;1.290274,-0.2086852;0.275886;0.7067921,-0.2006512;0.2413085;0.7994787,-0.1906247;0.1783437;1.020851,-0.1256466;0.2013067;1.276018,0.01934547;0.2317511;1.301834,0.02604491;-0.2320919;1.278225,2
9534,3684;-15120;-4600,60;-901;-2089,0.004350637;0.4593222;1.288968,-0.2061166;0.3114341;0.7168187,-0.2006346;0.2753024;0.8034774,-0.1915319;0.1980362;1.024177,-0.1248334;0.2011057;1.274341,0.01934082;0.2318156;1.30175,0.02638311;-0.2317505;1.278229,2
9566,3632;-15392;-5468,468;-1476;-1475,0.004595808;0.4594725;1.288399,-0.2028331;0.341637;0.738421,-0.194055;0.3080549;0.8380774,-0.1879072;0.2363092;1.033061,-0.1242448;0.2010671;1.273576,0.01948406;0.2319213;1.301805,0.0267963;-0.2310496;1.278829,2
9601,3704;-15368;-5904,1032;-681;-617,0.004105563;0.462055;1.288432,-0.197832;0.3642613;0.7597111,-0.1900301;0.3276794;0.8407217,-0.1873647;0.2505417;1.033644,-0.1238731;0.2010341;1.272608,0.01957173;0.2320322;1.301845,0.02730019;-0.2300566;1.278773,2
9635,3784;-15796;-5812,434;-243;-634,0.001828198;0.4662081;1.290981,-0.1925308;0.3626034;0.8590707,-0.1861244;0.3593287;0.8553842,-0.1860188;0.2678613;1.041717,-0.1237223;0.2011006;1.272404,0.01964886;0.2322673;1.302094,0.02728076;-0.228731;1.280276,2
9666,3856;-15708;-5396,926;-900;-857,-0.0009637652;0.4705991;1.29338,-0.189163;0.3783698;0.8873278,-0.1848649;0.3764054;0.8588338,-0.1843341;0.2825526;1.043881,-0.1237161;0.2016905;1.272221,0.01966096;0.2325501;1.302261,0.02780387;-0.2277883;1.280421,2
9699,3620;-16072;-5736,583;-537;-662,0.0003895881;0.4695184;1.290716,-0.1851067;0.3902198;0.91101,-0.1819244;0.3975836;0.8665257,-0.1830266;0.2951522;1.046742,-0.1236412;0.2025188;1.27175,0.01968135;0.2327424;1.302288,0.02816306;-0.2264337;1.280311,2
9732,3552;-15964;-5680,999;-248;-878,0.001205033;0.4689468;1.289829,-0.1846343;0.4571965;0.882859,-0.1790846;0.4245655;0.884423,-0.1818765;0.3110551;1.057472,-0.1236352;0.2035196;1.27174,0.01958569;0.2331493;1.302625,0.028387;-0.2253932;1.281159,2
9766,3472;-15868;-5832,765;-518;-1008,0.002866008;0.4675098;1.28849,-0.1825669;0.4783649;0.9091163,-0.1767333;0.4444146;0.8891132,-0.1821118;0.3291776;1.060806,-0.123588;0.2046355;1.271659,0.01958846;0.2335871;1.303052,0.02822541;-0.2239065;1.282117,2
9798,3232;-15860;-5732,1074;-559;-1224,0.0008914205;0.4710543;1.288996,-0.1774295;0.4952754;0.9194139,-0.176071;0.4596841;0.9008557,-0.182101;0.3370862;1.067027,-0.1236642;0.2053586;1.271603,0.01960102;0.2338038;1.303171,0.02825179;-0.2234787;1.282165,2
9834,3076;-15888;-5628,885;-231;-1255,-0.001444566;0.4747877;1.290234,-0.1807266;0.5138565;0.931759,-0.1739525;0.5147702;0.9285759,-0.1824198;0.3511704;1.073377,-0.1237203;0.2065088;1.271539,0.01953634;0.2341887;1.303754,0.02846814;-0.2221362;1.282154,2
9868,3324;-15588;-5560,1144;-644;-1172,0.002010133;0.4710478;1.287789,-0.1710223;0.5215756;0.9597189,-0.1718218;0.5107479;0.9335907,-0.1840542;0.3666097;1.079641,-0.1238146;0.2080845;1.271473,0.01940215;0.2345143;1.30407,0.02861223;-0.2207879;1.282408,2
9900,3592;-15696;-5684,780;-829;-1173,0.004646805;0.4673587;1.28513,-0.1764434;0.530197;0.9792705,-0.1780648;0.540713;0.9682266,-0.1837407;0.3762486;1.089141,-0.1240769;0.2100838;1.271698,0.01918744;0.235005;1.304742,0.02847797;-0.2194063;1.282707,2
9934,3756;-15828;-6072,1129;-749;-1297,0.004612607;0.4673721;1.285103,-0.1654573;0.6158316;0.893995,-0.169164;0.5529462;0.9464141,-0.183209;0.3861832;1.096348,-0.124108;0.2116942;1.271859,0.01923724;0.2350941;1.304817,0.02857567;-0.2185404;1.282467,2
9967,3656;-15664;-5796,1071;-412;-1499,0.004529592;0.467284;1.284856,-0.1724099;0.5355372;1.003183,-0.1517549;0.5761206;1.014941,-0.1824632;0.3978433;1.106349,-0.1238719;0.2128583;1.271825,0.01923412;0.2350936;1.304819,0.02862709;-0.2178745;1.282312,2
10000,3624;-15552;-5496,1203;-609;-1717,0.004736063;0.4669251;1.284611,-0.1650573;0.5631379;1.02066,-0.1645616;0.5875065;1.01986,-0.1817051;0.4108509;1.117992,-0.1238906;0.2149273;1.272076,0.01921255;0.2351201;1.304834,0.02844299;-0.2175434;1.282456,2
10034,3732;-15380;-5860,758;-781;-1435,-0.001010171;0.4759107;1.290144,-0.1590087;0.5730495;1.032738,-0.1628249;0.593592;1.01595,-0.1814117;0.4228528;1.124727,-0.1242405;0.2172238;1.273052,0.01910549;0.2350879;1.304757,0.02826362;-0.2168715;1.282344,2
10068,3884;-15540;-5848,1163;-985;-1315,0.004371556;0.4656691;1.283498,-0.1583907;0.5871039;1.058622,-0.1584321;0.5973654;1.02643,-0.1801358;0.4274956;1.136055,-0.1228459;0.2250764;1.275295,0.01909234;0.2351012;1.304776,0.0280415;-0.2163739;1.282337,2
10099,4292;-15328;-6032,577;-1039;-1377,0.006167625;0.4627342;1.279741,-0.1357482;0.6899899;0.9805335,-0.1467587;0.6201949;1.021851,-0.1796075;0.4297513;1.145406,-0.1221739;0.2297624;1.27601,0.01905562;0.2350725;1.304667,0.0276665;-0.2151191;1.281689,2
10133,4068;-15816;-6248,886;-563;-1068,0.003949198;0.4618394;1.278179,-0.1361866;0.6882522;0.9729789,-0.1471336;0.6210865;1.018471,-0.1787291;0.4344257;1.155769,-0.122727;0.2357084;1.280118,0.01902885;0.235113;1.304644,0.02662114;-0.2132069;1.281957,2
10166,3792;-15848;-6196,1734;-335;-923,0.002336836;0.4620839;1.277689,-0.1378124;0.6927406;0.9799588,-0.1481547;0.6256753;1.025722,-0.1778699;0.4386532;1.164035,-0.1224516;0.2364492;1.280496,0.01900473;0.2351449;1.304619,0.02644163;-0.2126544;1.281963,2
10199,3444;-16080;-5732,1378;-73;-1190,0.0003213901;0.4624263;1.27714,-0.1345128;0.6991835;0.9918604,-0.1457537;0.6314002;1.036313,-0.1773562;0.4400586;1.171942,-0.1221943;0.2372214;1.281134,0.01891818;0.2351743;1.304622,0.02632441;-0.212452;1.281974,2
10232,3356;-16236;-4896,3333;-884;-1502,0.0003543007;0.4622509;1.277131,-0.1330066;0.709649;1.005966,-0.1445779;0.6404074;1.047987,-0.1772035;0.4452161;1.176688,-0.1233501;0.2416322;1.285602,0.0188435;0.2352616;1.304628,0.02571516;-0.2115723;1.282088,2
10269,3868;-15460;-5504,2070;-1078;-1932,-0.0193057;0.4837531;1.287042,-0.1257453;0.7163109;1.012282,-0.1393714;0.646857;1.053308,-0.1763085;0.4458181;1.181811,-0.1234376;0.249137;1.291089,0.01827465;0.2358213;1.304651,0.02511132;-0.2093924;1.282354,2
10302,3708;-16124;-6364,1496;-1862;-2405,-0.02108682;0.4853111;1.286423,-0.1479136;0.6228507;1.137285,-0.1356888;0.6284552;1.109595,-0.1753941;0.4460964;1.185651,-0.1229651;0.2496379;1.291391,0.01816019;0.2359885;1.30453,0.02481197;-0.2089642;1.282257,2
10334,3936;-15428;-5504,2238;-1669;-2418,-0.02306671;0.4892301;1.289358,-0.1437175;0.6380941;1.151438,-0.1320835;0.6410621;1.106538,-0.1749278;0.4612143;1.187166,-0.1223845;0.2510932;1.292472,0.01822922;0.2361066;1.304813,0.02438419;-0.2083433;1.282681,2
10365,4128;-15216;-5772,68;-529;-1999,-0.02389261;0.4899223;1.289057,-0.1448239;0.6365306;1.148662,-0.131284;0.6434813;1.106898,-0.1751954;0.4640666;1.187945,-0.1220238;0.2519203;1.293056,0.01802923;0.2364388;1.304847,0.02418695;-0.2080958;1.282716,2
10400,4292;-15308;-5400,1621;-826;-891,-0.01283096;0.4713224;1.279366,-0.1266224;0.7263316;1.020784,-0.1391505;0.6569332;1.062225,-0.1751721;0.4640929;1.188,-0.1224921;0.2555745;1.293973,0.01791056;0.2364258;1.304572,0.02383907;-0.2073551;1.282198,2
10433,4076;-15684;-5784,634;-176;-479,-0.0154807;0.4757738;1.282102,-0.1479515;0.6348234;1.15196,-0.1351769;0.6388838;1.111234,-0.1753064;0.4588742;1.193029,-0.1233022;0.2580251;1.296278,0.01793088;0.2364383;1.304583,0.0238118;-0.2068169;1.282141,2
10466,3816;-16076;-5352,1418;-101;-423,-0.01844068;0.4817822;1.284485,-0.1522683;0.6301531;1.147461,-0.1359771;0.6351994;1.112198,-0.176089;0.4559532;1.19599,-0.1237406;0.2591093;1.297716,0.01799116;0.2365294;1.30478,0.0237856;-0.206652;1.282293,2
10500,3724;-16096;-5484,888;-43;-921,-0.01421119;0.4840346;1.28701,-0.1303911;0.7309243;1.028602,-0.1431289;0.6609136;1.068914,-0.1766402;0.4549966;1.196512,-0.1236546;0.2589244;1.297795,0.01797718;0.2365251;1.304773,0.02372372;-0.206582;1.282321,2
10533,3804;-15928;-5260,982;-301;-1136,-0.01575942;0.489163;1.292184,-0.1287363;0.7302738;1.028078,-0.1421042;0.6604239;1.068466,-0.177219;0.4545154;1.196501,-0.1237344;0.2591975;1.29784,0.0179836;0.236644;1.304894,0.02352142;-0.2059111;1.282368,2
10567,3956;-15608;-5384,1265;-992;-1145,-0.009055921;0.4739143;1.283903,-0.1628506;0.6292028;1.148207,-0.1443132;0.6439245;1.143578,-0.1780658;0.4535774;1.194912,-0.123765;0.2592942;1.297993,0.01801351;0.2367514;1.305033,0.02346948;-0.2058573;1.282359,2
10599,4276;-15520;-5636,793;-1028;-997,-0.0003047087;0.4690005;1.281698,-0.1373307;0.6942269;0.9751894,-0.1489921;0.6327458;1.027904,-0.179198;0.4507917;1.190685,-0.1232;0.2582906;1.297074,0.01804198;0.2367813;1.305018,0.02360497;-0.2056326;1.281811,2
10667,3512;-15900;-4760,1295;-241;-1007,0.00134507;0.4715526;1.285599,-0.1701674;0.6018531;1.088991,-0.1679144;0.6168848;1.069983,-0.1818896;0.4482097;1.182555,-0.1235331;0.2582888;1.297531,0.01810473;0.2371612;1.30574,0.02360895;-0.2053829;1.282105,2
10700,3556;-15896;-4588,1265;-419;-952,-0.001439161;0.4785938;1.29139,-0.1697528;0.6000226;1.084506,-0.1667812;0.618187;1.070977,-0.1838517;0.4448473;1.174964,-0.1232194;0.2576641;1.296932,0.01811945;0.2372926;1.305986,0.02361081;-0.2053481;1.282127,2
10737,3416;-15972;-4540,1275;-577;-973,0.000325775;0.4768453;1.291096,-0.1584426;0.6423187;0.9130549,-0.1658609;0.5900934;0.9755753,-0.1857335;0.4404664;1.163915,-0.1228497;0.2567391;1.296177,0.01810995;0.2373513;1.306061,0.0236423;-0.2053324;1.282138,2
10765,3440;-16028;-4568,1321;-657;-1065,0.001583254;0.4738088;1.288921,-0.1781631;0.5751389;1.041311,-0.1846951;0.5916902;1.025614,-0.187582;0.4327121;1.153599,-0.1227182;0.2560673;1.295039,0.01810911;0.2373572;1.306064,0.02378709;-0.205447;1.28182,2
10799,3192;-16308;-4892,1895;-1486;-1230,0.001908323;0.4735324;1.289715,-0.184344;0.569527;1.034001,-0.1855275;0.5898166;1.02589,-0.1893558;0.4265622;1.147911,-0.1226688;0.2556229;1.294675,0.01812649;0.2373928;1.306276,0.02383597;-0.2055541;1.282024,2
10833,3276;-16232;-4176,2969;-3549;-2030,0.002083742;0.473199;1.289617,-0.1876315;0.554756;1.018614,-0.1866574;0.5691766;1.008657,-0.191341;0.4113995;1.138474,-0.1224558;0.2541922;1.293423,0.01813745;0.2373492;1.306219,0.02392714;-0.2056359;1.282062,2
10865,2808;-16348;-2600,7303;-10489;-6006,0.002593249;0.4728544;1.289717,-0.1800899;0.5936462;0.8642759,-0.1845987;0.5451814;0.9300297,-0.1934906;0.401765;1.133713,-0.122278;0.2534021;1.29283,0.01814471;0.2373838;1.306265,0.02406618;-0.2058152;1.282287,2
10899,3600;-15696;-3640,1935;-5658;-3550,0.003843324;0.4717449;1.289062,-0.1778271;0.6070122;0.874518,-0.183463;0.5521113;0.9350138,-0.1950919;0.390662;1.125153,-0.1220754;0.252423;1.291811,0.01815805;0.237399;1.306223,0.02409852;-0.2062263;1.282099,2
10936,1788;-18816;-1892,11696;-12509;-1440,0.004982313;0.4717436;1.288985,-0.1825524;0.5983967;0.8682899,-0.1872715;0.543625;0.9289913,-0.1965761;0.3835447;1.119379,-0.1218962;0.2506728;1.29123,0.01818022;0.2374654;1.306436,0.02425844;-0.2070293;1.282582,2
10967,5276;-14280;-4320,2660;-8423;-2506,0.00553787;0.4714564;1.288775,-0.1894228;0.583975;0.8575786,-0.1926207;0.529147;0.9183522,-0.1995099;0.372767;1.105502,-0.1218217;0.2491923;1.290425,0.01818429;0.2375082;1.306409,0.02434609;-0.2071136;1.28258,2
11001,3740;-16304;-3728,-2703;-5071;-3861,0.003984127;0.474859;1.291075,-0.2058493;0.5021286;0.9327798,-0.2020292;0.489969;0.9360007,-0.2014312;0.3640755;1.099362,-0.1214115;0.2458048;1.289484,0.01827183;0.2375432;1.306435,0.02450315;-0.2076096;1.282697,2
11033,4752;-16104;-3552,2967;-5753;-2340,0.003295465;0.4770635;1.293528,-0.2153383;0.4880459;0.9480391,-0.2114961;0.4889556;0.9370616,-0.2041823;0.3531215;1.091604,-0.1215169;0.2448501;1.28932,0.0183012;0.2375679;1.306415,0.02464118;-0.2079224;1.282778,2
11066,5012;-15112;-4336,-1180;-190;-1722,0.003062476;0.4772953;1.294044,-0.218693;0.4757358;0.9124641,-0.2148489;0.4415491;0.9039444,-0.2064531;0.3411657;1.084818,-0.1216534;0.2439673;1.289049,0.01833219;0.2375756;1.306439,0.02478432;-0.2086547;1.282744,2
11099,3972;-16456;-3740,388;-331;-303,0.002661174;0.4779415;1.296183,-0.2251336;0.4609614;0.8968479,-0.2141434;0.4452417;0.907302,-0.2084086;0.3321291;1.080308,-0.1217097;0.242738;1.289161,0.01853875;0.237605;1.306504,0.02513244;-0.209947;1.283481,2
11136,4664;-15976;-4320,211;394;-617,0.002702799;0.4776608;1.29635,-0.2227942;0.3996804;0.9322768,-0.2158922;0.4305244;0.900157,-0.2107898;0.317508;1.073341,-0.1215362;0.2412287;1.288575,0.01869651;0.2375172;1.306243,0.0251129;-0.2106989;1.283528,2
11169,4224;-16604;-3968,-700;1803;-913,0.002608806;0.4774892;1.29705,-0.2252431;0.3902133;0.915763,-0.2174616;0.4170759;0.8933381,-0.2125959;0.3068006;1.068432,-0.1216417;0.2407604;1.288501,0.01886554;0.2374833;1.306212,0.02526012;-0.2112824;1.283514,2
11202,4468;-16216;-3264,105;2584;-1001,0.002542776;0.4774328;1.297166,-0.2269017;0.3751113;0.8990922,-0.221201;0.3919503;0.8844957,-0.2121799;0.2937958;1.066829,-0.1215538;0.2390091;1.287812,0.01912126;0.2372203;1.305803,0.02554303;-0.2131325;1.282781,2
11232,4436;-16552;-3844,-2403;3977;-1154,0.002454607;0.4768534;1.297348,-0.2330969;0.3946247;0.8045962,-0.22368;0.368704;0.8846351,-0.2122242;0.2773021;1.070481,-0.1215456;0.2380347;1.287542,0.01918401;0.2370355;1.305408,0.02553181;-0.2136879;1.282605,2
11267,4048;-16696;-5208,-1805;3914;852,0.004262104;0.4715391;1.294326,-0.2340883;0.3761695;0.7822496,-0.2273024;0.3455566;0.8699945,-0.2111776;0.2697842;1.062643,-0.1215986;0.23706;1.287089,0.01917176;0.2367892;1.305195,0.02562349;-0.2144625;1.282286,2
11299,4048;-16404;-6488,4464;11297;2615,0.004162409;0.4713042;1.294534,-0.2365848;0.3582245;0.764294,-0.2282092;0.3241407;0.8637419,-0.2107975;0.2592456;1.060347,-0.1215656;0.2363076;1.286681,0.0190979;0.2366432;1.305124,0.0255879;-0.2151547;1.282368,2
11335,4272;-15696;-4480,3417;8687;4084,0.005240926;0.4687318;1.294,-0.2371158;0.3398219;0.7443419,-0.2269347;0.3058611;0.8567345,-0.2104803;0.2481115;1.055727,-0.1217643;0.2324976;1.286211,0.01902988;0.2365616;1.305121,0.02562046;-0.2159503;1.28224,2
11369,3848;-14796;-3512,7548;9982;4693,0.004558849;0.469628;1.295968,-0.2378203;0.3204435;0.7342453,-0.2276077;0.2917954;0.8451063,-0.2103419;0.2370891;1.044937,-0.1214603;0.2262636;1.283027,0.01900818;0.2364891;1.305109,0.02589959;-0.2169216;1.282326,2
11401,3252;-15880;-1952,3660;5114;3268,0.004337832;0.4696043;1.296399,-0.2356593;0.2927628;0.7262873,-0.2259039;0.2728532;0.8344814,-0.2093827;0.2241422;1.040464,-0.1216657;0.2229556;1.281148,0.01904406;0.2363585;1.305006,0.02605667;-0.2181399;1.282137,2
11433,2596;-16408;-1952,2302;3754;828,0.004125508;0.469552;1.296587,-0.2333578;0.2641236;0.7195622,-0.2232997;0.2480214;0.8156322,-0.2099341;0.2097558;1.036677,-0.1217829;0.221458;1.280321,0.01909032;0.2361905;1.30484,0.02633961;-0.2191108;1.281643,2
11466,1900;-17236;-1508,1551;2442;374,0.004008065;0.4693972;1.296799,-0.2325901;0.2359928;0.7165604,-0.2212815;0.224538;0.8110113,-0.2084899;0.1948933;1.032799,-0.1220639;0.2181995;1.28014,0.01911758;0.2361533;1.304822,0.02650028;-0.2197889;1.281658,2
11499,2236;-16440;-1604,1981;-127;-258,0.00386078;0.4693547;1.297087,-0.2299697;0.2051236;0.7191037,-0.2111229;0.1982072;0.8173577,-0.2049749;0.1830141;1.030038,-0.122008;0.2185794;1.280691,0.01915438;0.2360777;1.304726,0.02644557;-0.2199303;1.281638,2
11532,2332;-16720;-1792,1036;1134;-373,0.003532913;0.469384;1.297917,-0.227749;0.1720546;0.7220316,-0.2123977;0.159493;0.8204755,-0.2016011;0.1687189;1.028586,-0.1219805;0.2189879;1.281427,0.01917429;0.2360329;1.304712,0.02629796;-0.2204519;1.281677,2
11567,2392;-16968;-2420,1234;1614;-173,0.0004532664;0.4695574;1.300347,-0.223945;0.1384863;0.7216143,-0.2141247;0.135224;0.7832449,-0.196781;0.1509545;1.028476,-0.1220447;0.2196112;1.28209,0.01920215;0.2358812;1.304445,0.02616811;-0.2210411;1.280721,2
11603,2532;-16440;-2124,1238;901;-610,-0.001522196;0.4707367;1.303882,-0.22223;0.1064886;0.7293719,-0.2077458;0.09993695;0.827889,-0.1931411;0.1413407;1.037919,-0.1227279;0.2213586;1.284809,0.0192129;0.2358578;1.304454,0.02614964;-0.2214173;1.280938,2
11634,2504;-16640;-2260,740;1174;-790,-0.002277601;0.4710569;1.304574,-0.2173534;0.0718412;0.7296156,-0.2092017;0.0908943;0.8065064,-0.1895089;0.1259149;1.038945,-0.1230146;0.2210597;1.285605,0.0192184;0.2357743;1.304366,0.02621044;-0.2217862;1.280792,2
11665,2464;-16696;-2084,1080;-25;-1097,-0.001797294;0.4699295;1.30381,-0.213733;0.03890557;0.7379246,-0.2134524;0.02931485;0.8258443,-0.1837012;0.1041445;1.047603,-0.1233696;0.221466;1.285681,0.01923544;0.2356804;1.304333,0.02624418;-0.222002;1.280738,2
11699,2620;-16256;-2040,1522;-749;-519,-5.935309E-05;0.4696059;1.301096,-0.2100404;0.007797955;0.7425861,-0.2128704;0.01548761;0.809248,-0.1793827;0.1015493;1.033772,-0.1241763;0.220641;1.284479,0.01919482;0.2355751;1.30429,0.02623892;-0.2229957;1.280448,2
11732,2544;-16424;-2352,941;-542;-1313,0.001409906;0.469137;1.299089,-0.2059965;-0.02326687;0.7471014,-0.2062444;-0.00592409;0.8324682,-0.1786451;0.08171763;1.049785,-0.1253009;0.2189665;1.282945,0.01913704;0.2354038;1.304174,0.02613185;-0.224049;1.280068,2
11765,2348;-16664;-1848,390;-696;-1684,0.0008865072;0.4696058;1.299641,-0.2004089;-0.05029546;0.7574545,-0.1907467;-0.02958948;0.8404348,-0.1755347;0.07156033;1.05966,-0.1263626;0.2168184;1.280724,0.01899005;0.2352154;1.304043,0.0260384;-0.2251139;1.279574,2
11800,2420;-16640;-2264,1204;-868;-780,0.0003837227;0.4704278;1.300432,-0.1948163;-0.07743017;0.7674401,-0.201341;-0.04737567;0.8408434,-0.1754921;0.06354427;1.04749,-0.1272512;0.2139972;1.278589,0.01886378;0.2349962;1.303857,0.0256427;-0.2268367;1.279269,2
11835,2828;-16400;-2372,1203;-656;-774,9.10106E-05;0.4705739;1.300971,-0.1897821;-0.1016904;0.7803898,-0.1858482;-0.06101627;0.877189,-0.1747545;0.05863607;1.046846,-0.1280854;0.2122725;1.277354,0.01873595;0.2346835;1.303573,0.02507772;-0.2278549;1.279056,2
11865,2592;-16544;-2196,1118;-496;-891,-0.0009896097;0.4715632;1.302844,-0.1846466;-0.1250579;0.7927696,-0.1859742;-0.0714536;0.8803557,-0.1734839;0.04788987;1.050107,-0.1285603;0.2114443;1.27665,0.01862011;0.2345212;1.303522,0.02460894;-0.2287375;1.279163,2
11899,2448;-16664;-2196,1094;-914;-934,-0.001568676;0.4720034;1.303709,-0.17953;-0.1451262;0.8049854,-0.1766831;-0.1327098;0.8343747,-0.1701346;0.035446;1.05636,-0.129007;0.2098641;1.275367,0.01852914;0.2342684;1.303349,0.02397385;-0.2299333;1.279061,2
11932,2748;-16428;-2164,1032;-803;-931,-0.002021871;0.4721345;1.304021,-0.1750555;-0.1644313;0.8178043,-0.1734859;-0.1428073;0.8379531,-0.1677574;0.02380129;1.061107,-0.1294909;0.2070624;1.273268,0.01847586;0.2340056;1.303094,0.02340087;-0.2306927;1.278865,2
11965,2444;-16664;-2292,964;-432;-975,-0.002678881;0.4721146;1.30434,-0.1695502;-0.177591;0.8307025,-0.1698718;-0.1568415;0.8433723,-0.1656705;0.01022356;1.066197,-0.1318872;0.1974482;1.266945,0.01841001;0.2336189;1.302641,0.02303383;-0.231819;1.277851,2
12000,2476;-16656;-2144,1136;-649;-935,-0.002994118;0.4719636;1.304461,-0.1670212;-0.1959342;0.845541,-0.1660458;-0.1693481;0.8682687,-0.1656993;0.002450763;1.075189,-0.1324261;0.1955773;1.265692,0.01840089;0.2332647;1.302244,0.02282967;-0.2322307;1.277578,2
12034,2592;-16768;-2416,941;-538;-1135,-0.003389734;0.4721179;1.305426,-0.1659887;-0.2140015;0.8636815,-0.1643445;-0.168679;0.9156684,-0.1693631;-0.01392539;1.079642,-0.1324859;0.1949236;1.265554,0.0183911;0.2331708;1.302284,0.02243729;-0.2328582;1.278299,2
12065,2300;-16840;-2364,1119;-506;-932,-0.003732115;0.4720179;1.305682,-0.162507;-0.222291;0.8766329,-0.1654139;-0.1733743;0.9197429,-0.173069;-0.03449763;1.124789,-0.132525;0.1946546;1.265473,0.01838461;0.2330843;1.302242,0.02208005;-0.2330229;1.278317,2
12099,2644;-16488;-2260,1257;-845;-1111,-0.003875925;0.4718917;1.305689,-0.1605639;-0.2339863;0.8893054,-0.1670205;-0.1779044;0.9345164,-0.1728496;-0.03607737;1.126519,-0.1326439;0.1944255;1.265579,0.01837909;0.2329147;1.302113,0.02189416;-0.2331054;1.278208,2
12133,2432;-16752;-2176,1205;-689;-1082,-0.004172842;0.4718193;1.305733,-0.1596263;-0.2424527;0.9060033,-0.1661617;-0.1827546;0.9670013,-0.1726608;-0.04212841;1.128029,-0.132742;0.1941877;1.26564,0.01837469;0.2327482;1.301947,0.02174187;-0.233186;1.278019,2
12166,2384;-16720;-2168,795;-1649;-1544,-0.004590486;0.4716821;1.305693,-0.151974;-0.2583286;0.9555848,-0.1656528;-0.1856631;0.9749525,-0.1722878;-0.04663293;1.131213,-0.1328795;0.1938288;1.265666,0.01839612;0.2324248;1.301632,0.02158625;-0.2333202;1.277624,2
12198,2516;-16324;-1944,984;-3336;-2871,-0.005139802;0.471619;1.306095,-0.1599774;-0.2442157;0.9404906,-0.1649861;-0.1929499;0.9855745,-0.1715169;-0.05513221;1.140223,-0.1330862;0.1935681;1.266178,0.01839139;0.2323437;1.301596,0.0214868;-0.2334066;1.277612,2
12233,2216;-15992;-2024,-458;-5607;-3126,-0.005366622;0.471515;1.306177,-0.1473319;-0.3029203;0.9533676,-0.160249;-0.2394396;0.9587546,-0.1705206;-0.0575898;1.145763,-0.1334721;0.1933989;1.26725,0.01838035;0.2322523;1.301576,0.02138652;-0.2335172;1.277575,2
12268,1860;-16784;-2112,2644;-9312;-1128,-0.005670425;0.471348;1.30602,-0.1216154;-0.4032017;0.9305839,-0.1376949;-0.2842306;0.9904302,-0.1701301;-0.05939656;1.149498,-0.133695;0.1931469;1.267667,0.01836861;0.2320715;1.301408,0.02134361;-0.233577;1.277409,2
12304,2376;-16444;-1640,7698;-10380;-21,-0.006109859;0.4711358;1.305952,-0.1278986;-0.3764422;0.9374288,-0.1386674;-0.28544;0.9934266,-0.1694867;-0.06094483;1.153277,-0.1340982;0.1928937;1.268749,0.01836196;0.2319803;1.301391,0.02133502;-0.2336381;1.277346,2
12333,3216;-15188;-4164,2638;-4278;-2020,-0.006458994;0.4710163;1.306211,-0.1270236;-0.3751238;0.9431378,-0.1387396;-0.2851666;0.9959654,-0.1686212;-0.06306595;1.159373,-0.1346984;0.192701;1.270606,0.01834512;0.2318985;1.301474,0.02134053;-0.2337422;1.277444,2
12366,2536;-16984;-1548,-1385;-4206;-3599,-0.007070121;0.4705779;1.305626,-0.1250743;-0.3729594;0.9381351,-0.1353196;-0.2856611;0.9973999,-0.1677736;-0.06344029;1.160134,-0.1349414;0.192581;1.271089,0.01831073;0.2318256;1.301423,0.02137231;-0.233888;1.277121,2
