Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
9362,1260;14416;-7620,-15376;-3520;-783,-0.06681567;0.2624516;1.184226,-0.06928203;0.04573786;1.242518,0.0731737;0.06047831;1.203063,0.1285582;0.1836135;0.9832837,0.1346595;0.3336321;0.8254932,0.1346163;0.3697816;0.7838458,-0.06794351;-0.4101705;1.291809,1
9401,1368;14696;-5740,-12838;-811;-797,-0.06744251;0.2620133;1.184642,-0.06957625;0.0455636;1.242699,0.07278324;0.05969868;1.203242,0.1282698;0.1732068;0.9782997,0.1350649;0.3239755;0.8106819,0.1343341;0.360935;0.7678339,-0.06734227;-0.4114617;1.291687,1
9429,656;15952;-4544,-12614;-1345;-1648,-0.06779712;0.2617409;1.184925,-0.07017276;0.04554608;1.242905,0.07222952;0.05869146;1.203347,0.1272911;0.1611911;0.9730279,0.135392;0.3112427;0.791131,0.1350329;0.3438097;0.7480499,-0.06694552;-0.4127181;1.291527,1
9464,580;17100;-2688,-18769;-3087;-1371,-0.06812649;0.2613874;1.185456,-0.07052916;0.04550625;1.24301,0.07099805;0.05688435;1.203987,0.1258325;0.146689;0.9683452,0.134943;0.297552;0.7697125,0.134494;0.3293886;0.7286712,-0.06662314;-0.4142568;1.291389,1
9498,1040;16280;-1484,-27347;-4918;-1663,-0.06843557;0.2608562;1.18611,-0.07082422;0.04540633;1.243167,0.06877532;0.05337803;1.205868,0.1240171;0.1309076;0.9659934,0.1346289;0.2765309;0.7586681,0.1334991;0.3119726;0.713309,-0.06625914;-0.4159233;1.291134,1
9529,1032;15076;1404,-27090;-3195;-2220,-0.06883331;0.2601654;1.187615,-0.07326534;0.04435083;1.246622,0.05724039;0.03755264;1.21626,0.119445;0.1092721;0.9762992,0.1350007;0.2374367;0.7579665,0.1334305;0.2916133;0.6993372,-0.06549566;-0.4206007;1.292178,1
9564,936;14004;4572,-25183;-2327;-2736,-0.06877749;0.2594782;1.18803,-0.07323653;0.04432672;1.246427,0.05806615;0.03743917;1.215621,0.1080467;0.06715626;0.9642364,0.1345875;0.2066575;0.754,0.1341098;0.2599487;0.684105,-0.06539366;-0.4215499;1.291723,1
9595,968;11732;7536,-13805;-433;-1640,-0.06866904;0.2585441;1.189079,-0.07324121;0.04432121;1.246422,0.05872677;0.0376569;1.215335,0.1161164;0.06647364;0.9654214,0.134932;0.1858029;0.7423241,0.13495;0.2283345;0.6778721,-0.0652215;-0.422245;1.291754,1
9631,712;12128;8996,-1474;518;-1000,-0.06870132;0.2580051;1.189394,-0.07430098;0.0439854;1.24685,0.05916126;0.03900957;1.214627,0.1147619;0.06007799;0.9635459,0.1343945;0.1552415;0.7318886,0.1351541;0.1947438;0.6660675,-0.06497303;-0.4227874;1.291574,1
9667,568;13600;9244,1545;83;-910,-0.06895921;0.2578603;1.189557,-0.07431756;0.04397552;1.246844,0.05957228;0.04067588;1.213798,0.1131707;0.04424489;0.9614393,0.1340786;0.1269789;0.7289,0.1357047;0.1656051;0.6624262,-0.06496529;-0.4233628;1.291302,1
9697,596;13648;9316,235;-392;-887,-0.06919255;0.2577993;1.189519,-0.07434073;0.04397675;1.246796,0.05986472;0.04126009;1.212933,0.1091671;0.02925596;0.959969,0.1351454;0.09513233;0.7231152,0.1372035;0.1304864;0.6546273,-0.06481943;-0.4243242;1.2906,1
9729,760;13380;9036,503;-505;-804,-0.06982154;0.2578508;1.190347,-0.07712691;0.04337222;1.250124,0.06011252;0.04165947;1.212721,0.09872135;0.01126857;0.9661565,0.1343045;0.07644413;0.7249682,0.1387539;0.1017961;0.653663,-0.06484031;-0.4249821;1.290851,1
9762,516;13256;9044,1396;-400;-698,-0.07013756;0.2577682;1.190238,-0.07684111;0.04331632;1.249689,0.06154339;0.0442696;1.211376,0.1084326;-0.02190652;1.005248,0.1291568;0.04217357;0.761004,0.1393027;0.07187829;0.6492576,-0.06474279;-0.4253376;1.290462,1
9796,480;13376;8772,1269;-768;-742,-0.07065403;0.2576416;1.190583,-0.07665416;0.04331771;1.249626,0.0630997;0.0465619;1.210543,0.111492;-0.02909655;0.9983928,0.130625;0.01927134;0.7504839,0.1410738;0.04169477;0.6499691,-0.0648137;-0.4256136;1.290356,1
9830,696;12952;8612,1016;-768;-819,-0.07102156;0.2574825;1.190487,-0.07710707;0.0428056;1.250326,0.0650961;0.04791264;1.20855,0.09653184;-0.03659642;0.9667624,0.1322949;-0.003058098;0.7336794,0.1433686;0.01187997;0.6504209,-0.06484597;-0.4262012;1.289741,1
9863,700;13060;8436,1297;-635;-771,-0.07141432;0.2571809;1.190042,-0.07735579;0.04249023;1.250302,0.06675535;0.04863609;1.206283,0.09602128;-0.03760567;0.9648311,0.1357853;-0.04347629;0.7146876,0.1437062;-0.0237759;0.6567267,-0.06503499;-0.4268155;1.288605,1
9901,712;13268;8316,1162;-400;-1160,-0.07159404;0.2570748;1.18994,-0.0776955;0.04207939;1.250684,0.06840314;0.04829975;1.204326,0.09280497;-0.0710721;0.9768234,0.1345974;-0.05543478;0.7274477,0.145474;-0.04599471;0.6706521,-0.06538676;-0.4274275;1.288049,1
9932,660;13224;8448,1183;-547;-964,-0.0718236;0.2569985;1.190045,-0.07803397;0.0415867;1.251548,0.06973813;0.04783374;1.202891,0.09291502;-0.07397211;0.9765524,0.136289;-0.0697272;0.7269771,0.1478662;-0.06840035;0.6782417,-0.06569706;-0.4281589;1.288018,1
9963,816;13428;8616,1344;-578;-1082,-0.0720156;0.2568609;1.189853,-0.07819744;0.04127578;1.251652,0.07147592;0.04717085;1.201305,0.1013618;-0.07405963;0.9754438,0.1356515;-0.1099817;0.7402158,0.1521755;-0.09716985;0.6598759,-0.06591993;-0.4284874;1.287587,1
9995,812;13404;8488,1368;-431;-1018,-0.07229136;0.2566482;1.189541,-0.0783524;0.04098261;1.251665,0.07345115;0.04549571;1.199084,0.106006;-0.07647737;0.973991,0.136501;-0.1110156;0.7412485,0.1542269;-0.1180795;0.6624361,-0.0661075;-0.4287367;1.287114,1
10029,664;13240;8632,1445;-157;-953,-0.07248615;0.2564985;1.189296,-0.07856714;0.04062312;1.251684,0.07482375;0.0435018;1.197584,0.1136628;-0.08332546;0.9762158,0.144253;-0.1460828;0.7324963,0.1565223;-0.1423115;0.6668572,-0.06643227;-0.4294515;1.286623,1
10062,700;13576;8708,1904;-535;-825,-0.07268045;0.2561457;1.18884,-0.0788616;0.04012191;1.251584,0.07570049;0.04181049;1.196807,0.1151727;-0.08733574;0.9769039,0.144515;-0.1531444;0.7338249,0.1566327;-0.1637651;0.6736362,-0.06673864;-0.4298934;1.285915,1
10097,660;13504;8320,1224;-312;-927,-0.0728831;0.2558494;1.188465,-0.07917716;0.03967865;1.251593,0.07656763;0.04016723;1.1963,0.114076;-0.09978377;0.9828061,0.1460362;-0.1688841;0.7409581,0.1583319;-0.183797;0.6785996,-0.06676522;-0.4304008;1.285444,1
10131,600;13268;8560,1216;-481;-688,-0.07301836;0.2556942;1.188337,-0.07956877;0.03905666;1.251724,0.07915329;0.03153967;1.193549,0.1137336;-0.117284;0.9856989,0.1477032;-0.1890177;0.7448766,0.1585849;-0.2051206;0.6879299,-0.06719226;-0.431075;1.285146,1
10165,760;13232;8600,1149;-304;-983,-0.07312284;0.2556284;1.188271,-0.07993888;0.03843585;1.251637,0.0823262;0.01586121;1.190136,0.1154204;-0.1337094;0.9825975,0.150306;-0.2108141;0.7435403,0.1595177;-0.2265968;0.6947168,-0.06816086;-0.432798;1.284737,1
10195,552;13352;8632,732;-546;-941,-0.07334372;0.2554299;1.188094,-0.08020633;0.03801905;1.251552,0.08233622;0.01593957;1.190186,0.115449;-0.1414281;0.9885961,0.150056;-0.2229375;0.7509691,0.1596547;-0.2446578;0.7048988,-0.06840003;-0.4331645;1.284383,1
10229,592;13316;8488,1080;-547;-863,-0.07351546;0.2552308;1.187896,-0.08055397;0.03758973;1.251379,0.08236299;0.01598094;1.190251,0.1147622;-0.1517218;0.9972306,0.1517285;-0.2374633;0.7614723,0.1595059;-0.262243;0.7257648,-0.06870266;-0.4335033;1.284074,1
10262,664;13320;8488,998;-486;-1070,-0.0737381;0.255041;1.187659,-0.08083146;0.03722665;1.251202,0.0823932;0.01604786;1.190353,0.1152528;-0.1591629;1.004385,0.1520869;-0.2567167;0.7732667,0.159734;-0.2799321;0.7377406,-0.06901187;-0.4338855;1.283345,1
10294,732;12672;8144,4021;25;-711,-0.07388163;0.2549823;1.187652,-0.08106354;0.03689846;1.251158,0.083316;0.008925129;1.191841,0.1168875;-0.1741059;1.013999,0.1522655;-0.2846724;0.7886606,0.1605245;-0.2978277;0.7557241,-0.06934085;-0.4346362;1.283003,1
10328,528;13708;8168,4596;142;-766,-0.07407077;0.2548789;1.187615,-0.0812969;0.03653472;1.251168,0.08361801;0.007237548;1.192911,0.1175967;-0.1831419;1.023376,0.1374845;-0.2781459;0.8611849,0.159287;-0.3129483;0.7718233,-0.06959255;-0.4365419;1.282079,1
10366,696;13400;7736,8946;876;-605,-0.07427404;0.2547604;1.187508,-0.08151007;0.03619438;1.251014,0.08359715;0.005787869;1.193891,0.1175791;-0.1868565;1.027064,0.1371207;-0.280896;0.8642689,0.1571798;-0.324701;0.7878187,-0.07016158;-0.4377604;1.281319,1
10392,616;14052;7348,8847;559;-671,-0.07452786;0.2544619;1.187105,-0.08164987;0.03561987;1.250425,0.0835335;0.004743085;1.194565,0.1168856;-0.1939497;1.035217,0.1466784;-0.3285298;0.8391604,0.1550335;-0.3384055;0.8001623,-0.07081238;-0.4387985;1.279817,1
10428,648;15220;6716,5558;-169;-1090,-0.07471399;0.2542855;1.18691,-0.08186564;0.03519632;1.250126,0.08358405;0.004101658;1.196131,0.1161642;-0.2005803;1.044833,0.1331398;-0.3132201;0.8946114,0.1462777;-0.356996;0.8352422,-0.07114816;-0.4393574;1.279337,1
10463,796;13928;5900,2723;-200;-1107,-0.07490876;0.2540365;1.186612,-0.08196838;0.03492563;1.249908,0.08368497;0.003632095;1.196954,0.1152504;-0.205518;1.052064,0.1295834;-0.3222807;0.9049215,0.1457656;-0.3685756;0.8426704,-0.07139372;-0.4397683;1.278947,1
10493,548;14356;5548,10140;1187;-682,-0.0750807;0.2537699;1.186349,-0.08208438;0.03456531;1.249693,0.08403084;0.003576019;1.199002,0.1142777;-0.2094044;1.059907,0.1265877;-0.373415;0.927563,0.1426011;-0.3868394;0.8635764,-0.07171658;-0.4400807;1.278647,1
10528,780;14020;4804,11520;1898;-1045,-0.07526382;0.2532766;1.185593,-0.08223584;0.03397099;1.248838,0.08411418;0.003525185;1.19935,0.1124452;-0.2132117;1.066185,0.1268026;-0.3835002;0.9266213,0.1424582;-0.3943732;0.8674365,-0.0722022;-0.4405628;1.277809,1
10565,224;15412;3852,17719;2772;-425,-0.07532413;0.2529573;1.185275,-0.08237065;0.03363568;1.248545,0.08421109;0.003407521;1.200015,0.1112943;-0.2160874;1.071545,0.1263891;-0.389623;0.9277468,0.1410223;-0.4092344;0.8786891,-0.07253967;-0.4408252;1.277559,1
10595,388;15908;2260,18819;2604;-243,-0.07537706;0.2527871;1.185209,-0.08245473;0.03341789;1.248497,0.08422825;0.003483493;1.201984,0.1105552;-0.2182815;1.077672,0.1250966;-0.4005171;0.9347506,0.1393065;-0.4236795;0.8889886,-0.07320681;-0.4411381;1.277623,1
10629,232;16176;648,18342;2199;-324,-0.07539888;0.2524789;1.184883,-0.08264506;0.03311098;1.248156,0.08416805;0.003375765;1.202713,0.1100589;-0.219844;1.081187,0.1239452;-0.4053874;0.940967,0.1326662;-0.4417898;0.9000923,-0.073709;-0.4413871;1.277479,1
10665,264;16536;-1248,18881;1443;360,-0.0754201;0.2520339;1.184254,-0.08278915;0.03285642;1.24775,0.0835294;0.008078168;1.202368,0.1094234;-0.2175359;1.08571,0.1233984;-0.4085329;0.9434835,0.1330666;-0.4432869;0.90073,-0.07423598;-0.441048;1.277252,1
10694,696;16372;-2840,17654;2002;294,-0.07538688;0.2517159;1.183855,-0.08289594;0.0325669;1.247266,0.08321711;0.01039304;1.202303,0.1092295;-0.2169508;1.089403,0.1231291;-0.4102921;0.9456891,0.1309207;-0.4458181;0.9038023,-0.07447371;-0.4408839;1.277102,1
10727,620;16300;-4716,15043;1437;701,-0.07535873;0.2514664;1.183534,-0.08303191;0.03244681;1.247121,0.08303957;0.01173088;1.202422,0.1089606;-0.2168662;1.092319,0.1232022;-0.4109473;0.9474357,0.1311904;-0.4484709;0.9081191,-0.07472386;-0.4407205;1.27709,1
10766,1328;14680;-6108,12359;2139;541,-0.07536369;0.2513308;1.183431,-0.08304443;0.03225356;1.246995,0.08298036;0.0126256;1.202568,0.1089176;-0.216501;1.093686,0.1231511;-0.4116321;0.9492626,0.1302381;-0.4475925;0.9089835,-0.07485692;-0.4406543;1.277138,1
10798,1132;14952;-6728,14763;1803;440,-0.07531033;0.2509023;1.182601,-0.08303449;0.03187661;1.246109,0.08294702;0.01331138;1.202509,0.1091746;-0.2163135;1.094871,0.1231759;-0.4117397;0.9494694,0.1284135;-0.4527838;0.907823,-0.07498523;-0.4405746;1.277,1
10829,1536;14840;-7500,12361;1084;531,-0.07514078;0.2503166;1.1813,-0.08301055;0.03133191;1.244895,0.0829371;0.01357539;1.202317,0.1093101;-0.2164019;1.095558,0.123195;-0.4117269;0.9495804,0.1273662;-0.4528602;0.9079909,-0.07508512;-0.440474;1.276657,1
10864,1624;13556;-8852,12976;2181;-99,-0.07507278;0.2500878;1.180932,-0.08304685;0.03122671;1.244751,0.0829377;0.01406972;1.20234,0.1095803;-0.2163712;1.096775,0.1231321;-0.4122982;0.9508451,0.129613;-0.4506375;0.9094436,-0.07514428;-0.440436;1.276651,1
10894,1696;13524;-9320,9982;-144;436,-0.07503502;0.2499799;1.180768,-0.08305137;0.03114513;1.244744,0.08296248;0.01452935;1.202502,0.1097485;-0.2163689;1.0981,0.1231313;-0.4134081;0.9517418,0.1289903;-0.4506077;0.9126269,-0.07524201;-0.4404324;1.27683,1
10930,1900;13532;-10196,7875;-459;107,-0.07493509;0.2495459;1.179752,-0.08307827;0.03075852;1.24394,0.08296905;0.01483383;1.202347,0.109802;-0.2162228;1.098344,0.1229652;-0.4138808;0.951744,0.1262416;-0.4530742;0.912271,-0.07525769;-0.4403951;1.276599,1
10964,1828;12864;-11080,3247;-584;-492,-0.07483354;0.2489792;1.17858,-0.08304967;0.03032023;1.242878,0.0829747;0.01510071;1.202213,0.1098338;-0.2160463;1.098437,0.1228837;-0.4139916;0.9517989,0.1256196;-0.4523988;0.9104325,-0.07528778;-0.440353;1.276315,1
10997,1964;13552;-10892,-105;-1131;-981,-0.07484586;0.2489513;1.178561,-0.08307008;0.03026716;1.242949,0.08299169;0.01547969;1.202423,0.1100548;-0.21616;1.099949,0.1228485;-0.415223;0.9528434,0.1295518;-0.4531902;0.9123985,-0.07540425;-0.4403463;1.276528,1
11032,2156;11592;-10852,1339;-34;-883,-0.07486347;0.2488729;1.178533,-0.08303113;0.0301889;1.243018,0.08300918;0.01575615;1.202505,0.1100918;-0.2161165;1.100629,0.1226851;-0.4159147;0.9537038,0.1280048;-0.4548613;0.9143137,-0.07547191;-0.4403154;1.276609,1
11064,1776;14264;-10412,309;-825;-797,-0.07482827;0.248613;1.177966,-0.08304563;0.03003179;1.242867,0.08301298;0.01595035;1.202478,0.109989;-0.2159633;1.100669,0.1226164;-0.4157975;0.9541173,0.1273542;-0.4561115;0.9139472,-0.07549519;-0.4403155;1.276589,1
11096,2420;11860;-10720,-4554;-1526;-1183,-0.07482919;0.2485152;1.177889,-0.08307786;0.02996942;1.242935,0.08301579;0.01608047;1.202506,0.1098876;-0.2158902;1.100809,0.1226118;-0.4158282;0.9545254,0.1271889;-0.4549329;0.9141176,-0.07558125;-0.440365;1.276678,1
11128,1668;13964;-9920,648;65;-865,-0.07481593;0.2481932;1.17724,-0.08306684;0.02982046;1.242694,0.08299822;0.01622926;1.202482,0.1098212;-0.2157647;1.100826,0.1225599;-0.4159446;0.9545343,0.1258733;-0.4562614;0.9130598,-0.07562372;-0.4403341;1.276591,1
11164,1448;15468;-9904,-10019;-3268;-1206,-0.07481437;0.2480986;1.177109,-0.08306342;0.02976881;1.242659,0.08299522;0.01637333;1.202511,0.1097685;-0.2155986;1.10078,0.1225563;-0.4160059;0.9547368,0.1270638;-0.4564759;0.9147725,-0.07565582;-0.4403236;1.2766,2
11197,1660;13196;-9964,-16189;-4845;-1677,-0.07483194;0.2480572;1.177117,-0.08310836;0.02969471;1.24284,0.08299174;0.0165189;1.202632,0.1097497;-0.2155439;1.101129,0.1225207;-0.4164533;0.9552438,0.1276721;-0.455067;0.9149573,-0.07577381;-0.4402961;1.276886,2
11232,1940;14440;-7500,-9552;-1038;-2193,-0.07483931;0.2479954;1.177042,-0.0831103;0.02964475;1.242863,0.08299227;0.01660751;1.202671,0.1096517;-0.2155095;1.101276,0.1224645;-0.4169848;0.9555015,0.127132;-0.455663;0.9148027,-0.0758239;-0.4402837;1.276927,2
11265,948;16372;-5856,-10927;-1149;-1733,-0.07480366;0.2476936;1.176147,-0.08308518;0.02943494;1.242314,0.08298238;0.01667195;1.202569,0.1094468;-0.2154114;1.101025,0.122464;-0.4169189;0.955491,0.1245757;-0.4577815;0.9136515,-0.07591797;-0.440236;1.276606,2
11295,1068;16232;-4560,-17829;-3970;-1146,-0.07482879;0.2476452;1.176101,-0.08309352;0.02938655;1.242324,0.08296478;0.01676598;1.202613,0.1093138;-0.2153776;1.101187,0.1224751;-0.4169788;0.9555975,0.1264821;-0.456533;0.9157061,-0.07596406;-0.440229;1.276638,2
11330,1276;15860;-2356,-17435;-2894;-1169,-0.07488044;0.2475182;1.175875,-0.08310094;0.02928824;1.242233,0.08295438;0.01682465;1.20261,0.109161;-0.2152667;1.101005,0.1223792;-0.4171971;0.9558476,0.1261725;-0.4571958;0.9151776,-0.07597853;-0.4402489;1.276557,2
11365,924;15904;-420,-19547;-2938;-1771,-0.07487333;0.2473122;1.175453,-0.08308505;0.02919422;1.242152,0.08294687;0.01689416;1.20259,0.1091038;-0.2151959;1.100964,0.1224065;-0.4170854;0.9559466,0.1258469;-0.4574878;0.9146957,-0.07598665;-0.4402544;1.276503,2
11397,1136;14624;1572,-16094;-2321;-1771,-0.07491162;0.2472731;1.175468,-0.08310819;0.02915614;1.242168,0.08293146;0.01698682;1.202657,0.1090414;-0.2151715;1.101192,0.1224356;-0.4171807;0.9561128,0.1280454;-0.4571368;0.9154851,-0.07599844;-0.4402757;1.276553,2
11431,800;14944;3532,-10868;-1316;-1279,-0.07500456;0.247133;1.175248,-0.083138;0.0290852;1.242102,0.08292007;0.01702714;1.202654,0.1090276;-0.2151372;1.101203,0.122444;-0.4171149;0.9561791,0.1262614;-0.4567791;0.9156369,-0.07605131;-0.4402768;1.276518,2
11465,820;15192;4892,-10559;-2160;-1189,-0.07506046;0.2470941;1.175166,-0.08315321;0.02904515;1.242085,0.08291908;0.01703176;1.202653,0.1090244;-0.2151251;1.101182,0.12241;-0.4173005;0.9563103,0.1261355;-0.4581936;0.9153913,-0.07607457;-0.4402878;1.276494,2
11495,988;15084;5668,-11248;-2199;-1153,-0.07509746;0.2470042;1.175001,-0.08323056;0.02896391;1.241947,0.08291542;0.01709751;1.202649,0.1089762;-0.2150666;1.101182,0.122441;-0.4170418;0.9564512,0.1258908;-0.4575005;0.9143377,-0.0760935;-0.4402911;1.276452,2
11530,1124;13688;6920,-10855;-1589;-1043,-0.07520004;0.2468633;1.174777,-0.08324261;0.028887;1.241888,0.08289558;0.01715251;1.202629,0.1089002;-0.2150084;1.101134,0.1224302;-0.4170522;0.956455,0.1253996;-0.457811;0.915699,-0.07608227;-0.440284;1.276398,2
11564,896;13944;7984,-9579;-1436;-1172,-0.07522558;0.2467771;1.174651,-0.08329393;0.0287967;1.241769,0.08288046;0.01725626;1.202647,0.1088611;-0.2148897;1.101104,0.1224366;-0.4169749;0.956534,0.1260187;-0.4580494;0.9160419,-0.07609527;-0.4402902;1.276361,2
11595,1416;12624;8876,-12650;-2213;-1361,-0.07528618;0.2466853;1.174484,-0.08327942;0.02867758;1.241647,0.08286639;0.01728855;1.202645,0.1088132;-0.2148082;1.100964,0.1224476;-0.4169288;0.9565731,0.1255414;-0.457499;0.9156202,-0.0761598;-0.4405185;1.276209,2
11631,1276;11892;9552,-4043;-280;-1184,-0.07536779;0.2464641;1.173859,-0.08323269;0.02850847;1.241148,0.08283006;0.01733091;1.202548,0.1086728;-0.2146222;1.100464,0.1224274;-0.4167321;0.9564844,0.124282;-0.4575499;0.9151508,-0.07619009;-0.4405326;1.275819,2
11669,1132;12388;10344,-4264;-1133;-978,-0.07541028;0.2464207;1.173804,-0.08324267;0.02848252;1.241159,0.08281788;0.01735784;1.20256,0.1086122;-0.2146009;1.100476,0.1224359;-0.4166757;0.9565547,0.1270012;-0.4567108;0.914782,-0.07619385;-0.4405379;1.275823,2
11698,1480;11132;10148,-827;-502;-1052,-0.07545949;0.2463922;1.173809,-0.08328815;0.02842196;1.241228,0.08280639;0.01740088;1.202592,0.1086106;-0.2145669;1.100533,0.1224476;-0.4168423;0.9566518,0.12814;-0.45734;0.9157624,-0.07625926;-0.4405906;1.275947,2
11732,1176;12124;10504,2181;-37;-1197,-0.07553452;0.2462741;1.173565,-0.08335849;0.02832828;1.241141,0.0827852;0.01738135;1.202563,0.1085303;-0.2145416;1.100372,0.1224469;-0.4168482;0.9566519,0.1256748;-0.4579287;0.9151493,-0.0763526;-0.4406589;1.275825,2
11765,1124;12448;10648,1170;-440;-700,-0.07557414;0.2462613;1.173561,-0.08344207;0.0282784;1.241125,0.08277362;0.01741476;1.202563,0.1085617;-0.2145144;1.100399,0.1224192;-0.4170395;0.9565899,0.1261292;-0.4576415;0.9148955,-0.07636517;-0.440668;1.275835,2
11796,1352;11860;10500,1482;-418;-846,-0.07562491;0.2462303;1.173497,-0.08351231;0.0282166;1.241135,0.08274819;0.01738969;1.202533,0.1085128;-0.2145563;1.100405,0.1224186;-0.4170553;0.9565821,0.1259391;-0.4589705;0.9170731,-0.07633413;-0.4409744;1.275712,2
11828,1188;12092;10372,1686;-453;-841,-0.07577964;0.2460737;1.173061,-0.08358281;0.02810071;1.24087,0.08272321;0.01743141;1.202478,0.1084506;-0.214428;1.100116,0.1224075;-0.4169559;0.9563415,0.1246183;-0.4590068;0.9144159,-0.07644184;-0.4409764;1.27544,2
11866,1156;12108;10284,824;-924;-733,-0.07595206;0.2458262;1.172506,-0.08371533;0.0280192;1.240623,0.08268949;0.01748792;1.20239,0.1083297;-0.2141721;1.099491,0.1223753;-0.4169123;0.9561966,0.1238825;-0.458519;0.9136533,-0.0765116;-0.4409177;1.275132,2
11901,1160;12168;10280,1016;-523;-889,-0.07608578;0.2456602;1.172218,-0.08376318;0.02785359;1.240396,0.08292559;0.01377552;1.203664,0.1085093;-0.2169836;1.098603,0.1223444;-0.4167119;0.9560167,0.1238655;-0.4588495;0.9146621,-0.07664301;-0.4415497;1.274661,2
11931,1244;11836;10240,951;-448;-681,-0.07619159;0.2456324;1.172278,-0.08380119;0.02779;1.240503,0.08287197;0.01403567;1.203618,0.1084424;-0.2168347;1.098822,0.1223244;-0.4167237;0.956275,0.1270067;-0.4562642;0.9142986,-0.07671152;-0.4415364;1.274755,2
11966,1252;11996;10584,1707;-527;-749,-0.07629054;0.2456036;1.172287,-0.0838455;0.02775731;1.240536,0.0828354;0.01428705;1.203504,0.1084341;-0.2166698;1.098922,0.122342;-0.4166144;0.956248,0.1252966;-0.4565613;0.9141181,-0.0767476;-0.4415072;1.27476,2
11996,1512;12112;10128,1492;-783;-854,-0.07641345;0.2456077;1.17232,-0.08391967;0.02772174;1.240623,0.08276757;0.01450556;1.203439,0.1083207;-0.2164664;1.098876,0.1224396;-0.4164811;0.9560753,0.1252985;-0.4576623;0.9151307,-0.07675753;-0.4414995;1.274767,2
12028,1280;11952;10304,976;-466;-976,-0.07664204;0.2455933;1.17263,-0.08407295;0.02767728;1.24092,0.08271255;0.01472103;1.203445,0.1081823;-0.2161862;1.098692,0.1224516;-0.4165537;0.9560788,0.126664;-0.4594386;0.9160487,-0.07675508;-0.4414827;1.274857,2
12066,1344;11836;10348,1358;-558;-883,-0.0768379;0.2455778;1.172837,-0.08415417;0.02768615;1.241271,0.08265562;0.0150995;1.203494,0.1078354;-0.2155805;1.098091,0.1225422;-0.4165016;0.9560613,0.1262254;-0.4610396;0.9158742,-0.07682277;-0.4414496;1.274932,2
12099,1084;12356;10364,948;-593;-1185,-0.07697741;0.2455828;1.172895,-0.08415897;0.02768596;1.241289,0.08258688;0.01530657;1.203396,0.107064;-0.2145862;1.095888,0.1230726;-0.4165844;0.9544718,0.1254352;-0.4624001;0.9143291,-0.07683148;-0.4414347;1.274913,2
12131,1232;11748;10228,329;-694;-1184,-0.07710891;0.2456126;1.172979,-0.08419111;0.0276738;1.241316,0.08251391;0.01543255;1.203288,0.1067938;-0.2130245;1.092365,0.1236064;-0.4165301;0.9535965,0.1266169;-0.4635251;0.9126997,-0.0768102;-0.441422;1.2749,2
12165,1536;12028;9792,2069;-907;-709,-0.07730968;0.2456434;1.173152,-0.08424295;0.02767036;1.241384,0.08247546;0.01550388;1.203127,0.1066943;-0.2116504;1.089257,0.124929;-0.4154617;0.9509319,0.1276643;-0.461048;0.9104804,-0.07674524;-0.441406;1.274836,2
12195,1356;12020;10328,805;-423;-1023,-0.07768521;0.2457627;1.173874,-0.08442089;0.02771484;1.24201,0.0824495;0.01552662;1.203111,0.1065711;-0.2110265;1.087901,0.1252949;-0.4154844;0.9506907,0.1303522;-0.4631343;0.9110996,-0.07672539;-0.4413948;1.274965,2
12230,1428;11464;10096,1226;-407;-1115,-0.07787641;0.2458245;1.174054,-0.0845098;0.02774309;1.242182,0.08238487;0.01550954;1.202788,0.1065979;-0.2093159;1.083927,0.1271022;-0.4127652;0.9476802,0.1316197;-0.463529;0.9072204,-0.07668001;-0.4413776;1.274941,2
12262,1264;11852;10032,1219;-362;-1199,-0.07805517;0.2458854;1.174173,-0.08454754;0.0277576;1.242247,0.08233966;0.0154884;1.202441,0.1067815;-0.2082521;1.081404,0.1282117;-0.4099216;0.9457862,0.135094;-0.4591392;0.9029739,-0.07653774;-0.4413486;1.274872,2
12296,1232;12244;10244,1227;-327;-1300,-0.07852317;0.2460992;1.174923,-0.08474018;0.02787314;1.242676,0.08231292;0.01549197;1.202221,0.1067536;-0.2073766;1.079434,0.1294826;-0.4083128;0.9435406,0.1381439;-0.4537722;0.9021385,-0.07647553;-0.4413172;1.27489,2
12332,1356;12100;10224,1354;-303;-1052,-0.07881324;0.2461646;1.175033,-0.08475263;0.02788394;1.242677,0.08221795;0.01541298;1.201598,0.1072435;-0.2055985;1.075329,0.1308947;-0.4056417;0.9390221,0.1391446;-0.4519738;0.8962141,-0.07613526;-0.4412575;1.274596,2
12363,1168;12260;10612,1285;-407;-885,-0.07927977;0.2463853;1.175327,-0.08476143;0.02789334;1.242698,0.08215936;0.01544368;1.201202,0.1079535;-0.2031562;1.070624,0.132838;-0.4081255;0.9274074,0.1447068;-0.4535391;0.886268,-0.07571304;-0.4411546;1.274324,2
12396,1300;11976;10524,1478;-521;-780,-0.0798263;0.2465953;1.175967,-0.08483867;0.02798769;1.243023,0.08213553;0.01549441;1.201009,0.1087527;-0.2012259;1.067268,0.1453342;-0.3452154;0.9076226,0.1585814;-0.3929536;0.8552056,-0.07533821;-0.4411139;1.274406,2
