Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,2540;13104;9216,1218;-151;-1317,-0.07184176;0.2357894;1.156745,-0.07974006;0.01808306;1.232588,0.08403225;0.003481832;1.210103,0.1166383;-0.2323092;1.121841,0.1276083;-0.4186147;0.9730533,0.1307505;-0.470189;0.919053,-0.07295992;-0.4490557;1.273689,0
29,2164;13156;9640,786;-191;-1012,-0.07184213;0.2357899;1.156746,-0.07973634;0.0180846;1.23259,0.08373138;0.004027439;1.209941,0.1165502;-0.2318358;1.121977,0.1276113;-0.4185663;0.9730977,0.1310911;-0.4685635;0.9201708,-0.07295687;-0.4490526;1.273692,0
68,2476;12820;9440,1697;-718;-700,-0.0718074;0.2358309;1.157017,-0.07972272;0.01806292;1.232917,0.08487146;-0.0003744429;1.212072,0.1173438;-0.2354489;1.121711,0.1276922;-0.4187593;0.9737512,0.1320025;-0.4706256;0.9229897,-0.07328802;-0.4494473;1.274055,0
99,2272;13024;9368,781;-347;-1045,-0.07180799;0.2358345;1.157017,-0.07972291;0.01807732;1.232892,0.08421713;0.002049485;1.2113,0.1170043;-0.2334252;1.122205,0.1277037;-0.4188165;0.973663,0.1298475;-0.4689277;0.9208659,-0.07336465;-0.4493596;1.274014,0
132,2188;12540;9304,1082;-235;-632,-0.0718182;0.2358407;1.157058,-0.07971947;0.01808769;1.232957,0.08381609;0.002939328;1.210997,0.11689;-0.2327185;1.12256,0.127765;-0.4187185;0.973825,0.1317848;-0.4683394;0.9209502,-0.07337034;-0.4493544;1.274037,0
164,2248;12520;9432,921;-430;-837,-0.07183126;0.2358308;1.156929,-0.07970108;0.01810438;1.232778,0.08346647;0.004647815;1.210367,0.1166754;-0.2312786;1.122764,0.1277866;-0.4185128;0.9736859,0.128901;-0.4682866;0.9194167,-0.07332811;-0.4492348;1.273898,0
199,2120;12480;9272,767;-592;-1003,-0.07183723;0.2358384;1.15693,-0.0797223;0.01810725;1.232754,0.08426936;0.001134477;1.210509,0.1171869;-0.2344572;1.121851,0.1274793;-0.4121917;0.9781655,0.131508;-0.4664853;0.9221543,-0.07341443;-0.4494282;1.273817,0
231,1884;12768;9452,855;-427;-1125,-0.07186202;0.2358913;1.157063,-0.07973242;0.01813253;1.232779,0.08484638;-0.001261082;1.211027,0.1176557;-0.2365496;1.121476,0.1280285;-0.4129376;0.9769966,0.1309712;-0.4688467;0.9218433,-0.07344779;-0.4495056;1.273825,0
266,2184;12572;9568,1053;-792;-888,-0.07189935;0.2359332;1.15706,-0.07976226;0.01820205;1.232771,0.08508433;-0.002801355;1.210662,0.1179525;-0.2380307;1.121001,0.1280839;-0.4111198;0.9776299,0.1313591;-0.4668579;0.9210867,-0.07346907;-0.4495405;1.273753,0
299,2168;12604;9616,1176;-836;-1028,-0.07203232;0.2360975;1.157396,-0.07976954;0.01823013;1.232795,0.08534437;-0.00391297;1.210845,0.1182318;-0.238966;1.120695,0.1281114;-0.4077651;0.9797357,0.1310668;-0.466082;0.9257988,-0.07347801;-0.4496228;1.273752,0
337,2052;12640;9176,1311;-1157;-1015,-0.07221004;0.2365182;1.158303,-0.0799431;0.01859594;1.233515,0.08442229;0.0006889271;1.210919,0.1184986;-0.2349908;1.123087,0.1283477;-0.4099138;0.9785345,0.1312939;-0.4691539;0.9255437,-0.07348873;-0.4494683;1.274104,0
364,2288;12408;9288,1374;-1049;-1224,-0.07228683;0.2366714;1.158336,-0.08000589;0.01874049;1.233407,0.08509234;-0.001103883;1.211104,0.1192076;-0.2364527;1.122324,0.1283894;-0.4083473;0.9778625,0.1297212;-0.4694931;0.9211626,-0.07347362;-0.4495051;1.274019,0
400,2332;12684;9240,1980;-812;-1411,-0.07241578;0.2370934;1.159028,-0.08009772;0.01906363;1.233703,0.08451424;0.002721375;1.2111,0.1194475;-0.23302;1.123805,0.1285537;-0.4067567;0.9779434,0.1304266;-0.4680588;0.9233059,-0.07342892;-0.4492858;1.274227,0
431,2484;12580;9240,1185;-415;-1232,-0.07242084;0.2371771;1.159041,-0.08008622;0.01923176;1.233503,0.08538722;0.0005985613;1.211058,0.1204852;-0.234735;1.122637,0.1311081;-0.3985215;0.9646977,0.1338508;-0.4530646;0.9170521,-0.07344291;-0.4492772;1.274152,0
465,2560;12496;9596,803;-28;-1409,-0.07243079;0.2375101;1.159345,-0.08008778;0.01939422;1.233478,0.0860615;-0.001093934;1.211212,0.1216302;-0.2357436;1.120976,0.1317188;-0.3973315;0.9595833,0.1356635;-0.4490408;0.9204387,-0.07342583;-0.4492673;1.274217,0
501,2444;12340;9768,807;-511;-1453,-0.0723854;0.237933;1.159845,-0.08014307;0.01969962;1.233595,0.08667912;-0.002269783;1.211817,0.1241374;-0.2355109;1.118361,0.1324393;-0.3934402;0.9572862,0.1373623;-0.4481201;0.9111935,-0.07342619;-0.4492363;1.274413,0
530,2364;13020;9344,1204;-622;-1625,-0.07221238;0.2384087;1.160291,-0.08007435;0.02002131;1.233624,0.08707829;-0.003006453;1.211949,0.1257749;-0.2348924;1.115286,0.1485336;-0.3219889;0.8862172,0.1428656;-0.3528679;0.8514407,-0.0733626;-0.4491826;1.274503,0
