Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.1293635;-0.258344;0.8944947,0.06306137;-0.2179675;0.9180488,-0.09656323;-0.07658956;0.9891084,-0.1464621;0.1001398;1.031245,0.01531588;0.1404302;1.073292,0.03397299;-0.3638623;1.209952,0
34,0.1219259;-0.2474978;0.894006,0.05839561;-0.212441;0.9159173,-0.09662346;-0.07658157;0.9890694,-0.1464271;0.1001659;1.031259,0.01513068;0.1409218;1.073789,0.03394753;-0.3638574;1.209964,0
66,0.1199887;-0.2405287;0.8899599,0.05764597;-0.2094736;0.9139561,-0.0965748;-0.07664055;0.988511,-0.1464066;0.1001594;1.031175,0.01498608;0.1411729;1.073834,0.0339391;-0.3639655;1.209676,0
99,0.1179608;-0.2319225;0.8877586,0.05697058;-0.2054893;0.9119276,-0.09671855;-0.07679378;0.9884096,-0.1463882;0.1001699;1.031151,0.01471301;0.1416407;1.073975,0.03386689;-0.3639574;1.209666,0
136,0.1144527;-0.2231299;0.8854906,0.05681041;-0.2006724;0.9092335,-0.09672806;-0.07700706;0.9880661,-0.1463654;0.1001791;1.031106,0.01441438;0.141966;1.074062,0.03380967;-0.3640528;1.209507,0
167,0.1084923;-0.2140387;0.8880075,0.0555068;-0.1945364;0.9078281,-0.08746433;-0.0823561;0.9831355,-0.1463607;0.1001915;1.031132,0.0140767;0.142404;1.074477,0.03342449;-0.3642383;1.209415,0
206,0.09407363;-0.203212;0.8912449,0.04517613;-0.1808907;0.9084966,-0.09083239;-0.08009356;0.9849983,-0.1463545;0.1001922;1.031132,0.01382971;0.1427595;1.074753,0.03287045;-0.3642435;1.209346,0
233,0.0900488;-0.1990132;0.8932704,0.04119905;-0.1775171;0.910704,-0.09376162;-0.0753834;0.9873663,-0.1478952;0.1006135;1.033355,0.01469629;0.1414831;1.073837,0.03276394;-0.364159;1.209392,0
266,0.09128907;-0.1971466;0.8938269,0.04318143;-0.1771255;0.9111314,-0.09488589;-0.07415058;0.9887616,-0.1488264;0.1007871;1.034666,0.01434352;0.1420211;1.07397,0.03260428;-0.3641797;1.209317,0
299,0.09309931;-0.198244;0.8981986,0.04489603;-0.1760981;0.913421,-0.09903066;-0.07604101;0.9970845,-0.1495983;0.10092;1.036179,0.01399908;0.1428589;1.074923,0.03265258;-0.3638465;1.210378,0
336,0.09368943;-0.1995945;0.895005,0.0456255;-0.1754775;0.9140382,-0.09932852;-0.0759885;0.9968081,-0.1498753;0.1008891;1.036536,0.01496563;0.1412903;1.073561,0.03240265;-0.3640027;1.210159,0
368,0.09701687;-0.206833;0.9011713,0.04763292;-0.1761946;0.9169242,-0.09924263;-0.07596025;0.9981213,-0.150201;0.1008829;1.037231,0.01548288;0.1405299;1.073181,0.03250522;-0.3640231;1.210334,0
399,0.09691218;-0.2125959;0.9013031,0.04789345;-0.1766343;0.9182672,-0.0990335;-0.07751814;0.9984375,-0.1489862;0.09987615;1.035379,0.01517952;0.1409463;1.073271,0.03269994;-0.3641096;1.210352,0
432,0.1179898;-0.2338534;0.8972979,0.06477769;-0.1980939;0.9211823,-0.09919565;-0.07829525;0.9999285,-0.1485165;0.09947997;1.035003,0.01479081;0.1415123;1.073695,0.03287983;-0.3644706;1.210392,0
466,0.122692;-0.2466537;0.9004751,0.06817785;-0.2048513;0.9213811,-0.1001109;-0.07833382;1.001593,-0.149194;0.09957152;1.035995,0.01448956;0.1419472;1.07399,0.03337317;-0.3646185;1.210598,0
498,0.1273601;-0.259539;0.9027479,0.0720913;-0.2141642;0.9237023,-0.1010164;-0.07853174;1.002543,-0.1495855;0.09955683;1.036454,0.0155867;0.1405272;1.072962,0.03397087;-0.3647403;1.21061,0
533,0.132932;-0.2747346;0.9091635,0.07892998;-0.2317141;0.9291715,-0.1026513;-0.07900955;1.003603,-0.1498292;0.09950937;1.036765,0.01531018;0.1409109;1.072955,0.03465981;-0.3646213;1.210689,0
568,0.1448551;-0.2954615;0.9197139,0.07733568;-0.233169;0.9303241,-0.1034152;-0.07923757;1.004135,-0.1500146;0.0994569;1.036965,0.01503836;0.1412363;1.072764,0.03479967;-0.3646275;1.210611,0
618,0.1052644;-0.2762506;0.94791,0.04330313;-0.2273258;0.960792,-0.1086733;-0.08081669;1.009548,-0.150319;0.09942002;1.037568,0.01473936;0.1417169;1.073231,0.03528;-0.3647086;1.21102,0
634,0.1037418;-0.2781227;0.9485856,0.04290441;-0.2269235;0.9609517,-0.1106292;-0.08131095;1.0112,-0.1505022;0.0993874;1.03784,0.01460864;0.1418961;1.073263,0.03559297;-0.3648528;1.211028,0
666,0.102738;-0.2777193;0.9501031,0.04231237;-0.2267859;0.9611543,-0.1121404;-0.08167571;1.012696,-0.1507107;0.09934817;1.038183,0.0144833;0.1420303;1.07333,0.03586174;-0.364924;1.211163,0
699,0.1045265;-0.2782593;0.9473345,0.04229861;-0.2271226;0.9610413,-0.1133947;-0.08196405;1.013613,-0.1509515;0.09928519;1.038524,0.01441997;0.1420734;1.073388,0.03606053;-0.3650026;1.211206,0
733,0.1043898;-0.2774842;0.9458317,0.04222494;-0.2271059;0.9608818,-0.1140306;-0.08212615;1.013864,-0.1511136;0.09921558;1.038713,0.01556136;0.1404062;1.072345,0.03619305;-0.3650971;1.21117,0
766,0.1039727;-0.2771373;0.9443959,0.04261883;-0.227492;0.9596757,-0.1141917;-0.08217511;1.013523,-0.1512546;0.0991524;1.038741,0.01524982;0.140526;1.072116,0.03648164;-0.3653916;1.210624,0
801,0.1025778;-0.2763264;0.9435718,0.04137962;-0.2269842;0.9588416,-0.114509;-0.08224043;1.013393,-0.1514179;0.09910396;1.038848,0.01494824;0.1407375;1.072161,0.03657319;-0.365478;1.210555,0
833,0.1022769;-0.2760696;0.9421682,0.04158857;-0.2272036;0.9579868,-0.1148646;-0.08230168;1.01281,-0.1515481;0.09905533;1.038855,0.0145568;0.1408829;1.072006,0.03670189;-0.3657331;1.209982,0
866,0.1038538;-0.2782695;0.9426196,0.04202776;-0.2284366;0.9566403,-0.1151277;-0.08233901;1.012734,-0.1517665;0.09901303;1.039005,0.01536675;0.1396528;1.071322,0.03673692;-0.3657806;1.209918,0
898,0.1388089;-0.2985679;0.9277956,0.06518845;-0.2359186;0.9379267,-0.1156191;-0.08242452;1.012656,-0.1519929;0.09896441;1.039144,0.01570815;0.1389043;1.070915,0.03666565;-0.3658486;1.209895,0
934,0.1624414;-0.325972;0.9243388,0.09844285;-0.2640999;0.9260238,-0.08202402;-0.1104346;0.9998999,-0.1522145;0.09890117;1.039198,0.01456747;0.1396472;1.071058,0.0366435;-0.3658778;1.209882,0
966,0.1548409;-0.2954722;0.93315,0.09383186;-0.2340483;0.9376935,-0.08206305;-0.1106434;1.00013,-0.1525647;0.09885136;1.039393,0.01370788;0.1402573;1.071323,0.03615106;-0.3662767;1.209658,0
1000,0.1652539;-0.2918335;0.9326113,0.1074781;-0.2341501;0.9303891,-0.08313413;-0.107445;1.0009,-0.1528205;0.0987825;1.03945,0.01303414;0.1405348;1.071117,0.03571945;-0.3666651;1.209121,0
1035,0.1518036;-0.2246954;0.9141461,0.0987429;-0.2127875;0.9345285,-0.09923079;-0.08235181;1.009831,-0.1532716;0.09870959;1.039753,0.01372272;0.139508;1.070687,0.03566549;-0.3667018;1.20911,0
