Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.1125365;-0.264567;0.9347323,0.06900867;-0.2141462;0.9422178,-0.06350897;-0.09460118;0.9845721,-0.1958072;0.115459;1.037231,-0.03850626;0.1613666;1.089427,-0.01604241;-0.3562309;1.219587,0
33,0.1123593;-0.2630793;0.9333425,0.06811416;-0.2133368;0.9410053,-0.06414686;-0.0936003;0.9838008,-0.1958098;0.1166244;1.037718,-0.03848336;0.1615257;1.089338,-0.01616507;-0.3562107;1.219436,0
66,0.1126531;-0.2617597;0.9327366,0.06754801;-0.2125957;0.9403582,-0.06478954;-0.0928627;0.982932,-0.1957119;0.1175752;1.038126,-0.03845033;0.1616628;1.089285,-0.01630583;-0.3562583;1.219289,0
99,0.113155;-0.2611313;0.9325755,0.06711178;-0.2120281;0.9400247,-0.06516732;-0.09227908;0.9828317,-0.1957487;0.1182642;1.03856,-0.03982513;0.1600142;1.089239,-0.01640637;-0.3562882;1.219265,0
133,0.1152477;-0.2611081;0.9303482,0.06696741;-0.2112858;0.9394255,-0.06536093;-0.09162423;0.9824129,-0.1957342;0.1189055;1.038854,-0.04060279;0.1591514;1.089203,-0.01649761;-0.3562622;1.219227,0
167,0.1170912;-0.2584923;0.9271834,0.06680697;-0.2105384;0.9384832,-0.06552829;-0.09096557;0.9818327,-0.1957143;0.1195042;1.039134,-0.04033215;0.1599672;1.089236,-0.01683489;-0.3560352;1.219245,0
201,0.1186638;-0.254316;0.9200616,0.0670322;-0.2092452;0.9358317,-0.06556179;-0.09033342;0.980631,-0.1956957;0.1198931;1.039241,-0.0400789;0.1605223;1.089228,-0.01688505;-0.3559663;1.219117,0
234,0.1213383;-0.2492474;0.9116452,0.06714795;-0.2078438;0.9321845,-0.06555042;-0.08973486;0.9794041,-0.1956907;0.1202016;1.039328,-0.03985992;0.1609684;1.08922,-0.01692783;-0.3559825;1.219004,0
266,0.1159258;-0.2367659;0.8965648,0.06757417;-0.2054922;0.9256322,-0.06530499;-0.0887262;0.9765074,-0.1956279;0.1204524;1.039244,-0.03959703;0.1613357;1.089053,-0.0169267;-0.3560212;1.218404,0
299,0.1165539;-0.2346361;0.8947019,0.06737634;-0.20403;0.9212707,-0.06509519;-0.08812802;0.9758815,-0.1955866;0.1207717;1.039353,-0.03946019;0.1615941;1.0891,-0.01704723;-0.3560571;1.218369,0
334,0.1146907;-0.2310372;0.8919701,0.06808521;-0.2020247;0.9180903,-0.06458757;-0.0874027;0.9754193,-0.195539;0.1210718;1.039471,-0.03930401;0.1619118;1.089142,-0.01705294;-0.3559631;1.218313,0
367,0.1108015;-0.2236226;0.8929211,0.06848675;-0.2004573;0.915524,-0.06393047;-0.08675858;0.9757519,-0.1954571;0.12139;1.039674,-0.03909346;0.1622141;1.089274,-0.01705115;-0.3559657;1.218318,0
401,0.106553;-0.2161026;0.889312,0.06979355;-0.1991639;0.9135154,-0.06160115;-0.08515645;0.9756732,-0.1953687;0.1215501;1.039701,-0.03898373;0.162375;1.089253,-0.01713691;-0.3559364;1.218322,0
434,0.1224672;-0.2234235;0.8818368,0.08320525;-0.2077699;0.904656,-0.05902568;-0.08353582;0.9763027,-0.1952813;0.1216968;1.039769,-0.03880733;0.1626121;1.08929,-0.0172086;-0.3558678;1.218317,0
466,0.1274502;-0.2264327;0.8834965,0.08623923;-0.2095482;0.9031572,-0.05575322;-0.08151659;0.9774633,-0.195157;0.1218635;1.039914,-0.03938704;0.1612291;1.089543,-0.01723586;-0.3558547;1.218334,0
500,0.1283687;-0.2281042;0.8846868,0.08704868;-0.2103427;0.9032192,-0.05464376;-0.08091469;0.9781585,-0.1950242;0.1219585;1.039954,-0.03966734;0.1603275;1.089581,-0.0172669;-0.3558371;1.218329,0
533,0.1285045;-0.2320225;0.8880955,0.08703844;-0.2111289;0.9036578,-0.05339717;-0.080277;0.979041,-0.1948586;0.1220569;1.03998,-0.03989613;0.1596874;1.089389,-0.01725139;-0.3558552;1.218264,0
566,0.1312189;-0.2402727;0.8904601,0.08778675;-0.213524;0.905158,-0.05286054;-0.08016525;0.9800906,-0.1946911;0.1221533;1.040004,-0.03935207;0.1604201;1.089387,-0.01724913;-0.355842;1.21827,0
599,0.1304683;-0.2473531;0.8961166,0.08539721;-0.2143919;0.9099353,-0.05243986;-0.08030384;0.9818752,-0.1945413;0.1222304;1.040012,-0.03949114;0.1596636;1.089368,-0.01727846;-0.3557564;1.218367,0
634,0.1299682;-0.2587501;0.9004083,0.08671653;-0.2249452;0.9153354,-0.05223249;-0.08065148;0.9838675,-0.194366;0.1222936;1.040005,-0.03884969;0.1603092;1.089332,-0.01646965;-0.355491;1.218543,0
667,0.1235856;-0.2631131;0.9138088,0.08113644;-0.2223903;0.9293192,-0.05252794;-0.08145787;0.9864886,-0.1941663;0.1223609;1.040014,-0.03826779;0.1607752;1.089321,-0.01523079;-0.3550608;1.218923,0
699,0.1449218;-0.3260789;0.9042777,0.09466071;-0.2711377;0.9267403,-0.05301215;-0.08244839;0.9890137,-0.1938896;0.1223753;1.039971,-0.03822413;0.1594213;1.089183,-0.01508834;-0.355113;1.219025,0
733,0.1243041;-0.3050073;0.9580525,0.07973107;-0.2481911;0.9542734,-0.05574746;-0.08536217;0.9950741,-0.1936979;0.1223985;1.040061,-0.03768227;0.1599737;1.089469,-0.01511463;-0.3553213;1.219753,0
765,0.1311995;-0.3410616;0.9351183,0.08732647;-0.2795401;0.9426117,-0.05781498;-0.08723077;0.9976021,-0.1934329;0.1224007;1.040015,-0.03716354;0.1603551;1.089427,-0.01484741;-0.3554541;1.21974,0
805,0.1315825;-0.3416857;0.9344156,0.08695108;-0.2796349;0.9429662,-0.05968658;-0.08888885;0.9997815,-0.1931934;0.1223604;1.03994,-0.03669684;0.1606476;1.089343,-0.01446979;-0.3556462;1.219675,0
834,0.1325941;-0.3416369;0.9334264,0.08677814;-0.2796861;0.9431051,-0.06057981;-0.08970465;1.000786,-0.1929971;0.1223389;1.039924,-0.03627909;0.1608805;1.089341,-0.01426883;-0.3558156;1.2198,0
871,0.1336659;-0.3413197;0.931873,0.08710232;-0.2790936;0.941799,-0.06095234;-0.09005509;1.001126,-0.1928669;0.1223353;1.039924,-0.03596447;0.1610984;1.089367,-0.01374042;-0.3558863;1.21988,0
899,0.1392838;-0.3439507;0.9221074,0.09172787;-0.2829905;0.9369531,-0.05771071;-0.09609504;0.9999685,-0.1896086;0.1166951;1.034673,-0.03564582;0.1613883;1.089359,-0.01273538;-0.355209;1.221495,0
933,0.1420007;-0.3454009;0.9177598,0.09361539;-0.2835707;0.933409,-0.05689773;-0.09838868;0.9993502,-0.1885162;0.1147;1.032512,-0.03540683;0.1592028;1.088745,-0.01248623;-0.3560731;1.220959,0
966,0.1416901;-0.3437326;0.9200066,0.09222779;-0.2821825;0.9340999,-0.05854963;-0.09706166;0.9996201,-0.1890922;0.116567;1.034168,-0.03493438;0.1598005;1.08884,-0.01212244;-0.3561217;1.220859,0
999,0.1219579;-0.2997813;0.9461483,0.07556441;-0.2438812;0.9445238,-0.05857089;-0.09849733;0.9995624,-0.1889727;0.1152229;1.033865,-0.0345678;0.1605099;1.089185,-0.01170821;-0.3559918;1.221393,0
1035,0.1156609;-0.2859969;0.9446048,0.0690738;-0.2323079;0.9448481,-0.05990389;-0.09723103;0.9995146,-0.1895569;0.1168315;1.035087,-0.03441206;0.1609313;1.089228,-0.01190722;-0.3558826;1.221356,0
1069,0.09920052;-0.2425863;0.9318807,0.06437365;-0.2196567;0.9462873,-0.06090516;-0.09598345;0.9996846,-0.1902325;0.1181564;1.036491,-0.03420999;0.1614142;1.08949,-0.01199845;-0.3557989;1.221486,0
1100,0.1525043;-0.2411223;0.8960906,0.1060797;-0.2285467;0.9156879,-0.06145847;-0.09502037;0.9984859,-0.190671;0.1189915;1.037191,-0.03409887;0.1616985;1.089566,-0.01229259;-0.3560306;1.220999,0
1134,0.1491216;-0.2140996;0.8980677,0.1046077;-0.2104795;0.9180613,-0.08412448;-0.07230534;1.003679,-0.1910783;0.1195855;1.037705,-0.03399873;0.1619643;1.089625,-0.01252706;-0.3561707;1.220502,0
1166,0.1569858;-0.1817208;0.8877355,0.1120178;-0.1821716;0.9127152,-0.08533197;-0.07032864;1.003157,-0.1914986;0.1202016;1.038183,-0.0338819;0.1622592;1.08969,-0.01201224;-0.3565259;1.219399,0
1200,0.2007864;-0.1376832;0.856999,0.1476021;-0.1445609;0.8960388,-0.07394583;-0.09086115;0.9985033,-0.1917666;0.1205613;1.038453,-0.03377188;0.1624911;1.08969,-0.01031917;-0.3565764;1.21842,0
