Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.07927276;-0.09740885;1.262163,0.08354236;-0.1172106;1.246963,0.05791101;-0.2776085;1.140962,-0.07149237;-0.3761745;1.013237,-0.1324469;-0.4118526;0.968948,-0.05728763;-0.5525801;1.315998,0
37,-0.07925233;-0.09737889;1.262172,0.08352775;-0.1175383;1.247136,0.05711471;-0.2784955;1.14232,-0.07211009;-0.3879054;1.011539,-0.130008;-0.4271706;0.9678035,-0.05719682;-0.5535268;1.315468,0
69,-0.07933119;-0.0973497;1.262113,0.08349364;-0.117826;1.247242,0.05268406;-0.2805603;1.142115,-0.0652914;-0.3927886;1.01514,-0.1180823;-0.4325725;0.9730625,-0.05757882;-0.554211;1.31514,0
100,-0.0794901;-0.09729125;1.262421,0.08339437;-0.1182099;1.24763,0.05202277;-0.2803555;1.144361,-0.06058588;-0.3963253;1.018749,-0.111526;-0.4384211;0.9813963,-0.05763926;-0.5553786;1.315637,0
138,-0.07956175;-0.0972589;1.262377,0.0833204;-0.1184922;1.247697,0.05198223;-0.2800256;1.145429,-0.06246172;-0.4028192;1.015228,-0.1114327;-0.4436789;0.9762377,-0.05824701;-0.5554996;1.315802,0
188,-0.07972933;-0.0972206;1.26236,0.08327027;-0.1186719;1.247716,0.0517423;-0.2803303;1.145741,-0.05779016;-0.4027509;1.018086,-0.1057719;-0.4424911;0.9800195,-0.0583649;-0.5557666;1.315814,0
200,-0.07986572;-0.09724647;1.261832,0.08237156;-0.1206584;1.245888,0.05125894;-0.2827345;1.144559,-0.05562796;-0.4024041;1.018921,-0.1036707;-0.4405904;0.9785008,-0.05837454;-0.5565293;1.31527,0
235,-0.08007227;-0.09720859;1.261733,0.08234747;-0.1206958;1.245954,0.05135148;-0.283154;1.14529,-0.05441276;-0.4021503;1.019594,-0.1044128;-0.4409713;0.9804983,-0.05960728;-0.5566217;1.315361,0
267,-0.08029852;-0.09724775;1.260867,0.08145858;-0.1224321;1.243493,0.05080571;-0.2855204;1.143907,-0.0584253;-0.4051027;1.013584,-0.1086722;-0.4412238;0.9712731,-0.0594358;-0.5571702;1.314455,0
301,-0.08054508;-0.09724836;1.260437,0.08102131;-0.1232742;1.242622,0.04992905;-0.2859585;1.142451,-0.06011965;-0.4060076;1.010989,-0.113324;-0.4433032;0.9670265,-0.05998538;-0.5573485;1.31424,0
333,-0.08060189;-0.09731442;1.260333,0.08074407;-0.1237931;1.242321,0.04951686;-0.2862771;1.14184,-0.06109914;-0.4065325;1.009784,-0.1148112;-0.4428032;0.9663227,-0.05989244;-0.5577196;1.314213,0
367,-0.08064079;-0.09743612;1.260011,0.08079677;-0.1236251;1.242576,0.04941006;-0.2858379;1.141654,-0.06184463;-0.4065197;1.008641,-0.1150894;-0.4415148;0.9639705,-0.05977642;-0.5578897;1.314048,0
400,-0.08072455;-0.09746855;1.259952,0.08084322;-0.1234812;1.242852,0.04326899;-0.2844279;1.137279,-0.06274815;-0.4067299;1.007349,-0.115845;-0.4426111;0.963528,-0.05982156;-0.5579613;1.314165,0
436,-0.08092769;-0.09752293;1.259885,0.0804159;-0.1238808;1.242386,0.04470396;-0.2836169;1.138602,-0.06312683;-0.4069372;1.006972,-0.1146814;-0.4446688;0.9644545,-0.06078275;-0.5578964;1.314744,0
