Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.07972274;-0.1076393;1.259948,0.07010096;-0.1219144;1.262144,0.06654046;-0.3006991;1.180851,-0.02322175;-0.4215128;1.062939,-0.06765595;-0.4529977;1.02686,-0.06357957;-0.5612841;1.319316,0
31,-0.07975534;-0.107654;1.259969,0.07009769;-0.1219109;1.262144,0.06656481;-0.3006781;1.180921,-0.02320809;-0.4214412;1.062963,-0.06819223;-0.4531257;1.026261,-0.06358022;-0.5612814;1.319314,0
68,-0.07979537;-0.1076458;1.260032,0.07009642;-0.1218817;1.262155,0.06655283;-0.3005239;1.180964,-0.02322122;-0.4211996;1.062908,-0.06806818;-0.452439;1.02611,-0.06358694;-0.5612639;1.319322,0
99,-0.07983574;-0.1076457;1.2601,0.07009429;-0.121866;1.262164,0.06713476;-0.2993745;1.182201,-0.02272473;-0.4202222;1.063416,-0.06755498;-0.4522853;1.026827,-0.06363216;-0.5611942;1.319391,0
132,-0.07992799;-0.1076428;1.260184,0.07009456;-0.1218511;1.262171,0.06691784;-0.2994228;1.181905,-0.02274084;-0.4201974;1.063368,-0.06786446;-0.4519682;1.026385,-0.06367981;-0.5610878;1.319498,0
164,-0.08000267;-0.1076425;1.260203,0.0700905;-0.1218314;1.26217,0.06689362;-0.2993916;1.181701,-0.02305641;-0.4201238;1.062914,-0.06824668;-0.4504363;1.024774,-0.06368942;-0.5610476;1.319492,0
198,-0.08004942;-0.1076351;1.260198,0.07008699;-0.1218231;1.262189,0.06630892;-0.299465;1.181054,-0.02345978;-0.4199741;1.062492,-0.06913883;-0.4493793;1.024999,-0.06379038;-0.5609617;1.319574,0
233,-0.08006179;-0.1076353;1.260197,0.0700676;-0.1218084;1.262198,0.06627549;-0.2994116;1.180934,-0.02429054;-0.4192744;1.061593,-0.06973726;-0.4458858;1.022935,-0.06366757;-0.5609941;1.319683,0
265,-0.08023335;-0.1076756;1.260375,0.07003295;-0.1217408;1.262288,0.06581981;-0.2991341;1.180066,-0.02696387;-0.4182904;1.058638,-0.05854227;-0.4329153;1.03328,-0.06352388;-0.5610789;1.319834,0
297,-0.08031011;-0.1076727;1.260448,0.06999542;-0.1216965;1.262338,0.06368013;-0.2999907;1.177006,-0.02988115;-0.4170151;1.055186,-0.05886079;-0.4278068;1.030873,-0.06340168;-0.5610739;1.320027,0
330,-0.08036084;-0.1076804;1.260468,0.0699539;-0.1216394;1.262348,0.06327395;-0.2993263;1.176059,-0.03556844;-0.4169617;1.048692,-0.05790307;-0.4232371;1.030058,-0.06336438;-0.5610552;1.320136,0
367,-0.08046043;-0.107655;1.260553,0.06989077;-0.1215328;1.262444,0.06293934;-0.2987593;1.17535,-0.0385442;-0.4164068;1.044937,-0.0581793;-0.4202611;1.031725,-0.06322259;-0.5610625;1.32047,0
397,-0.08055277;-0.1076981;1.2607,0.06985186;-0.1214292;1.262475,0.06276516;-0.2970049;1.174893,-0.04032046;-0.4157754;1.042997,-0.05808029;-0.4173136;1.030967,-0.06323632;-0.5611004;1.320765,0
430,-0.08067284;-0.1077582;1.260885,0.06978832;-0.1212942;1.262537,0.06269491;-0.2965184;1.174575,-0.04050032;-0.4147281;1.042465,-0.05825444;-0.4152553;1.031047,-0.06237377;-0.5616;1.320768,0
