Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,0.007990899;-0.1385923;1.69254,0.1699443;-0.1681596;1.637565,0.2698446;-0.3403558;1.589447,0.2043097;-0.4482557;1.441525,0.1867076;-0.4678786;1.380455,-0.2189935;-0.5079313;1.437238,-0.009167516;-0.5825793;1.685264,0.06239817;-0.5711847;1.639149,0
32,0.007986891;-0.1385945;1.692525,0.1709018;-0.1688542;1.637698,0.2694953;-0.3403412;1.589437,0.2041275;-0.4481776;1.441388,0.1863281;-0.4680328;1.378812,-0.2189845;-0.5079347;1.437216,-0.009172147;-0.5825926;1.685257,0.06240626;-0.5712234;1.639148,0
65,0.008055197;-0.1385219;1.692432,0.1717674;-0.1693409;1.637801,0.2692845;-0.3402566;1.589285,0.2041515;-0.4484012;1.441365,0.1868947;-0.4666907;1.380742,-0.2189709;-0.5079166;1.437216,-0.009194632;-0.5826073;1.685227,0.06238762;-0.5712574;1.639095,0
98,0.008078022;-0.1385318;1.692457,0.1723805;-0.1697311;1.638266,0.2692202;-0.340263;1.589324,0.2042066;-0.4485827;1.441484,0.1863486;-0.4682546;1.379872,-0.2189741;-0.5079508;1.437244,-0.009249086;-0.5826401;1.685215,0.06232269;-0.5713269;1.639058,0
132,0.008083077;-0.1385385;1.692459,0.1683421;-0.1672992;1.637138,0.2691335;-0.3402582;1.589135,0.2039972;-0.4482484;1.441092,0.1874393;-0.4673726;1.38077,-0.2189789;-0.507952;1.437243,-0.009264554;-0.582656;1.685215,0.06229428;-0.57133;1.639057,0
165,0.008097297;-0.1385171;1.692482,0.1666149;-0.166274;1.636626,0.2690329;-0.3402547;1.589143,0.2041116;-0.4485316;1.441222,0.1865241;-0.4676402;1.380285,-0.2189785;-0.5079671;1.437219,-0.009106832;-0.582409;1.685181,0.06253754;-0.5708504;1.638938,0
199,0.008137587;-0.1385521;1.692761,0.1697238;-0.1681737;1.63885,0.2687872;-0.3404127;1.589716,0.2043003;-0.4487529;1.441647,0.1907655;-0.4594502;1.399876,-0.2190249;-0.5081689;1.437445,-0.009115037;-0.5824451;1.685243,0.06252687;-0.5709361;1.639034,0
231,0.008129119;-0.1385496;1.692805,0.1675052;-0.1666957;1.638087,0.2687764;-0.3404089;1.589709,0.2040806;-0.448548;1.441575,0.1869944;-0.468723;1.380348,-0.2190384;-0.5081673;1.437441,-0.009124432;-0.5824504;1.685236,0.06249727;-0.5709311;1.639026,0
265,0.008144978;-0.1385761;1.692862,0.1696484;-0.1681142;1.638608,0.268741;-0.3403805;1.58977,0.2041129;-0.4483459;1.441469,0.1865661;-0.467486;1.380108,-0.219039;-0.5081599;1.437438,-0.009129476;-0.5824549;1.685255,0.06249427;-0.5709742;1.639104,0
298,0.008143583;-0.1385655;1.692874,0.1709782;-0.1686825;1.638911,0.2686925;-0.3404171;1.589789,0.2038358;-0.4481321;1.441395,0.1864328;-0.4675271;1.378943,-0.2190248;-0.5081334;1.437432,-0.009127044;-0.5824293;1.685279,0.0625104;-0.5709695;1.639165,0
331,0.008159387;-0.13854;1.692865,0.1681127;-0.1667327;1.637758,0.268592;-0.3404778;1.589814,0.2037105;-0.4476705;1.441028,0.1871583;-0.4677368;1.379041,-0.2190236;-0.5081331;1.437431,-0.009149944;-0.5824011;1.685263,0.0624433;-0.5708864;1.639117,0
