Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,0.01860797;-0.1383552;1.725267,0.1847567;-0.1701715;1.673364,0.2482872;-0.3452563;1.612479,0.2085606;-0.4438594;1.381341,0.1787569;-0.472558;1.300739,-0.1893504;-0.5006539;1.416699,0.02002199;-0.583474;1.711932,0.09322516;-0.5722007;1.67319,0
36,0.01876126;-0.1382425;1.725143,0.1850841;-0.1707312;1.673282,0.2483212;-0.3456239;1.612426,0.208391;-0.4438523;1.380827,0.1788631;-0.473971;1.303142,-0.1892947;-0.500598;1.416664,0.01983463;-0.5788018;1.697371,0.0935406;-0.567494;1.658828,0
67,0.01902459;-0.1380416;1.724909,0.185183;-0.1705968;1.673483,0.2484138;-0.3457082;1.612446,0.2083641;-0.4437785;1.380687,0.1786507;-0.4736059;1.303395,-0.189291;-0.5006133;1.416645,0.02046513;-0.5769693;1.694035,0.0944346;-0.5653326;1.655422,0
99,0.01924534;-0.1379519;1.724809,0.185294;-0.170465;1.673716,0.2484459;-0.3459006;1.61247,0.2083741;-0.4438041;1.380742,0.1783561;-0.4734751;1.303241,-0.189264;-0.5005683;1.416618,0.02027439;-0.5764116;1.692726,0.09434784;-0.5646797;1.654082,0
133,0.01946696;-0.1378127;1.724879,0.185369;-0.1702238;1.67432,0.2487362;-0.3460356;1.613089,0.2087622;-0.4441988;1.381476,0.1790416;-0.4745023;1.307352,-0.1893383;-0.5010295;1.417251,0.02041398;-0.5760657;1.692563,0.09459174;-0.5641938;1.653942,0
166,0.01967609;-0.1376217;1.724481,0.1857513;-0.1709357;1.674231,0.2488073;-0.3459922;1.613251,0.2088129;-0.4441734;1.381635,0.179198;-0.4738491;1.304155,-0.1893126;-0.5010238;1.417241,0.02012102;-0.5757363;1.691488,0.09438995;-0.5639242;1.653012,0
199,0.01981781;-0.1373303;1.724015,0.1857626;-0.170749;1.674496,0.2488134;-0.3459569;1.613382,0.2088239;-0.4441748;1.381629,0.1790083;-0.4736876;1.303752,-0.1892832;-0.5010035;1.417256,0.02040881;-0.5753913;1.690853,0.09478687;-0.5633817;1.652297,0
235,0.01983816;-0.1371301;1.723683,0.1857998;-0.1706173;1.674663,0.2489166;-0.345808;1.613549,0.2087412;-0.4440646;1.380846,0.1787972;-0.473709;1.303872,-0.1892821;-0.5009587;1.417203,0.0203949;-0.5753202;1.690623,0.09478191;-0.5632763;1.652062,0
266,0.01985799;-0.1363306;1.721526,0.185875;-0.1711151;1.673613,0.2488681;-0.3456689;1.613254,0.2080165;-0.4434747;1.378151,0.1781864;-0.4725809;1.298471,-0.1889415;-0.5006207;1.416524,0.02168897;-0.5737181;1.688703,0.0969451;-0.5612023;1.649858,0
299,0.01978284;-0.1361136;1.721689,0.1858766;-0.1708093;1.674254,0.2490221;-0.3451371;1.614207,0.2080445;-0.4436657;1.378699,0.1777899;-0.4736147;1.305499,-0.1889608;-0.5006301;1.416731,0.02213236;-0.5731154;1.688642,0.09762021;-0.5602677;1.649792,0
