Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.2308664;-0.3731211;1.441375,-0.2247733;-0.3523605;1.433522,-0.1928134;-0.1280846;1.461691,-0.1291152;0.1307032;1.423798,0.0522491;0.1643157;1.430652,-0.05566702;-0.3578944;1.394859,0.03277485;-0.3705357;1.431192,0.1874187;-0.3659734;1.047015,0
33,-0.230884;-0.3746798;1.440691,-0.2251955;-0.3552709;1.434975,-0.1928178;-0.1280866;1.461693,-0.1291205;0.1307159;1.423811,0.05224841;0.1643268;1.430698,-0.05567167;-0.3578988;1.394853,0.03277813;-0.3705409;1.431165,0.187233;-0.3660787;1.046902,0
67,-0.2306019;-0.3737359;1.439277,-0.2254545;-0.3570316;1.43541,-0.1928218;-0.1281865;1.46152,-0.1291449;0.1306954;1.423804,0.05236922;0.1642501;1.430621,-0.05569451;-0.3579365;1.394755,0.03274908;-0.3705878;1.430967,0.1870635;-0.3660556;1.046535,0
105,-0.2315332;-0.3759067;1.440344,-0.2257113;-0.3583219;1.436702,-0.1927966;-0.128092;1.461536,-0.1291423;0.1307047;1.423859,0.05242087;0.1642252;1.430789,-0.05596125;-0.358002;1.395262,0.03260268;-0.3706236;1.431151,0.1869866;-0.366126;1.046557,0
131,-0.2310136;-0.3757625;1.437561,-0.2258596;-0.358001;1.436838,-0.1928212;-0.1281162;1.461398,-0.1290402;0.1306916;1.423727,0.05253973;0.1641457;1.430768,-0.0563278;-0.3580547;1.395358,0.03223967;-0.3706858;1.431023,0.1868473;-0.3662327;1.046132,0
167,-0.2312136;-0.3789302;1.438581,-0.2268661;-0.3628319;1.438205,-0.1927936;-0.1279269;1.461428,-0.1289287;0.1307176;1.423764,0.05265112;0.1641392;1.430862,-0.05671157;-0.3581383;1.396018,0.03205622;-0.3707373;1.431171,0.1868199;-0.3662428;1.0461,0
198,-0.2315729;-0.3784189;1.439602,-0.227197;-0.363286;1.438421,-0.1927861;-0.12783;1.461448,-0.1287821;0.1307973;1.423749,0.05266055;0.1641811;1.430938,-0.05772921;-0.3582766;1.397125,0.03143046;-0.3709349;1.431576,0.1867424;-0.366247;1.046145,0
232,-0.2313403;-0.3802969;1.439496,-0.2275233;-0.3635882;1.4387,-0.1927479;-0.1273885;1.461398,-0.1285567;0.1309243;1.423878,0.05269405;0.1642534;1.430933,-0.05897392;-0.3583206;1.397921,0.03049346;-0.3711524;1.431802,0.1867014;-0.3663146;1.046029,0
266,-0.2313041;-0.3786442;1.439749,-0.2276472;-0.3636654;1.438863,-0.1926733;-0.1268847;1.46135,-0.1282129;0.1313976;1.42405,0.05281115;0.1645999;1.430839,-0.0591476;-0.3581578;1.398222,0.03040387;-0.3711162;1.431819,0.186603;-0.366511;1.045781,0
301,-0.2309247;-0.3764578;1.439765,-0.2273328;-0.358275;1.439319,-0.1922115;-0.126023;1.461564,-0.1280666;0.1317731;1.424533,0.0532614;0.1655281;1.430721,-0.05943071;-0.3576765;1.398607,0.0301703;-0.3708401;1.431998,0.1864973;-0.3669415;1.045789,0
