Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-2268;16448;-4476,821;4673;18725,-0.1640763;0.1341161;1.273733,-0.1770505;-0.0809073;1.323701,-0.01321015;-0.100676;1.348383,0.04712699;-0.3309335;1.347705,0.0889663;-0.4266924;1.184469,0.0961384;-0.4625792;1.102098,-0.1702837;-0.5431603;1.397277,0
30,-388;13560;-3676,-831;4846;17813,-0.1642261;0.1341536;1.273823,-0.1771584;-0.08086879;1.32368,-0.01321806;-0.1006744;1.348379,0.04696731;-0.3310177;1.34784,0.08804101;-0.4228901;1.174981,0.1078266;-0.450024;1.051364,-0.1702744;-0.5431486;1.397335,0
64,1596;12792;-2384,-3574;3919;16389,-0.1643586;0.1342149;1.273874,-0.1772017;-0.08082044;1.323657,-0.01325738;-0.1006662;1.348333,0.04683556;-0.330985;1.34772,0.09239241;-0.4313203;1.14081,0.1070145;-0.4510904;1.052227,-0.1702708;-0.5431795;1.397326,0
97,3644;9096;-1892,-1406;3530;16175,-0.1645692;0.1343037;1.2741,-0.1772559;-0.08076956;1.323726,-0.01327083;-0.1006588;1.348336,0.04670872;-0.3309684;1.347838,0.08934918;-0.4280999;1.185677,0.09578671;-0.490602;1.0671,-0.1702402;-0.5432026;1.397572,0
130,5300;9600;-1200,-3530;2917;14359,-0.1647135;0.1343369;1.274136,-0.1772728;-0.08074662;1.323707,-0.01328695;-0.1006621;1.348319,0.04657013;-0.3309332;1.347625,0.0893494;-0.4278542;1.185369,0.08820041;-0.5010831;1.073778,-0.1702656;-0.5431828;1.397541,0
165,7492;7068;-824,-294;2407;14338,-0.1648779;0.1344128;1.274237,-0.1773005;-0.08075194;1.323747,-0.01332152;-0.1006472;1.348297,0.04647717;-0.3309343;1.347631,0.08909395;-0.427265;1.18496,0.1074509;-0.4435961;1.038006,-0.1702742;-0.5431772;1.397584,0
198,9584;8872;564,1907;1786;12459,-0.1651263;0.1345214;1.274348,-0.177329;-0.08073641;1.323729,-0.01334292;-0.1006323;1.348278,0.04641373;-0.330859;1.347334,0.08886823;-0.4253034;1.183457,0.1073615;-0.444285;1.04133,-0.1702743;-0.5431778;1.397583,0
234,10048;7236;-1148,-7074;1599;11443,-0.1652785;0.1345425;1.274076,-0.1774559;-0.08066472;1.323414,-0.01337007;-0.1005969;1.348128,0.04672694;-0.3300721;1.34467,0.09073576;-0.4202498;1.144151,0.107378;-0.4449157;1.041322,-0.1702117;-0.5430666;1.397098,0
263,11688;5592;-636,2031;1804;10588,-0.1654285;0.1346123;1.274144,-0.1774849;-0.08064;1.323462,-0.01338182;-0.1005913;1.348126,0.04430431;-0.3454609;1.288992,0.09781583;-0.4303806;1.123016,0.1085838;-0.4311492;1.026983,-0.1702225;-0.5430911;1.397104,0
297,11728;5760;64,-1149;953;10689,-0.1655865;0.1347188;1.274212,-0.1779573;-0.08065967;1.32407,-0.01345317;-0.1006041;1.348025,0.04446105;-0.3453474;1.288484,0.1455391;-0.4425606;1.079979,0.1083085;-0.4247982;1.029624,-0.1702707;-0.5431344;1.397037,0
330,13648;4488;288,1007;1001;9766,-0.1660086;0.1349779;1.274741,-0.1780251;-0.08060989;1.324142,-0.01349907;-0.1005635;1.348025,0.04490518;-0.3451318;1.288155,0.09675903;-0.4128658;1.113537,0.1092271;-0.4167872;1.027444,-0.170311;-0.5431512;1.397042,0
363,13708;4476;564,2422;1048;9360,-0.1663994;0.1351425;1.275163,-0.1780802;-0.08054252;1.324213,-0.01352782;-0.1005427;1.348025,0.04665064;-0.3441608;1.285386,0.09734851;-0.4133772;1.111026,0.1092662;-0.4037716;1.020738,-0.1704242;-0.5431861;1.397066,0
398,14416;2604;404,1921;1223;8086,-0.1667537;0.1353424;1.27552,-0.1780839;-0.08049532;1.3242,-0.01355005;-0.1005087;1.348026,0.04742441;-0.3432351;1.281957,0.1073259;-0.3850813;1.048415,0.1115783;-0.3846366;1.00754,-0.1706175;-0.5432302;1.397004,0
430,14512;2784;988,-11;915;7864,-0.1669719;0.1355118;1.275792,-0.1780884;-0.08046616;1.324301,-0.01360431;-0.1004632;1.348008,0.04811243;-0.3422509;1.278491,0.1040596;-0.3792935;1.062265,0.1120585;-0.3672751;1.004678,-0.1709218;-0.543083;1.396978,0
463,15120;1588;1376,325;1276;7623,-0.1671908;0.1356815;1.275982,-0.1780856;-0.08044206;1.32433,-0.01369485;-0.1003611;1.347957,0.05074401;-0.3395987;1.270881,0.1034142;-0.3600357;1.04946,0.1131843;-0.3473997;0.9991889,-0.1711136;-0.5429901;1.39685,0
501,15748;-196;1120,472;797;6013,-0.1674874;0.1359706;1.276513,-0.1781493;-0.08033508;1.324452,-0.01374908;-0.1003124;1.347942,0.05274067;-0.3369645;1.263603,0.1043395;-0.34036;1.042976,0.1147861;-0.3262774;0.9881658,-0.1713335;-0.5428772;1.396844,0
530,16432;160;892,-1204;944;4140,-0.1676356;0.1360749;1.276522,-0.1781662;-0.08031854;1.324448,-0.01382226;-0.1002283;1.347841,0.05352538;-0.3359633;1.26126,0.1058373;-0.3400336;1.051069,0.1152851;-0.3020873;0.9830236,-0.1717116;-0.5429351;1.396456,0
565,16332;128;1528,-391;1331;3499,-0.1681401;0.1364625;1.277297,-0.1781896;-0.08018655;1.32475,-0.01391393;-0.1001476;1.347827,0.0543184;-0.3350242;1.259305,0.1142126;-0.2566882;1.017887,0.1164089;-0.2753398;0.9738065,-0.1720357;-0.5429367;1.396508,0
598,16456;140;1776,245;364;2841,-0.1684757;0.136706;1.277943,-0.1784608;-0.08008956;1.325347,-0.01396967;-0.1000889;1.347835,0.06586226;-0.32732;1.247968,0.1077679;-0.2801194;1.039172,0.1138275;-0.2671869;0.9823994,-0.1724474;-0.5429137;1.396613,0
