Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-12080;-9776;-6196,2119;-640;-257,-0.04638048;0.03608363;1.271219,-0.2123658;-0.5919237;1.109913,-0.2313953;-0.5513857;1.105469,-0.2578278;-0.3982655;1.218119,-0.2100208;-0.2198911;1.291624,-0.04890338;-0.1848874;1.31331,-0.04733146;-0.6128377;1.322615,0
32,-12104;-8976;-5776,684;-212;-798,-0.04626862;0.03614501;1.271592,-0.2141804;-0.5932426;1.112359,-0.231582;-0.551154;1.105629,-0.2580248;-0.3981016;1.218379,-0.2100972;-0.219854;1.292083,-0.04884201;-0.1848038;1.313619,-0.04732651;-0.6130832;1.322978,0
65,-11904;-9696;-6448,1130;-551;-648,-0.04620449;0.03621171;1.27161,-0.2122119;-0.5923833;1.109752,-0.2319174;-0.5502523;1.104424,-0.2580855;-0.3977793;1.218095,-0.2100842;-0.2198392;1.29203,-0.04880357;-0.1847321;1.313599,-0.04738382;-0.6131506;1.322911,0
101,-11740;-9148;-5220,881;-574;-1060,-0.04612222;0.0362752;1.271708,-0.2103942;-0.5958939;1.115751,-0.2321823;-0.5490443;1.104242,-0.2583448;-0.3967997;1.218259,-0.2068775;-0.2124917;1.298669,-0.04875637;-0.1845788;1.313742,-0.0474925;-0.6127105;1.322893,0
134,-10856;-10436;-6084,1887;-804;-946,-0.04582613;0.03653024;1.272431,-0.2102507;-0.5978836;1.121372,-0.2328453;-0.5473257;1.103733,-0.2587668;-0.3954981;1.218423,-0.2074422;-0.2136055;1.298306,-0.04855445;-0.1844438;1.314113,-0.04746529;-0.6126693;1.322941,0
166,-12348;-8012;-5400,1847;420;-25,-0.04544322;0.03676178;1.272799,-0.2102979;-0.5970898;1.11727,-0.2338555;-0.5443578;1.099788,-0.259288;-0.3942665;1.21706,-0.207746;-0.214312;1.297423,-0.04838308;-0.1843079;1.31421,-0.04752995;-0.6125534;1.322771,0
199,-11892;-8776;-5464,-1374;330;-1128,-0.04487083;0.03726626;1.274231,-0.2450969;-0.5106642;1.05145,-0.2351655;-0.5403243;1.096222,-0.2611889;-0.3899655;1.213039,-0.2078816;-0.2145697;1.297419,-0.04815079;-0.1840605;1.314667,-0.04754322;-0.6122928;1.322852,0
231,-12396;-9504;-6064,-254;-106;-1296,-0.04437253;0.03748626;1.274987,-0.2530238;-0.4792668;0.9903333,-0.25298;-0.4748564;1.036624,-0.263037;-0.3849537;1.208883,-0.2079095;-0.2145939;1.297418,-0.04798779;-0.1838783;1.315121,-0.04756363;-0.6120872;1.322807,0
265,-11940;-10668;-6280,365;-685;-2972,-0.04372349;0.03790848;1.275763,-0.2578786;-0.456533;1.009173,-0.2532126;-0.4714514;1.033787,-0.2650475;-0.379125;1.204614,-0.2080094;-0.2145824;1.297371,-0.04793176;-0.1837344;1.31526,-0.04838813;-0.611836;1.322562,0
300,-12216;-8744;-5932,397;-505;-2086,-0.04285469;0.03851907;1.277282,-0.2392653;-0.4420504;0.9200726,-0.2548957;-0.444835;1.019076,-0.2681042;-0.3709674;1.198998,-0.2080233;-0.214518;1.29728,-0.04768424;-0.1834318;1.315726,-0.0488028;-0.6116174;1.32203,0
334,-11120;-9460;-6248,-2471;-589;-1789,-0.04200761;0.03876163;1.278339,-0.2156343;-0.4151014;0.8047799,-0.257086;-0.4252798;1.006265,-0.2698527;-0.3657621;1.191703,-0.2079599;-0.2142452;1.29729,-0.04752541;-0.1832756;1.316096,-0.04995105;-0.6115;1.321684,0
366,-11044;-10080;-6940,707;-350;-790,-0.04105259;0.0392188;1.279435,-0.2163807;-0.3887485;0.7966071,-0.2378847;-0.3731085;0.9309899,-0.2739629;-0.3571144;1.18229,-0.2077997;-0.2136175;1.297195,-0.04734385;-0.1829599;1.316556,-0.05106169;-0.6110981;1.321106,0
400,-11500;-9244;-6052,3165;-61;-872,-0.03985767;0.03976216;1.28159,-0.219402;-0.3581984;0.7886373,-0.2637934;-0.3772889;0.9850024,-0.282268;-0.3480706;1.177445,-0.2073395;-0.212712;1.29723,-0.04701484;-0.1825536;1.317324,-0.05121367;-0.6110613;1.320988,0
432,-12020;-8368;-6004,-1013;338;-843,-0.03888309;0.04010039;1.28395,-0.2217068;-0.3299263;0.7792583,-0.2435562;-0.3217296;0.9188484,-0.2899217;-0.3380316;1.173142,-0.2068145;-0.2116587;1.297727,-0.04613123;-0.181845;1.319149,-0.05107349;-0.6107851;1.321199,0
466,-11420;-9392;-6628,-1409;463;-566,-0.03754741;0.04073509;1.286881,-0.225833;-0.2970673;0.7704949,-0.250442;-0.2957234;0.8595751,-0.264158;-0.3156527;1.120123,-0.2064139;-0.2107183;1.298448,-0.04521168;-0.1810992;1.32126,-0.05069825;-0.6104831;1.32147,0
501,-11340;-9612;-7184,852;66;-1637,-0.03615621;0.04128782;1.290739,-0.2300093;-0.2627272;0.7642086,-0.2510636;-0.2855384;0.9063316,-0.2954279;-0.3072672;1.163255,-0.2032129;-0.204487;1.303728,-0.04438365;-0.1803951;1.322867,-0.05035095;-0.6100319;1.321568,0
536,-11792;-9916;-6760,2371;-797;-2550,-0.03497875;0.04181987;1.292863,-0.2346784;-0.2281966;0.7590038,-0.2441179;-0.2600609;0.8610891,-0.2661732;-0.2813047;1.120945,-0.2017699;-0.2018815;1.306362,-0.04361092;-0.179759;1.324474,-0.04973038;-0.6094247;1.321666,0
568,-11988;-8400;-6432,507;180;-1144,-0.03403296;0.04193456;1.293957,-0.2372393;-0.1932602;0.7540525,-0.2370484;-0.2149868;0.8616394,-0.2503306;-0.2322927;1.117932,-0.2004025;-0.1996263;1.308497,-0.04296761;-0.1790864;1.325581,-0.04894444;-0.6082187;1.321599,0
601,-11224;-9676;-6612,-965;-384;-961,-0.03269656;0.04292552;1.297502,-0.2425067;-0.1594958;0.7576509,-0.2404609;-0.186672;0.8623554,-0.2508807;-0.222741;1.119044,-0.199194;-0.1976347;1.310336,-0.04211596;-0.1783101;1.327217,-0.04838444;-0.6073286;1.32179,0
633,-11440;-9192;-6876,703;30;-468,-0.03207228;0.04305051;1.298326,-0.2477617;-0.1284538;0.7638541,-0.2461918;-0.1653397;0.866408,-0.2525106;-0.2139913;1.119192,-0.1982075;-0.196656;1.310652,-0.04131724;-0.1775714;1.328159,-0.04792225;-0.6062631;1.321807,0
