Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-2504;-16056;3008,1094;-511;-1067,-0.04305532;0.04046231;1.279854,-0.2202966;-0.5506437;1.020144,-0.2046571;-0.5283847;1.046791,-0.2301649;-0.3718624;1.154846,-0.2129575;-0.2091682;1.283377,-0.05146585;-0.1800935;1.320192,-0.05221682;-0.6027452;1.318136,0
34,-2660;-15952;2840,993;-311;-1036,-0.04276813;0.04058034;1.27989,-0.2207282;-0.5044455;1.019572,-0.2042707;-0.5167683;1.030133,-0.229869;-0.3717933;1.154462,-0.2126727;-0.2089965;1.283147,-0.05110733;-0.1799593;1.320104,-0.0521606;-0.6026854;1.317965,0
67,-2596;-15972;3040,1028;-448;-1110,-0.04237806;0.04061452;1.280166,-0.2202328;-0.5521921;1.020564,-0.2030587;-0.5284209;1.046841,-0.2297688;-0.3717603;1.154383,-0.2124803;-0.2089329;1.283183,-0.05087584;-0.1799094;1.320246,-0.05215881;-0.6026859;1.317963,0
101,-2604;-15952;2952,974;-447;-1051,-0.04165228;0.04081591;1.281444,-0.2232902;-0.5358578;1.014742,-0.2202614;-0.519152;1.02367,-0.229794;-0.371733;1.154618,-0.2121935;-0.2088453;1.283648,-0.05031149;-0.1799718;1.321285,-0.0520566;-0.6028446;1.318602,0
138,-2572;-15952;2892,1280;-427;-1068,-0.04126379;0.04089806;1.281657,-0.2195473;-0.5509642;1.018947,-0.2194442;-0.5193138;1.025471,-0.2295634;-0.371264;1.154197,-0.2117796;-0.2086955;1.283358,-0.05011176;-0.1799167;1.321281,-0.05200932;-0.6028228;1.318582,0
167,-2612;-15852;2940,887;-437;-1063,-0.04072752;0.04107175;1.28188,-0.2172122;-0.557134;1.02538,-0.2038218;-0.5324007;1.053144,-0.2292481;-0.370669;1.152424,-0.2114105;-0.2085612;1.282847,-0.04993543;-0.179843;1.321217,-0.05198967;-0.6027675;1.318519,0
200,-2696;-15740;3004,1105;-347;-951,-0.04002678;0.04122964;1.281985,-0.2215406;-0.4999468;1.00622,-0.2077434;-0.5014825;1.010473,-0.2286196;-0.3696581;1.150426,-0.2107181;-0.2082667;1.281936,-0.04965439;-0.1797135;1.320948,-0.05192298;-0.6027302;1.318175,0
237,-2784;-15980;3068,1304;-671;-1109,-0.03916213;0.0413385;1.282669,-0.2212783;-0.489329;1.005603,-0.2083544;-0.4989317;1.007609,-0.2283914;-0.3680153;1.148602,-0.2102943;-0.2080638;1.281725,-0.04940159;-0.1796297;1.321033,-0.05190729;-0.6027156;1.318175,0
272,-2532;-15912;2808,779;-257;-923,-0.0378815;0.04177271;1.284568,-0.2248425;-0.4706509;1.004535,-0.2260043;-0.4349858;1.057276,-0.2279398;-0.3658106;1.14763,-0.2100527;-0.2079301;1.28173,-0.04883117;-0.1795177;1.32184,-0.05195946;-0.6027262;1.318414,0
298,-2788;-16144;2892,1008;-365;-965,-0.03714387;0.04182632;1.284704,-0.2319511;-0.502893;0.9484193,-0.2127477;-0.4817436;0.9927649,-0.2274852;-0.3600439;1.142931,-0.2092856;-0.2073254;1.280778,-0.04838497;-0.1793081;1.321847,-0.05200519;-0.6026527;1.318321,0
