Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.0362732;0.06380492;1.312144,0.1264925;0.05666447;1.322791,0.1498238;-0.1937062;1.288675,0.03084577;-0.3874963;1.201717,0.008753484;-0.4334192;1.227498,-0.04305458;-0.4364492;1.445716,0
34,-0.03628691;0.0637961;1.312147,0.1265538;0.05751402;1.324362,0.1497487;-0.1937224;1.288732,0.03085134;-0.3875354;1.201711,0.008529442;-0.4317693;1.223784,-0.04305127;-0.4364285;1.445707,0
67,-0.0363033;0.06379523;1.312148,0.1264013;0.05680021;1.323107,0.1496749;-0.1937022;1.288744,0.03077826;-0.3875092;1.201707,0.008621584;-0.4313795;1.224063,-0.04306512;-0.4365142;1.445642,0
99,-0.0363673;0.06380976;1.312271,0.1265284;0.05780412;1.325112,0.1495915;-0.1937554;1.289107,0.0308128;-0.3876395;1.20209,0.008414645;-0.4324786;1.227042,-0.04301894;-0.4365093;1.445889,0
131,-0.03642239;0.06380778;1.312272,0.1265639;0.05827924;1.325941,0.1495476;-0.1937613;1.289105,0.03075374;-0.3876323;1.202078,0.008219848;-0.4311766;1.224438,-0.04301119;-0.4365085;1.445879,0
163,-0.0364696;0.06380605;1.312235,0.1261973;0.05678979;1.323221,0.1494168;-0.1938359;1.289045,0.03061045;-0.3876549;1.201908,0.007433497;-0.4303149;1.222574,-0.04296302;-0.4365059;1.445717,0
199,-0.03659851;0.06380048;1.312113,0.1262321;0.0575262;1.324357,0.1493469;-0.1938048;1.289004,0.0305805;-0.3875629;1.201652,0.007444913;-0.4301545;1.221883,-0.04292956;-0.436536;1.445411,0
233,-0.03666065;0.06380199;1.312117,0.1262781;0.05808994;1.325395,0.1492322;-0.1939282;1.289005,0.03048322;-0.3876616;1.201567,0.00771075;-0.4312463;1.224526,-0.04293339;-0.4365371;1.445401,0
265,-0.03673313;0.06379784;1.312159,0.1261325;0.05723381;1.324329,0.1491855;-0.193914;1.289185,0.0305198;-0.3876477;1.201623,0.007581003;-0.4315263;1.225501,-0.04296331;-0.4365737;1.445395,0
300,-0.03673925;0.06378531;1.312161,0.1260417;0.0566426;1.323375,0.1490943;-0.1939621;1.289223,0.03044734;-0.3877136;1.20168,0.007319879;-0.4313739;1.225008,-0.04301307;-0.4366653;1.445378,0
329,-0.03681629;0.06380242;1.312212,0.1259325;0.05613805;1.322836,0.1490538;-0.1938561;1.2894,0.03047137;-0.3877143;1.202028,0.007528602;-0.4319965;1.22653,-0.04308449;-0.4367;1.445453,0
364,-0.03685516;0.06378581;1.312215,0.1259056;0.0556547;1.322231,0.1490109;-0.1938077;1.289657,0.03047878;-0.3875998;1.202028,0.006927721;-0.4311676;1.225432,-0.0431596;-0.4367566;1.445438,0
398,-0.03691125;0.06381483;1.31225,0.1258932;0.05532489;1.321919,0.1489401;-0.1937022;1.289675,0.03038864;-0.3875552;1.202213,0.006882163;-0.431301;1.226009,-0.04316784;-0.4367896;1.445435,0
432,-0.0369278;0.06380942;1.312247,0.1259075;0.05497699;1.32151,0.1489083;-0.1936681;1.289892,0.03011019;-0.3872612;1.202139,-0.01260126;-0.4458014;1.219568,-0.04316907;-0.4368656;1.445342,0
501,-0.03700861;0.06387827;1.312356,0.1258726;0.05462908;1.321163,0.1486084;-0.1935494;1.290078,0.02988543;-0.3871959;1.202328,0.002155572;-0.4293072;1.225502,-0.04317871;-0.4369108;1.445179,0
532,-0.03702568;0.06388378;1.312402,0.1258795;0.05450593;1.32093,0.1482453;-0.1937502;1.290362,0.02973852;-0.3873729;1.202229,0.001557809;-0.4296882;1.226242,-0.04313586;-0.436904;1.445126,0
563,-0.03718597;0.06402171;1.312853,0.1258723;0.05448954;1.320952,0.1478128;-0.1940355;1.290425,0.02795596;-0.3871647;1.20311,0.0001062951;-0.4305897;1.230218,-0.0433773;-0.4368898;1.445379,0
598,-0.03718922;0.06402001;1.312863,0.1258502;0.0544265;1.320761,0.1470808;-0.1943445;1.289978,0.02678262;-0.3873151;1.202946,-0.003983102;-0.4287327;1.226619,-0.04314291;-0.4369079;1.445026,0
632,-0.03723148;0.06404498;1.312894,0.1264923;0.05729054;1.323924,0.1455613;-0.1949987;1.289041,0.02436781;-0.3876695;1.202671,-0.007747399;-0.4283916;1.226634,-0.04311823;-0.4368906;1.444968,0
665,-0.03719493;0.06402598;1.312916,0.1268502;0.05875928;1.325524,0.1439646;-0.1952108;1.288108,0.02169748;-0.3873592;1.202122,-0.01543756;-0.4256352;1.223191,-0.04280569;-0.436857;1.444734,0
700,-0.03719628;0.06404107;1.31293,0.1270339;0.05955584;1.326378,0.142717;-0.1947063;1.287019,-0.004101851;-0.3714018;1.206527,-0.04831849;-0.4183102;1.207459,-0.04260267;-0.436888;1.444533,0
732,-0.03706352;0.06403138;1.312962,0.1271844;0.06007195;1.326893,0.1409001;-0.1939109;1.284944,-0.005175117;-0.3716824;1.205653,-0.05699074;-0.4118307;1.201009,-0.0418521;-0.4369685;1.444156,0
764,-0.03701656;0.06407174;1.313168,0.1272173;0.06023753;1.327366,0.1396044;-0.1927257;1.283283,-0.007436453;-0.3694867;1.203385,-0.06294484;-0.3998494;1.195341,-0.0409469;-0.4370083;1.444769,0
798,-0.03694396;0.06406071;1.313139,0.1272289;0.06036219;1.327551,0.138115;-0.189057;1.279796,-0.03696875;-0.3511052;1.194045,-0.07590816;-0.3901384;1.187068,-0.04056136;-0.4370915;1.444891,0
