Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.1276859;-0.05731611;1.278544,0.0798749;-0.02294774;1.280977,-0.07220276;0.1405802;1.401781,-0.03464542;0.3678333;1.484379,0.1259506;0.3681513;1.476624,0.1351967;-0.1168995;1.508666,0
37,0.1224046;-0.04844019;1.276644,0.05254868;-0.001507609;1.28424,-0.07226261;0.1405349;1.40179,-0.03469718;0.3678431;1.484539,0.1259902;0.3681394;1.476745,0.1352015;-0.1168858;1.508647,0
65,0.1209209;-0.04413368;1.277691,0.04932301;0.001775366;1.284739,-0.07234033;0.1405815;1.401907,-0.03467276;0.3678022;1.484529,0.1260663;0.3681374;1.476861,0.1352548;-0.1168735;1.508598,0
100,0.09710175;-0.0247875;1.276338,0.05379353;0.009659437;1.283136,-0.07220593;0.1406386;1.401911,-0.03466943;0.3678162;1.484541,0.1260906;0.3681298;1.476849,0.1352528;-0.1168144;1.508526,0
133,0.1264717;-0.03685443;1.270156,0.05305733;0.008233429;1.283999,-0.0722207;0.1406387;1.401913,-0.03464718;0.36779;1.484498,0.1260984;0.3681133;1.476855,0.1353172;-0.1167864;1.508437,0
165,0.1272583;-0.03455986;1.271214,0.0530837;0.008263611;1.283995,-0.07223321;0.1406303;1.401914,-0.03465446;0.3677821;1.484493,0.1261326;0.3680964;1.47687,0.1353713;-0.1167622;1.508432,0
198,0.1270706;-0.03385653;1.272807,0.05479582;0.0091937;1.282554,-0.07212053;0.1399436;1.400575,-0.03318197;0.3698177;1.483004,0.1261507;0.3680287;1.476726,0.1354393;-0.1166916;1.508098,0
232,0.1335568;-0.02812972;1.270101,0.05732555;0.01195858;1.282238,-0.07211812;0.1399204;1.400585,-0.03358359;0.3695822;1.483475,0.1242231;0.3686602;1.4733,0.1354926;-0.116647;1.5081,0
264,0.1362603;-0.02432398;1.269749,0.05874627;0.01322129;1.28211,-0.07200322;0.1397645;1.400552,-0.03405145;0.3689305;1.483193,0.1233187;0.3688938;1.471675,0.1356958;-0.1166662;1.508063,0
299,0.1385297;-0.01913276;1.269778,0.06003378;0.01446424;1.28165,-0.07194087;0.1394282;1.400428,-0.03432613;0.3687291;1.483468,0.1224464;0.3691296;1.470359,0.1354322;-0.1166134;1.507919,0
