Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.1914365;-0.05900121;1.223308,0.1480069;-0.01473385;1.2333,0.01720703;0.1351626;1.313479,-0.04455328;0.3377216;1.396784,0.1086069;0.3662908;1.441617,0.1262955;-0.1229782;1.500978,0
33,0.1907827;-0.0587153;1.226068,0.1479154;-0.01465671;1.234053,0.01714784;0.1353934;1.313971,-0.04452898;0.3376987;1.396258,0.1085059;0.3663977;1.441963,0.1264061;-0.1228159;1.501436,0
68,0.1905743;-0.06013665;1.221297,0.1478819;-0.01466248;1.234051,0.01706795;0.1353814;1.313894,-0.04443677;0.3374855;1.394625,0.1085606;0.366198;1.441692,0.1263182;-0.1230739;1.501104,0
102,0.1878195;-0.0580942;1.228631,0.1476066;-0.01442738;1.23493,0.01687916;0.1357915;1.31456,-0.04440282;0.3374512;1.394382,0.1087034;0.3663515;1.442208,0.1271334;-0.1229163;1.50192,0
134,0.1878335;-0.05998278;1.226638,0.1476323;-0.01444224;1.235311,0.01685429;0.1358384;1.314709,-0.04439005;0.3373227;1.393929,0.1087056;0.366325;1.442339,0.1278204;-0.122865;1.50235,0
166,0.1869656;-0.0610415;1.227505,0.147655;-0.01459937;1.235768,0.0169074;0.1359089;1.314733,-0.04438934;0.3372524;1.393566,0.1087006;0.3663536;1.442384,0.1281093;-0.1228256;1.502491,0
199,0.1856179;-0.06165265;1.228607,0.147666;-0.01465809;1.235998,0.01695663;0.1359562;1.314797,-0.04436728;0.3371395;1.393174,0.1086846;0.3663806;1.442483,0.1282633;-0.1228099;1.502575,0
234,0.1853371;-0.06270432;1.231801,0.1478759;-0.01507322;1.237156,0.01717977;0.1359491;1.315086,-0.04435182;0.3371131;1.393046,0.108741;0.3664481;1.442682,0.1285536;-0.1227729;1.502745,0
268,0.1858565;-0.06438888;1.229139,0.1480926;-0.01550594;1.237309,0.01751993;0.1357616;1.314925,-0.0443252;0.3369913;1.39257,0.1087383;0.3664513;1.442682,0.1287275;-0.1228349;1.50276,0
300,0.1865951;-0.06345394;1.230298,0.1482305;-0.0158462;1.237799,0.01789887;0.1357939;1.315041,-0.04424328;0.3368544;1.392084,0.1088021;0.3665022;1.442722,0.1290952;-0.1227855;1.502827,0
335,0.1888539;-0.06256454;1.228553,0.1483273;-0.01604921;1.237899,0.01823295;0.1358629;1.314978,-0.04417728;0.3366793;1.391674,0.10879;0.3665286;1.442724,0.1291099;-0.1227829;1.502846,0
366,0.1913204;-0.05912114;1.229516,0.1484322;-0.0158168;1.238581,0.0183726;0.1363255;1.315206,-0.04414913;0.3366773;1.391593,0.1087359;0.3666009;1.442971,0.1284648;-0.1228223;1.502856,0
399,0.195574;-0.05466051;1.224559,0.1486439;-0.01540061;1.238548,0.01848712;0.1367748;1.314905,-0.04405093;0.3366129;1.391279,0.1086674;0.3665892;1.442898,0.1271599;-0.1230602;1.502169,0
433,0.2020557;-0.04911399;1.219756,0.1514387;-0.01616735;1.236603,0.02076879;0.1361101;1.311712,-0.043938;0.336566;1.390768,0.108563;0.3665514;1.442688,0.1243852;-0.1235791;1.499924,0
482,0.230262;-0.0539363;1.214138,0.1565643;-0.01410004;1.232374,0.02309555;0.1352107;1.308587,-0.04385498;0.3366045;1.390438,0.1084905;0.3666059;1.442717,0.1238177;-0.1232094;1.499136,0
499,0.269711;-0.05995751;1.21434,0.2331573;-0.03207932;1.212368,0.04286499;0.1168081;1.296597,-0.04380365;0.3367078;1.390346,0.1085022;0.3668362;1.443053,0.1245354;-0.1224474;1.500245,0
536,0.2686636;-0.02971201;1.205478,0.229448;-0.01903445;1.215451,0.04544258;0.116149;1.291805,-0.04374674;0.3370319;1.389998,0.1085131;0.36685;1.442964,0.1252238;-0.1217391;1.500587,0
569,0.2558403;-0.001878076;1.207465,0.2203888;0.01806318;1.20879,0.04853856;0.1173941;1.288937,-0.04363592;0.3373001;1.389856,0.1084918;0.3673837;1.443692,0.1295888;-0.1179651;1.506003,0
599,0.2959553;0.005753567;1.205802,0.2240166;0.02824139;1.210182,0.04801534;0.1238334;1.285174,-0.04354418;0.3375905;1.38963,0.1084796;0.3675714;1.443858,0.1320013;-0.116648;1.508796,0
633,0.3007251;0.03111947;1.205067,0.2308163;0.04355315;1.205867,0.04893615;0.1273436;1.280869,-0.04342289;0.3378755;1.389374,0.1084738;0.3676191;1.443865,0.132605;-0.1158705;1.509695,0
666,0.3092649;0.05878485;1.208543,0.2404798;0.06153206;1.205274,0.05108368;0.1295069;1.276946,-0.0428769;0.3399902;1.391648,0.1084727;0.3676642;1.443935,0.1330581;-0.1149024;1.511719,0
699,0.3173882;0.08663786;1.214207,0.2503261;0.08575882;1.205923,0.05348714;0.1339559;1.272355,-0.0422125;0.3416669;1.392852,0.1086845;0.3679487;1.444296,0.1333788;-0.1136562;1.513848,0
736,0.3176185;0.117927;1.221008,0.261586;0.1192323;1.224945,0.05522558;0.1396215;1.269105,-0.04214818;0.3418872;1.391683,0.1087849;0.3681024;1.444439,0.1331651;-0.1128201;1.514634,0
