Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-32768;32767;-32768,32767;32767;-32768,0.06213048;0.1794771;1.174464,0.05401538;-0.01547523;1.220671,0.2040726;-0.03739295;1.232822,0.2482317;-0.2675858;1.166295,0.2370922;-0.4143786;0.9962775,0.2217898;-0.4549872;0.9550825,0.07379053;-0.4444295;1.295185,0
34,-11572;12464;-10244,-2767;-3814;15113,0.06194178;0.1794942;1.174633,0.05401538;-0.01548233;1.220687,0.2041267;-0.03744989;1.232884,0.2484924;-0.267427;1.166361,0.2372393;-0.413825;0.9963126,0.2231062;-0.4455838;0.9593541,0.07414276;-0.4446929;1.294848,0
63,-7648;7752;-6944,-6263;-1159;2686,0.06166336;0.1795836;1.17492,0.05404155;-0.0153995;1.220985,0.2041694;-0.03749367;1.232914,0.249823;-0.2661116;1.166512,0.2374076;-0.4138096;0.9959393,0.2243214;-0.4494612;0.950609,0.07404996;-0.4440867;1.295988,0
99,-8372;9560;-6152,269;213;-506,0.06133834;0.1796545;1.175186,0.05403052;-0.01534603;1.22115,0.2042582;-0.03757681;1.23293,0.2516531;-0.2641535;1.166659,0.2374932;-0.4136657;0.9960076,0.2236904;-0.4505413;0.9530528,0.07388729;-0.4440932;1.296012,0
129,-8440;9008;-6192,-994;-204;-1333,0.06108641;0.1797789;1.175407,0.05404583;-0.01526089;1.221471,0.2044282;-0.03773837;1.232984,0.252657;-0.2632433;1.166579,0.237877;-0.4132246;0.995802,0.2239787;-0.4481624;0.9608135,0.07433245;-0.4438681;1.296474,0
164,-9372;10864;-5376,1695;-1097;-1378,0.06075215;0.1797793;1.175573,0.0540265;-0.01527052;1.221467,0.2044914;-0.03777293;1.232955,0.2539711;-0.2618311;1.166113,0.2385272;-0.4129293;0.9940564,0.2246484;-0.4446671;0.9572459,0.07482065;-0.4443681;1.295491,0
198,-9320;9292;-6664,1172;-900;-2073,0.06023763;0.1800583;1.176472,0.05371678;-0.0150746;1.222312,0.2046081;-0.03792353;1.23311,0.256126;-0.2604212;1.166343,0.2399489;-0.412221;0.9938967,0.227771;-0.4418858;0.9527972,0.07514276;-0.4448142;1.295284,0
230,-9500;12092;-6932,1901;-1199;-2398,0.05990374;0.180157;1.176732,0.05375722;-0.01488663;1.222759,0.2047368;-0.03804128;1.233176,0.2578806;-0.2595158;1.166304,0.2423432;-0.4111981;0.9911435,0.227065;-0.4432311;0.9589501,0.07534062;-0.4449964;1.295153,0
267,-9936;11632;-7204,252;1367;-2090,0.0593021;0.1804107;1.177325,0.05364831;-0.01483464;1.22316,0.2048611;-0.03807978;1.23326,0.2606423;-0.2569522;1.166265,0.2498937;-0.4001549;0.9662101,0.2327421;-0.4406846;0.9498239,0.07585506;-0.4452179;1.295228,0
299,-9468;11252;-7296,-1914;-610;4977,0.05890493;0.1805003;1.177617,0.05366597;-0.01482599;1.223384,0.2051297;-0.03806667;1.233454,0.2674543;-0.2493497;1.158308,0.2526839;-0.3961394;0.9630817,0.2370129;-0.4393902;0.9553235,0.07660809;-0.4451661;1.295513,0
329,-9100;10156;-6016,1322;-1228;-25,0.05848879;0.1806502;1.178007,0.05366305;-0.01460687;1.223786,0.2052619;-0.03809642;1.233522,0.2702948;-0.242402;1.155627,0.2718299;-0.316912;0.9155819,0.2713861;-0.3252178;0.8667328,0.07657895;-0.4452068;1.295533,0
363,-8832;10688;-6272,2811;-660;-1243,0.05807186;0.1808203;1.178569,0.05373387;-0.01421336;1.224626,0.2054779;-0.03803743;1.233725,0.2819175;-0.2264876;1.136276,0.2730721;-0.3033883;0.897104,0.2667476;-0.3349546;0.8721602,0.07650308;-0.4443597;1.297427,0
399,-9576;11144;-6916,2029;-414;-4390,0.05772477;0.181004;1.178883,0.05373354;-0.01402505;1.224989,0.205727;-0.03785595;1.233885,0.2809517;-0.2251269;1.1376,0.3018345;-0.251197;0.8938084,0.2793417;-0.2762612;0.8302832,0.07567017;-0.4442728;1.297946,0
429,-9576;11056;-6864,789;-733;-992,0.05741019;0.1811469;1.179428,0.05348634;-0.01367989;1.225576,0.2058437;-0.0377269;1.233999,0.2811013;-0.2241553;1.138229,0.2907473;-0.2266663;0.8870026,0.2870552;-0.2432776;0.819439,0.07450606;-0.4437347;1.299127,0
465,-9320;10640;-7076,1556;-25;-534,0.05716645;0.1812407;1.17966,0.05333185;-0.01352425;1.225737,0.2059355;-0.03748042;1.234049,0.290996;-0.2075919;1.088803,0.2958788;-0.2086341;0.8798109,0.2942753;-0.2045452;0.8066005,0.07443684;-0.443664;1.299233,0
498,-9512;10544;-7204,2717;-126;-2181,0.05688566;0.1813941;1.179835,0.05336079;-0.01318868;1.225994,0.2061439;-0.03673581;1.233949,0.2914238;-0.2062406;1.084934,0.2994346;-0.1782148;0.8779076,0.3010853;-0.1627754;0.8034039,0.07382514;-0.4421906;1.301006,0
529,-9576;10408;-7388,1440;-196;-3236,0.05668056;0.1814402;1.180117,0.05314858;-0.01300467;1.226376,0.2062902;-0.03602132;1.23398,0.2947657;-0.1943946;1.077537,0.3042387;-0.1401137;0.8758626,0.3072142;-0.1177201;0.8015293,0.073497;-0.4419397;1.301399,0
566,-9484;10060;-7444,941;546;-4130,0.05647163;0.1817326;1.181156,0.05290121;-0.01229772;1.228257,0.2063641;-0.03535443;1.234178,0.300402;-0.1841158;1.068327,0.3156377;-0.1091106;0.8871325,0.3114865;-0.07386687;0.8079773,0.07281207;-0.4407091;1.303305,0
598,-10216;10440;-6832,6300;993;-6238,0.05632233;0.1819173;1.181611,0.05312339;-0.01173295;1.229114,0.2060663;-0.03436933;1.234394,0.3092152;-0.1623695;1.039401,0.3126453;-0.05695775;0.8572475,0.3121364;-0.02906835;0.8109146,0.07218663;-0.4396769;1.304988,0
630,-10432;9872;-7804,3617;-1044;-456,0.05626161;0.1819563;1.181636,0.0531809;-0.01160296;1.229185,0.2059952;-0.03377652;1.234156,0.3131017;-0.1473917;1.032295,0.3219262;-0.03096233;0.8852214,0.3116728;0.01020405;0.8163734,0.0722476;-0.439299;1.305335,0
668,-9888;9600;-8592,-39;-402;26,0.05624279;0.1819657;1.181638,0.05314786;-0.01142163;1.229261,0.2055522;-0.03287472;1.233817,0.3143644;-0.135474;1.026885,0.3236751;-0.005455917;0.8920186,0.3149107;0.04620021;0.8299036,0.07170308;-0.4383363;1.305838,0
699,-9644;9676;-7916,-2125;87;614,0.05621281;0.1819715;1.181479,0.05270832;-0.01099968;1.229041,0.2048548;-0.03135804;1.233264,0.3160861;-0.1252579;1.02343,0.3280598;0.03682458;0.9072517,0.3159997;0.0810787;0.8439344,0.07177771;-0.438107;1.305714,0
734,-10012;9952;-7052,245;74;-1260,0.05632398;0.1821752;1.182153,0.05260348;-0.01069231;1.229679,0.2040267;-0.03010781;1.233603,0.3203825;-0.1126694;1.021751,0.329431;0.05573744;0.9175659,0.3199791;0.1153199;0.8689798,0.0723182;-0.4366756;1.308395,0
763,-10288;10320;-6888,655;-533;-867,0.05638669;0.1822352;1.182226,0.05177294;-0.01029547;1.229928,0.2030259;-0.02894158;1.233717,0.3216749;-0.1031268;1.020002,0.3284729;0.07259879;0.9263172,0.3181225;0.1399397;0.8833109,0.0725174;-0.4363436;1.308599,0
796,-10084;10168;-7176,1328;-1063;-1057,0.05640035;0.1822684;1.18224,0.05092848;-0.009906827;1.229914,0.2020503;-0.02767367;1.23338,0.3220876;-0.0922793;1.019645,0.3293459;0.103156;0.9390633,0.3187439;0.1644291;0.9029442,0.07259393;-0.4361781;1.308734,0
833,-9952;9932;-7676,1535;-951;-1209,0.05654173;0.1824016;1.18252,0.05093674;-0.009802422;1.230042,0.2010617;-0.02686031;1.233445,0.3217463;-0.07752363;1.021183,0.327385;0.1080515;0.9443737,0.3190972;0.1844459;0.9195302,0.07301268;-0.4356889;1.309179,0
862,-9888;9844;-8092,2113;-87;-1008,0.05666282;0.1825431;1.182665,0.05090299;-0.009679676;1.230159,0.2005696;-0.02635686;1.233427,0.3218958;-0.06460933;1.020081,0.3241687;0.136802;0.9536048,0.3178945;0.1998193;0.9313465,0.07302094;-0.4355195;1.30934,0
902,-9744;9964;-7596,984;-46;-431,0.05671766;0.1825992;1.182648,0.05094565;-0.009622406;1.230232,0.199915;-0.02587156;1.233288,0.3218307;-0.06049004;1.019146,0.3231249;0.1421288;0.9573365,0.3167385;0.2086723;0.9408209,0.07362258;-0.4349655;1.309823,0
932,-9948;9952;-7464,983;-173;-1181,0.05680284;0.1826463;1.182515,0.05091517;-0.00958123;1.23018,0.1993025;-0.02534375;1.233104,0.3209525;-0.05612802;1.018309,0.3231024;0.1481123;0.9615575,0.3171769;0.2128746;0.9478207,0.07390599;-0.4346587;1.30983,0
965,-9748;10192;-6844,2356;-430;-539,0.05683906;0.182695;1.182587,0.05092574;-0.009492809;1.230312,0.1989009;-0.02502299;1.233223,0.3206684;-0.05283504;1.019121,0.3226684;0.1522339;0.9661257,0.3189288;0.2172916;0.9567803,0.07416955;-0.434265;1.310557,0
998,-9748;9988;-7320,2908;-1759;-3057,0.05686042;0.1827061;1.182579,0.05092743;-0.009466869;1.230323,0.1984751;-0.02473456;1.233182,0.3203979;-0.05175027;1.019443,0.3223659;0.1532945;0.9672418,0.3181498;0.2169624;0.9541097,0.07507788;-0.4340749;1.310707,0
1029,-10584;11384;-6808,7119;-7959;3062,0.0568837;0.182725;1.182423,0.05088058;-0.009391944;1.230261,0.1981902;-0.02451935;1.233022,0.3202099;-0.05164298;1.019605,0.3217385;0.1483812;0.9688967,0.3163927;0.212451;0.9495997,0.07509355;-0.433885;1.310425,0
1064,-13716;19000;-8420,-4232;-982;2935,0.05687474;0.1827417;1.182392,0.05086175;-0.009334656;1.230277,0.1980681;-0.02438034;1.233038,0.3200948;-0.05231974;1.020051,0.3216163;0.148034;0.9687573,0.3170743;0.2043584;0.9450932,0.07502805;-0.4337136;1.310475,0
1098,-11124;22188;-15292,2497;4368;4338,0.05685234;0.1828257;1.18285,0.05082719;-0.009239226;1.230622,0.1979766;-0.02417757;1.2333,0.3204947;-0.05772224;1.023236,0.3218306;0.1419211;0.9679661,0.3175881;0.1920278;0.9405785,0.07506483;-0.4335102;1.311171,0
1132,-13260;26932;-16152,132;8806;11329,0.05683503;0.1828067;1.182847,0.05082212;-0.009234696;1.230613,0.1979682;-0.02415549;1.233311,0.3202002;-0.06811124;1.025155,0.3237621;0.1242924;0.9600683,0.3163062;0.1730448;0.9268748,0.07538198;-0.4335011;1.310988,0
1166,-13864;24440;-15104,2861;12339;16645,0.05682608;0.1828026;1.182885,0.05011699;-0.008962165;1.230948,0.1979939;-0.02414973;1.233389,0.3195367;-0.07785962;1.026888,0.3251484;0.1108785;0.9547673,0.3178221;0.1560673;0.9144614,0.07527263;-0.4335053;1.310984,0
1197,-13376;20804;-13352,4348;13523;20897,0.05679256;0.1828028;1.182881,0.04994514;-0.008881156;1.230959,0.1980109;-0.02414929;1.233387,0.3194362;-0.08707839;1.025598,0.3247445;0.08560251;0.9420575,0.3150756;0.136782;0.8967426,0.07497457;-0.4335098;1.310677,0
1229,-12040;15620;-11128,4603;14161;23052,0.05671968;0.1829354;1.183665,0.04941821;-0.008595019;1.23205,0.1982643;-0.02426743;1.233577,0.3198759;-0.09449063;1.026563,0.3267049;0.07401082;0.9362237,0.3163836;0.1157957;0.8853524,0.07481378;-0.4335908;1.310929,0
1264,-9316;15368;-9260,7616;14682;22489,0.05668988;0.1829259;1.18375,0.04953957;-0.00860651;1.23208,0.1986799;-0.02460464;1.233645,0.3193811;-0.1055481;1.025094,0.3257358;0.05088558;0.9233831,0.3131443;0.09041907;0.8637007,0.07454714;-0.4336323;1.310826,0
1297,-6992;10440;-9080,5636;14020;21250,0.05665478;0.1828928;1.183924,0.04967789;-0.008638143;1.232093,0.1992634;-0.02531297;1.233925,0.3187408;-0.1111651;1.025208,0.3241369;0.03715639;0.9113522,0.3093545;0.06585484;0.8519387,0.07429927;-0.4337024;1.310789,0
1330,-3912;11712;-7764,6845;14591;20616,0.05662982;0.1828867;1.183827,0.04970958;-0.008620348;1.232065,0.2005257;-0.026431;1.233801,0.3159154;-0.1213545;1.026756,0.3142507;0.008841868;0.8916891,0.3043244;0.0405484;0.8372124,0.0737596;-0.4337604;1.310479,0
1365,-1248;11580;-7560,-1075;12985;20571,0.05663271;0.1828939;1.183802,0.04987881;-0.008630916;1.23202,0.2013066;-0.02709362;1.233929,0.3121661;-0.1284213;1.027449,0.3121987;-0.006745914;0.8844582,0.300301;0.01443685;0.8287226,0.07340375;-0.4338657;1.310333,0
1399,1452;8004;-7504,760;12807;20312,0.05665449;0.1829062;1.183619,0.05034325;-0.0087538;1.231855,0.2021117;-0.02759356;1.233901,0.3064319;-0.1413082;1.030554,0.3075613;-0.02934884;0.8796736,0.2946206;-0.01205367;0.8199382,0.07349319;-0.4342086;1.310136,0
1430,2944;8068;-6488,-5582;10987;20893,0.05666735;0.18291;1.183612,0.05071487;-0.00890643;1.231764,0.2027811;-0.02791791;1.234057,0.3021502;-0.1507447;1.033619,0.2940212;-0.0458207;0.8463143,0.2893886;-0.03836504;0.8117386,0.07364843;-0.4347835;1.309479,0
1463,5864;4168;-5768,1594;9836;20018,0.05672407;0.1828813;1.183616,0.05117424;-0.009014554;1.23172,0.2035932;-0.0285219;1.234286,0.2936516;-0.1849705;1.107572,0.2966008;-0.09180284;0.8834319,0.2840723;-0.06292307;0.8059817,0.07345146;-0.4348896;1.309449,0
1496,6908;4108;-4676,4292;9466;18964,0.05712176;0.182734;1.182865,0.05181332;-0.009322548;1.231087,0.2039949;-0.02893609;1.23412,0.2910849;-0.1846145;1.052219,0.2844986;-0.1048558;0.8589581,0.2788885;-0.08833242;0.794103,0.07272147;-0.4353311;1.308252,0
1531,9068;-880;-3944,372;7144;18523,0.05722463;0.1827369;1.182903,0.05205926;-0.00939665;1.231108,0.2045642;-0.02929786;1.23436,0.2905493;-0.194533;1.124191,0.2877128;-0.1323949;0.8805938,0.2767964;-0.1151804;0.7959984,0.07274173;-0.4354452;1.308325,0
1563,10996;-1284;-3520,497;8126;16329,0.05742257;0.1826509;1.182596,0.05258677;-0.009708321;1.230893,0.205093;-0.02990596;1.234217,0.2802526;-0.1983258;1.094204,0.2818206;-0.1519287;0.8724045,0.2728311;-0.1406243;0.7914484,0.07272191;-0.4358357;1.308072,0
1600,11324;-5596;-2736,-668;7580;14595,0.05758402;0.1826102;1.182773,0.05299859;-0.009942784;1.23108,0.2059823;-0.03080301;1.234604,0.2746907;-0.2022776;1.136381,0.2783533;-0.172562;0.8867583,0.2727693;-0.1675082;0.7982118,0.07298365;-0.4362381;1.307971,0
1631,11104;-9844;36,-12008;9723;13538,0.05771248;0.1825133;1.182772,0.05321056;-0.01008787;1.231021,0.2064801;-0.03149752;1.23474,0.2736483;-0.2099686;1.109997,0.2748407;-0.1902912;0.8785555,0.2691814;-0.1914717;0.7981135,0.07275057;-0.436415;1.307922,0
1664,13544;-5312;3612,4102;7036;9803,0.05799172;0.182399;1.182454,0.05354256;-0.01031322;1.230537,0.2067818;-0.03196;1.234684,0.2738363;-0.2103937;1.108178,0.259687;-0.2737294;0.8652328,0.2647631;-0.2200137;0.8003432,0.07257482;-0.4373054;1.306205,0
1697,13836;-10036;3092,-2252;3718;10075,0.05820846;0.1823312;1.182617,0.05374063;-0.0105099;1.230619,0.2070003;-0.03231084;1.234772,0.2743289;-0.2504941;1.1283,0.2628643;-0.2556621;0.8771923,0.2644362;-0.2454438;0.8094503,0.07259092;-0.4377291;1.306061,0
1730,14392;-10180;4436,-718;1966;6581,0.05833564;0.1822753;1.182624,0.05409169;-0.0107073;1.230362,0.2073438;-0.03271032;1.234812,0.2736192;-0.2396549;1.105277,0.2632689;-0.2623739;0.8550671,0.2633623;-0.2672551;0.8147033,0.07972175;-0.436969;1.301937,0
1763,15276;-12948;3392,-3967;-2314;5003,0.05848487;0.182276;1.182603,0.0543387;-0.01090565;1.230479,0.2075579;-0.03353405;1.234921,0.2735901;-0.2398636;1.1042,0.2629339;-0.2843227;0.8569269,0.2639397;-0.2897539;0.822937,0.07917744;-0.437772;1.302552,0
1801,16028;-10800;-812,-4528;-4553;2286,0.0586862;0.182188;1.182388,0.05460339;-0.01117138;1.230262,0.2076452;-0.03410191;1.234844,0.273253;-0.2403405;1.103737,0.2669499;-0.3023345;0.8692127,0.2645704;-0.3106697;0.8319598,0.07901058;-0.4380522;1.302651,0
1830,15252;-11676;-2428,105;-3382;560,0.05874537;0.1821593;1.182344,0.05464736;-0.01128919;1.230207,0.2077527;-0.03440362;1.234832,0.2735183;-0.2406138;1.103769,0.2691918;-0.3151528;0.881799,0.2648059;-0.332746;0.8434476,0.07828956;-0.4390502;1.302029,0
1863,15692;-12004;-2720,-2978;-3086;-575,0.05878771;0.1821349;1.182357,0.05474242;-0.0114474;1.230131,0.2078398;-0.03466359;1.234856,0.2740762;-0.2410697;1.1044,0.2627776;-0.3597343;0.922829,0.2635091;-0.3565764;0.8758248,0.0782321;-0.4400609;1.301231,0
1896,15392;-8656;-3112,-1242;-2357;-3153,0.0589418;0.1820924;1.182227,0.05494687;-0.01163554;1.229974,0.2079438;-0.03510684;1.23484,0.2749681;-0.2426235;1.106785,0.2594866;-0.3785844;0.9398735,0.2498362;-0.4195784;0.9178258,0.07823928;-0.4403844;1.300811,0
1930,15952;-10140;-3796,961;-2161;-4063,0.05913511;0.182014;1.182003,0.05503959;-0.01180373;1.229676,0.2079227;-0.03545146;1.234828,0.2741791;-0.2454811;1.110881,0.2566666;-0.3908289;0.9511826,0.2476019;-0.4128297;0.9264369,0.07843301;-0.4409845;1.300335,0
1963,15280;-7960;-4348,-664;-931;-5047,0.05928567;0.1819457;1.18199,0.05507349;-0.01199173;1.229503,0.2079183;-0.03589188;1.234815,0.2724846;-0.2492942;1.116334,0.2520988;-0.4036266;0.9634934,0.2395474;-0.4287799;0.9271864,0.07843058;-0.4412769;1.299989,0
1997,16228;-7644;-2244,-1271;-285;-6513,0.05942916;0.1818531;1.181949,0.0550812;-0.01207051;1.22944,0.2079711;-0.03630593;1.234891,0.2618375;-0.2488455;1.162278,0.2487547;-0.4075779;0.9761651,0.2409326;-0.4248322;0.9365302,0.07830639;-0.4411946;1.300279,0
2034,15440;-4812;-2924,2154;-1750;-6387,0.05957241;0.1817813;1.181883,0.05509594;-0.01224325;1.229225,0.2079154;-0.03666479;1.234874,0.2610982;-0.2504113;1.162456,0.2456279;-0.4110598;0.983079,0.2372673;-0.429707;0.9450064,0.07770082;-0.4408913;1.300876,0
2064,15000;-9004;-2948,-1984;-3434;-6978,0.05983148;0.1816719;1.181763,0.05516892;-0.01232899;1.229039,0.2077958;-0.03704289;1.234858,0.259905;-0.2530031;1.162871,0.2443162;-0.4115255;0.9860095,0.2322755;-0.4324915;0.9471576,0.08195342;-0.4394719;1.299681,0
2096,14716;-5232;-3560,-807;-1455;-9397,0.06010542;0.1815716;1.181689,0.05507588;-0.01242724;1.228831,0.2076373;-0.03747073;1.234843,0.2585173;-0.2538668;1.163685,0.2424516;-0.4052798;0.9966503,0.2298274;-0.4371569;0.9465149,0.08111434;-0.4396533;1.29986,0
2131,14424;-7900;-2732,1830;-3255;-11039,0.06031037;0.1814744;1.181595,0.05507611;-0.01260568;1.2286,0.2075525;-0.03770823;1.234832,0.2580387;-0.2547308;1.163759,0.2412789;-0.4072351;0.9961104,0.2239395;-0.439624;0.9500104,0.0808029;-0.4398967;1.299769,0
