Time_Stamp,Accel,Gyro,Head,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-10860;-7264;8676,420;-1072;-177,0.0940762;0.4736402;1.253936,-0.01556711;-0.1742263;1.215334,-0.01999862;-0.126451;1.256699,-0.05753253;0.06731635;1.341862,-0.02831726;0.3055213;1.356223,0.105028;0.3034873;1.326102,0.1034865;-0.07812608;1.503936,0
49,-11056;-6936;8304,445;-485;-544,0.09492279;0.4740194;1.254693,-0.01631592;-0.1780258;1.213399,-0.01995782;-0.1264626;1.256435,-0.05745315;0.06766094;1.341816,-0.02822899;0.3056865;1.356652,0.1054556;0.3038321;1.326872,0.1035315;-0.07812341;1.503939,0
66,-11304;-7176;8296,1385;8;-1432,0.09594491;0.4746461;1.256034,-0.01858255;-0.1772133;1.211536,-0.01994698;-0.1263432;1.256187,-0.05724549;0.06847952;1.342138,-0.02797553;0.3061112;1.357712,0.1059429;0.3046414;1.328486,0.103536;-0.07811184;1.503958,0
100,-11176;-6388;8608,2238;71;-1961,0.09715837;0.4752888;1.2576,-0.01509956;-0.1917149;1.200813,-0.01991409;-0.1277658;1.254793,-0.0571752;0.06895309;1.342152,-0.02362644;0.3106236;1.360977,0.1064569;0.3051563;1.330038,0.1035464;-0.07808187;1.503967,0
134,-11352;-620;7344,1715;8;-630,0.09806546;0.4756369;1.258519,-0.01101316;-0.2186685;1.175887,-0.02602107;-0.1550068;1.213088,-0.05725728;0.06938127;1.341868,-0.02386433;0.310418;1.361467,0.1069907;0.3056427;1.33139,0.1035403;-0.0780819;1.503978,0
165,-11916;-7452;7092,404;447;-753,0.0993106;0.4764219;1.260562,-0.01525388;-0.2156911;1.164468,-0.02728312;-0.151966;1.210776,-0.05820376;0.07114678;1.341948,-0.02402578;0.3103808;1.362748,0.1076654;0.3066362;1.334061,0.1035498;-0.078031;1.504277,0
200,-11604;-7540;7332,327;1128;-391,0.10047;0.4772723;1.262562,-0.02002141;-0.2087436;1.147452,-0.03080494;-0.1445295;1.205439,-0.05971031;0.07554958;1.342338,-0.02407922;0.3105336;1.364607,0.1083934;0.3074532;1.336309,0.1037429;-0.07789816;1.504572,0
234,-12092;-7516;7224,-1589;3393;108,0.1011526;0.4776286;1.263397,-0.04402229;-0.145121;1.156927,-0.05209523;-0.07823577;1.211137,-0.06152556;0.07838533;1.342066,-0.02397696;0.3105549;1.365818,0.108738;0.3077886;1.33727,0.1037865;-0.07788532;1.50457,0
266,-12812;-9424;9208,-2369;3354;136,0.1017851;0.4780328;1.264153,-0.04037626;-0.1389855;1.121054,-0.05371659;-0.07402698;1.201049,-0.06477595;0.08381466;1.341784,-0.02402166;0.3105212;1.368009,0.1093438;0.3082123;1.33858,0.1047896;-0.07747556;1.504861,0
300,-12124;-4872;4644,-8913;-1908;-2708,0.1025736;0.478502;1.265347,-0.03670807;-0.142707;1.070669,-0.05310243;-0.07084302;1.144809,-0.06873176;0.09753451;1.344627,-0.02134656;0.3131067;1.369349,0.1097418;0.3088219;1.34057,0.1056445;-0.07706155;1.505083,0
333,-13176;-10440;3984,-32768;-2610;-3909,0.1033473;0.4788966;1.266469,-0.05297436;-0.09365977;1.063576,-0.05057163;-0.02626991;1.151612,-0.04845902;0.1136325;1.287607,-0.01999267;0.3141262;1.369909,0.1101263;0.3094092;1.342118,0.1078457;-0.07620013;1.505169,0
365,-12516;-17808;2996,-28367;-666;-7631,0.1043517;0.4794751;1.268047,-0.04941592;-0.06578308;1.007748,-0.0815431;0.009627111;1.170466,-0.07019135;0.1093348;1.338434,-0.02095366;0.3121611;1.372604,0.1104648;0.3101979;1.34525,0.1120823;-0.07608569;1.505929,0
398,-12844;-17036;1664,-16142;340;-8475,0.1047047;0.47951;1.268332,-0.05669796;-0.0214248;0.9720586,-0.09563069;0.03973205;1.154303,-0.0704544;0.1239822;1.329215,-0.02044095;0.312562;1.372466,0.1104177;0.3102493;1.345631,0.1125439;-0.07718697;1.503917,0
433,-12332;-17348;196,-14252;718;-11167,0.1053012;0.4796706;1.269035,-0.06349348;0.0289902;0.9526157,-0.08380115;0.04843036;1.070813,-0.07824894;0.1337177;1.318477,-0.02004229;0.3130483;1.372563,0.1101757;0.3108971;1.347861,0.1089935;-0.07708836;1.506736,0
467,-12164;-18904;216,-6592;1384;-12096,0.1058433;0.4798417;1.269777,-0.06972461;0.07953922;0.9334134,-0.08155559;0.09358284;0.9923856,-0.07316969;0.183489;1.23006,-0.02176936;0.3116224;1.374103,0.1103471;0.3111992;1.349128,0.1058836;-0.07712539;1.510131,0
499,-12496;-19880;836,-4411;974;-14838,0.1061091;0.4797996;1.269958,-0.07576893;0.1298487;0.9144846,-0.09866109;0.1022985;0.9880313,-0.07141627;0.1117711;1.248444,-0.02177911;0.3115807;1.374144,0.1104665;0.3113388;1.349931,0.104436;-0.07719423;1.511163,0
535,-12532;-19512;-536,-1343;-1295;-15315,0.1063898;0.4797951;1.269968,-0.07790478;0.1762181;0.9058488,-0.09165671;0.1531338;1.026356,-0.08374964;0.1274107;1.237276,-0.02004807;0.3096034;1.373754,0.1104528;0.3110488;1.350562,0.1034868;-0.0776389;1.51174,0
565,-11592;-21376;-936,651;-1866;-17640,0.106925;0.4798929;1.270711,-0.0798452;0.2226518;0.9247003,-0.09219784;0.1864974;1.033476,-0.08985444;0.1372639;1.233614,-0.01943789;0.3073875;1.373047,0.1104559;0.3112534;1.352411,0.1025378;-0.07781554;1.513182,0
601,-11240;-19240;-1992,67;-4316;-22554,0.1072276;0.4798313;1.270908,-0.08228301;0.2614628;0.9409495,-0.0860406;0.2073437;1.006771,-0.09518766;0.1605619;1.224632,-0.02120977;0.3066418;1.372335,0.1104913;0.3110765;1.353086,0.101705;-0.07760205;1.51372,0
632,-9028;-18072;-2088,1023;-5186;-23698,0.1076515;0.4798657;1.271358,-0.08321362;0.2990708;0.95288,-0.08443834;0.2303567;1.004618,-0.09831839;0.1681808;1.221004,-0.02282197;0.3070972;1.372521,0.1104709;0.3112671;1.354407,0.1008081;-0.07725084;1.514987,0
