Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-1804;17792;-7824,-23016;-2315;2294,0.06158463;0.185935;1.186289,0.05637215;-0.00760113;1.230358,0.2091722;-0.04717864;1.224314,0.2410674;-0.2566485;1.141279,0.2279787;-0.4109148;0.9899931,0.2156368;-0.4397553;0.9513847,0.07486454;-0.4402548;1.296285,0
37,-1308;12956;-7880,-27383;-1400;2330,0.06130417;0.1861047;1.186531,0.05634668;-0.007519657;1.230401,0.2091659;-0.04715995;1.224311,0.2418711;-0.2534523;1.140921,0.2280601;-0.4108342;0.9899829,0.2117468;-0.4389164;0.9580342,0.07485842;-0.4402983;1.296264,0
65,-1260;17024;-3396,-24369;8;2177,0.06097656;0.1863269;1.186881,0.05649937;-0.007211469;1.230636,0.2091578;-0.04710893;1.224307,0.2423289;-0.2527294;1.139472,0.2283338;-0.4105521;0.9898306,0.2129187;-0.4414593;0.958182,0.07842836;-0.438659;1.295992,0
99,-60;15696;-1496,-20478;1258;2237,0.06059625;0.1866471;1.187518,0.05644104;-0.006917849;1.230919,0.2091473;-0.04701663;1.224301,0.2426458;-0.2529493;1.138782,0.2287237;-0.4108662;0.9895026,0.2142695;-0.4416308;0.9599355,0.07819094;-0.4384586;1.296633,0
138,172;13092;192,-14102;2422;2115,0.06016212;0.1870956;1.188475,0.05634394;-0.006623158;1.231506,0.2091703;-0.04693585;1.22436,0.2435493;-0.2519471;1.136588,0.2297789;-0.411047;0.9886594,0.2171797;-0.4453043;0.9578533,0.07826171;-0.4385426;1.296761,0
167,356;14196;2316,-1968;1864;546,0.05919316;0.1877693;1.190469,0.05644111;-0.006013921;1.232945,0.2092009;-0.04684395;1.224485,0.2454959;-0.2511507;1.132569,0.2322329;-0.4098663;0.9865119,0.2200592;-0.4424175;0.9627579,0.07868776;-0.4387367;1.297177,0
201,-36;17412;4032,-10915;-1541;1676,0.05871765;0.188087;1.191404,0.05654363;-0.005832009;1.23355,0.2091483;-0.04653648;1.224537,0.2499589;-0.2487317;1.118276,0.2364439;-0.4071373;0.9807169,0.2433917;-0.4168795;0.9210396,0.07874067;-0.4387826;1.297151,0
236,604;15200;3792,-22943;-3026;1790,0.05815375;0.1885571;1.19279,0.0565341;-0.005568451;1.23447,0.2090466;-0.04613067;1.224592,0.2516991;-0.2477481;1.110413,0.2466555;-0.3977806;0.9623514,0.2528179;-0.4046599;0.9116042,0.07880324;-0.4388274;1.297186,0
265,624;12528;4656,-15820;-77;1036,0.05796148;0.1886396;1.192862,0.05660852;-0.005388224;1.234397,0.2090523;-0.04580479;1.224386,0.25647;-0.2366783;1.084731,0.2511168;-0.3993448;0.9541744,0.2659923;-0.3826939;0.8616286,0.08447016;-0.4384708;1.292059,0
300,424;14628;7776,-11586;142;1124,0.05773031;0.1888363;1.193024,0.05663853;-0.005236919;1.234397,0.209092;-0.04536134;1.224058,0.2569816;-0.2345282;1.081575,0.2760812;-0.3166229;0.9068398,0.2768735;-0.350793;0.8336675,0.08575433;-0.4380949;1.290885,0
