Time_Stamp,Flex,Accel,Gyro,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
1032,1023,-2388;-15556;-4968,1110;-286;-1007,-0.1294721;-0.09040806;0.9220174,-0.145097;-0.0620562;1.013957,-0.1982502;0.02989016;1.174301,-0.155653;0.2526378;1.302357,0.007048659;0.2680958;1.309656,0.01592056;-0.2473585;1.298592,0
1067,1023,-2160;-15488;-5200,1118;-525;-950,-0.1311298;-0.09204423;0.921488,-0.1454007;-0.06186193;1.013907,-0.1982481;0.02977034;1.174536,-0.1556729;0.2526416;1.302369,0.007110773;0.2681142;1.309611,0.01579713;-0.2474077;1.298578,0
1098,1023,-2552;-15856;-5188,1494;-205;-652,-0.1342077;-0.09268199;0.9243095,-0.1346026;-0.0738002;0.9803365,-0.1979306;0.0307004;1.175982,-0.1560186;0.2534428;1.304283,0.007182994;0.2681547;1.309653,0.01563646;-0.247427;1.298791,0
1132,1023,-2952;-15712;-5112,976;-306;-837,-0.1368216;-0.0918704;0.9213732,-0.1383224;-0.08681852;0.9556877,-0.1978636;0.03061293;1.176048,-0.1560315;0.2534277;1.304243,0.007199029;0.2681766;1.309623,0.01528185;-0.2473269;1.298804,0
1165,1021,-2844;-15712;-4700,1245;-324;-1050,-0.1404534;-0.09170477;0.9217936,-0.1394076;-0.08632454;0.9556018,-0.1972644;0.03075173;1.176598,-0.1560391;0.2537202;1.304723,0.007234246;0.2681898;1.309588,0.01525345;-0.2473237;1.298798,0
1200,1023,-2676;-15604;-4552,884;-743;-993,-0.1428298;-0.09273465;0.9237083,-0.1354129;-0.08343853;0.9570372,-0.1968034;0.03089499;1.175788,-0.156084;0.2535987;1.304584,0.007259881;0.2682;1.309582,0.01516354;-0.2472891;1.298966,0
1231,1023,-2640;-15700;-5012,887;-1059;-1033,-0.1464458;-0.09440333;0.9192255,-0.1373881;-0.08390684;0.9525409,-0.1938151;0.03327524;1.172356,-0.1562333;0.2541591;1.305478,0.007270132;0.2682223;1.309583,0.01361564;-0.2466422;1.299251,0
1265,1023,-2568;-15704;-5168,511;-852;-1269,-0.1498748;-0.09499924;0.9188737,-0.1401259;-0.08386499;0.9502363,-0.193785;0.03321619;1.172296,-0.1562428;0.2541247;1.305387,0.007297379;0.2682443;1.309592,0.01369787;-0.246657;1.299499,0
1299,1023,-2432;-15796;-5264,1065;-731;-1062,-0.1532459;-0.09473354;0.9205808,-0.1407128;-0.0837855;0.9504027,-0.1927886;0.03492472;1.171974,-0.15621;0.2547708;1.307204,0.007350561;0.2683081;1.309729,0.01368502;-0.2465515;1.300361,0
1331,1022,-2440;-15720;-5116,941;-485;-1166,-0.1544318;-0.09379145;0.9193611,-0.1409308;-0.08420343;0.9482985,-0.1914791;0.03520072;1.169855,-0.1561318;0.2543942;1.306566,0.007411976;0.2682984;1.309664,0.01343681;-0.2465701;1.300526,0
1366,1020,-2408;-15840;-5052,724;-689;-1154,-0.1559466;-0.09268726;0.9210237,-0.1412348;-0.08466212;0.947625,-0.1908292;0.03496403;1.168456,-0.156159;0.2538869;1.30582,0.007436313;0.2683055;1.309645,0.01311197;-0.2466259;1.300973,0
1403,1023,-2372;-15620;-5536,647;-866;-974,-0.1576679;-0.09284481;0.9184716,-0.1467838;-0.08336688;0.9439557,-0.1903213;0.03497111;1.167568,-0.1561803;0.2536627;1.305469,0.007481078;0.2682886;1.309585,0.01308738;-0.2467055;1.301013,0
1432,1020,-2356;-16032;-5816,1036;-704;-1000,-0.158216;-0.09265373;0.9154639,-0.1490871;-0.08320256;0.9419834,-0.1894365;0.03523862;1.166141,-0.1562061;0.2534444;1.305099,0.007538313;0.2682259;1.309368,0.01306612;-0.2467907;1.300877,0
1465,1022,-2464;-15292;-5732,1210;-364;-732,-0.1593674;-0.09308497;0.9187633,-0.1501525;-0.08304746;0.9411777,-0.1890822;0.03528149;1.165647,-0.1561899;0.2533422;1.304935,0.007580958;0.2682072;1.30936,0.01305524;-0.246904;1.300996,0
1499,1023,-2932;-15792;-5680,944;-721;-911,-0.1612566;-0.09413;0.9176744,-0.1518484;-0.08358897;0.9411215,-0.1887752;0.03555196;1.165499,-0.1561834;0.2533865;1.305236,0.00759784;0.2682004;1.309353,0.01281398;-0.2468743;1.301437,0
1531,1021,-2516;-15616;-5748,602;-56;-1402,-0.1608976;-0.09275863;0.9185771,-0.1482317;-0.08604311;0.9471371,-0.188468;0.03575724;1.165198,-0.1561862;0.2533745;1.30537,0.007612454;0.2681948;1.309352,0.01267128;-0.2468428;1.301683,0
1565,1022,-2928;-16000;-5136,1441;-252;-858,-0.1618962;-0.09199638;0.9202364,-0.1473611;-0.08358344;0.9511924,-0.188465;0.03546358;1.164978,-0.1561485;0.2531244;1.305071,0.0076333;0.2681948;1.309366,0.01249589;-0.2468058;1.30222,0
1600,1023,-2852;-15716;-5152,916;-514;-1419,-0.1618115;-0.09241472;0.920094,-0.1489469;-0.08323311;0.948791,-0.1875713;0.03566863;1.163917,-0.1561042;0.2529556;1.304834,0.007646838;0.2681954;1.309382,0.01214086;-0.2468494;1.303005,0
1633,1020,-2464;-15656;-5380,825;-687;-1552,-0.1620649;-0.09281461;0.915519,-0.1511568;-0.08318186;0.9441795,-0.1877507;0.03484884;1.164721,-0.1560866;0.252764;1.304561,0.007660502;0.2681882;1.309373,0.01212557;-0.2468583;1.303094,0
1664,1021,-2752;-15536;-5320,1032;-627;-1339,-0.1622196;-0.09251263;0.9166391,-0.1517108;-0.08274937;0.9433914,-0.1878063;0.03420642;1.165835,-0.1560875;0.2527647;1.304596,0.00768949;0.2681821;1.309374,0.01211868;-0.2468149;1.303209,0
1714,1023,-2388;-15608;-5296,1180;-777;-1281,-0.1625496;-0.0919618;0.9187993,-0.1518563;-0.08262077;0.9433116,-0.1879063;0.0336356;1.166349,-0.1560642;0.2525933;1.30441,0.007698904;0.268175;1.309385,0.01210447;-0.2468364;1.303468,0
1732,1020,-2460;-15648;-5300,1060;-577;-1380,-0.1619442;-0.09192537;0.9189217,-0.1526748;-0.08346151;0.9418669,-0.1879349;0.03338976;1.16634,-0.1560608;0.2524591;1.304206,0.007735937;0.2681656;1.309335,0.01207913;-0.2468468;1.303486,0
1765,1023,-2152;-15532;-5420,878;-1045;-1539,-0.1633648;-0.09228283;0.9175218,-0.1529169;-0.08335141;0.9416476,-0.1880035;0.03370355;1.16518,-0.1560463;0.2522604;1.303886,0.007759666;0.2681526;1.309323,0.01208046;-0.2468451;1.303507,0
1799,1023,-2048;-15584;-5652,1167;-1117;-793,-0.1644053;-0.09157392;0.9177033,-0.1532802;-0.08297799;0.9415483,-0.1850126;0.03683148;1.159427,-0.156048;0.2522558;1.303907,0.007764248;0.2681493;1.309305,0.01203618;-0.2468373;1.303532,0
1834,1021,-1812;-15796;-6408,878;-544;-941,-0.165409;-0.0913519;0.9184834,-0.1493201;-0.07965609;0.9527399,-0.1835784;0.0377479;1.157434,-0.1560317;0.252173;1.303769,0.007774545;0.2681383;1.309287,0.01198676;-0.2468284;1.303575,0
1865,1023,-1844;-15472;-6028,1379;312;-980,-0.1672652;-0.09136511;0.9191026,-0.1478181;-0.07832027;0.9572318,-0.1853289;0.03477634;1.162379,-0.1560237;0.2521205;1.30372,0.007785055;0.2681365;1.309292,0.01198317;-0.2468462;1.303836,0
1897,1023,-2236;-15172;-5312,1349;398;-787,-0.1671425;-0.09083367;0.9177665,-0.1529903;-0.08019155;0.948715,-0.1854351;0.03527699;1.161343,-0.1559845;0.2520364;1.303596,0.007795263;0.2681337;1.309306,0.01202826;-0.2468769;1.304103,0
1932,1020,-2692;-15256;-5000,1220;195;-525,-0.1673437;-0.09121267;0.9168809,-0.1571292;-0.08388189;0.9406444,-0.1855222;0.03509539;1.161234,-0.1560005;0.251913;1.303378,0.007803657;0.2681288;1.309309,0.0119094;-0.2469507;1.30422,0
1965,1023,-2916;-15632;-4628,1261;159;-170,-0.1661281;-0.08956748;0.914054,-0.1516617;-0.08239075;0.9492932,-0.1834862;0.0368798;1.157818,-0.1560231;0.2518956;1.30326,0.007813638;0.2681102;1.309258,0.01184742;-0.2469647;1.304156,0
1998,1023,-2872;-15920;-4640,923;-347;-217,-0.1665986;-0.09049109;0.9150525,-0.1495192;-0.08058091;0.9533193,-0.1836768;0.03712326;1.157555,-0.1560309;0.251909;1.303316,0.007843868;0.2680806;1.309208,0.01193543;-0.2470496;1.304123,0
2032,1021,-2772;-16004;-5200,809;-940;-705,-0.1651779;-0.08946627;0.9131448,-0.1521122;-0.08040179;0.945729,-0.1842625;0.03740998;1.157616,-0.156186;0.2521034;1.303429,0.007830652;0.2680667;1.309136,0.01189995;-0.2470128;1.30407,0
2066,1023,-2648;-16092;-5796,468;-761;-947,-0.1635979;-0.08946349;0.9139962,-0.1525945;-0.08058053;0.944649,-0.1850066;0.03744271;1.157724,-0.1561902;0.2520993;1.303436,0.007834952;0.2680581;1.309126,0.01192605;-0.2470826;1.303958,0
2099,1023,-2504;-15836;-5800,1373;-488;-934,-0.1603276;-0.08878427;0.9141874,-0.1524447;-0.08053263;0.9448082,-0.1861739;0.03755967;1.157773,-0.1561891;0.2520946;1.303416,0.007836882;0.2680568;1.309128,0.01192507;-0.2470877;1.303976,0
2131,1023,-2380;-15848;-5676,1020;-440;-1119,-0.1555744;-0.08835942;0.9158702,-0.1519411;-0.08026694;0.9451811,-0.1885338;0.03672922;1.159574,-0.1561895;0.2520879;1.303373,0.007837396;0.2680432;1.309118,0.01193497;-0.2472104;1.303895,0
2164,1023,-2236;-15528;-5492,1225;-344;-928,-0.1519417;-0.09000234;0.9131545,-0.1505452;-0.0792168;0.9463608,-0.1895553;0.03650928;1.159956,-0.1562324;0.2520641;1.303202,0.007843441;0.2680256;1.309074,0.01192644;-0.2472098;1.303827,0
2269,1023,-2472;-15732;-5552,1166;-311;-1018,-0.1433706;-0.08541775;0.9180086,-0.1445391;-0.0782615;0.9525046,-0.1907623;0.03721894;1.161016,-0.1564536;0.2528017;1.30396,0.007883901;0.2679952;1.30899,0.01178453;-0.247473;1.303533,0
2315,1020,-2364;-15372;-5720,1207;-56;-901,-0.1407245;-0.08341812;0.9142383,-0.1437467;-0.07754998;0.9526418,-0.1909969;0.03745371;1.161042,-0.156507;0.2529017;1.304151,0.007888288;0.2679879;1.308979,0.01177999;-0.2474721;1.303537,0
2332,1023,-2584;-15572;-5432,1172;-187;-845,-0.1393952;-0.08039819;0.9126195,-0.1431143;-0.07679286;0.9526867,-0.191115;0.0377201;1.161272,-0.1564514;0.2530859;1.304464,0.007890473;0.2679882;1.308982,0.01178191;-0.2474627;1.303563,0
2365,1023,-2528;-15572;-5616,1127;-301;-794,-0.1378606;-0.07842379;0.9111664,-0.1422283;-0.07485299;0.9514587,-0.1913373;0.03734981;1.161014,-0.1564067;0.2528021;1.304001,0.007914743;0.2679808;1.308948,0.01183282;-0.2474739;1.303543,0
2398,1022,-2812;-15788;-5616,1163;-173;-764,-0.1371713;-0.07842298;0.9081331,-0.1407321;-0.07391036;0.9495955,-0.1913649;0.03723939;1.160614,-0.1563731;0.2526499;1.303653,0.007934739;0.2679625;1.308788,0.01190135;-0.2476469;1.302539,0
2432,1023,-2536;-15616;-5372,1266;-410;-733,-0.1372551;-0.07746522;0.9108469,-0.139843;-0.07204047;0.9492934,-0.1914417;0.03707163;1.160518,-0.1563748;0.2525196;1.303478,0.007949477;0.2679588;1.308784,0.01212606;-0.247771;1.302511,0
2482,1023,-2940;-15724;-5504,1129;-526;-795,-0.136954;-0.07723092;0.90848,-0.1474955;-0.04869269;0.9991705,-0.189242;0.04690238;1.233652,-0.1563504;0.2524014;1.303273,0.007977541;0.267959;1.308735,0.01216897;-0.2479277;1.302231,0
2513,1019,-2576;-15756;-5456,1032;-677;-939,-0.137025;-0.07778794;0.9094899,-0.138282;-0.06943247;0.9500768,-0.1916378;0.03795274;1.158779,-0.1563509;0.2523888;1.303276,0.00799393;0.2679736;1.308771,0.01239986;-0.247841;1.302685,0
2531,1023,-2928;-16112;-5620,1455;-437;-906,-0.1356597;-0.07777099;0.9068608,-0.1381161;-0.06872596;0.9469988,-0.1920969;0.03765137;1.159247,-0.1563451;0.2523527;1.303203,0.008010266;0.2678044;1.308671,0.01239884;-0.2478139;1.302621,0
2564,1023,-2732;-15824;-5132,1156;-549;-1319,-0.1348617;-0.07938981;0.9040475,-0.1379044;-0.06857067;0.9447232,-0.1926849;0.03539711;1.162868,-0.1563337;0.2522999;1.30313,0.008022493;0.2677969;1.30862,0.01226866;-0.2477877;1.302518,0
2598,1020,-2924;-17056;-3680,395;-314;-1946,-0.1345966;-0.07848364;0.9067613,-0.1376219;-0.06981084;0.9410236,-0.1930603;0.03423692;1.164823,-0.1563319;0.252277;1.303097,0.008034738;0.2678045;1.308614,0.01227906;-0.2477963;1.302531,0
2633,1023,-2912;-16120;-4992,-431;-3121;-3202,-0.1335938;-0.07916895;0.9049702,-0.1374874;-0.06973755;0.9405667,-0.1928419;0.03419614;1.164636,-0.1563135;0.2522205;1.302995,0.008037249;0.2677993;1.308609,0.01231223;-0.2477987;1.302538,0
2665,1023,-2316;-15440;-6748,175;-2694;-2607,-0.1326333;-0.07969709;0.9038247,-0.1374574;-0.06983465;0.9405051,-0.1928409;0.03417476;1.164541,-0.1563045;0.2521756;1.302937,0.008062058;0.2677903;1.308581,0.01238666;-0.2480415;1.302039,0
2702,1021,-1548;-14548;-7928,1774;-1448;-1375,-0.1322964;-0.07915439;0.9052498,-0.1371977;-0.07014027;0.9401876,-0.1926729;0.03514655;1.165175,-0.1562508;0.2528842;1.304038,0.008078082;0.2678168;1.308613,0.0123839;-0.248045;1.302008,0
2735,1023,-1608;-14308;-6876,1627;482;-789,-0.1305748;-0.0793104;0.9006801,-0.1367085;-0.07096485;0.9386152,-0.191234;0.0360501;1.162936,-0.1562134;0.2527901;1.303831,0.008154393;0.2678083;1.308513,0.01278547;-0.2482467;1.301359,0
2765,1019,-1436;-14752;-5776,80;1278;-1346,-0.1301305;-0.07989115;0.9041008,-0.1365858;-0.07108453;0.9383647,-0.1913162;0.03588121;1.162987,-0.1561663;0.2527131;1.303698,0.00818721;0.2678137;1.308485,0.0128696;-0.2483533;1.301024,0
2798,1023,-1240;-14548;-5928,164;112;-645,-0.1290296;-0.08095364;0.9064472,-0.1362118;-0.07128923;0.9376781,-0.1915547;0.03572996;1.163065,-0.1561379;0.2526377;1.30358,0.008200447;0.2678113;1.308474,0.01303945;-0.2484597;1.300977,0
2832,1023,-2060;-15632;-6664,1461;339;646,-0.1283774;-0.08179002;0.907528,-0.1364337;-0.0706647;0.9393497,-0.1925997;0.03340593;1.167197,-0.1561405;0.2526141;1.303577,0.008205761;0.2678266;1.308503,0.01298871;-0.2482616;1.301179,0
2865,1022,-2896;-15976;-6052,1721;751;365,-0.1261876;-0.08124655;0.9048938,-0.1362018;-0.0706819;0.9393371,-0.192595;0.03338991;1.167128,-0.1561364;0.2525785;1.303541,0.008206285;0.2678295;1.308511,0.0130281;-0.2482474;1.301116,0
2901,1020,-2736;-16072;-5352,1697;779;134,-0.1250781;-0.08177888;0.9019333,-0.1353332;-0.07052994;0.9389763,-0.1924401;0.0334825;1.166618,-0.156137;0.2525133;1.303346,0.008220189;0.2676529;1.308329,0.01321597;-0.2481093;1.300881,0
2936,1023,-2944;-16160;-4784,1580;200;-348,-0.124678;-0.0815734;0.9054877,-0.1348349;-0.07026822;0.9386438,-0.1923866;0.03347721;1.166295,-0.1560929;0.2524279;1.303164,0.008235738;0.2676747;1.308325,0.01324154;-0.2480617;1.300792,0
2966,1023,-2876;-15856;-4700,1393;-241;-585,-0.1224973;-0.08369411;0.9036736,-0.1319208;-0.07174192;0.9404179,-0.1926933;0.03323075;1.166666,-0.1560898;0.2523857;1.303097,0.008242317;0.2676769;1.308324,0.013533;-0.2481193;1.300334,0
3003,1020,-2864;-15600;-5392,994;-952;-799,-0.1205372;-0.08257049;0.9079123,-0.1299075;-0.0741506;0.9427472,-0.192811;0.03272669;1.167517,-0.1560978;0.2523674;1.303083,0.008244311;0.2676806;1.308325,0.01361512;-0.2480981;1.300183,0
3034,1023,-2728;-15572;-5932,1060;-801;-988,-0.1180305;-0.08247257;0.9086689,-0.1285332;-0.07488876;0.9437268,-0.1928674;0.03250683;1.167844,-0.1560668;0.2523562;1.303024,0.008249426;0.2676884;1.308323,0.01357336;-0.2481133;1.299719,0
3064,1023,-2568;-15576;-5932,962;-613;-844,-0.1103883;-0.08938371;0.8949599,-0.1278814;-0.07525516;0.9441394,-0.1930142;0.03238088;1.16791,-0.156044;0.2523173;1.30289,0.008244029;0.267704;1.308257,0.01365181;-0.2479177;1.299426,0
3100,1021,-2636;-15592;-5564,1083;-443;-982,-0.1131211;-0.08324324;0.9084249,-0.127688;-0.07559082;0.945648,-0.1904536;0.03022442;1.170954,-0.1560431;0.2523184;1.302886,0.00824091;0.2677184;1.308255,0.01347315;-0.2478863;1.299059,0
3135,1020,-2608;-15604;-5464,1130;-698;-908,-0.1118067;-0.08295472;0.9094033,-0.1277018;-0.07607817;0.9460836,-0.1911431;0.03013459;1.171013,-0.1560782;0.2522314;1.302749,0.008240923;0.2677189;1.308255,0.01352926;-0.2478667;1.298866,0
3166,1023,-2584;-15604;-5872,639;-737;-1213,-0.1111784;-0.0833827;0.908138,-0.1274449;-0.07680233;0.9468566,-0.1916417;0.03011333;1.171237,-0.1560873;0.2522461;1.302763,0.008236365;0.2677217;1.308255,0.01343516;-0.247849;1.298739,0
3200,1023,-2576;-15568;-6036,1055;-590;-954,-0.1058137;-0.0884523;0.8931724,-0.1225251;-0.07603763;0.9460282,-0.1923171;0.03183684;1.168274,-0.1561233;0.2522528;1.302655,0.008180623;0.2676834;1.308031,0.01340386;-0.2479356;1.297399,0
3233,1021,-2568;-15476;-5980,1027;-514;-1122,-0.1103251;-0.08383135;0.9065873,-0.1409637;-0.05964089;0.9842466,-0.1905335;0.03025694;1.170598,-0.156148;0.2522821;1.302662,0.008179851;0.2676947;1.308039,0.01357791;-0.2478329;1.297475,0
3265,1023,-2676;-15444;-5788,1128;-433;-828,-0.1095696;-0.08264721;0.9052465,-0.1258417;-0.07894553;0.9476812,-0.1911529;0.03036676;1.170583,-0.1561475;0.2522834;1.302661,0.007976746;0.2675533;1.308034,0.01318065;-0.2478155;1.297088,0
3351,1023,-2360;-15568;-5652,1417;-482;-1119,-0.107644;-0.08197106;0.9043023,-0.1534362;-0.03907693;1.026487,-0.1894056;0.04678619;1.224856,-0.1561805;0.2523155;1.302672,0.007716989;0.2671782;1.307891,0.01285911;-0.2477238;1.296567,0
3369,1023,-2196;-15392;-5528,1111;-365;-971,-0.1062542;-0.08218295;0.9063313,-0.1231617;-0.07843792;0.9488374,-0.1973711;0.03309763;1.167821,-0.1562033;0.2523316;1.302678,0.007589937;0.2670404;1.307958,0.01281673;-0.2477238;1.296505,0
