Time_Stamp,AccelZWrist,FlexWrist,WristFlexion,Trimming_Id
0,4260,320,System.Double[],0
31,4332,320,System.Double[],0
63,4296,320,System.Double[],0
97,4264,320,System.Double[],0
130,4196,320,System.Double[],0
163,4236,320,System.Double[],0
196,4200,320,System.Double[],0
230,4452,320,System.Double[],0
263,4168,320,System.Double[],0
298,4216,320,System.Double[],0
330,4376,320,System.Double[],0
363,4404,320,System.Double[],0
396,4612,320,System.Double[],0
431,5112,320,System.Double[],0
463,5604,320,System.Double[],0
497,7008,319,System.Double[],0
532,7244,319,System.Double[],0
563,8400,319,System.Double[],0
596,6996,319,System.Double[],0
630,8080,320,System.Double[],0
663,8296,320,System.Double[],0
696,7212,321,System.Double[],0
733,6984,319,System.Double[],0
765,5616,317,System.Double[],0
798,5144,315,System.Double[],0
832,0,314,System.Double[],0
863,4152,313,System.Double[],0
896,4484,313,System.Double[],0
933,0,312,System.Double[],0
965,0,312,System.Double[],0
998,0,312,System.Double[],0
1031,0,312,System.Double[],0
1066,0,312,System.Double[],0
1098,0,311,System.Double[],0
1131,0,311,System.Double[],0
1167,0,311,System.Double[],0
1198,0,310,System.Double[],0
1231,0,310,System.Double[],0
1264,0,310,System.Double[],0
1297,0,310,System.Double[],0
1333,0,310,System.Double[],0
1367,0,311,System.Double[],0
1401,0,312,System.Double[],0
1432,0,312,System.Double[],0
1465,0,313,System.Double[],0
1498,0,314,System.Double[],0
1533,0,315,System.Double[],0
1565,0,315,System.Double[],0
1601,0,316,System.Double[],0
1634,0,317,System.Double[],0
1665,0,317,System.Double[],0
1698,0,318,System.Double[],0
1732,0,318,System.Double[],0
1765,0,318,System.Double[],1
1800,0,319,System.Double[],1
1833,0,319,System.Double[],1
1866,0,320,System.Double[],1
1897,0,320,System.Double[],1
1933,0,320,System.Double[],1
1966,0,320,System.Double[],1
1999,0,321,System.Double[],1
2035,0,321,System.Double[],1
2065,0,322,System.Double[],1
2099,0,322,System.Double[],1
2131,0,323,System.Double[],1
2168,0,323,System.Double[],1
2198,0,325,System.Double[],1
2233,0,325,System.Double[],1
2268,0,326,System.Double[],1
2299,0,326,System.Double[],1
2333,0,327,System.Double[],1
2366,0,328,System.Double[],1
2399,0,328,System.Double[],1
2432,0,328,System.Double[],1
2467,0,328,System.Double[],1
2500,0,328,System.Double[],1
2532,0,328,System.Double[],1
2565,0,328,System.Double[],1
2598,0,327,System.Double[],1
2632,0,327,System.Double[],1
2667,0,327,System.Double[],1
2699,0,327,System.Double[],1
2732,0,327,System.Double[],1
2765,0,327,System.Double[],1
2798,0,326,System.Double[],1
2831,0,326,System.Double[],1
2865,0,325,System.Double[],1
2899,0,324,System.Double[],1
2932,0,323,System.Double[],1
2966,0,322,System.Double[],1
2999,0,321,System.Double[],1
3032,0,320,System.Double[],1
3065,0,319,System.Double[],1
3099,0,318,System.Double[],1
3134,0,317,System.Double[],1
3165,0,317,System.Double[],1
3198,0,316,System.Double[],1
3232,0,315,System.Double[],1
3265,0,315,System.Double[],1
3299,0,314,System.Double[],1
3334,0,314,System.Double[],1
3365,0,313,System.Double[],1
3399,0,313,System.Double[],1
3433,0,313,System.Double[],1
3466,0,313,System.Double[],1
3499,0,313,System.Double[],1
3533,0,313,System.Double[],1
3566,0,313,System.Double[],1
3599,0,314,System.Double[],1
3633,0,313,System.Double[],1
3665,0,313,System.Double[],1
3698,0,313,System.Double[],1
3732,0,313,System.Double[],1
3767,0,313,System.Double[],1
3799,0,313,System.Double[],1
3832,0,314,System.Double[],1
3866,0,314,System.Double[],1
3897,0,314,System.Double[],1
3932,0,314,System.Double[],1
3967,0,314,System.Double[],1
3999,0,314,System.Double[],1
4032,0,314,System.Double[],1
4065,0,315,System.Double[],1
4098,0,316,System.Double[],2
4133,0,317,System.Double[],2
4166,0,317,System.Double[],2
4197,0,318,System.Double[],2
4233,0,319,System.Double[],2
4265,0,319,System.Double[],2
4297,0,319,System.Double[],2
4333,0,320,System.Double[],2
4365,0,320,System.Double[],2
4399,0,320,System.Double[],2
4434,0,319,System.Double[],2
4464,0,320,System.Double[],2
4498,0,320,System.Double[],2
4532,0,320,System.Double[],2
4565,0,320,System.Double[],2
4598,0,319,System.Double[],2
4633,0,319,System.Double[],2
4665,0,319,System.Double[],2
4698,0,319,System.Double[],2
4731,0,319,System.Double[],2
4764,0,319,System.Double[],2
4798,0,319,System.Double[],2
4833,0,319,System.Double[],2
4865,0,319,System.Double[],2
4897,0,319,System.Double[],2
4932,0,319,System.Double[],2
4964,0,319,System.Double[],2
4997,0,319,System.Double[],2
5031,0,319,System.Double[],2
5067,0,319,System.Double[],2
5099,0,319,System.Double[],2
5131,0,319,System.Double[],2
5165,0,319,System.Double[],2
5200,0,319,System.Double[],2
5232,0,319,System.Double[],2
5266,0,319,System.Double[],2
5299,0,319,System.Double[],2
5332,0,319,System.Double[],2
5364,0,319,System.Double[],2
5398,0,319,System.Double[],2
5431,0,319,System.Double[],2
5464,0,319,System.Double[],2
5499,0,319,System.Double[],2
5532,0,319,System.Double[],2
5565,0,319,System.Double[],2
5598,0,319,System.Double[],2
5632,0,319,System.Double[],2
5664,0,319,System.Double[],2
5699,0,319,System.Double[],2
5732,0,319,System.Double[],2
5765,0,319,System.Double[],2
5797,0,319,System.Double[],2
5831,0,319,System.Double[],2
5864,0,320,System.Double[],2
5899,0,320,System.Double[],2
5933,0,321,System.Double[],2
5965,0,322,System.Double[],2
5997,0,323,System.Double[],2
6032,0,323,System.Double[],2
6064,0,323,System.Double[],2
6098,0,323,System.Double[],2
6133,0,322,System.Double[],2
6166,0,322,System.Double[],2
6199,0,321,System.Double[],2
6231,0,320,System.Double[],2
6264,0,320,System.Double[],2
6299,0,319,System.Double[],2
6332,0,318,System.Double[],2
6365,0,317,System.Double[],2
6400,0,317,System.Double[],2
6433,0,316,System.Double[],2
6464,0,316,System.Double[],2
6498,0,315,System.Double[],2
6532,0,314,System.Double[],2
6565,0,313,System.Double[],2
6600,0,312,System.Double[],2
6634,0,312,System.Double[],2
6666,0,311,System.Double[],2
6698,0,311,System.Double[],2
6732,0,311,System.Double[],2
6765,0,311,System.Double[],2
6798,0,311,System.Double[],2
6834,0,311,System.Double[],2
6864,0,311,System.Double[],2
6898,0,311,System.Double[],2
6933,0,311,System.Double[],2
6965,0,311,System.Double[],2
6999,0,311,System.Double[],2
