Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.1170719;-0.2290256;1.164106,-0.1054238;-0.1467353;1.189758,-0.07347464;0.1085948;1.326973,-0.06458867;0.3561329;1.491259,0.09580375;0.3789478;1.486136,0.02224221;-0.111502;1.466338,0.101543;-0.1170337;1.502154,0.2028587;-0.2673968;1.160743,0
32,-0.1167902;-0.2289262;1.163611,-0.1052102;-0.1466534;1.189613,-0.07341276;0.1086954;1.326831,-0.06468114;0.3560727;1.491375,0.09847324;0.3774635;1.48314,0.02318545;-0.1118849;1.466851,0.1025047;-0.1172474;1.502699,0.2028172;-0.2673938;1.160795,0
69,-0.1165933;-0.2302165;1.163638,-0.1049904;-0.1466127;1.189465,-0.07320894;0.1084556;1.327228,-0.06475271;0.356006;1.491518,0.0981683;0.3778796;1.484142,0.02392398;-0.1121804;1.467044,0.1033068;-0.1174099;1.503056,0.2027889;-0.2674419;1.160808,0
101,-0.1165493;-0.2305046;1.163659,-0.1048774;-0.1464967;1.189301,-0.07332288;0.1086714;1.32693,-0.06481507;0.3559737;1.491601,0.09801253;0.3780081;1.484384,0.02427268;-0.1124767;1.467096,0.1037035;-0.1175856;1.503237,0.202794;-0.267452;1.160814,0
132,-0.1167691;-0.2317335;1.163701,-0.1047598;-0.1464104;1.189307,-0.07334407;0.1089216;1.326655,-0.06486674;0.355978;1.491709,0.09793009;0.3780269;1.484592,0.02470878;-0.1128055;1.467423,0.1041876;-0.1178898;1.503714,0.202827;-0.2674736;1.160862,0
164,-0.1128104;-0.2322417;1.169034,-0.1021166;-0.148985;1.194191,-0.07352418;0.1096901;1.325492,-0.06487975;0.3559598;1.49174,0.09786014;0.3781393;1.485012,0.02494258;-0.1129808;1.467585,0.1044628;-0.1180344;1.503917,0.2028457;-0.2675127;1.160908,0
198,-0.1129185;-0.2308907;1.167161,-0.1023057;-0.1478228;1.192054,-0.07365327;0.1100968;1.324895,-0.06489737;0.3559457;1.49177,0.09782963;0.3782273;1.485213,0.02501591;-0.113103;1.46758,0.1045648;-0.1181131;1.50396,0.2028437;-0.2675111;1.16091,0
232,-0.1128301;-0.2298832;1.164284,-0.102318;-0.1468063;1.190221,-0.07363128;0.1105178;1.324261,-0.06491285;0.3559353;1.491781,0.09777487;0.3781358;1.48525,0.02522215;-0.1133175;1.467333,0.1047628;-0.1182989;1.503802,0.2028312;-0.267496;1.160852,0
265,-0.1144053;-0.2328749;1.164544,-0.1024427;-0.1464481;1.189751,-0.07358499;0.110586;1.324323,-0.0649785;0.3559491;1.491921,0.09776345;0.378186;1.485702,0.02547457;-0.1133863;1.467657,0.1049931;-0.118328;1.504024,0.2028018;-0.2676107;1.160821,0
301,-0.1154221;-0.2326113;1.164729,-0.1025274;-0.1462349;1.189549,-0.07359268;0.1106276;1.324447,-0.0650012;0.3559625;1.492087,0.09788138;0.3784749;1.486551,0.02773966;-0.1132957;1.468791,0.1083449;-0.1176271;1.505395,0.2027896;-0.2676552;1.16087,0
