Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,-0.009505672;0.04664066;1.288966,0.1601236;0.001923677;1.303696,0.2182826;-0.259155;1.325712,0.2228059;-0.4557251;1.180485,0.2234028;-0.5055534;1.150253,-0.2236915;-0.5264189;1.072391,-0.01352089;-0.4633514;1.433903,0.06414133;-0.4526443;1.408219,0
32,-0.00956983;0.04685165;1.289608,0.1618364;0.000608755;1.305058,0.21847;-0.2591479;1.325929,0.2222622;-0.456462;1.181762,0.2248495;-0.5056729;1.155998,-0.2235644;-0.5265387;1.072787,-0.0134282;-0.4633607;1.434325,0.06421199;-0.4527448;1.408715,0
65,-0.009562084;0.04687398;1.289626,0.1627434;-0.0001682265;1.305495,0.218538;-0.2591428;1.326084,0.2218693;-0.4565718;1.182069,0.2234601;-0.5060977;1.153405,-0.2235871;-0.5265526;1.072749,-0.0134289;-0.4633702;1.434287,0.06419838;-0.4527883;1.408677,0
99,-0.009567908;0.04687873;1.289624,0.1602613;0.002094605;1.30411,0.2186169;-0.2591173;1.326021,0.2220416;-0.4559985;1.181205,0.2234835;-0.5052804;1.151893,-0.2236544;-0.5261433;1.072492,-0.0134485;-0.463323;1.434173,0.06419242;-0.4527392;1.408602,0
131,-0.009602724;0.04696508;1.289715,0.1591497;0.002853969;1.303964,0.2186746;-0.2591244;1.326043,0.221678;-0.4561863;1.181477,0.2234207;-0.5056366;1.153144,-0.2236061;-0.5261751;1.072515,-0.01350086;-0.4632525;1.43419,0.064154;-0.4526829;1.408595,0
165,-0.009601014;0.04698285;1.289634,0.1576992;0.003875368;1.30282,0.2187293;-0.2590106;1.325798,0.2219509;-0.4552166;1.179992,0.2233045;-0.5040926;1.150378,-0.2235634;-0.5255916;1.072267,-0.01347457;-0.463204;1.434098,0.06419738;-0.4526013;1.408488,0
196,-0.009635177;0.04702223;1.289665,0.1602588;0.001764096;1.304143,0.2188154;-0.2589242;1.325741,0.2217919;-0.4552363;1.180079,0.2240943;-0.503949;1.152825,-0.2235512;-0.5256006;1.072264,-0.01348149;-0.4632157;1.4341,0.06417324;-0.4526479;1.408487,0
229,-0.009635221;0.04708556;1.289698,0.1588654;0.002945361;1.303588,0.2188654;-0.2588688;1.325697,0.221566;-0.4552835;1.180175,0.2235754;-0.5042049;1.152022,-0.223537;-0.5256046;1.072308,-0.01345572;-0.4631734;1.434108,0.06420755;-0.4525784;1.408466,0
263,-0.009622082;0.04710506;1.289621,0.1573868;0.004185641;1.302495,0.2188803;-0.2590164;1.325359,0.2212553;-0.4555452;1.179994,0.2228202;-0.5042003;1.150377,-0.2235453;-0.5255024;1.072262,-0.013391;-0.4631289;1.434043,0.06428306;-0.452493;1.408375,0
298,-0.009666891;0.0471539;1.289657,0.1599218;0.002048459;1.303771,0.218952;-0.2589081;1.325267,0.2219686;-0.4551654;1.179527,0.2236198;-0.5040329;1.150845,-0.2235327;-0.5254956;1.072269,-0.01340553;-0.46314;1.43405,0.06424586;-0.452544;1.408374,0
331,-0.009725105;0.04726269;1.289989,0.1583418;0.003466105;1.303856,0.2189361;-0.2586766;1.325552,0.2215811;-0.4554915;1.180608,0.2234987;-0.5037394;1.152254,-0.2235779;-0.5258301;1.072737,-0.01337429;-0.4630937;1.434413,0.06427911;-0.4524353;1.408759,0
363,-0.009804557;0.04736366;1.290009,0.1572236;0.004522394;1.303213,0.2190669;-0.2582962;1.32515,0.2230221;-0.4531284;1.177399,0.224556;-0.5008246;1.14455,-0.2236214;-0.5259191;1.072725,-0.01332641;-0.4630175;1.434356,0.0643707;-0.45226;1.408711,0
396,-0.009833771;0.04738322;1.290026,0.1595277;0.002688642;1.304106,0.2190543;-0.2580778;1.324864,0.2236619;-0.4511108;1.174628,0.2239044;-0.4968954;1.139388,-0.2235806;-0.5259271;1.072721,-0.01331124;-0.4630385;1.434368,0.06437951;-0.4523148;1.408738,0
