Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,0.004365083;0.05846126;1.269603,0.1798873;0.00362922;1.32299,0.2169556;-0.2207379;1.385301,0.1763967;-0.3736044;1.196472,0.157535;-0.4111425;1.190023,-0.2310495;-0.5407979;1.069882,-0.0154359;-0.4582287;1.426704,0.05971583;-0.4506055;1.406743,0
32,0.004557706;0.0584105;1.269299,0.1798903;0.003549644;1.322931,0.2168649;-0.2209066;1.385046,0.1763647;-0.3737736;1.196204,0.1580504;-0.4115147;1.190327,-0.2311254;-0.540356;1.069564,-0.01547982;-0.4582112;1.426397,0.05964487;-0.4506347;1.406302,0
65,0.004621692;0.05843003;1.269323,0.1799016;0.003486725;1.322956,0.2168387;-0.2209594;1.385112,0.1763879;-0.3738342;1.196267,0.1589636;-0.4136673;1.192344,-0.2311365;-0.5404151;1.069595,-0.01549418;-0.4582112;1.426406,0.05963548;-0.4506397;1.40631,0
100,0.00473509;0.0583857;1.269477,0.179942;0.003415855;1.323031,0.216873;-0.2210445;1.385148,0.1757463;-0.3738172;1.196365,0.1588775;-0.4142736;1.194118,-0.2310621;-0.5405295;1.069657,-0.01549374;-0.458261;1.426479,0.05964612;-0.4506997;1.406383,0
132,0.004793636;0.05838892;1.269463,0.1799556;0.003373272;1.323048,0.2168816;-0.221087;1.385166,0.1757738;-0.3738131;1.19634,0.1588475;-0.4135619;1.193929,-0.2310152;-0.5406868;1.069657,-0.01550784;-0.4582618;1.426481,0.05963832;-0.4507026;1.4064,0
168,0.004932522;0.05833631;1.269361,0.179964;0.003325986;1.323018,0.2168699;-0.2212076;1.384947,0.1757727;-0.3737667;1.195978,0.1574367;-0.4117444;1.192054,-0.2311181;-0.5407782;1.069426,-0.0155412;-0.4582565;1.426232,0.05963109;-0.4507053;1.406192,0
199,0.005187438;0.05836423;1.269817,0.1800241;0.003237199;1.323172,0.2169614;-0.221238;1.385237,0.1763494;-0.3766241;1.198573,0.1592611;-0.4155903;1.195821,-0.2310883;-0.5407138;1.069792,-0.01552119;-0.4582719;1.426646,0.05968196;-0.4507601;1.40663,0
232,0.005303442;0.05838511;1.27012,0.1800426;0.003190476;1.323226,0.2169074;-0.221266;1.385372,0.1762168;-0.3760247;1.198184,0.1589545;-0.4126739;1.193224,-0.2310427;-0.5407168;1.069831,-0.01555453;-0.4582976;1.426741,0.05965693;-0.4508065;1.406747,0
265,0.005443357;0.0583448;1.269891,0.1800675;0.003140355;1.323205,0.2170763;-0.2213254;1.385256,0.1758182;-0.3742137;1.196601,0.156918;-0.4109674;1.191022,-0.2310788;-0.5407175;1.069699,-0.01554865;-0.4583782;1.426547,0.05966156;-0.4509249;1.406492,0
299,0.005565052;0.05829358;1.269691,0.1800745;0.003091473;1.323168,0.2171764;-0.2214627;1.384935,0.1756777;-0.3729345;1.195149,0.1601552;-0.4268149;1.189261,-0.2310924;-0.5404583;1.069412,-0.01557994;-0.4584253;1.426382,0.05962201;-0.4509927;1.406343,0
331,0.005696595;0.05828159;1.26983,0.1801026;0.003043504;1.323253,0.2173557;-0.2212885;1.385539,0.175804;-0.3721579;1.195267,0.1611838;-0.423146;1.190107,-0.2310691;-0.5403861;1.069532,-0.01554237;-0.4584619;1.426571,0.05966315;-0.4510397;1.406577,0
367,0.005788264;0.05829195;1.269939,0.180128;0.002993987;1.323304,0.2178651;-0.2205846;1.38734,0.1762838;-0.3707648;1.19651,0.1590368;-0.4074753;1.188687,-0.2310992;-0.5403211;1.069695,-0.01550914;-0.4584507;1.42668,0.05969566;-0.4510404;1.406658,0
401,0.005853732;0.0582972;1.270037,0.1801614;0.002969611;1.323375,0.2180587;-0.2205382;1.387518,0.1766759;-0.3703282;1.196325,0.1591238;-0.4071712;1.186798,-0.2311349;-0.540442;1.069878,-0.01551557;-0.4584463;1.426828,0.05968612;-0.4510445;1.406841,0
433,0.005880558;0.05829291;1.270059,0.180172;0.002953391;1.32339,0.2183495;-0.2205644;1.387373,0.1759357;-0.3679596;1.194484,0.1620483;-0.4049044;1.179379,-0.2311118;-0.5404572;1.069899,-0.01549296;-0.4584548;1.426852,0.05971777;-0.4510561;1.40687,0
477,0.005968465;0.05825829;1.270053,0.180177;0.002937726;1.323394,0.2186384;-0.2204464;1.387587,0.1755101;-0.3656515;1.193141,0.1604399;-0.3817095;1.166864,-0.2312271;-0.5405039;1.069963,-0.01549381;-0.4584563;1.42685,0.05971731;-0.4510612;1.406872,0
500,0.006104306;0.05819003;1.269686,0.1801728;0.002907524;1.32329,0.2183728;-0.2211678;1.385795,0.1758508;-0.3652047;1.190317,0.1619837;-0.3680125;1.155391,-0.2313115;-0.5406627;1.069576,-0.01550759;-0.4584849;1.426387,0.05971036;-0.4510991;1.406419,0
531,0.00621602;0.05816503;1.269645,0.1791769;0.0047515;1.319757,0.252344;-0.1729929;1.444495,0.1758529;-0.3493948;1.18188,0.1612628;-0.3554837;1.144702,-0.2314541;-0.5407659;1.069479,-0.01530661;-0.4584581;1.426295,0.05992002;-0.4510144;1.406463,0
569,0.006262082;0.0581572;1.269648,0.1792562;0.004567572;1.320097,0.212829;-0.2217161;1.378862,0.1740533;-0.3439473;1.167872,0.1610386;-0.3459562;1.134029,-0.2314195;-0.5408304;1.069473,-0.01529302;-0.4584579;1.426272,0.05994288;-0.4510188;1.40643,0
600,0.006303515;0.05815294;1.269676,0.1793465;0.004382806;1.320392,0.1920146;-0.2351863;1.389685,0.1764282;-0.3004828;1.151595,0.1643629;-0.3326701;1.130283,-0.2314246;-0.5408514;1.069447,-0.01530845;-0.4584709;1.426224,0.05992195;-0.4510458;1.406367,0
633,0.006328977;0.05813269;1.269702,0.1794086;0.004257387;1.320576,0.2135744;-0.2215365;1.380418,0.1714129;-0.30301;1.150756,0.1640074;-0.3241371;1.123364,-0.2314254;-0.5408292;1.069381,-0.01534119;-0.4585013;1.426195,0.05988877;-0.4510753;1.406346,0
