Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.1526257;-0.03567982;1.10384,-0.161828;0.002109526;1.244648,-0.1392126;0.1187365;1.428334,-0.1028089;0.3362049;1.501487,0.05882512;0.3663125;1.480042,0.005728839;-0.1283818;1.473888,0.08502205;-0.1305204;1.499797,0.2043456;-0.2626199;1.169373,0
33,-0.1638647;-0.08245914;1.115808,-0.1474499;-0.06459264;1.18144,-0.1387613;0.112582;1.414297,-0.1029402;0.3359933;1.501472,0.05880699;0.36678;1.480318,0.005516892;-0.1279394;1.474437,0.08479593;-0.130177;1.500332,0.2042533;-0.2625254;1.169661,0
66,-0.1750335;-0.1105315;1.126952,-0.1575912;-0.09714963;1.1479,-0.1158827;0.06908885;1.371115,-0.103214;0.3351747;1.500795,0.05875178;0.367017;1.48036,0.00537816;-0.1278816;1.474361,0.08461105;-0.1301757;1.500329,0.2041722;-0.2624075;1.169739,0
101,-0.1683234;-0.1434385;1.15351,-0.1371191;-0.1627659;1.19302,-0.1150789;0.06804576;1.370651,-0.1034636;0.3343491;1.499967,0.05874392;0.3672541;1.480368,0.004041697;-0.1275244;1.474009,0.08337262;-0.1300648;1.500311,0.2041379;-0.2623824;1.169785,0
132,-0.1698534;-0.1471437;1.151385,-0.1369988;-0.1646307;1.191048,-0.1118285;0.06899303;1.364442,-0.1036943;0.3333273;1.498286,0.05864902;0.367425;1.480032,0.003315063;-0.1274624;1.473374,0.0824208;-0.130004;1.49966,0.2040639;-0.2622733;1.169692,0
167,-0.1731143;-0.1524043;1.1518,-0.1374605;-0.1630455;1.191421,-0.1052793;0.06558987;1.370328,-0.1038448;0.3330313;1.49774,0.05855736;0.3675992;1.479816,0.00292691;-0.1273778;1.4731,0.08199709;-0.1299904;1.499472,0.2040595;-0.2622694;1.169696,0
200,-0.171634;-0.1521096;1.153663,-0.1379357;-0.1634897;1.190035,-0.1046848;0.06692681;1.366393,-0.1040201;0.3328211;1.497225,0.05850627;0.3677374;1.479658,0.002643398;-0.1274402;1.473011,0.0815022;-0.1301587;1.499457,0.2040675;-0.262416;1.169662,0
233,-0.1701076;-0.1507085;1.153988,-0.1397865;-0.1661487;1.186636,-0.1261609;0.07267061;1.354043,-0.1041005;0.3321158;1.496028,0.05844148;0.3678396;1.479411,0.001965296;-0.1275569;1.473078,0.08078454;-0.1304047;1.499632,0.2040799;-0.2624072;1.169651,0
265,-0.1698152;-0.1498735;1.152763,-0.1400946;-0.1664776;1.185885,-0.1277153;0.07261641;1.352994,-0.1042382;0.33175;1.495335,0.05838963;0.367911;1.479144,0.001430205;-0.1276578;1.472986,0.08024597;-0.1305899;1.499737,0.2042142;-0.2624946;1.169672,0
301,-0.1383764;-0.2450281;1.162762,-0.1390438;-0.1672206;1.186247,-0.1287462;0.07260098;1.35243,-0.1042935;0.3315297;1.494986,0.05837321;0.367946;1.478933,0.001006471;-0.1277381;1.473076,0.07984026;-0.1306637;1.499867,0.2042943;-0.2624499;1.169689,0
332,-0.1714735;-0.1487151;1.153448,-0.1387367;-0.1675341;1.186751,-0.1306123;0.07281193;1.352281,-0.1043116;0.331505;1.494932,0.05838304;0.367987;1.478772,0.0007041839;-0.127668;1.47329,0.07955287;-0.1306504;1.500141,0.2044957;-0.262467;1.169855,0
408,-0.1369544;-0.2460734;1.165065,-0.1388441;-0.167589;1.187071,-0.133196;0.07293405;1.352446,-0.1043444;0.3314722;1.494859,0.0583821;0.3680343;1.478566,0.0002168732;-0.127502;1.473562,0.07911109;-0.1305713;1.500477,0.2046646;-0.2623972;1.170079,0
