Time_Stamp,AccelZWrist,FlexWrist,WristFlexion,Trimming_Id
0,10272,1023,130.316597311258,0
33,10488,1023,132.217619655775,0
67,10680,1023,129.375383969855,0
102,10496,1023,131.433708065751,0
135,10468,1023,130.785236707815,0
166,10424,1022,134.095962906012,0
201,10532,1023,136.415436364241,0
231,10576,1023,135.066076222263,0
267,10548,1023,139.249315919423,0
299,10552,1023,154.732551943461,0
333,10528,1023,148.507286551669,0
369,10372,1023,158.906077809767,0
401,10520,1023,157.327515744225,0
432,10596,1023,160.572844184932,0
467,10376,1023,163.677480396913,0
499,10436,1023,166.516234551475,0
532,10412,1023,163.049881525972,0
567,10408,1023,152.157476287727,0
601,10420,1022,154.744577671349,0
632,10320,1023,160.396028963779,0
667,10508,1023,164.441538931012,0
698,10476,1023,168.240214126502,0
732,10328,1023,169.32264259414,0
768,10372,1023,114.383602150303,0
801,10416,1023,159.591004585421,0
835,10512,1023,151.106616368493,0
868,10296,1023,143.289597370614,0
901,10364,1022,151.592997153297,0
932,10476,1023,146.079835160559,0
966,10312,1022,137.251089658363,0
1003,10468,1023,137.050624232224,0
1032,10428,1022,136.854631836398,0
1068,10188,1023,140.505312014568,0
1100,10244,1023,145.202497052674,0
1134,10216,1023,145.634724397951,0
1166,10212,1023,147.711354962166,0
1202,10300,1023,140.008094157817,0
1235,10396,1023,144.207214547171,0
1268,10308,1022,150.042323143713,0
1300,10220,1023,153.541202974712,0
1333,10124,1022,152.534910476293,0
1366,10164,1022,147.437678724103,0
1402,10220,1023,145.52971899197,0
1436,10260,1023,148.299245505603,0
1469,10284,1023,150.221668924503,0
1501,10236,1023,151.516071851433,0
1532,10308,1023,156.011085674931,0
1568,10388,1023,158.714716577322,0
1600,10276,1023,159.669085237436,0
1636,10028,1023,164.897116825204,0
1668,9912,1023,165.596846892213,0
1702,9888,1023,170.810339183027,0
1733,10184,1023,156.527703991524,0
1769,9996,1023,167.38657582385,0
1801,10092,1023,158.640663052221,0
1833,10024,1023,164.900271325936,0
1869,10020,1022,167.754435385329,0
1902,10276,1023,169.521963206186,0
1935,10244,1022,164.789114135618,0
1970,10184,1023,160.328509778546,0
2000,10276,1023,157.512876316811,0
2034,10060,1022,154.583941556531,0
2070,10236,1023,154.068493964193,0
2100,10192,1023,149.674396236356,0
2135,10084,1023,150.837579767792,0
2169,10156,1023,147.74172992803,0
2202,10088,1023,144.302606725389,0
2233,10148,1023,132.343665860159,0
2270,10112,1023,139.27621930376,0
2301,9976,1023,139.338013231218,0
2334,10236,1023,151.322377443261,0
2369,10068,1023,138.475155296282,0
2446,10140,1023,157.825063802165,0
2467,10256,1023,148.458078832371,0
2502,10172,1023,153.585620965457,0
2534,10052,1023,146.883679425567,0
2569,10096,1023,145.768089877117,0
2600,10300,1023,140.464062652455,0
2632,10204,1023,145.149116345158,0
2667,10072,1022,140.583043499648,0
2700,9592,1023,140.037675851019,0
