Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
1727,-0.03626805;0.2419244;1.332795,0.09581094;0.2110876;1.296397,0.01553409;0.02103568;1.24509,-0.08813725;-0.1264059;1.163825,-0.1372664;-0.1873452;1.148177,-0.026584;-0.1612731;1.431562,0
1759,-0.03627231;0.24193;1.332798,0.09411082;0.2103035;1.295732,0.0181382;0.02418571;1.245587,-0.08607569;-0.1223341;1.163193,-0.1327292;-0.1714111;1.149422,-0.02682435;-0.1613502;1.431535,0
1790,-0.03619431;0.2419465;1.332761,0.09423364;0.2103859;1.295812,0.01935031;0.02474369;1.245147,-0.0855104;-0.1199207;1.160075,-0.1215858;-0.1321702;1.140143,-0.02444348;-0.1615767;1.427834,0
1824,-0.03613065;0.241964;1.332788,0.09444728;0.2107125;1.296279,0.01997106;0.02472244;1.245226,-0.09602416;-0.1048462;1.150038,-0.1480534;-0.1389638;1.116354,-0.02320994;-0.1628397;1.425401,0
1856,-0.0360786;0.2419861;1.332716,0.09399126;0.2105482;1.296043,0.02282097;0.02555451;1.24363,-0.09653362;-0.1002895;1.147497,-0.1491133;-0.119589;1.105477,-0.02309687;-0.1643476;1.421784,0
1891,-0.03602557;0.242013;1.332655,0.09390373;0.2105667;1.296038,0.03259885;0.02724498;1.242404,-0.09539258;-0.08718906;1.142879,-0.1496482;-0.09854126;1.099999,-0.02330885;-0.1646358;1.420338,0
1926,-0.03601421;0.2421136;1.33279,0.09441902;0.2110117;1.296345,0.01149459;-0.006441806;1.215601,-0.1350879;-0.09683043;1.117277,-0.222098;-0.1049143;1.038612,-0.0257397;-0.1625377;1.421961,0
1959,-0.03604376;0.2421359;1.332834,0.09495726;0.211565;1.296439,0.01147367;-0.002433073;1.199073,-0.1474849;-0.06111048;1.095607,-0.2281045;-0.07761671;1.034553,-0.02858323;-0.1617523;1.422124,0
1990,-0.03603067;0.2421913;1.332866,0.095509;0.2124577;1.296603,0.01447938;0.003223787;1.189954,-0.1496871;-0.04953083;1.091821,-0.231242;-0.04652576;1.034872,-0.02931289;-0.161054;1.422851,0
2024,-0.03599693;0.2422986;1.333002,0.09606511;0.2134483;1.296748,0.01849436;0.009846999;1.180456,-0.15376;-0.02623441;1.089264,-0.2358857;-0.0142893;1.039686,-0.03015779;-0.1595871;1.42474,0
2057,-0.03582881;0.2425367;1.333241,0.09683084;0.2144227;1.2968,0.02356285;0.01869041;1.17145,-0.1652192;0.01457885;1.081728,-0.2380792;0.01941083;1.045097,-0.03091882;-0.1572934;1.426761,0
2089,-0.03578883;0.2426347;1.333259,0.09763242;0.2155368;1.296523,0.03002584;0.02573443;1.16394,-0.1522055;0.03588439;1.087796,-0.2394509;0.05184998;1.051728,-0.03317685;-0.1556863;1.428293,0
2128,-0.03575514;0.2427525;1.333313,0.09809389;0.2163444;1.296263,0.0349611;0.0335856;1.157956,-0.1614489;0.06249616;1.091111,-0.2386112;0.08411416;1.06546,-0.03684534;-0.1527053;1.431622,0
2159,-0.03567835;0.242802;1.333327,0.09862153;0.2172769;1.295627,0.04570179;0.04997877;1.165455,-0.1573522;0.07905982;1.095049,-0.2353362;0.113491;1.07684,-0.03795344;-0.1526588;1.432397,0
2192,-0.03567828;0.2428575;1.333414,0.0991116;0.2181873;1.295266,0.05005269;0.06195971;1.168051,-0.1516885;0.1033409;1.10563,-0.2322621;0.1424937;1.090954,-0.0412758;-0.1516521;1.433203,0
2223,-0.03564994;0.2429335;1.333696,0.09955198;0.2190729;1.294816,0.04898684;0.06544671;1.165982,-0.1454243;0.1213575;1.112398,-0.2272278;0.1681456;1.104975,-0.04617361;-0.1511412;1.435354,0
2257,-0.03514866;0.243052;1.333958,0.1000073;0.2200931;1.294412,0.04798002;0.07301401;1.163302,-0.1352653;0.1341257;1.118127,-0.2177756;0.1895501;1.114442,-0.04234965;-0.1499105;1.435549,0
2291,-0.03478843;0.2431532;1.334115,0.1003372;0.2212267;1.294063,0.04485796;0.07933083;1.158524,-0.1449445;0.1718025;1.125965,-0.2294521;0.2201928;1.12336,-0.04016567;-0.1497629;1.435632,0
2325,-0.0345623;0.2431823;1.334191,0.1005492;0.2225239;1.293499,0.04309094;0.08459257;1.154587,-0.148468;0.1800537;1.127833,-0.2220738;0.2394277;1.131931,-0.03799088;-0.1505052;1.435558,0
2361,-0.03433937;0.2432831;1.334582,0.1006115;0.2234087;1.293183,0.04175521;0.08821749;1.152096,-0.1288329;0.2032499;1.147808,-0.2053268;0.2533295;1.145418,-0.03601594;-0.1521499;1.436388,0
2389,-0.03425937;0.2432794;1.334593,0.100499;0.2244105;1.292495,0.02907895;0.1047817;1.143127,-0.1300384;0.2152627;1.145132,-0.199445;0.2694186;1.149018,-0.03446788;-0.1544967;1.43542,0
2426,-0.03443072;0.2460149;1.335948,0.100341;0.2256537;1.292206,0.02542153;0.111013;1.1406,-0.1727456;0.2746085;1.158907,-0.2060683;0.2935862;1.162584,-0.03643386;-0.1558772;1.439048,0
2457,-0.03432398;0.2460551;1.335797,0.09993452;0.2273652;1.29219,0.02338507;0.1168264;1.138315,-0.168078;0.2753097;1.16077,-0.1981465;0.3057281;1.173265,-0.03477298;-0.1568442;1.439601,0
2491,-0.03376716;0.2462261;1.334825,0.09958858;0.2286512;1.291776,0.02125477;0.123699;1.13485,-0.163064;0.2801106;1.163831,-0.1899052;0.3149605;1.177694,-0.03349147;-0.1578439;1.43893,0
2523,-0.03321102;0.2467972;1.333867,0.09939226;0.2292962;1.291529,0.02108596;0.1286688;1.131713,-0.1605018;0.2891313;1.168712,-0.1835795;0.3242675;1.185033,-0.03365942;-0.157891;1.43911,0
2559,-0.03238385;0.2473362;1.33223,0.09912814;0.2304308;1.290918,0.01974486;0.1331037;1.129563,-0.1588287;0.2977139;1.174453,-0.1764368;0.3317771;1.189747,-0.0329904;-0.1582079;1.438708,0
2595,-0.03197429;0.2479071;1.330824,0.09888152;0.2314256;1.290186,0.01997815;0.1356339;1.127653,-0.1587076;0.3058699;1.179576,-0.1709286;0.338593;1.195367,-0.03303736;-0.158187;1.438767,0
2624,-0.03157172;0.2483582;1.329484,0.09728093;0.2382499;1.286011,0.02036006;0.1357759;1.126685,-0.1388193;0.2920807;1.181537,-0.1619598;0.3396972;1.199397,-0.03307397;-0.1578828;1.438881,0
2656,-0.03134155;0.2484766;1.3287,0.0970345;0.2384767;1.285939,0.02118286;0.1361831;1.125969,-0.112821;0.2662822;1.166588,-0.1504646;0.3338739;1.200313,-0.03368574;-0.1574423;1.439486,0
2693,-0.03106531;0.2487171;1.328117,0.09674896;0.2387909;1.285864,0.0212818;0.1366454;1.125611,-0.1376034;0.3098862;1.199911,-0.152685;0.349666;1.210481,-0.03359202;-0.1572694;1.439733,0
2723,-0.03090758;0.2487778;1.327451,0.09649757;0.239186;1.285934,0.02165708;0.1367839;1.125546,-0.1374697;0.3098145;1.200122,-0.1487848;0.3538017;1.212449,-0.033551;-0.1570161;1.439973,0
