Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,0.02110216;0.0007085885;1.33029,0.1520335;-0.0503593;1.266089,0.02472353;-0.2601483;1.187494,-0.1001141;-0.3819818;1.09186,-0.1462925;-0.4270395;1.088167,0.00757342;-0.4452681;1.418531,0
40,0.0207032;0.001154762;1.330414,0.1520476;-0.05036812;1.266055,0.02451794;-0.260247;1.187259,-0.1004446;-0.382246;1.092041,-0.1455942;-0.4269283;1.087347,0.00789996;-0.445144;1.418815,0
83,0.02045971;0.001539985;1.33025,0.1520138;-0.05044487;1.265049,0.02165023;-0.2618987;1.184471,-0.1023328;-0.3863195;1.091403,-0.1472372;-0.4286108;1.079768,0.008544724;-0.444681;1.419006,0
129,0.02010493;0.001800596;1.330256,0.1521995;-0.05024216;1.265822,0.02290213;-0.2603379;1.184496,-0.1014232;-0.3856343;1.093228,-0.1467932;-0.4280853;1.083632,0.007327036;-0.4452155;1.418504,0
172,0.019893;0.002172058;1.330219,0.1522291;-0.05009072;1.266217,0.02286763;-0.2602563;1.1845,-0.1012889;-0.3847567;1.091772,-0.1470194;-0.4277533;1.083351,0.008165124;-0.4450502;1.41749,0
210,0.01973461;0.002414707;1.330274,0.1520667;-0.05035172;1.265771,0.02298157;-0.2602012;1.184838,-0.1007649;-0.3844723;1.091169,-0.1467299;-0.4278217;1.083815,0.008075527;-0.4450288;1.417761,0
248,0.02069241;0.001530287;1.330392,0.1521085;-0.05026579;1.266346,0.02302368;-0.2599338;1.184746,-0.1018198;-0.383283;1.091312,-0.1465158;-0.4264623;1.084512,0.008402125;-0.4448499;1.418167,0
289,0.02129069;0.00113623;1.330543,0.1520043;-0.05036148;1.265744,0.02310018;-0.2588802;1.184438,-0.1021196;-0.3820328;1.091252,-0.1477;-0.4234689;1.082736,0.008433064;-0.4447853;1.418257,0
330,0.02089881;0.001671262;1.330705,0.1518285;-0.05041077;1.265252,0.02294738;-0.2582685;1.18381,-0.1027843;-0.3806987;1.090311,-0.1484385;-0.4212546;1.082013,0.008186653;-0.4446412;1.418663,0
374,0.02194118;0.0008217918;1.330856,0.1520342;-0.05012788;1.265899,0.02340019;-0.2567373;1.183607,-0.1026241;-0.37845;1.089474,-0.1481598;-0.4172302;1.081238,0.008084168;-0.4445383;1.418731,0
416,0.02231022;0.0004335789;1.330733,0.1520305;-0.05006868;1.266014,0.02356206;-0.2554637;1.182312,-0.1047922;-0.3737331;1.08673,-0.1513917;-0.4109888;1.07487,0.008003262;-0.4445012;1.418686,0
456,0.02167013;0.001259509;1.331077,0.1520027;-0.05007346;1.265917,0.02962282;-0.2482928;1.184175,-0.09947603;-0.3688131;1.092777,-0.1538826;-0.4023998;1.072854,0.007825969;-0.4444204;1.418867,0
496,0.02213607;0.0007514925;1.330803,0.1520395;-0.04993894;1.266057,0.03063606;-0.2469883;1.183116,-0.1017525;-0.3586752;1.084637,-0.1518647;-0.3945794;1.06547,0.007754776;-0.4444005;1.418809,0
537,0.02243013;0.0004711636;1.330948,0.1521174;-0.04967641;1.266454,0.04939657;-0.2340774;1.188143,-0.08921787;-0.3442124;1.097047,-0.13901;-0.379223;1.074863,0.007681117;-0.4443301;1.418823,0
581,0.02289461;0.0001388728;1.330775,0.1522679;-0.04943538;1.266797,0.04783695;-0.2347883;1.18682,-0.09120256;-0.3427378;1.093566,-0.1425444;-0.3784649;1.068123,0.007916066;-0.444443;1.416562,0
625,0.02317212;-8.776711E-05;1.330821,0.1523047;-0.04933928;1.266979,0.04963511;-0.2332548;1.187648,-0.08928352;-0.3403933;1.093136,-0.1435385;-0.3752233;1.063889,0.008058661;-0.4443972;1.416604,0
667,0.02348305;-0.0004145319;1.331912,0.1524247;-0.04916857;1.267631,0.05070584;-0.2315349;1.188678,-0.08779826;-0.3387311;1.093552,-0.1468441;-0.3731643;1.06126,0.006313094;-0.4441616;1.420152,0
707,0.02243608;0.0005171259;1.331891,0.1524511;-0.04903771;1.267789,0.05370133;-0.2287937;1.189785,-0.08487001;-0.3359285;1.094635,-0.144078;-0.369132;1.057289,0.005629325;-0.444324;1.419838,0
744,0.02262503;-1.963315E-05;1.331617,0.15131;-0.04899291;1.264844,0.05389693;-0.2283239;1.189864,-0.08452453;-0.3348641;1.093737,-0.142383;-0.3674759;1.055586,0.004855679;-0.4445428;1.419265,0
792,0.0228709;-0.0002699481;1.3319,0.1515399;-0.04887501;1.265784,0.05324996;-0.2283577;1.190317,-0.08486559;-0.3347702;1.093566,-0.1443468;-0.3699507;1.05994,0.005015288;-0.4444411;1.419632,0
836,0.0222411;0.0004280822;1.331925,0.1515799;-0.04892471;1.26646,0.03959484;-0.2327326;1.189404,-0.08979377;-0.3431564;1.085015,-0.1503567;-0.3782351;1.05665,0.004980328;-0.4444915;1.419923,0
888,0.02170805;0.001011384;1.331779,0.1516004;-0.04888368;1.266806,0.01559516;-0.2534267;1.177535,-0.1107243;-0.3639637;1.069644,-0.1684593;-0.3946712;1.04126,0.005048898;-0.4444508;1.420119,0
920,0.02214423;0.0001900392;1.331179,0.1516001;-0.0488911;1.266823,0.01241756;-0.2562906;1.17644,-0.1332224;-0.3876465;1.061868,-0.1798817;-0.4203025;1.035561,0.005131775;-0.4444366;1.420246,0
963,0.02235524;-0.0002853665;1.331158,0.1515891;-0.04895178;1.266943,0.00538669;-0.2599704;1.178446,-0.1364397;-0.3895875;1.063227,-0.1746604;-0.4308928;1.043314,0.004715648;-0.4443434;1.421559,0
1008,0.02147229;0.0003432859;1.330858,0.1515591;-0.0489703;1.266936,0.004384049;-0.2594413;1.178777,-0.1384731;-0.3910865;1.063127,-0.1726043;-0.43374;1.041997,0.0007957349;-0.4439575;1.424253,0
1050,0.02100467;0.000759744;1.330807,0.151509;-0.0490422;1.266991,0.003549882;-0.2595601;1.180496,-0.1366224;-0.3936087;1.06911,-0.1717055;-0.4348347;1.04614,0.001048855;-0.4439131;1.424474,0
1092,0.02132373;-3.552757E-05;1.331224,0.1514764;-0.04914272;1.267342,0.002949387;-0.2598954;1.182674,-0.1359067;-0.3956599;1.073097,-0.1714319;-0.4368865;1.05157,0.001157146;-0.4439295;1.425335,0
1155,0.02068147;0.000525533;1.331334,0.151413;-0.04915515;1.26746,0.002541046;-0.259745;1.183024,-0.1358071;-0.3958979;1.073717,-0.1699453;-0.4359143;1.047508,0.001246691;-0.4438099;1.425847,0
1186,0.02094127;-0.0001288776;1.331054,0.1513863;-0.04914138;1.267522,0.002370901;-0.2596066;1.183016,-0.1356649;-0.3958873;1.073908,-0.1696684;-0.4354892;1.04496,0.001435871;-0.4438084;1.425872,0
1220,0.0204053;0.0004285685;1.331135,0.1513453;-0.04914758;1.267663,0.00236403;-0.2595918;1.183029,-0.1351235;-0.3957832;1.074327,-0.1699762;-0.4348827;1.045992,0.001470823;-0.4438161;1.425924,0
1266,0.01970029;0.001041863;1.331442,0.1513215;-0.04912218;1.267901,0.003114611;-0.2602537;1.183706,-0.1295123;-0.3926612;1.077771,-0.1693016;-0.4285952;1.049774,-0.001464931;-0.4436225;1.427958,0
1313,0.01948208;0.001314517;1.331469,0.1515261;-0.04875709;1.268443,0.004828309;-0.2603689;1.182611,-0.1257997;-0.3911614;1.077436,-0.1713221;-0.4238169;1.049697,-0.001192371;-0.4436177;1.427946,0
1358,0.02018168;0.0003210163;1.33092,0.1515301;-0.04873114;1.268447,0.02011072;-0.2551487;1.180662,-0.1171269;-0.3514199;1.072151,-0.1651583;-0.3816169;1.044493,-0.001123887;-0.4435976;1.427798,0
1399,0.02056901;-0.0002148126;1.331414,0.1517167;-0.04862164;1.268832,0.06620866;-0.2243217;1.198383,-0.08113319;-0.3158422;1.098495,-0.1373616;-0.3313647;1.066675,-0.001397323;-0.4436281;1.427551,0
1439,0.02065418;-0.0003156194;1.331391,0.1517493;-0.04855555;1.268332,0.06640319;-0.2238905;1.194613,-0.1438754;-0.3173292;1.054988,-0.1974403;-0.3398732;1.022517,-0.001734099;-0.4435315;1.42671,0
1481,0.01997083;0.0006617693;1.331453,0.1521109;-0.04829019;1.268893,0.06773747;-0.2231829;1.193451,-0.09246077;-0.2851443;1.083946,-0.2007495;-0.3152538;1.022585,-0.002321042;-0.4433097;1.425947,0
1522,0.01938939;0.001536355;1.331701,0.152904;-0.04781338;1.269591,0.06949154;-0.2214497;1.186898,-0.1054097;-0.2768193;1.076586,-0.2030626;-0.2869759;1.021322,-0.002534535;-0.4428692;1.425898,0
1588,0.02053288;0.001218452;1.331995,0.1532253;-0.04751328;1.269893,0.07800283;-0.2085711;1.169526,-0.1256841;-0.2206772;1.06263,-0.1983839;-0.218757;1.024717,0.003593749;-0.4405099;1.421827,0
1626,0.02136765;0.001029523;1.332505,0.1540718;-0.04629587;1.270633,0.07832474;-0.2075561;1.140784,-0.1232494;-0.2069584;1.063193,-0.1917466;-0.1892901;1.034102,0.007901369;-0.4380049;1.422818,0
1652,0.02213595;0.0008506578;1.332852,0.1548234;-0.04503702;1.271045,0.06984697;-0.1958363;1.139276,-0.1242069;-0.1808155;1.062904,-0.1910169;-0.1590299;1.037325,0.01698383;-0.4325613;1.422177,0
1691,0.02196185;0.002052251;1.332923,0.1557409;-0.0432741;1.271438,0.09311955;-0.1779268;1.129339,-0.1203611;-0.1135881;1.069766,-0.1888466;-0.09712928;1.051074,0.0211302;-0.4298255;1.422557,0
1735,0.0227584;0.001891958;1.333442,0.156254;-0.04200665;1.271539,0.09356829;-0.1752248;1.127999,-0.1425595;-0.08442588;1.070595,-0.1846238;-0.06982387;1.060392,0.02152248;-0.4293281;1.423072,0
1793,0.02345544;0.001993902;1.333664,0.1568781;-0.04039142;1.271365,0.09441832;-0.168415;1.122769,-0.1006722;-0.07746644;1.083602,-0.1654192;-0.0476156;1.0752,0.02266689;-0.428473;1.422944,0
1835,0.02307791;0.0029801;1.333461,0.157687;-0.03834287;1.271205,0.09563993;-0.1587005;1.115804,-0.1404299;-0.03588997;1.087548,-0.1728339;-0.02026797;1.07939,0.0228263;-0.4284442;1.422868,0
