Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.03829896;0.2793449;1.336385,0.09620412;0.2230126;1.2879,0.002525236;0.004446285;1.24322,-0.1065721;-0.1433608;1.170195,-0.1338885;-0.1887526;1.17635,-0.02730517;-0.1457549;1.432369,0
30,-0.03839977;0.2794712;1.336314,0.09622499;0.2229814;1.287788,0.00372797;0.005006455;1.244026,-0.1059402;-0.1420464;1.170244,-0.132677;-0.1886166;1.176366,-0.02776974;-0.1457094;1.432527,0
64,-0.03849162;0.2796151;1.336246,0.09621697;0.2229759;1.287775,0.004800385;0.005660774;1.24401,-0.1051256;-0.1413585;1.170562,-0.1321244;-0.1881443;1.17593,-0.02813142;-0.1457172;1.432659,0
98,-0.03866385;0.279747;1.336086,0.09618671;0.2229567;1.287674,0.005719466;0.005955038;1.243233,-0.104679;-0.1410351;1.170497,-0.1302183;-0.1869759;1.174324,-0.02874228;-0.1457448;1.432556,0
131,-0.03856396;0.2788403;1.338847,0.09148081;0.2249615;1.292544,0.00604994;0.005908222;1.243128,-0.1044518;-0.1409882;1.170352,-0.131078;-0.1880942;1.174923,-0.0292831;-0.1458221;1.432653,0
165,-0.03882716;0.2793599;1.338429,0.09199876;0.2247817;1.2917,0.006968803;0.006351392;1.242963,-0.1039018;-0.1403881;1.170444,-0.1311737;-0.1870371;1.174395,-0.02973452;-0.1457036;1.432906,0
199,-0.03845736;0.2794948;1.342888,0.0885446;0.2265261;1.297658,0.007329485;0.006523973;1.24325,-0.1034383;-0.1402451;1.170618,-0.1327296;-0.1887336;1.176648,-0.02979926;-0.1456833;1.433576,0
231,-0.03887228;0.2801966;1.341343,0.09035598;0.225829;1.294317,0.00751749;0.006622474;1.243086,-0.1033657;-0.1400618;1.170455,-0.1300729;-0.1860535;1.174496,-0.02991917;-0.1456694;1.433531,0
264,-0.0391985;0.2808101;1.340438,0.09122498;0.2254199;1.29274,0.007924756;0.00708273;1.242848,-0.1031067;-0.1395462;1.170333,-0.131972;-0.1863046;1.174092,-0.03017034;-0.1456306;1.433644,0
298,-0.0393887;0.2812252;1.339932,0.09163646;0.2252505;1.29177,0.007847323;0.0071276;1.242179,-0.1032135;-0.139348;1.169363,-0.1321975;-0.1854749;1.173747,-0.03019038;-0.1456177;1.433663,0
330,-0.0396441;0.2816209;1.339428,0.09194125;0.2250933;1.290946,0.00790362;0.007602029;1.241336,-0.1031111;-0.138779;1.168216,-0.1321169;-0.1846357;1.17297,-0.03045156;-0.145582;1.433693,0
365,-0.0397907;0.2819074;1.339157,0.09216507;0.2249977;1.290332,0.03218743;0.03911748;1.244038,-0.08157006;-0.1098024;1.181557,-0.120894;-0.1608436;1.173178,-0.03047881;-0.1455579;1.433703,0
399,-0.03987023;0.2817266;1.341617,0.08870205;0.2265159;1.29359,0.03263766;0.04008796;1.244013,-0.08103091;-0.1085934;1.18068,-0.122286;-0.1600467;1.171853,-0.03052574;-0.1455786;1.433731,0
431,-0.03997251;0.2819092;1.343889,0.08678607;0.2271607;1.294936,0.03281469;0.04041404;1.243991,-0.08076993;-0.1076669;1.178903,-0.1241754;-0.1601051;1.168375,-0.03056041;-0.1455205;1.433957,0
464,-0.04020799;0.2819629;1.344724,0.08519652;0.2278977;1.295676,0.01037547;0.01183645;1.231854,-0.1027041;-0.1359839;1.165738,-0.1361973;-0.1802569;1.165993,-0.03055982;-0.145517;1.433964,0
498,-0.04065916;0.2827775;1.342433,0.0872068;0.2270862;1.292685,0.03005499;0.04238403;1.236941,-0.0809677;-0.1085413;1.174233,-0.1235432;-0.1583436;1.162869,-0.03063611;-0.1454332;1.433791,0
530,-0.0410768;0.2833687;1.341189,0.08831247;0.2265704;1.29092,0.02995669;0.04181438;1.236916,-0.08086033;-0.1082528;1.171512,-0.1242074;-0.1586484;1.159666,-0.03095106;-0.1453455;1.433753,0
563,-0.04139175;0.2836938;1.340488,0.0888761;0.2263305;1.290089,0.03082803;0.04117954;1.237354,-0.08068267;-0.1077126;1.170271,-0.1253264;-0.1598443;1.156243,-0.03107386;-0.1453092;1.433643,0
598,-0.04203801;0.2842807;1.345945,0.08571623;0.2278535;1.294677,0.03168407;0.04238549;1.238273,-0.07952736;-0.106437;1.170442,-0.1242719;-0.1557308;1.157445,-0.03108891;-0.1451949;1.434514,0
646,-0.04215794;0.2847073;1.344907,0.08715378;0.2271857;1.292927,0.03157394;0.04167473;1.238549,-0.07945293;-0.1066864;1.169271,-0.1235172;-0.1577686;1.153653,-0.03111104;-0.1450745;1.434726,0
663,-0.04240629;0.2850051;1.343253,0.08829334;0.2264303;1.291189,0.03836201;0.03886871;1.238782,-0.07803545;-0.1043802;1.167327,-0.1212069;-0.15499;1.148633,-0.03157431;-0.1451428;1.434596,0
