Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.06929256;0.2641509;1.336115,0.06679489;0.2175845;1.302592,0.02814611;0.03459517;1.261132,-0.08351269;-0.1245535;1.181852,-0.1217345;-0.1871067;1.170368,-0.04467604;-0.1308673;1.416547,0
32,-0.06924903;0.2641236;1.336127,0.06685749;0.2175405;1.302548,0.02807507;0.03413161;1.26088,-0.08317677;-0.1237677;1.182086,-0.1219794;-0.186527;1.170726,-0.04731002;-0.1294938;1.419364,0
69,-0.0691627;0.2640571;1.336103,0.06689081;0.2175159;1.302515,0.02760031;0.03325793;1.260564,-0.08321178;-0.1232138;1.182145,-0.1219456;-0.1853081;1.169495,-0.04731768;-0.1295041;1.419363,0
102,-0.06910923;0.2639632;1.336015,0.06714866;0.2175744;1.303136,0.02610807;0.03157233;1.258987,-0.08273499;-0.1215929;1.182237,-0.1216156;-0.1831814;1.168327,-0.04738848;-0.1295256;1.419385,0
134,-0.06908146;0.2639232;1.335973,0.06717543;0.2175767;1.303158,0.02584389;0.03220226;1.25843,-0.08316341;-0.1199649;1.181576,-0.1221245;-0.1812924;1.167273,-0.04743572;-0.1295087;1.419404,0
171,-0.06905884;0.2639;1.335939,0.06717025;0.217647;1.303111,0.0249123;0.03319632;1.256291,-0.08398419;-0.1182546;1.180358,-0.1225012;-0.1784508;1.164609,-0.04752922;-0.1294448;1.41944,0
200,-0.06905837;0.2639001;1.335933,0.06715453;0.2176977;1.303071,0.02407004;0.03392979;1.254902,-0.08579064;-0.1187193;1.178071,-0.125372;-0.1795941;1.162504,-0.04776639;-0.1294286;1.419552,0
233,-0.06906352;0.2639024;1.335926,0.06704271;0.2179812;1.302987,5.157083E-05;0.01139676;1.242627,-0.09404658;-0.1289702;1.172063,-0.1295356;-0.185623;1.159609,-0.04792752;-0.1293339;1.419651,0
270,-0.06907593;0.2639007;1.335866,0.06650241;0.2183884;1.302317,0.008747597;0.02572458;1.243429,-0.0860744;-0.1156101;1.175915,-0.1228157;-0.1711659;1.161345,-0.04812047;-0.1293052;1.419573,0
301,-0.06908711;0.2639016;1.335858,0.06630237;0.2183992;1.301839,0.01103928;0.0302608;1.244879,-0.08765416;-0.1163852;1.174403,-0.125451;-0.1728743;1.161358,-0.04827794;-0.1292789;1.41965,0
335,-0.06913859;0.2639107;1.335816,0.06593486;0.2188251;1.301752,-0.001551613;0.01590129;1.240108,-0.0946691;-0.1248087;1.168802,-0.1295267;-0.1819203;1.156586,-0.04855533;-0.1291985;1.419599,0
371,-0.069209;0.2638999;1.335716,0.06575001;0.2187206;1.301093,0.007426853;0.03001783;1.241233,-0.0918212;-0.1191339;1.169462,-0.1277871;-0.178218;1.15548,-0.04882322;-0.1292087;1.419514,0
400,-0.06927162;0.2639455;1.335753,0.0652814;0.2192864;1.301455,0.01119282;0.03613422;1.244654,-0.09283286;-0.1196149;1.169085,-0.1317309;-0.1812405;1.155888,-0.04909359;-0.1290659;1.419607,0
435,-0.06937262;0.2639889;1.335766,0.0651876;0.2192563;1.301212,0.01169115;0.03714326;1.245003,-0.091065;-0.116347;1.169858,-0.1300716;-0.1757714;1.155564,-0.05024912;-0.1294746;1.418267,0
471,-0.06944517;0.2640602;1.335809,0.06469009;0.2198419;1.301431,0.01281945;0.03929068;1.245651,-0.09215548;-0.1172433;1.168986,-0.131956;-0.1775038;1.154436,-0.0505114;-0.1295703;1.417908,0
500,-0.06950975;0.2641081;1.335824,0.06409574;0.2205517;1.30178,0.02642013;0.04563405;1.250874,-0.09074077;-0.1152103;1.168985,-0.1324771;-0.1780862;1.151339,-0.05051967;-0.1294587;1.417878,0
534,-0.06960829;0.2642312;1.335935,0.06342973;0.2215607;1.302866,0.02402857;0.04742377;1.250285,-0.08839062;-0.1123346;1.169518,-0.1314853;-0.1731644;1.151622,-0.05052466;-0.1292924;1.417915,0
571,-0.06965885;0.2642637;1.335892,0.06300617;0.2220814;1.30299,0.0270592;0.04716727;1.250536,-0.08630844;-0.110405;1.168924,-0.1278481;-0.1697731;1.14835,-0.05051145;-0.1292732;1.417868,0
601,-0.06972548;0.2643473;1.335967,0.06253529;0.2229154;1.303942,0.02637407;0.048295;1.250474,-0.07310472;-0.09548309;1.175262,-0.1131964;-0.1452818;1.154017,-0.05047893;-0.1291565;1.417983,0
634,-0.06975858;0.2644175;1.336021,0.06232697;0.2236933;1.304849,0.02616549;0.04931466;1.250422,-0.07317104;-0.09657049;1.175058,-0.1124333;-0.1467539;1.153346,-0.05042337;-0.1290303;1.418017,0
670,-0.06978084;0.2644433;1.33598,0.06225071;0.2238012;1.304852,0.02572626;0.04849105;1.24943,-0.07300074;-0.09790169;1.173928,-0.1120367;-0.1487529;1.150153,-0.05034582;-0.1289559;1.41791,0
