Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.1344205;-0.226629;1.126923,0.09471238;-0.1738252;1.135652,-0.04400202;-0.02059813;1.19327,-0.1470457;0.1924174;1.225444,-0.007712906;0.2250915;1.273443,0.003155461;-0.1789659;1.415452,0
45,0.1335051;-0.2242014;1.127552,0.09404641;-0.1729438;1.135228,-0.04490018;-0.01996234;1.193012,-0.1479162;0.1922204;1.225582,-0.007652744;0.2249614;1.273436,0.003321827;-0.1786976;1.4159,0
63,0.1333716;-0.2222249;1.123883,0.09344548;-0.1720003;1.133321,-0.04587409;-0.01946952;1.192114,-0.1484789;0.1921916;1.22547,-0.007656513;0.2250166;1.273432,0.002600408;-0.1771492;1.417585,0
97,0.1354785;-0.222966;1.1232,0.09386249;-0.1720507;1.131997,-0.04717369;-0.01916053;1.191331,-0.1489929;0.192057;1.225374,-0.007640061;0.225051;1.273416,0.002622052;-0.1771398;1.417564,0
130,0.1354121;-0.223777;1.121032,0.09393431;-0.1721805;1.130518,-0.04853359;-0.01879846;1.190278,-0.1494006;0.1918021;1.225081,-0.007622421;0.2251261;1.273366,0.002641906;-0.1770195;1.417603,0
162,0.1370786;-0.2262735;1.12778,0.09413863;-0.1722362;1.130564,-0.04985439;-0.01864859;1.190999,-0.1465943;0.1904779;1.224356,-0.007592223;0.2252828;1.273535,0.002794645;-0.176883;1.418329,0
200,0.1370329;-0.2258296;1.125829,0.0942867;-0.1723955;1.130607,-0.05057349;-0.01867117;1.19118,-0.1449524;0.1895429;1.223732,-0.007538904;0.2253644;1.273609,0.002991469;-0.1769073;1.418469,0
230,0.1370184;-0.2251481;1.124626,0.09434187;-0.1724579;1.130547,-0.05093399;-0.01874084;1.191209,-0.1439109;0.1888983;1.223329,-0.007448085;0.2252782;1.273559,0.003091517;-0.1768995;1.418647,0
261,0.1374335;-0.2248517;1.125493,0.09434519;-0.1724968;1.130567,-0.05131656;-0.01872991;1.191324,-0.1431083;0.188416;1.223172,-0.007413317;0.2253809;1.273693,0.003222176;-0.1768545;1.419118,0
296,0.1371199;-0.2226436;1.120125,0.09432682;-0.1725764;1.129541,-0.05173692;-0.01885313;1.190923,-0.1419986;0.1877513;1.222315,-0.007399065;0.2253901;1.273683,0.003328832;-0.1769123;1.419123,0
329,0.139412;-0.2232846;1.119713,0.09507737;-0.1732028;1.12872,-0.05208376;-0.01873896;1.190974,-0.141514;0.1874599;1.2223,-0.007300778;0.2253006;1.273776,0.003491605;-0.1769568;1.419402,0
362,0.1396265;-0.223401;1.115542,0.09599216;-0.1738644;1.127079,-0.05250124;-0.01859696;1.190934,-0.1411301;0.18721;1.222194,-0.007253174;0.2253643;1.27384,0.003607506;-0.1769715;1.41953,0
396,0.1401908;-0.2233201;1.112249,0.09679736;-0.1739077;1.124746,-0.0527613;-0.01850094;1.190744,-0.1405995;0.1869839;1.221856,-0.007240946;0.2253711;1.273844,0.003714393;-0.1770117;1.41954,0
430,0.140472;-0.2226621;1.112716,0.09728882;-0.1737184;1.123322,-0.0530663;-0.01831954;1.190445,-0.1402048;0.1867399;1.221588,-0.007003946;0.2251791;1.273804,0.003800036;-0.1770478;1.419558,0
462,0.1613809;-0.2234145;1.095946,0.1107346;-0.1755317;1.112467,-0.05319311;-0.0182017;1.190393,-0.1397764;0.1865365;1.221228,-0.006992472;0.2252;1.273827,0.003832832;-0.1770428;1.419624,0
495,0.1781033;-0.2302738;1.087442,0.1251233;-0.1867729;1.11193,-0.05340609;-0.01805151;1.190476,-0.1394822;0.1863544;1.221145,-0.006855916;0.2250068;1.273718,0.004321955;-0.1787572;1.417865,0
529,0.1815519;-0.2282041;1.087003,0.1272775;-0.1844801;1.108171,-0.0536428;-0.01774939;1.1909,-0.1392228;0.1862243;1.220992,-0.0067944;0.2250514;1.273787,0.004924803;-0.1787367;1.418368,0
562,0.1813358;-0.2289284;1.089659,0.1280714;-0.1834601;1.107418,-0.05379948;-0.01749126;1.191564,-0.1390145;0.1860842;1.221007,-0.00673575;0.2250966;1.27388,0.005184043;-0.1787326;1.418719,0
597,0.1940053;-0.2402911;1.082317,0.1421852;-0.1892425;1.10083,-0.05368167;-0.01735214;1.191781,-0.1386569;0.1858194;1.22073,-0.006711469;0.2250907;1.273859,0.005411171;-0.1803211;1.41712,0
629,0.1943302;-0.2651953;1.094111,0.1493189;-0.209603;1.125124,-0.0528724;-0.01665001;1.194588,-0.1384399;0.1856721;1.220838,-0.006665814;0.2251442;1.27406,0.004315309;-0.1799188;1.418684,0
662,0.1933984;-0.264511;1.087954,0.1485448;-0.2095726;1.124751,-0.05069532;-0.01644394;1.196716,-0.1381376;0.1853805;1.220783,-0.006656501;0.2251559;1.274085,0.003826038;-0.1797841;1.419398,0
696,0.1376196;-0.2248045;1.127494,0.09717631;-0.1633455;1.138085,-0.04748483;-0.01587227;1.199836,-0.1377553;0.1851817;1.220734,-0.006648552;0.2251547;1.27409,0.003785909;-0.1798202;1.419372,0
730,0.1382657;-0.2271995;1.127406,0.09736706;-0.1632526;1.13844,-0.04461197;-0.01516907;1.203175,-0.1371996;0.1848743;1.220568,-0.006636195;0.2251505;1.274097,0.003765749;-0.1798607;1.419379,0
762,0.1391653;-0.2280153;1.130889,0.0982976;-0.1646672;1.140023,-0.04220583;-0.01654881;1.207134,-0.136843;0.1845745;1.220834,-0.006583275;0.2251456;1.274153,0.003807878;-0.1799702;1.419442,0
795,0.1383327;-0.2267066;1.128666,0.09876414;-0.1650355;1.140503,-0.04116211;-0.0166858;1.208364,-0.1364899;0.1844317;1.220954,-0.006062637;0.2245611;1.274147,0.0038694;-0.1800558;1.419432,0
833,0.1372879;-0.2263255;1.125325,0.09891859;-0.1649506;1.140449,-0.04069539;-0.01636229;1.208444,-0.1402688;0.1850803;1.221816,-0.006046548;0.224563;1.274128,0.003819628;-0.1800392;1.419238,0
