Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-9412;-16292;-6096,-1821;4555;-7265,-0.2380261;-0.06792852;0.9565716,-0.1942813;-0.02487618;1.15524,-0.147747;0.1696299;1.125898,0.02373548;0.1812548;1.089574,0.03211346;-0.2613829;1.252656,0
32,-8980;-17108;-5036,4514;3033;-8941,-0.2331629;-0.07036881;0.9558532,-0.1943741;-0.02494037;1.155037,-0.147768;0.1695854;1.125853,0.02374918;0.1812874;1.089589,0.03215604;-0.2613927;1.252648,0
62,-7168;-13972;-6464,397;3579;-10822,-0.2325111;-0.07060941;0.9556277,-0.1942734;-0.02504584;1.154889,-0.1478215;0.1695424;1.125805,0.02374334;0.1813067;1.089583,0.03214581;-0.261395;1.252643,0
97,-7384;-17120;-5604,334;3402;-10816,-0.2325651;-0.07089595;0.955524,-0.1942501;-0.0251184;1.15472,-0.1478362;0.1695184;1.125801,0.02375065;0.1813207;1.089597,0.03219528;-0.2614084;1.252673,0
130,-5588;-15456;-5864,7523;2527;-11942,-0.2320471;-0.0709496;0.9553428,-0.1942891;-0.02522034;1.154659,-0.1478664;0.1694145;1.125747,0.02375007;0.1813356;1.089592,0.03224685;-0.2614037;1.252659,0
169,-4604;-14568;-5668,8754;2437;-10904,-0.2315839;-0.07108723;0.9553357,-0.1943341;-0.02536763;1.154751,-0.1479525;0.1692367;1.125678,0.02375513;0.1813487;1.089586,0.03225538;-0.2614124;1.252647,0
200,-3084;-14152;-4760,3434;3625;-9887,-0.2313662;-0.07041404;0.9548131,-0.1944433;-0.02540998;1.154456,-0.1479525;0.1692182;1.125597,0.02376055;0.1813612;1.089581,0.03227962;-0.2614225;1.25264,0
230,-2792;-16036;-4012,6723;1231;-10197,-0.2310405;-0.06999976;0.9548824,-0.1943288;-0.0255513;1.15469,-0.1479656;0.168965;1.125237,0.02374166;0.1813378;1.089381,0.03221627;-0.261514;1.252481,0
264,-616;-14116;-4252,2991;2246;-10137,-0.2305005;-0.06947152;0.9559555,-0.1938801;-0.02527101;1.156528,-0.1479976;0.1689069;1.125216,0.02374512;0.1813672;1.089379,0.03227967;-0.2615195;1.252479,0
297,-8;-14832;-3092,3458;2394;-7398,-0.23128;-0.07038623;0.952085,-0.1943192;-0.02634097;1.151938,-0.1480205;0.1688316;1.125233,0.02377972;0.1814222;1.089409,0.03229383;-0.2615314;1.252485,0
333,1196;-13944;-2624,5670;1100;-7038,-0.2314679;-0.07022873;0.9501827,-0.1947501;-0.02670711;1.150199,-0.1480327;0.1687088;1.125075,0.02378731;0.1814192;1.089376,0.03233554;-0.2616176;1.252337,0
362,864;-14552;-3080,1901;335;-6720,-0.2312712;-0.07002982;0.9521759,-0.1933074;-0.02306278;1.151165,-0.1450799;0.1726354;1.129049,0.0238016;0.1815695;1.089579,0.03231105;-0.2614066;1.252598,0
399,1836;-15836;-2400,1414;161;-5979,-0.2301028;-0.0697996;0.9509227,-0.1933432;-0.02406169;1.150432,-0.1454516;0.1715895;1.127689,0.02380557;0.1815784;1.08954,0.03233568;-0.2614279;1.252512,0
430,2232;-14484;-2668,3956;1067;-4353,-0.2303828;-0.06917527;0.9508783,-0.1926939;-0.02475468;1.150512,-0.1458727;0.1711445;1.12768,0.02379716;0.1816735;1.089623,0.03236648;-0.2614273;1.252572,0
463,2188;-16336;-2120,-116;-395;-6788,-0.2292678;-0.06906008;0.9498693,-0.1919351;-0.02567864;1.149803,-0.1461811;0.1703913;1.126523,0.02380809;0.181658;1.089407,0.03235723;-0.2614692;1.252353,0
497,3636;-15456;-2164,1608;-545;-5007,-0.2276321;-0.07255147;0.954328,-0.1899818;-0.02663869;1.153626,-0.1441354;0.1732319;1.129291,0.02483843;0.1844519;1.09246,0.032286;-0.2611258;1.252745,0
530,3464;-15532;-2176,3105;-1119;-5315,-0.2295599;-0.06627857;0.958106,-0.1906127;-0.02374671;1.157906,-0.1448958;0.1718369;1.127414,0.02475243;0.1840032;1.09137,0.03235839;-0.2612356;1.252333,0
564,4704;-14432;-2752,1060;-1175;-4067,-0.2305474;-0.06535213;0.9579659,-0.1882917;-0.0286268;1.158245,-0.1451855;0.1716124;1.127258,0.02473713;0.1839543;1.091329,0.03236298;-0.2612544;1.252352,0
599,4588;-14404;-2336,993;66;-642,-0.2315032;-0.0650618;0.9578971,-0.1857408;-0.03294266;1.158193,-0.1456369;0.1706996;1.126554,0.02463131;0.1836938;1.090793,0.03232804;-0.2613319;1.252234,0
634,4332;-13660;-1976,1575;117;1338,-0.2326897;-0.06577612;0.958042,-0.1852942;-0.03303647;1.157849,-0.145782;0.1705997;1.1265,0.02462346;0.1836813;1.090782,0.03232373;-0.2613349;1.252244,0
664,3844;-14220;-1904,-1271;-661;1368,-0.2522104;-0.05229347;0.9569625,-0.1851559;-0.03206254;1.157958,-0.1460107;0.1704375;1.126356,0.02460026;0.1836306;1.090732,0.03227064;-0.2613464;1.252317,0
699,3208;-14796;-2020,-339;-1726;2976,-0.2467875;-0.05945712;0.9616537,-0.1850299;-0.03184913;1.158221,-0.1461805;0.1702899;1.12615,0.0246216;0.1835038;1.090472,0.03229056;-0.261389;1.252218,0
731,2864;-14324;-3504,-3379;-1450;4692,-0.2451639;-0.06424823;0.9640526,-0.184253;-0.03089572;1.159983,-0.1463729;0.1701109;1.125844,0.02461031;0.1833963;1.090253,0.03231291;-0.2614253;1.252144,0
762,1652;-16152;-2656,-1491;-2052;5945,-0.2436879;-0.06648786;0.96728,-0.1838004;-0.0300384;1.16297,-0.1440399;0.173493;1.12905,0.0246004;0.1834105;1.090278,0.03238282;-0.2612796;1.25232,0
797,1820;-15128;-3284,-1195;-2438;6037,-0.2433214;-0.06822842;0.9678322,-0.1836827;-0.02993099;1.163241,-0.1444301;0.1728913;1.12846,0.02460375;0.1834096;1.090294,0.03240272;-0.2612891;1.252368,0
832,284;-16264;-3832,-3065;-2429;5698,-0.2429391;-0.06936973;0.9682807,-0.1834575;-0.02987142;1.163496,-0.144833;0.1723305;1.127974,0.02460196;0.1833953;1.090276,0.03239632;-0.261315;1.252407,0
866,44;-16360;-4076,29;-3755;5551,-0.2424482;-0.07044388;0.9688365,-0.1823092;-0.0309363;1.166719,-0.1451412;0.1718436;1.127443,0.02458437;0.1833683;1.090202,0.03241232;-0.2613407;1.252407,0
897,-628;-16144;-4688,-2493;-3095;4222,-0.2422902;-0.07080662;0.9702273,-0.1822153;-0.03052809;1.167048,-0.1454415;0.1714343;1.127147,0.02455913;0.1833576;1.090177,0.03242016;-0.2613557;1.252407,0
930,-1312;-16448;-4968,-1685;-3260;4171,-0.2427659;-0.07173149;0.9677109,-0.1830917;-0.02956394;1.164558,-0.1457218;0.1707145;1.126135,0.02457413;0.1832616;1.089874,0.0324623;-0.2614346;1.252235,0
963,-1776;-16352;-5796,-2654;-2807;3090,-0.2428854;-0.07184184;0.9681289,-0.1833669;-0.0296337;1.164411,-0.1459351;0.1704834;1.125926,0.0245599;0.1832561;1.089866,0.0324573;-0.2614316;1.252268,0
996,-2172;-16100;-5844,-633;-2369;3393,-0.242967;-0.07184722;0.9685397,-0.1836362;-0.02981814;1.163709,-0.1461026;0.1703915;1.125846,0.02455311;0.183249;1.089857,0.03245722;-0.2614322;1.252269,0
1031,-2544;-15404;-6000,822;-3252;3766,-0.2429717;-0.07184855;0.9685664,-0.1851858;-0.02834529;1.165091,-0.1462859;0.17026;1.125589,0.02449496;0.1832181;1.089713,0.03244782;-0.2614956;1.252166,0
1064,-3328;-15072;-6288,-1821;-2149;2715,-0.24314;-0.07170095;0.9688771,-0.1866402;-0.02740225;1.167081,-0.14643;0.1701977;1.125536,0.02448687;0.18322;1.089708,0.03244795;-0.2614994;1.252177,0
1098,-3872;-15112;-6060,358;-2168;3998,-0.2435964;-0.07122292;0.9694282,-0.186832;-0.02720101;1.167007,-0.1466112;0.1700145;1.125475,0.02444579;0.183245;1.089664,0.03240283;-0.2614793;1.252195,0
1132,-3916;-13868;-6136,878;-1798;5291,-0.2434738;-0.07117926;0.970448,-0.186984;-0.02861798;1.165911,-0.146698;0.1699503;1.125437,0.0244202;0.1832505;1.089635,0.03235404;-0.2614635;1.25226,0
1163,-5076;-13748;-6260,-706;-915;5497,-0.2436974;-0.07101682;0.9697676,-0.1872641;-0.02851103;1.16526,-0.1468882;0.1695989;1.124899,0.02437079;0.1831759;1.089274,0.03242347;-0.2615487;1.252036,0
1197,-5256;-14388;-6540,-655;-1530;4282,-0.2445882;-0.07095888;0.9676368,-0.1877514;-0.02973714;1.163289,-0.1469764;0.1694902;1.124887,0.02435746;0.183177;1.089274,0.03242617;-0.261575;1.252045,0
1232,-5784;-13924;-6872,-2922;-20;4427,-0.2456955;-0.07061291;0.9640687,-0.1887946;-0.03045929;1.15993,-0.1471733;0.1690836;1.124675,0.02435187;0.1831759;1.089249,0.03243053;-0.2616265;1.251973,0
1264,-6296;-14236;-6680,-4722;600;3061,-0.2458866;-0.06937299;0.9640033,-0.1889056;-0.03058007;1.160118,-0.147341;0.1688338;1.12475,0.0243228;0.1831857;1.089248,0.03245351;-0.2616543;1.251965,0
1298,-6692;-13428;-6964,-4668;171;3505,-0.2464882;-0.06750023;0.9623045,-0.1895223;-0.03079533;1.158832,-0.1474309;0.1688144;1.124703,0.02430264;0.1831897;1.089224,0.03247597;-0.261661;1.251948,0
1331,-7072;-15876;-5872,2406;-3947;2206,-0.2459245;-0.06631336;0.9614518,-0.1898172;-0.03053811;1.158405,-0.1475611;0.1687304;1.124489,0.02422486;0.1831836;1.089125,0.03246043;-0.2617018;1.251834,0
