Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-5304;-14640;-5844,797;-557;-1117,-0.2389574;-0.06052429;0.9656095,-0.1884268;-0.02460494;1.171923,-0.1515315;0.1651265;1.117806,0.02069306;0.1772211;1.08598,0.02894015;-0.2666154;1.251195,0
34,-5384;-14756;-5752,991;-496;-1044,-0.239237;-0.06065991;0.9652494,-0.188456;-0.02459573;1.171892,-0.1515363;0.1651427;1.117806,0.02068992;0.177239;1.085975,0.02893738;-0.2666166;1.251191,0
67,-5308;-14584;-5876,968;-502;-1079,-0.2396564;-0.06053187;0.9658535,-0.1891126;-0.02391934;1.173627,-0.1518598;0.1650394;1.118564,0.02063812;0.1773037;1.086401,0.0289554;-0.2666725;1.251489,0
101,-5156;-14612;-5776,919;-528;-1127,-0.238827;-0.0594921;0.9711817,-0.1895536;-0.02362686;1.174281,-0.1521004;0.1651457;1.118972,0.02060669;0.1773974;1.086769,0.02898609;-0.2665751;1.251843,0
133,-5324;-14736;-5960,902;-533;-1085,-0.2384382;-0.05920974;0.971233,-0.1895539;-0.02372015;1.173887,-0.1521147;0.165141;1.118969,0.02059719;0.177421;1.086742,0.02898011;-0.2665592;1.251827,0
166,-5304;-14676;-5740,1125;-460;-1033,-0.2376565;-0.05887401;0.9729433,-0.189548;-0.02380188;1.173925,-0.1521888;0.1651948;1.119143,0.02056637;0.177547;1.087027,0.02898814;-0.2665352;1.25189,0
198,-5220;-14564;-5884,849;-478;-1113,-0.2388658;-0.05938254;0.9700418,-0.1895481;-0.02389723;1.173813,-0.152271;0.1652056;1.119019,0.02054092;0.1775616;1.086982,0.02894598;-0.2665285;1.251804,0
233,-5152;-14748;-6032,776;-508;-1051,-0.2392258;-0.05968396;0.9686494,-0.1895288;-0.02398462;1.173712,-0.1523252;0.1651551;1.11897,0.02049005;0.1775662;1.086932,0.02892266;-0.2665499;1.25173,0
271,-5272;-14556;-5796,1046;-470;-1023,-0.2388763;-0.05933614;0.9687589,-0.1895489;-0.02415512;1.173505,-0.1523373;0.1651609;1.118942,0.02045451;0.1775807;1.086919,0.02890176;-0.2665457;1.251663,0
302,-5192;-14732;-5924,1034;-530;-1054,-0.2389065;-0.05937013;0.9688445,-0.1895638;-0.02417983;1.173513,-0.1523859;0.1651277;1.118973,0.02036013;0.1776431;1.086998,0.0288849;-0.2665547;1.251667,0
333,-5408;-14592;-6020,999;-476;-1059,-0.2391726;-0.05944035;0.9690349,-0.189597;-0.02433029;1.173529,-0.1524738;0.1650815;1.11901,0.02028631;0.1776765;1.087055,0.02885896;-0.2665532;1.251647,0
365,-5224;-14652;-6136,888;-544;-1062,-0.2381873;-0.05885984;0.972536,-0.1897509;-0.02454787;1.173705,-0.1526184;0.1651186;1.119198,0.02018841;0.1777583;1.087303,0.02884989;-0.2665699;1.251742,0
400,-5336;-14676;-5908,1039;-475;-1069,-0.2383138;-0.0589813;0.9741387,-0.1897669;-0.02503482;1.173812,-0.1526654;0.1650593;1.119221,0.02009706;0.177808;1.087353,0.02884578;-0.2665727;1.251737,0
434,-5248;-14564;-6112,988;-475;-1046,-0.2400904;-0.06361181;0.9676312,-0.1898073;-0.0255573;1.17391,-0.1527309;0.1650618;1.119287,0.02002185;0.1778444;1.087402,0.02882502;-0.2665668;1.251748,0
466,-5240;-14628;-6044,1002;-446;-1021,-0.2395749;-0.06478038;0.9661043,-0.1898665;-0.02601226;1.174092,-0.1529693;0.1649541;1.119484,0.01985444;0.1778341;1.087523,0.02879626;-0.2665719;1.251753,0
501,-5228;-14624;-5924,770;-446;-1047,-0.2424116;-0.07052448;0.9502226,-0.1900733;-0.02812573;1.169008,-0.1533238;0.1649405;1.120101,0.01970173;0.1780026;1.088005,0.02878561;-0.2665754;1.251928,0
534,-5188;-14548;-6096,659;-543;-1070,-0.240263;-0.07113633;0.9512926,-0.1901373;-0.02925876;1.166203,-0.1534514;0.1648143;1.120205,0.0196473;0.1780354;1.088057,0.02877;-0.2665984;1.251929,0
567,-5212;-14676;-6168,989;-493;-1062,-0.2401302;-0.07196736;0.9485767,-0.1894963;-0.02979743;1.166306,-0.1535511;0.1648038;1.120282,0.01957593;0.1780462;1.088103,0.02875295;-0.2666159;1.251905,0
599,-5164;-14440;-6252,965;-421;-1046,-0.2403678;-0.07266648;0.9480701,-0.1886028;-0.03037264;1.16705,-0.1536492;0.16474;1.120258,0.01951277;0.1780263;1.088029,0.02870605;-0.2666271;1.251771,0
634,-5160;-14668;-6152,704;-494;-1119,-0.2389534;-0.07587656;0.9592293,-0.1879122;-0.03071035;1.167825,-0.1537081;0.1647553;1.120319,0.01947976;0.1780306;1.088036,0.0286738;-0.2666188;1.251739,0
674,-5128;-14656;-6272,904;-486;-1051,-0.2390619;-0.07752865;0.9641936,-0.1865352;-0.0315764;1.171082,-0.153851;0.1646169;1.120597,0.01937548;0.1780898;1.088258,0.02866045;-0.2666336;1.25179,0
702,-5104;-14488;-6200,1014;-444;-1068,-0.2395048;-0.07819241;0.9657816,-0.1856654;-0.03221018;1.172451,-0.1540969;0.1645426;1.121157,0.01921175;0.1781454;1.088478,0.02865206;-0.2666233;1.25186,0
734,-5148;-14612;-6268,977;-506;-1095,-0.2395618;-0.07822852;0.9658759,-0.1853089;-0.03220621;1.172162,-0.154156;0.1645133;1.121033,0.01910186;0.1780979;1.088166,0.0285463;-0.2666025;1.251663,0
766,-5128;-14632;-6144,940;-477;-1009,-0.23993;-0.07826454;0.9660417,-0.1852732;-0.03233435;1.172325,-0.1542627;0.1644698;1.121203,0.01906834;0.1781056;1.088173,0.02854005;-0.2666017;1.251664,0
800,-5156;-14564;-6272,988;-436;-1008,-0.2406243;-0.07835425;0.9672042,-0.1852849;-0.03245837;1.172316,-0.1543934;0.1643843;1.121371,0.01904366;0.1781138;1.088178,0.02854008;-0.2666031;1.251665,0
834,-5156;-14692;-6140,1129;-441;-996,-0.2411875;-0.07841672;0.967311,-0.185295;-0.0325647;1.172333,-0.1544461;0.1643521;1.121425,0.01903902;0.178114;1.08818,0.02850297;-0.2666419;1.251647,0
866,-5248;-14468;-6296,979;-407;-1009,-0.2422547;-0.0783992;0.9681867,-0.1854632;-0.03291764;1.173052,-0.1545507;0.164322;1.121977,0.01890239;0.1782479;1.088704,0.02843619;-0.2666191;1.251938,0
899,-5116;-14628;-6224,955;-463;-960,-0.2429072;-0.07867496;0.9689683,-0.1855858;-0.03302586;1.173968,-0.1546984;0.1643227;1.122161,0.01886311;0.1782762;1.088774,0.02842166;-0.2666143;1.252016,0
935,-5344;-14492;-6340,1196;-506;-916,-0.2433622;-0.07826426;0.9692163,-0.1856528;-0.03319603;1.173987,-0.1547224;0.1643322;1.122174,0.01881093;0.1782592;1.088728,0.02837767;-0.2666174;1.251999,0
967,-5200;-14420;-6336,1165;-470;-951,-0.2439197;-0.07808848;0.9691064,-0.1856538;-0.03316814;1.174064,-0.1547929;0.1642738;1.122108,0.01876554;0.1782789;1.088617,0.02836344;-0.2666072;1.251897,0
1000,-5172;-14532;-6136,1052;-524;-999,-0.2481883;-0.0789903;0.9591218,-0.1871079;-0.03264;1.174724,-0.1548066;0.1642621;1.122121,0.01875093;0.1782864;1.088616,0.02833451;-0.2665831;1.251934,0
1034,-5184;-14620;-6216,1198;-608;-981,-0.2495603;-0.0793798;0.9562075,-0.1883259;-0.03223699;1.175212,-0.1547925;0.1643011;1.12211,0.01874259;0.178295;1.088664,0.02833481;-0.2665855;1.251933,0
1067,-5252;-14596;-6100,1075;-695;-1017,-0.2497534;-0.07794003;0.9560853,-0.1883697;-0.03236699;1.174802,-0.1548201;0.164268;1.122129,0.01873958;0.1782863;1.08866,0.02833203;-0.2665904;1.251928,0
1100,-5284;-14336;-6360,915;-729;-1004,-0.2514492;-0.08097923;0.9465917,-0.1883658;-0.0323501;1.174746,-0.15491;0.1642135;1.122209,0.01870053;0.178288;1.088681,0.02832564;-0.2665951;1.251937,0
1134,-5156;-14672;-6456,850;-633;-1067,-0.2513716;-0.07949875;0.9460005,-0.1883602;-0.03234372;1.174714,-0.1549943;0.1642126;1.122458,0.01865579;0.1783186;1.088753,0.02832692;-0.2666036;1.252005,0
1170,-5184;-14388;-6312,1063;-575;-1101,-0.2504013;-0.07878708;0.9442205,-0.1886731;-0.03251303;1.171042,-0.1549832;0.1642025;1.122444,0.01863466;0.1783128;1.088723,0.02829081;-0.2665932;1.252012,0
1202,-5172;-14476;-6504,995;-597;-1102,-0.2482859;-0.07757914;0.9404172,-0.1888862;-0.03209234;1.16965,-0.1549599;0.1642908;1.122414,0.01862145;0.178312;1.088693,0.02829327;-0.2665937;1.252008,0
1234,-5236;-14376;-6516,974;-421;-1050,-0.2407633;-0.06166657;0.9698609,-0.1890774;-0.03133278;1.168958,-0.1549981;0.1642489;1.122463,0.01860239;0.1783211;1.08871,0.02831596;-0.266596;1.252038,0
1267,-5128;-14528;-6340,876;-521;-1108,-0.2408319;-0.06002288;0.9695328,-0.1896824;-0.03088294;1.168951,-0.1550316;0.1641911;1.122513,0.0185903;0.1783283;1.088706,0.02831501;-0.2665949;1.252036,0
1299,-5164;-14412;-6264,910;-474;-1116,-0.2417849;-0.06056516;0.9665312,-0.1898447;-0.03005273;1.165535,-0.1550236;0.1642637;1.122521,0.01855683;0.1783698;1.088856,0.02827981;-0.2665225;1.25221,0
1333,-5160;-14560;-6504,872;-465;-1069,-0.2435268;-0.0607174;0.9614475,-0.1912974;-0.03023543;1.160382,-0.1550214;0.1642789;1.122552,0.01853711;0.1784038;1.088909,0.02826929;-0.2665165;1.252236,0
1367,-5068;-14408;-6380,1070;-431;-1034,-0.2421415;-0.0593395;0.9605476,-0.1917403;-0.03026477;1.160175,-0.1550891;0.1642222;1.122517,0.01853391;0.1784114;1.088871,0.02825548;-0.2665092;1.252219,0
1401,-5184;-14404;-6396,1082;-515;-1062,-0.2405675;-0.05842003;0.9652884,-0.1930259;-0.0283982;1.165484,-0.155097;0.1642205;1.12252,0.01854046;0.1784376;1.088862,0.02824647;-0.266485;1.252227,0
1433,-5184;-14468;-6140,959;-440;-1045,-0.2388832;-0.05726754;0.968199,-0.193941;-0.02712392;1.168984,-0.1551645;0.1641624;1.122528,0.01853172;0.1784551;1.088869,0.02825735;-0.266481;1.252199,0
1467,-5144;-14448;-6572,896;-483;-1075,-0.2377677;-0.05704432;0.9705015,-0.1944622;-0.02619417;1.171543,-0.1551954;0.1641288;1.122629,0.01855541;0.1784988;1.088924,0.02826579;-0.2664851;1.252221,0
1500,-5132;-14424;-6576,1074;-472;-1033,-0.2373419;-0.05669532;0.9710504,-0.1946156;-0.02597127;1.172237,-0.1552083;0.1640725;1.122633,0.01856482;0.1785378;1.088966,0.02826865;-0.2664949;1.252218,0
1534,-5020;-14416;-6452,1128;-468;-1005,-0.2368884;-0.05661528;0.9716751,-0.194672;-0.02582467;1.172961,-0.1552544;0.1639923;1.122741,0.01858412;0.1786081;1.089014,0.02827292;-0.2665011;1.252213,0
1567,-5164;-14544;-6404,949;-509;-1024,-0.2373263;-0.05664923;0.9707751,-0.1945059;-0.02585633;1.172875,-0.1552202;0.1639915;1.122658,0.01859441;0.1786469;1.088955,0.02821027;-0.2664615;1.252154,0
1603,-5200;-14508;-6580,1142;-462;-1010,-0.2370469;-0.05633003;0.9699841,-0.1945612;-0.02581279;1.172933,-0.1552124;0.1639376;1.122486,0.01865227;0.178661;1.088798,0.02825077;-0.2664578;1.251798,0
1635,-5240;-14420;-6448,1104;-478;-995,-0.2370175;-0.05620589;0.9699723,-0.1947044;-0.02537004;1.173986,-0.1551638;0.1639671;1.122532,0.01874459;0.1788466;1.089063,0.02826562;-0.2664298;1.251861,0
1666,-5168;-14436;-6428,1008;-470;-1022,-0.2369702;-0.05701731;0.9687721,-0.1947803;-0.0250371;1.17476,-0.155095;0.1639811;1.122539,0.01882223;0.1789093;1.089116,0.02826732;-0.2664308;1.251869,0
1699,-5084;-14516;-6376,1070;-499;-1042,-0.2369055;-0.05695328;0.9692563,-0.1945728;-0.02518161;1.174702,-0.1550817;0.1639385;1.122639,0.01886297;0.178967;1.089213,0.02826554;-0.2664274;1.251887,0
1733,-5184;-14404;-6512,1144;-467;-978,-0.2365876;-0.05699094;0.9711905,-0.1945589;-0.02467194;1.175658,-0.1549282;0.1641554;1.122896,0.01888051;0.1791468;1.089553,0.02828171;-0.2663909;1.252093,0
1766,-5232;-14556;-6524,1096;-490;-1056,-0.2363969;-0.0568164;0.9714983,-0.1939585;-0.02483103;1.174875,-0.1546085;0.1642031;1.122481,0.01890146;0.1791664;1.089508,0.02828572;-0.266399;1.251981,0
1801,-5076;-14468;-6544,1070;-467;-999,-0.236186;-0.05688461;0.9719656,-0.193659;-0.02483206;1.174685,-0.1544286;0.1643088;1.122497,0.01894926;0.1791898;1.089569,0.02828326;-0.2663982;1.251983,0
1835,-5104;-14492;-6560,1207;-476;-992,-0.2359972;-0.0568423;0.9725183,-0.1933727;-0.02478971;1.174582,-0.1542794;0.164452;1.122576,0.01899119;0.1792712;1.089722,0.0283001;-0.2663338;1.252097,0
1866,-5164;-14304;-6528,1026;-471;-1031,-0.2361415;-0.05726023;0.9717672,-0.19299;-0.02475202;1.174464,-0.1540658;0.1645266;1.122448,0.01902367;0.1792902;1.089735,0.02829734;-0.2663359;1.252101,0
1900,-5104;-14528;-6656,1057;-494;-983,-0.2337525;-0.06152544;0.9611053,-0.1928104;-0.02473972;1.174256,-0.1539306;0.1645917;1.122349,0.01905661;0.1793;1.089746,0.02832417;-0.2663324;1.252095,0
1968,-1296;-6608;14604,1123;-561;-1081,-0.2342008;-0.05990385;0.9634805,-0.1921688;-0.02476841;1.173476,-0.1534737;0.1646448;1.121661,0.01920026;0.1792897;1.089597,0.02832702;-0.2663646;1.25184,0
2000,-1232;-6736;14392,1205;-609;-1003,-0.2340852;-0.05919539;0.9660602,-0.1920308;-0.02468253;1.173702,-0.1532645;0.1647221;1.121905,0.01944524;0.1795138;1.090232,0.02843924;-0.2662818;1.252205,0
2036,-1456;-6520;14576,1143;-593;-956,-0.233066;-0.0566939;0.9729041,-0.192034;-0.02443165;1.174356,-0.1532136;0.1647144;1.121901,0.01945141;0.1795286;1.09025,0.02843821;-0.2662828;1.252207,1
2067,-1244;-6860;14512,1224;-462;-955,-0.2330375;-0.05653619;0.9725416,-0.1917816;-0.02450707;1.173837,-0.1529703;0.1646943;1.121516,0.01944967;0.1795398;1.090158,0.02845852;-0.2662819;1.252042,1
2099,-1392;-6548;14740,1086;-561;-1145,-0.2337378;-0.05633651;0.9727557,-0.191673;-0.02440533;1.173896,-0.1529258;0.1648421;1.121656,0.01949728;0.1795819;1.090246,0.02848474;-0.2662359;1.252103,1
2134,-1276;-6912;14888,1143;-780;-1062,-0.233945;-0.05647934;0.9727817,-0.1916333;-0.02440087;1.173846,-0.1529012;0.1648603;1.121632,0.01950946;0.1795882;1.090246,0.02849468;-0.2662221;1.252113,1
2166,-1276;-6784;14736,873;-622;-1178,-0.2348753;-0.05768097;0.9712865,-0.1912625;-0.02514647;1.171994,-0.1528901;0.1648908;1.121665,0.01950277;0.1796101;1.09032,0.02847889;-0.2662023;1.252193,1
2199,-1228;-6588;14868,1185;-875;-1153,-0.2349434;-0.0574638;0.9716603,-0.1910512;-0.02502353;1.172321,-0.1528366;0.1649306;1.121668,0.0195048;0.1796145;1.090335,0.02847781;-0.2662047;1.252212,1
2234,-1240;-6932;14728,1010;-920;-1214,-0.2349092;-0.05743214;0.9718137,-0.1909232;-0.02487489;1.172434,-0.1528084;0.1650631;1.121672,0.01951061;0.1796196;1.090332,0.02846456;-0.2662012;1.252203,1
2273,-1104;-6692;14804,1201;-835;-1107,-0.2350208;-0.05764131;0.971873,-0.1908993;-0.02477931;1.172413,-0.1527775;0.1651335;1.121581,0.01950787;0.179621;1.090328,0.02844591;-0.2662075;1.25214,1
2301,-1072;-6636;14600,407;-588;-1411,-0.2353044;-0.05730506;0.9721503,-0.1907724;-0.02468866;1.172638,-0.1527745;0.1651703;1.121585,0.0195174;0.1796407;1.090346,0.02844307;-0.2662055;1.252145,1
2333,-1140;-6940;14656,1505;-961;-1148,-0.235138;-0.05715295;0.9727951,-0.191268;-0.02428139;1.173389,-0.1527905;0.165197;1.12159,0.01951869;0.1796501;1.090344,0.02842848;-0.2661842;1.252154,1
