Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
2392,-3960;-2280;-16448,1133;-488;-936,-0.0677379;0.01160505;1.188261,0.09971252;-0.001812164;1.200991,0.1536617;-0.2336708;1.237036,0.1744706;-0.2533933;1.040161,-0.0390809;-0.454482;1.273909,0
2422,-4020;-2236;-16424,1128;-436;-959,-0.06774224;0.01161753;1.188236,0.09967409;-0.001674466;1.201048,0.1536176;-0.2337855;1.237451,0.1739012;-0.2519308;1.037476,-0.03931208;-0.4544494;1.273715,0
2454,-4052;-2316;-16576,1132;-451;-950,-0.06779654;0.01168787;1.188334,0.09964228;-0.00154217;1.201131,0.1536244;-0.2338351;1.237958,0.1738244;-0.2508045;1.035222,-0.03935236;-0.45436;1.273752,0
2489,-3980;-2272;-16420,1158;-444;-953,-0.06776205;0.01175827;1.188399,0.099613;-0.001431794;1.201203,0.1536325;-0.233223;1.23839,0.1734847;-0.2500412;1.034832,-0.03920253;-0.4544201;1.273598,0
2523,-4128;-2268;-16460,1121;-481;-945,-0.06773403;0.01177746;1.188416,0.09958723;-0.001351414;1.201263,0.1536745;-0.2323826;1.238817,0.1727734;-0.2494903;1.033978,-0.03923421;-0.4544383;1.273557,0
2554,-4120;-2312;-16576,1127;-488;-944,-0.0677283;0.01180718;1.188366,0.09952489;-0.001607679;1.200697,0.1536935;-0.231537;1.239044,0.1710579;-0.2491094;1.028994,-0.03935887;-0.4545721;1.273142,0
2592,-4092;-2332;-16528,1170;-472;-957,-0.06778243;0.01185904;1.188338,0.09945112;-0.001485372;1.200717,0.1542566;-0.2297129;1.23816,0.1703795;-0.2492363;1.027451,-0.03936774;-0.4545863;1.272615,0
2623,-4024;-2280;-16456,1151;-484;-956,-0.06785633;0.01211975;1.189178,0.09939863;-0.001195204;1.201232,0.1545762;-0.2290993;1.239369,0.1701531;-0.2493754;1.027698,-0.03935873;-0.4545306;1.272907,0
2654,-3956;-2208;-16468,1134;-424;-961,-0.06787676;0.0122001;1.189255,0.09935429;-0.001059843;1.201421,0.1549294;-0.2283471;1.239794,0.1700022;-0.2495325;1.027535,-0.03936592;-0.4545075;1.272906,0
2688,-3920;-2280;-16524,1127;-458;-976,-0.06790339;0.01222875;1.189269,0.09928952;-0.0009373114;1.201512,0.1561785;-0.2270182;1.23798,0.1686163;-0.2507139;1.02388,-0.03930782;-0.4545226;1.27283,0
2722,-3932;-2316;-16420,1139;-471;-928,-0.06801984;0.01232253;1.189345,0.09922694;-0.0007884951;1.201603,0.1562583;-0.2267191;1.237952,0.1682947;-0.2512387;1.022274,-0.0392977;-0.4545541;1.272772,0
2754,-4108;-2316;-16388,1139;-478;-935,-0.0681187;0.01242365;1.189373,0.09916458;-0.0006606894;1.201683,0.156294;-0.2264109;1.238085,0.168257;-0.2518127;1.019588,-0.03932709;-0.4545447;1.27276,0
2790,-3968;-2320;-16452,1131;-487;-965,-0.06820511;0.01251772;1.189395,0.09911735;-0.000553389;1.201752,0.1563825;-0.2262671;1.238114,0.1672727;-0.252713;1.016802,-0.03941244;-0.4544527;1.272707,0
2824,-4076;-2332;-16408,1147;-476;-950,-0.06817334;0.01257892;1.189524,0.09907458;-0.0004392827;1.201931,0.1565539;-0.2262212;1.238531,0.1672364;-0.2527435;1.016782,-0.0394525;-0.4544358;1.272746,0
2854,-3988;-2384;-16500,1151;-450;-978,-0.06829344;0.01276991;1.189799,0.09901667;-0.0003002271;1.202103,0.1568325;-0.2259634;1.238951,0.1672148;-0.2536535;1.012876,-0.03942925;-0.4543689;1.272886,0
2892,-4036;-2412;-16432,1145;-453;-963,-0.06831668;0.01282109;1.189793,0.0989686;-0.000198303;1.202147,0.1569495;-0.2259523;1.239113,0.167108;-0.2535902;1.012754,-0.03937831;-0.4543774;1.27271,0
2922,-3884;-2224;-16476,1137;-457;-964,-0.06852122;0.01292886;1.190135,0.09891843;-8.460085E-05;1.20229,0.1574127;-0.2257184;1.238958,0.1672013;-0.2536229;1.012355,-0.03953533;-0.4543937;1.272821,0
2955,-3996;-2324;-16420,1138;-485;-954,-0.06878276;0.01308458;1.190329,0.0988471;8.875244E-06;1.202326,0.1577889;-0.2255962;1.239323,0.1673028;-0.2540857;1.009959,-0.03949535;-0.4543634;1.27281,0
2990,-4060;-2192;-16360,1133;-477;-962,-0.06905713;0.01326286;1.190648,0.09881131;0.0001079236;1.202491,0.1583551;-0.2251216;1.239733,0.1671472;-0.2543422;1.00907,-0.0394422;-0.4543516;1.272969,0
3026,-4052;-2352;-16532,1133;-496;-957,-0.06909541;0.0132946;1.190617,0.09878827;0.0001518805;1.202508,0.1584148;-0.2247298;1.239426,0.1664385;-0.2547206;1.006542,-0.03928135;-0.4543652;1.272845,0
3059,-4056;-2256;-16436,1159;-456;-954,-0.06925704;0.01334733;1.190507,0.09874149;0.0002594277;1.20251,0.1584219;-0.2247888;1.239345,0.166218;-0.2547846;1.005787,-0.03924722;-0.4543588;1.272767,0
3089,-4052;-2316;-16384,1148;-440;-959,-0.0694045;0.01337725;1.190552,0.09872619;0.0002936367;1.202541,0.1584284;-0.2247605;1.239443,0.1660465;-0.2549598;1.005088,-0.0391977;-0.4543089;1.272624,0
3123,-4064;-2352;-16456,1163;-463;-963,-0.06945405;0.01343773;1.190601,0.09865741;0.0003592394;1.202611,0.1585055;-0.2247619;1.239549,0.1659408;-0.2555993;1.004297,-0.0392628;-0.4542867;1.272647,0
3154,-4032;-2272;-16212,1116;-526;-950,-0.06955383;0.01351551;1.190825,0.09859795;0.0004614026;1.202801,0.1585805;-0.2247331;1.239867,0.1657661;-0.256029;1.004116,-0.03981277;-0.454215;1.273009,0
