Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,-1792;7040;14048,1007;-641;-1295,-0.06633312;0.01089036;1.198826,0.09661823;-0.005425197;1.1998,0.1619193;-0.2193803;1.22164,0.1636027;-0.2479616;0.9893079,-0.05467056;-0.4530867;1.276063,0
35,-1896;7124;13892,936;-683;-1202,-0.06635984;0.01089557;1.19883,0.09656995;-0.005415931;1.199754,0.1616906;-0.2196136;1.222087,0.1634952;-0.2479742;0.9892341,-0.05467879;-0.4530751;1.276083,0
69,-1920;7336;13876,1019;-587;-1024,-0.06647597;0.01088218;1.199065,0.09652824;-0.005424379;1.199796,0.1612568;-0.2203902;1.223787,0.1634701;-0.2479687;0.9891602,-0.05494087;-0.4530199;1.276588,0
101,-2068;7060;13924,1172;-532;-826,-0.06662106;0.01091694;1.199258,0.0964917;-0.005402811;1.199802,0.1611646;-0.2209038;1.224268,0.163478;-0.248096;0.9893287,-0.05521803;-0.4529862;1.27678,0
133,-2304;6984;13868,1024;-554;-675,-0.06663235;0.01091053;1.199266,0.09644523;-0.005395263;1.199756,0.1611156;-0.2211631;1.224315,0.1635593;-0.2480373;0.9892827,-0.05521512;-0.4529996;1.276756,0
165,-2024;6768;13984,1228;-442;-661,-0.06676368;0.01099423;1.199559,0.09641429;-0.005354883;1.19978,0.1606721;-0.222139;1.225451,0.1639938;-0.2482524;0.9910802,-0.05511791;-0.4530383;1.277035,0
197,-2024;6624;14044,1140;-388;-761,-0.0667279;0.01101979;1.199605,0.09636232;-0.005353348;1.199734,0.1622994;-0.2173774;1.224044,0.1640283;-0.2482213;0.9909238,-0.05512555;-0.4530304;1.277053,0
235,-1996;6624;14072,1156;-325;-978,-0.06667701;0.01103527;1.199714,0.09629377;-0.00536387;1.199744,0.1640875;-0.2139542;1.220973,0.1640175;-0.2482435;0.9907336,-0.05502242;-0.4530765;1.27714,0
268,-2044;6800;14160,1015;-392;-1132,-0.06668001;0.01101583;1.199697,0.09625842;-0.005365815;1.199705,0.1631691;-0.2164342;1.222146,0.1640258;-0.2482166;0.9906566,-0.05502151;-0.4530756;1.277131,0
301,-1932;7196;14036,1219;-486;-1009,-0.06665243;0.01102742;1.199645,0.09686307;-0.005663497;1.199864,0.1654524;-0.2372648;1.124848,0.1648654;-0.2537025;0.9360008,-0.05498197;-0.4530427;1.277126,0
333,-1912;7136;14144,963;-341;-1053,-0.06663474;0.01103549;1.199595,0.09675322;-0.005666486;1.199682,0.1599964;-0.2262449;1.221972,0.1651351;-0.24843;0.9838555,-0.05494518;-0.4530166;1.277105,0
366,-1976;7148;13980,974;-448;-887,-0.06664925;0.01102987;1.199603,0.09670079;-0.005678871;1.199677,0.1599884;-0.2262738;1.222147,0.1670762;-0.2477183;0.9869256,-0.05479231;-0.4530376;1.277158,0
400,-1940;6960;14044,896;-362;-866,-0.06661152;0.0110336;1.199566,0.09660367;-0.005670608;1.199595,0.1655502;-0.2378927;1.127402,0.1466245;-0.3556913;0.9275861,-0.05467377;-0.4529664;1.277272,0
432,-2096;6980;14264,889;-503;-815,-0.06661703;0.01102556;1.19956,0.09652936;-0.005679799;1.199526,0.1579752;-0.2298389;1.228807,0.1700555;-0.2496005;0.9767199,-0.05472879;-0.4529524;1.277289,0
468,-2000;6700;14212,1144;-532;-854,-0.06665929;0.01105367;1.199617,0.09647922;-0.005663653;1.199491,0.1579678;-0.229919;1.22862,0.1761158;-0.2476708;1.008506,-0.0547843;-0.4529241;1.27739,0
499,-1876;6568;14244,1032;-694;-967,-0.06665099;0.01103321;1.199664,0.09643392;-0.005659357;1.19946,0.1580156;-0.2313165;1.227773,0.1808116;-0.244633;1.034309,-0.05480821;-0.4528934;1.277493,0
534,-1736;6712;13972,1150;-651;-1158,-0.0666899;0.01102999;1.19964,0.09638857;-0.005628853;1.199374,0.1578503;-0.2339851;1.225773,0.1847571;-0.2442779;1.038496,-0.05515321;-0.4528837;1.27733,0
566,-1824;6884;14052,851;-511;-1159,-0.06673784;0.01102762;1.199685,0.09634329;-0.005631085;1.199364,0.1579737;-0.2345628;1.225305,0.1850413;-0.2446912;1.038042,-0.0551863;-0.4529109;1.277356,0
599,-1908;7024;14176,996;-613;-953,-0.0667283;0.01102922;1.199675,0.09631814;-0.005634642;1.199343,0.1578823;-0.2348738;1.225188,0.1843116;-0.2457137;1.037875,-0.05538552;-0.4528856;1.277339,0
637,-1800;6900;13996,1084;-604;-904,-0.06668385;0.01103691;1.19962,0.0962426;-0.005579486;1.19917,0.1576769;-0.235651;1.224415,0.1844296;-0.2452639;1.037076,-0.05508815;-0.4528574;1.277326,0
668,-1980;6628;14160,676;-213;-988,-0.06671588;0.01108402;1.199559,0.09620592;-0.005580945;1.19911,0.1583836;-0.2343698;1.221964,0.1849278;-0.2454757;1.034683,-0.05508078;-0.452813;1.277293,0
700,-1716;7012;14344,1053;-596;-793,-0.06675212;0.0111658;1.199681,0.0961712;-0.0055473;1.199107,0.1599399;-0.225947;1.214583,0.1647916;-0.2853774;0.9685667,-0.05500144;-0.4528179;1.277348,0
733,-1992;6748;14228,935;-364;-1002,-0.06675021;0.01116618;1.199672,0.09612183;-0.005528557;1.199013,0.1596466;-0.2291131;1.214463,0.1735625;-0.267332;1.029503,-0.05499244;-0.4527804;1.277336,0
765,-1888;6648;14128,1132;-596;-923,-0.06672941;0.01119334;1.199629,0.09608749;-0.005526029;1.198962,0.1595778;-0.2292448;1.214499,0.1744001;-0.2651104;1.029124,-0.05483714;-0.4526637;1.277402,0
800,-1804;6596;13948,980;-563;-1021,-0.06706461;0.01136068;1.200074,0.09607833;-0.005523306;1.198971,0.1596902;-0.2291802;1.215927,0.1762801;-0.2592414;1.028027,-0.05483189;-0.452607;1.277657,0
832,-1844;6808;14000,997;-189;-1208,-0.06709215;0.01140281;1.200105,0.09606351;-0.005524599;1.19895,0.1596948;-0.2291579;1.215773,0.1725996;-0.2680964;0.9659659,-0.05486828;-0.4525946;1.277697,0
866,-1852;6804;14152,1015;-242;-933,-0.06713443;0.01142427;1.200133,0.09604568;-0.005518047;1.198951,0.1597413;-0.2294102;1.215561,0.1757096;-0.2705268;0.9662823,-0.05492493;-0.4525775;1.277732,0
901,-1832;6912;14196,840;-77;-875,-0.06716802;0.01142649;1.200125,0.09602652;-0.005489313;1.198925,0.1596217;-0.2289566;1.215424,0.1791484;-0.2598535;0.9898674,-0.05493875;-0.4525768;1.277705,0
941,-1852;6840;14244,1196;-279;-646,-0.0673098;0.0114624;1.200439,0.09600964;-0.005484614;1.198937,0.1613267;-0.224981;1.21288,0.1774228;-0.2619406;0.9629544,-0.0550608;-0.4525532;1.27806,0
967,-1784;6656;14316,1104;-167;-645,-0.06740767;0.01165618;1.200845,0.09596833;-0.005453798;1.198998,0.1610726;-0.2257367;1.213465,0.1777243;-0.262071;0.9634849,-0.05503634;-0.4525363;1.278263,0
999,-1920;6860;14420,1199;-571;-372,-0.06737167;0.0116748;1.200813,0.09595816;-0.005447782;1.198991,0.1609818;-0.2262184;1.213435,0.1778628;-0.2624798;0.9634594,-0.05487037;-0.4525932;1.278153,0
1033,-1952;6800;14312,871;-445;-456,-0.06737192;0.01167562;1.200813,0.09593645;-0.005455395;1.198981,0.1609149;-0.2263847;1.213358,0.1775574;-0.262563;0.9633538,-0.05487782;-0.4525954;1.278152,0
1066,-2168;6776;14324,1079;-612;-312,-0.06744204;0.01176254;1.200855,0.09592602;-0.005445336;1.198973,0.1617123;-0.2231588;1.210777,0.1770298;-0.2639857;0.9614039,-0.05482431;-0.4526028;1.278136,0
1100,-1984;6644;14148,1300;-882;-297,-0.06742341;0.01178293;1.200853,0.09589386;-0.00550903;1.198956,0.1614038;-0.2243498;1.211155,0.1794403;-0.2537987;0.9603617,-0.05481604;-0.4526081;1.278115,0
1135,-1884;6788;14096,1231;-759;-237,-0.06742924;0.01180275;1.20087,0.09588046;-0.005517025;1.198948,0.1609394;-0.2264154;1.211563,0.1675175;-0.2964127;0.9683999,-0.05476774;-0.4526183;1.278084,0
1167,-1960;6592;14120,1137;-673;-271,-0.06741935;0.01183676;1.201076,0.09587695;-0.00551915;1.198956,0.1603324;-0.2280156;1.214139,0.1703983;-0.3013136;0.9720864,-0.0547633;-0.4524749;1.278574,0
1199,-1812;6460;14316,1330;-857;-343,-0.06741858;0.01184495;1.201071,0.09586453;-0.005533677;1.198947,0.1600574;-0.2284196;1.214139,0.1786597;-0.2501302;1.026841,-0.05478672;-0.4525186;1.278512,0
1233,-1624;6628;14216,1096;-798;-568,-0.06742268;0.01187022;1.20109,0.09585377;-0.005557581;1.198949,0.1588063;-0.2318677;1.216753,0.1790047;-0.2487672;1.029109,-0.05483203;-0.4525311;1.278524,0
1266,-1812;6632;14492,961;-909;-678,-0.0674299;0.0118853;1.201082,0.09585245;-0.005551456;1.198949,0.1589241;-0.2322555;1.217219,0.1798078;-0.2488803;1.029628,-0.05483301;-0.4525621;1.278418,0
1299,-1644;6644;14332,1222;-1243;-669,-0.06740341;0.01192831;1.201232,0.09584917;-0.005555779;1.198972,0.1588653;-0.2321344;1.218122,0.1820677;-0.2455218;1.030539,-0.05497669;-0.4525449;1.278549,0
1333,-1480;6708;14276,1101;-1305;-913,-0.06737778;0.01194318;1.20124,0.09584464;-0.005543402;1.198952,0.1589399;-0.2318184;1.21828,0.1768985;-0.2523413;1.03078,-0.05503767;-0.4525803;1.278448,0
1367,-1332;6752;13852,1441;-1377;-899,-0.06732465;0.01195914;1.201226,0.0958645;-0.005574656;1.198967,0.1588593;-0.2334695;1.220518,0.1790967;-0.246625;1.032564,-0.05504902;-0.4525765;1.278435,0
1433,-296;16788;2864,25012;3453;2393,-0.06722051;0.01199404;1.20117,0.09585489;-0.005564068;1.198943,0.1593419;-0.2315457;1.220611,0.1787219;-0.2447775;1.032567,-0.05514988;-0.4525374;1.278404,0
1466,344;15176;1352,20450;2989;1109,-0.06725049;0.01210017;1.201428,0.09586088;-0.005523233;1.199001,0.1597105;-0.2299515;1.221639,0.176676;-0.2432123;1.033354,-0.05527121;-0.4524766;1.278547,0
1499,-404;16204;-1332,30604;5491;1731,-0.06717087;0.01208239;1.201353,0.09585442;-0.005525935;1.198994,0.1598433;-0.2293317;1.221455,0.172827;-0.241568;1.011313,-0.05530766;-0.4524657;1.278444,0
1533,-324;17588;-3584,24200;2110;2349,-0.06694596;0.01207217;1.201154,0.09585591;-0.005490364;1.198944,0.1599229;-0.2282672;1.221984,0.1727987;-0.2415649;1.010927,-0.05452962;-0.452558;1.27794,0
1570,2212;11204;-6548,24368;4868;797,-0.06693689;0.01208926;1.201105,0.09585802;-0.005501579;1.198904,0.1628759;-0.215321;1.215711,0.1705732;-0.2417146;1.004338,-0.05454042;-0.4525211;1.277755,0
1600,-192;16592;-10056,32767;4860;4350,-0.06683862;0.01207399;1.200753,0.09584262;-0.00548789;1.198834,0.1616187;-0.2172988;1.21969,0.1688177;-0.2427034;1.000507,-0.05476868;-0.4524032;1.277441,0
1632,1696;11728;-12632,29710;2948;4293,-0.06680886;0.01211401;1.200844,0.09583683;-0.005479657;1.198846,0.1616168;-0.2174306;1.221033,0.1672623;-0.2436629;0.9977751,-0.05473547;-0.4523702;1.277524,0
