Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-9880;-13320;-728,1163;-696;-914,-0.2024183;-0.09526963;1.008351,-0.171822;-0.04858095;1.227903,-0.1198347;0.1855722;1.312335,0.03792829;0.2146826;1.288015,0.04422935;-0.2521628;1.280513,0
42,-10076;-12380;-660,1253;-578;-931,-0.2024995;-0.09529026;1.008312,-0.1717905;-0.04859067;1.22779,-0.1198686;0.185288;1.312032,0.03788963;0.2146532;1.287964,0.04430322;-0.2522911;1.280265,0
65,-9836;-12992;-428,1132;-359;-1043,-0.2026302;-0.09534372;1.008203,-0.1719395;-0.04821038;1.229565,-0.1198888;0.1852461;1.312013,0.03786903;0.2146339;1.287919,0.04433185;-0.2523219;1.280261,0
101,-9884;-12496;-760,788;-307;-1169,-0.2027013;-0.09538969;1.008232,-0.1719582;-0.04824125;1.229561,-0.1199362;0.1851092;1.311923,0.03786899;0.214624;1.287914,0.04446425;-0.2524174;1.280293,0
132,-9832;-12664;-616,469;-230;-1329,-0.2028277;-0.09568263;1.007529,-0.1716544;-0.04776403;1.234953,-0.1199569;0.1850778;1.311923,0.03786581;0.214624;1.287917,0.04452144;-0.2522717;1.280497,0
164,-9948;-12964;-960,867;-464;-1297,-0.2030506;-0.09584197;1.006779,-0.1717944;-0.0475861;1.235227,-0.1199815;0.1849921;1.311879,0.0378506;0.2146259;1.287926,0.04458422;-0.2521249;1.280542,0
198,-9756;-12596;-524,1331;-164;-1230,-0.2033892;-0.09577715;1.006669,-0.171768;-0.0475319;1.235368,-0.1200069;0.1849131;1.31184,0.0378518;0.2146233;1.287925,0.04459573;-0.2521567;1.280523,0
231,-9968;-12876;-716,426;-254;-1344,-0.2035301;-0.09570797;1.00653,-0.1717897;-0.04746224;1.235451,-0.1196436;0.186676;1.313448,0.03784379;0.2146159;1.287908,0.04460107;-0.2521513;1.280523,0
265,-10784;-14280;-596,636;1112;-1726,-0.2037878;-0.09553596;1.006057,-0.1717996;-0.04743906;1.235455,-0.1197056;0.1863666;1.313177,0.03782869;0.2146194;1.287948,0.04462313;-0.2521791;1.280543,0
301,-9476;-13588;-500,367;1371;-2048,-0.2038135;-0.09534536;1.005211,-0.1718019;-0.04737048;1.23546,-0.1197663;0.1861251;1.312956,0.03781089;0.2146213;1.287964,0.04467778;-0.2522263;1.280516,0
332,-11028;-13896;-376,-1503;2794;-746,-0.2038792;-0.09523163;1.005175,-0.1718682;-0.0472866;1.235434,-0.1195453;0.1871994;1.313939,0.03779555;0.2146205;1.287984,0.04469155;-0.2522137;1.280534,0
363,-10856;-15984;-948,-452;-727;-3866,-0.2038549;-0.09483899;1.003524,-0.1719065;-0.04703492;1.235131,-0.1193683;0.1878933;1.314293,0.03787902;0.2145401;1.287742,0.04472032;-0.252223;1.280446,0
398,-11544;-17396;-1248,122;-1687;-8135,-0.200716;-0.09011736;1.018404,-0.1719135;-0.04699553;1.235148,-0.1195338;0.1873903;1.313914,0.03785102;0.214552;1.287823,0.04476055;-0.2523093;1.280474,0
431,-9920;-18572;-2256,-942;-182;-10325,-0.1990735;-0.08982502;1.024664,-0.1721289;-0.04658972;1.234081,-0.1196467;0.1869565;1.313313,0.03794297;0.2144867;1.287506,0.0447595;-0.2521526;1.28009,0
464,-9980;-19352;-1876,2784;166;-14009,-0.2018564;-0.09066308;1.007152,-0.1719776;-0.04615576;1.232821,-0.1197962;0.1865581;1.312649,0.0379226;0.2144943;1.287502,0.04495785;-0.2523651;1.279629,0
500,-8624;-18952;-2700,3476;-144;-14763,-0.20266;-0.0908076;1.004645,-0.1717389;-0.04616021;1.233494,-0.1198709;0.1864182;1.312545,0.03793872;0.2144833;1.287463,0.04484782;-0.2522383;1.27967,0
535,-7520;-18716;-2816,3218;214;-17233,-0.2032626;-0.09073378;1.002001,-0.1721332;-0.04527581;1.23295,-0.1199437;0.1861554;1.312279,0.03796881;0.2144751;1.287399,0.04482155;-0.2521909;1.279692,0
