Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.05539512;-0.3933169;1.279337,0.00680337;-0.3664176;1.348327,-0.02160281;-0.2375816;1.516346,0.0547727;-0.02135562;1.565956,0.2173988;0.01677124;1.543403,0.2048307;-0.4406859;1.473205,0
30,0.05570467;-0.3947036;1.280559,0.006604892;-0.3666614;1.348316,-0.02143473;-0.2369516;1.51624,0.05496753;-0.02109034;1.565966,0.2175217;0.01677423;1.543381,0.2047753;-0.4406176;1.473261,0
64,0.05668595;-0.391429;1.282314,0.008190725;-0.3626654;1.351862,-0.02131079;-0.2368615;1.515768,0.0551194;-0.02087268;1.565904,0.2176389;0.01676299;1.543359,0.2047923;-0.440612;1.473289,0
96,0.06193575;-0.3779088;1.302193,0.008791698;-0.3608375;1.352307,-0.02087687;-0.2357113;1.513455,0.05531208;-0.02040617;1.565824,0.2176952;0.01679033;1.543248,0.2046569;-0.4403708;1.473022,0
128,0.05464548;-0.3871222;1.278963,0.007264869;-0.3623063;1.348966,-0.02074148;-0.2343523;1.509997,0.05549969;-0.01994498;1.565653,0.2178141;0.01682865;1.543154,0.2052335;-0.4400865;1.472669,0
165,0.06075425;-0.3743677;1.29577,0.009598157;-0.3573117;1.349709,-0.02052819;-0.2325419;1.506183,0.05555373;-0.01938151;1.565647,0.2178649;0.01684334;1.543127,0.2054014;-0.4399306;1.472683,0
197,0.1028688;-0.3898062;1.24197,0.02962953;-0.3304802;1.342153,-0.01946732;-0.229273;1.500759,0.05572786;-0.01898517;1.565597,0.2179598;0.01684088;1.543113,0.2062755;-0.4401008;1.472287,0
230,0.1105628;-0.3809175;1.22318,0.0371608;-0.3279777;1.322509,-0.01622512;-0.2340215;1.481655,0.05595699;-0.01852206;1.564982,0.2180276;0.01685166;1.542766,0.2083122;-0.4403109;1.470047,0
264,0.07804171;-0.3579722;1.272657,0.04988343;-0.3262724;1.298212,-0.009262118;-0.2455782;1.462776,0.05607273;-0.01807454;1.564318,0.2180691;0.01685767;1.542567,0.2098528;-0.4400567;1.468191,0
297,0.1036763;-0.3624732;1.2408,0.05273566;-0.3164243;1.30065,-0.00583783;-0.2296453;1.462187,0.05616494;-0.01752975;1.563744,0.2180845;0.01688355;1.542422,0.2104281;-0.4397376;1.468056,0
329,0.1217584;-0.3454979;1.214719,0.06201254;-0.3114419;1.286087,-0.0006063286;-0.2387521;1.45324,0.056393;-0.01703817;1.562905,0.2180961;0.01690955;1.542399,0.2109805;-0.4392436;1.468282,0
364,0.1378785;-0.3232601;1.201729,0.07225606;-0.2959457;1.282109,0.001001142;-0.2378227;1.451659,0.05654751;-0.01670692;1.561976,0.2180874;0.01691706;1.542394,0.211098;-0.4391932;1.46904,0
399,0.1510328;-0.3074807;1.201363,0.08948585;-0.280585;1.282891,0.004752714;-0.2371098;1.450639,0.05654531;-0.01667835;1.56122,0.2180887;0.01690516;1.542427,0.2127118;-0.440151;1.471767,0
434,0.1820171;-0.3063975;1.176604,0.1133558;-0.2870994;1.25029,0.04203567;-0.2013468;1.407056,0.05658901;-0.0174323;1.558375,0.2180027;0.01684791;1.542196,0.2133612;-0.4407029;1.471706,0
462,0.2132812;-0.3029976;1.17066,0.1344639;-0.2664174;1.260633,0.04490841;-0.190514;1.412927,0.05506732;-0.02365173;1.544894,0.2179562;0.01678447;1.541979,0.2143213;-0.4411316;1.471932,0
498,0.2146617;-0.2897341;1.208517,0.1456828;-0.2623577;1.264529,0.05151851;-0.1823874;1.411622,0.05477383;-0.02412659;1.543085,0.2179358;0.01678389;1.54196,0.2154823;-0.4412785;1.473664,0
529,0.3131363;-0.322997;1.151389,0.2369614;-0.2850402;1.215684,0.07855666;-0.1858728;1.392031,0.05451507;-0.02454824;1.541238,0.2179105;0.01680489;1.541928,0.2166598;-0.4412977;1.475242,0
561,0.3354939;-0.326603;1.160177,0.2432473;-0.2861808;1.217911,0.08370035;-0.1831672;1.39083,0.05435752;-0.02472009;1.539748,0.2178641;0.01683476;1.541824,0.2175869;-0.4408498;1.47669,0
597,0.3214564;-0.3275268;1.196331,0.2518865;-0.2871755;1.226091,0.08838135;-0.179562;1.39205,0.05431031;-0.02473024;1.538444,0.2178116;0.01685203;1.541716,0.2183757;-0.4403477;1.478364,0
631,0.3179198;-0.329211;1.211475,0.2519723;-0.2816381;1.235117,0.08898164;-0.1700108;1.398817,0.05449057;-0.02448403;1.536349,0.2176243;0.01683776;1.541196,0.2186897;-0.4401207;1.478864,0
663,0.3254729;-0.3372308;1.22212,0.2618982;-0.2803595;1.24183,0.09315362;-0.1690724;1.399518,0.05456734;-0.02436035;1.535583,0.2175266;0.01679769;1.540981,0.2192103;-0.4398586;1.480163,0
697,0.3259648;-0.3443599;1.229056,0.2661988;-0.2812368;1.241546,0.09812782;-0.167568;1.39817,0.05470493;-0.02436818;1.534199,0.2173781;0.01671162;1.540385,0.2195413;-0.4399724;1.48055,0
729,0.3036582;-0.3395717;1.253907,0.2625833;-0.2728203;1.254623,0.09863104;-0.1628544;1.402388,0.0549114;-0.02427262;1.533569,0.2173493;0.01668178;1.540294,0.2198747;-0.4400225;1.481914,0
761,0.3045551;-0.3412321;1.253098,0.2650013;-0.2740385;1.253077,0.10277;-0.1627346;1.400645,0.05518299;-0.02413068;1.532476,0.217304;0.01659854;1.539968,0.2200784;-0.4400381;1.482334,0
796,0.3071485;-0.3415529;1.251957,0.2662849;-0.2750088;1.251962,0.1046749;-0.1633508;1.399276,0.05534502;-0.02399558;1.531567,0.2173013;0.01657177;1.539852,0.2201627;-0.4400564;1.482624,0
831,0.3097598;-0.3422267;1.248606,0.2693137;-0.2776577;1.250021,0.1033353;-0.1608043;1.39954,0.0555158;-0.02380016;1.530967,0.2173055;0.01655728;1.539686,0.2202436;-0.4400838;1.482725,0
864,0.3122179;-0.3427325;1.244518,0.2691986;-0.2779059;1.24969,0.1052373;-0.1619991;1.397054,0.05564992;-0.02353351;1.530545,0.2173591;0.01659958;1.53947,0.2203041;-0.4400581;1.482773,0
898,0.308587;-0.3437184;1.247585,0.2691795;-0.2780164;1.249721,0.1074702;-0.1636171;1.395395,0.05576725;-0.02335734;1.530378,0.2174134;0.01663566;1.539447,0.2203984;-0.4399847;1.483009,0
928,0.3088836;-0.3442378;1.247943,0.2692213;-0.2783176;1.249525,0.1074181;-0.1639582;1.395561,0.05585277;-0.02302939;1.530365,0.2172206;0.01566987;1.539209,0.220472;-0.4399462;1.483043,0
960,0.3086037;-0.3427998;1.246755,0.2692308;-0.2787121;1.249083,0.1073963;-0.1641472;1.395549,0.05593839;-0.02268559;1.530393,0.2169483;0.01504344;1.538929,0.2204731;-0.439891;1.483061,0
997,0.3136808;-0.3431694;1.242119,0.2691061;-0.2789909;1.248177,0.1095188;-0.1654005;1.392874,0.0559716;-0.02262846;1.53019,0.2170139;0.01518024;1.538884,0.2204589;-0.4398699;1.483072,0
1030,0.3176595;-0.343101;1.237135,0.2690829;-0.2790684;1.247017,0.1096913;-0.1656088;1.392255,0.0559779;-0.02258223;1.530105,0.2170866;0.0153078;1.53881,0.2204662;-0.4398416;1.483061,0
1064,0.3360164;-0.3499006;1.222966,0.2774402;-0.2870617;1.238288,0.124637;-0.1832328;1.37678,0.05596404;-0.0225361;1.530143,0.2171586;0.01555603;1.538936,0.2204786;-0.4395721;1.483254,0
1095,0.34428;-0.3465016;1.214053,0.2801839;-0.2886771;1.235531,0.1259909;-0.1847024;1.375096,0.05595595;-0.0224337;1.530146,0.2171973;0.01573431;1.539006,0.2204935;-0.4394212;1.483403,0
1131,0.3495217;-0.3387202;1.206904,0.2815418;-0.2887531;1.234218,0.1266381;-0.1855315;1.374238,0.05592693;-0.02226855;1.53024,0.2171744;0.01589854;1.539082,0.2204432;-0.4390042;1.483796,0
1161,0.3584113;-0.3246932;1.19891,0.2855019;-0.289136;1.230891,0.1356775;-0.2038909;1.36404,0.05590669;-0.02221695;1.53018,0.2171223;0.01602841;1.53909,0.2204209;-0.4386933;1.483947,0
1198,0.3893682;-0.3178018;1.171585,0.2812575;-0.2776944;1.242299,0.1100579;-0.1641817;1.395357,0.05588288;-0.02215686;1.530144,0.2170344;0.016153;1.539172,0.2204668;-0.4384571;1.484057,0
1230,0.388516;-0.3026079;1.156263,0.2828823;-0.2735536;1.240974,0.1101094;-0.1641817;1.395357,0.05582679;-0.02205449;1.530124,0.2169595;0.0162565;1.5392,0.2204695;-0.438199;1.484218,0
