Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.1032059;-0.095927;1.45599,0.06216868;-0.1171281;1.451708,0.05156869;-0.3683033;1.351068,-0.08581954;-0.421834;1.193383,-0.128418;-0.4650942;1.188851,-0.05358371;-0.5486893;1.395745,0
34,-0.1032945;-0.09583756;1.456205,0.06216297;-0.1173257;1.451541,0.0515297;-0.3683497;1.351008,-0.08584236;-0.4219484;1.193343,-0.1574424;-0.481815;1.166348,-0.0536408;-0.5487478;1.396385,0
67,-0.1033381;-0.09582496;1.456196,0.06219831;-0.1174646;1.451176,0.07039455;-0.3118836;1.3564,-0.0614684;-0.4134403;1.220151,-0.135058;-0.4721266;1.181463,-0.05398646;-0.5489058;1.396398,0
99,-0.1034996;-0.09578926;1.45637,0.06219232;-0.1175809;1.451077,0.07026035;-0.3119863;1.356257,-0.06189708;-0.4124273;1.219425,-0.1369736;-0.4715688;1.180183,-0.054639;-0.5490276;1.39668,0
133,-0.103532;-0.0957844;1.456362,0.06190303;-0.1169742;1.451505,0.06994966;-0.3109946;1.355763,-0.06239934;-0.4110432;1.218814,-0.1368347;-0.4683073;1.178798,-0.05512609;-0.5489717;1.396781,0
167,-0.1037416;-0.09572842;1.456453,0.06186134;-0.1173555;1.450459,0.06872303;-0.3107276;1.353104,-0.06442035;-0.4103798;1.216653,-0.1378063;-0.4668896;1.176837,-0.05651937;-0.5492021;1.396902,0
199,-0.1038911;-0.0956637;1.456554,0.06178782;-0.1175306;1.449476,0.06730739;-0.310307;1.350664,-0.0674375;-0.4073732;1.213869,-0.1400666;-0.4658527;1.17568,-0.05738913;-0.5490941;1.39742,0
234,-0.1040692;-0.09556983;1.456608,0.0614893;-0.1171158;1.449695,0.01874272;-0.3113599;1.310306,-0.0948936;-0.4429996;1.184937,-0.1421357;-0.4935156;1.167295,-0.05827677;-0.5486627;1.398112,0
268,-0.1042262;-0.09549218;1.456743,0.06125277;-0.1165699;1.450025,0.01847045;-0.3112235;1.310231,-0.1021141;-0.4345278;1.182639,-0.1508903;-0.4741582;1.167782,-0.05912195;-0.5475934;1.3995,0
299,-0.104517;-0.09543746;1.456778,0.06106974;-0.1162547;1.450033,0.0326644;-0.2957227;1.326638,-0.09008716;-0.4127924;1.194837,-0.1264174;-0.4243416;1.194297,-0.06172369;-0.5472803;1.399681,0
333,-0.1048253;-0.09539312;1.456607,0.05944886;-0.1176873;1.441626,0.03192528;-0.2993025;1.324533,-0.09952649;-0.4041567;1.190603,-0.1312532;-0.4220983;1.188676,-0.062757;-0.5469783;1.399871,0
366,-0.1050247;-0.09535361;1.456521,0.05916952;-0.1168309;1.442401,0.02727829;-0.2968294;1.323742,-0.1043198;-0.400748;1.189191,-0.1385707;-0.4227306;1.185885,-0.06344873;-0.5456979;1.400955,0
399,-0.1051625;-0.09534663;1.456469,0.0589105;-0.1163332;1.442854,0.02149579;-0.2938975;1.321903,-0.108614;-0.3992238;1.187008,-0.1399063;-0.4200743;1.18742,-0.06408782;-0.5447456;1.402184,0
433,-0.1055798;-0.09517492;1.455092,0.05647913;-0.1183469;1.434464,0.01286738;-0.2955216;1.315148,-0.1171257;-0.4009788;1.180283,-0.1238431;-0.3961667;1.197165,-0.0685136;-0.5387015;1.381151,0
467,-0.1060139;-0.09510149;1.454349,0.05579409;-0.1187151;1.432524,-0.002561809;-0.2959577;1.306166,-0.1257499;-0.4098463;1.17197,-0.1290368;-0.3994336;1.197981,-0.0697117;-0.5378882;1.379204,0
499,-0.1069223;-0.09511705;1.452677,0.05435592;-0.1200447;1.42853,-0.004156814;-0.2951702;1.304793,-0.1378559;-0.4040952;1.176974,-0.1681947;-0.4438098;1.170223,-0.07017838;-0.5376557;1.377507,0
533,-0.1076213;-0.09509717;1.451242,0.05335242;-0.1206055;1.425295,-0.005884605;-0.2934522;1.303609,-0.1381809;-0.4049171;1.176598,-0.1665932;-0.4431828;1.169849,-0.07095583;-0.5371538;1.375545,0
567,-0.1080591;-0.09514495;1.451092,0.05286181;-0.1210428;1.424568,-0.006357174;-0.2935816;1.305075,-0.1378115;-0.4056756;1.17774,-0.1665715;-0.4449818;1.17618,-0.0711592;-0.5370918;1.375465,0
599,-0.1085005;-0.09520998;1.450984,0.05226799;-0.1214459;1.423955,-0.009722142;-0.2944926;1.304211,-0.1402965;-0.4076871;1.176989,-0.1804637;-0.4258178;1.161062,-0.07134123;-0.537055;1.375536,0
633,-0.1090737;-0.09531704;1.450508,0.05158903;-0.1218594;1.422829,-0.01124122;-0.2939804;1.30355,-0.1412412;-0.4082546;1.176748,-0.1790163;-0.4252836;1.160472,-0.07160733;-0.5369465;1.37542,0
667,-0.1098547;-0.09529918;1.449278,0.05061748;-0.1218652;1.420428,-0.01215489;-0.294209;1.302622,-0.1416862;-0.4093143;1.176127,-0.1778898;-0.426711;1.161063,-0.07190636;-0.5366778;1.374922,0
700,-0.1103364;-0.09524761;1.448929,0.04985619;-0.1220066;1.419212,-0.05507618;-0.3125456;1.272151,-0.1676288;-0.4474056;1.149845,-0.2150638;-0.4969432;1.125443,-0.07218709;-0.5364493;1.374731,0
733,-0.1107258;-0.09532421;1.448765,0.04948689;-0.1221688;1.418908,-0.05512876;-0.3125916;1.272334,-0.1677735;-0.4496705;1.152833,-0.2129355;-0.5035801;1.128453,-0.07248052;-0.5363846;1.374726,0
767,-0.1112426;-0.09547929;1.448768,0.04897842;-0.1223985;1.418126,-0.05899427;-0.3187968;1.269134,-0.1716164;-0.4563794;1.150345,-0.2119956;-0.5080364;1.126068,-0.07485081;-0.5407618;1.390058,0
799,-0.1114309;-0.09552298;1.448652,0.04854141;-0.1226491;1.417514,-0.05866767;-0.3184198;1.269594,-0.1890988;-0.4458711;1.158385,-0.2199492;-0.4736542;1.138854,-0.07458416;-0.5393021;1.384467,0
