Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,0.04818344;-0.3894975;1.28123,0.006044933;-0.3543474;1.35299,-0.02576697;-0.2345273;1.538199,0.0441021;-0.02476668;1.556483,0.2155639;0.01534255;1.545747,0.1923665;-0.456128;1.4653,0
34,0.04483345;-0.3925633;1.276608,0.003619489;-0.358142;1.350228,-0.02574792;-0.2344834;1.538161,0.04409156;-0.02478753;1.556419,0.2156128;0.01539597;1.545687,0.1923598;-0.4561413;1.4653,0
66,0.04471149;-0.3918934;1.277073,0.003820761;-0.3578269;1.350655,-0.02575521;-0.234522;1.538159,0.04528979;-0.02762642;1.559132,0.2156564;0.01545653;1.545562,0.1923941;-0.4561898;1.465261,0
102,0.04687589;-0.3940695;1.277373,0.004086967;-0.3576744;1.351145,-0.02582138;-0.2344563;1.538343,0.04523495;-0.027264;1.558854,0.215708;0.01550317;1.545563,0.1924139;-0.4562334;1.465486,0
135,0.04398565;-0.3996828;1.259983,0.004153825;-0.352902;1.355389,-0.02580527;-0.2344206;1.538365,0.0450373;-0.02666641;1.558408,0.2157322;0.0155382;1.545493,0.1923678;-0.4563278;1.46544,0
166,0.04347144;-0.3970818;1.262179,0.004411351;-0.3519309;1.355371,-0.02569877;-0.2341185;1.538175,0.0448552;-0.02614373;1.558226,0.2157608;0.0156037;1.545426,0.1923594;-0.4562839;1.465451,0
199,0.04435614;-0.3940811;1.258829,0.005735141;-0.3515396;1.351842,-0.02545191;-0.2327974;1.533657,0.04484894;-0.02552791;1.557471,0.2157935;0.01567436;1.545274,0.1925004;-0.4560953;1.4653,0
234,0.05139728;-0.3852209;1.257969,0.00751058;-0.3507079;1.349219,-0.02524935;-0.231685;1.530955,0.04546888;-0.0258795;1.558503,0.2158653;0.01575926;1.545196,0.1930505;-0.4559823;1.465166,0
266,0.07779346;-0.378647;1.247298,0.008611623;-0.3486544;1.348163,-0.02594942;-0.228028;1.524184,0.04578656;-0.02599089;1.55885,0.2159556;0.01585277;1.545084,0.1947483;-0.4558118;1.464873,0
299,0.08805466;-0.3657186;1.245583,0.04693647;-0.3313454;1.299588,-0.02344134;-0.2250169;1.519023,0.04603082;-0.02582988;1.559139,0.2157033;0.0153153;1.545745,0.1964728;-0.4555542;1.46458,0
335,0.1046484;-0.3543199;1.231412,0.04969551;-0.3243716;1.296896,-0.02017935;-0.2304305;1.4956,0.04606614;-0.02409259;1.558867,0.215727;0.01564357;1.54517,0.1970767;-0.4538118;1.463765,0
366,0.1178139;-0.3419819;1.220837,0.05872506;-0.3133262;1.289906,-0.009952535;-0.2448905;1.474198,0.04623432;-0.02249122;1.558565,0.2155871;0.01548158;1.545347,0.1980657;-0.4528933;1.463794,0
399,0.1613074;-0.3309786;1.191192,0.1058415;-0.3089628;1.250741,-0.005121928;-0.2460967;1.46346,0.04617194;-0.0222024;1.555117,0.2155907;0.01570401;1.545128,0.1995946;-0.4510427;1.462458,0
434,0.1730775;-0.3230772;1.1792,0.1298789;-0.309421;1.230711,-0.0002172088;-0.2456942;1.455659,0.04594566;-0.0220087;1.552835,0.2155451;0.01592033;1.544956,0.1998045;-0.4505409;1.462209,0
466,0.1879968;-0.3224654;1.171661,0.1053386;-0.2791085;1.26848,0.01711907;-0.1960904;1.436874,0.0456766;-0.02201652;1.549816,0.215462;0.01611348;1.544587,0.1999337;-0.4505892;1.461929,0
502,0.1743672;-0.3084437;1.196736,0.109192;-0.2784092;1.267126,0.01786964;-0.1973836;1.434815,0.04557241;-0.02284682;1.54719,0.2154109;0.01623901;1.54439,0.2004471;-0.4507055;1.461496,0
537,0.1986514;-0.3184093;1.179897,0.1286133;-0.2928229;1.241891,0.04291622;-0.1940206;1.402406,0.04728231;-0.02989425;1.533932,0.215525;0.01652755;1.543587,0.2065239;-0.4505033;1.457496,0
584,0.2079434;-0.3195093;1.186744,0.1381002;-0.2841399;1.242293,0.04487602;-0.1906534;1.401635,0.04676849;-0.0276881;1.534622,0.2150747;0.01632821;1.54358,0.2074742;-0.44984;1.457677,0
601,0.2132103;-0.3197709;1.198109,0.1451089;-0.2804011;1.244155,0.04769282;-0.1894568;1.402249,0.04646332;-0.02659373;1.53517,0.2150957;0.01654294;1.543474,0.2083074;-0.4491226;1.458797,0
634,0.2204017;-0.3221491;1.201551,0.1539358;-0.2831298;1.241561,0.06097418;-0.1843764;1.397335,0.04634476;-0.02611716;1.535123,0.2145836;0.01619439;1.543449,0.2085664;-0.448886;1.459301,0
665,0.2402098;-0.3337528;1.196075,0.1796479;-0.2898186;1.256543,0.06931596;-0.180852;1.394472,0.04628813;-0.02583212;1.53475,0.2136782;0.0153842;1.542511,0.2087013;-0.4486285;1.459606,0
