Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
0,-0.113633;-0.09322231;1.456118,0.04723638;-0.1225326;1.429652,-0.0539552;-0.3265684;1.285021,-0.1806595;-0.4646633;1.178249,-0.2183367;-0.5066258;1.148989,-0.07539116;-0.5360872;1.379345,0
35,-0.1135916;-0.09315459;1.45638,0.04728581;-0.1224741;1.430109,-0.05455489;-0.3267997;1.28497,-0.1805677;-0.4652376;1.177866,-0.2190318;-0.5088958;1.149429,-0.07539046;-0.5360956;1.379478,0
65,-0.1135681;-0.09313206;1.456438,0.04732575;-0.1224367;1.430229,-0.05486156;-0.3270347;1.284636,-0.21248;-0.4356486;1.185472,-0.2423209;-0.4810809;1.152103,-0.07529409;-0.5360634;1.379628,0
99,-0.1135073;-0.09311659;1.456414,0.04732512;-0.1224417;1.430218,-0.05521971;-0.3270731;1.284222,-0.1742336;-0.4665303;1.170229,-0.2124467;-0.5126814;1.143439,-0.07527266;-0.5360579;1.379573,0
183,-0.1134956;-0.09310499;1.456617,0.04730753;-0.1225032;1.430183,-0.05158246;-0.3248776;1.287833,-0.209434;-0.4328517;1.188369,-0.2371538;-0.4881791;1.16132,-0.07525166;-0.5360385;1.379608,0
199,-0.1133808;-0.09308017;1.456423,0.04734371;-0.1225035;1.430042,-0.05366448;-0.3261813;1.285463,-0.211558;-0.4347323;1.186808,-0.2387196;-0.4884106;1.158006,-0.07537843;-0.5358548;1.379197,0
234,-0.1134251;-0.09303852;1.4569,0.04734762;-0.1225208;1.430086,-0.0540415;-0.3265287;1.285154,-0.2120281;-0.4350221;1.186599,-0.2436358;-0.4812198;1.153677,-0.0753746;-0.5358703;1.37928,0
265,-0.1134097;-0.09302249;1.456902,0.04735288;-0.1225149;1.430126,-0.05451269;-0.3266812;1.284763,-0.212452;-0.4353404;1.186401,-0.2391796;-0.4901444;1.157544,-0.07533671;-0.5358456;1.379341,0
298,-0.1133039;-0.09304854;1.457208,0.0473522;-0.1225689;1.430351,-0.05475227;-0.3270822;1.284744,-0.2127152;-0.4355952;1.186314,-0.244475;-0.4821354;1.155107,-0.07524035;-0.5358891;1.37968,0
333,-0.1132999;-0.0930456;1.457452,0.04738704;-0.1225769;1.430445,-0.05508196;-0.3274304;1.28463,-0.2132291;-0.4358304;1.186455,-0.2392402;-0.4910643;1.158973,-0.07515369;-0.5358866;1.379957,0
