Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,-0.1048217;-0.08109503;1.495347,0.07825088;-0.1230654;1.495518,0.1217329;-0.3240044;1.429383,0.1055095;-0.4968441;1.221832,0.09262942;-0.5471133;1.150707,-0.08024928;-0.4037378;0.9030249,-0.0817951;-0.5304859;1.405286,0.001885998;-0.5186102;1.387272,0
32,-0.1048281;-0.08110121;1.49534,0.07826855;-0.1230834;1.495499,0.1217232;-0.3240204;1.42939,0.1054436;-0.4968943;1.221881,0.09665734;-0.5452312;1.148251,-0.07486658;-0.4174519;0.896325,-0.0816241;-0.5306439;1.405173,0.001918536;-0.5187017;1.387224,0
63,-0.1048288;-0.0811011;1.49534,0.07828808;-0.123112;1.495479,0.1217373;-0.3239981;1.429432,0.1054436;-0.496894;1.221881,0.09633628;-0.5450236;1.148021,-0.08128135;-0.4028627;0.9038179,-0.08186436;-0.5305023;1.405307,0.001840697;-0.5186412;1.387307,0
97,-0.104842;-0.08110687;1.495361,0.07829452;-0.123129;1.495513,0.1217646;-0.3239922;1.429472,0.1054425;-0.4969315;1.221971,0.09669965;-0.5458145;1.148903,-0.08221319;-0.400953;0.9049663,-0.08210877;-0.5303867;1.405499,0.001727447;-0.5185814;1.38746,0
131,-0.1048485;-0.08111053;1.495341,0.07830342;-0.1231342;1.4955,0.1218391;-0.3239689;1.429591,0.1054386;-0.4969349;1.221971,0.09665439;-0.545229;1.148211,-0.08251102;-0.3998773;0.9054503,-0.08224662;-0.5302911;1.405561,0.001683786;-0.5185325;1.387508,0
165,-0.1048529;-0.0811193;1.495254,0.07827169;-0.1231609;1.495067,0.1219433;-0.3239476;1.429495,0.105492;-0.4968452;1.221864,0.09201214;-0.5464714;1.149696,-0.08290958;-0.3987397;0.9057116,-0.08239543;-0.530179;1.405481,0.001643108;-0.518473;1.387459,0
199,-0.104984;-0.08113092;1.495772,0.07829435;-0.1232357;1.495493,0.1218591;-0.3238168;1.430512,0.1064754;-0.4965237;1.222485,0.09957674;-0.5475704;1.151681,-0.08340707;-0.3982409;0.9071787,-0.08275069;-0.5301659;1.406533,0.001383662;-0.5184982;1.388671,0
231,-0.1049988;-0.08112428;1.495797,0.07829544;-0.1232761;1.4955,0.1218332;-0.3237924;1.43055,0.1066798;-0.4962896;1.222522,0.09932216;-0.5438914;1.148778,-0.07508618;-0.4210637;0.8961344,-0.08248799;-0.5303599;1.406436,0.001440529;-0.5185907;1.388611,0
263,-0.1049798;-0.08114908;1.49572,0.07826313;-0.1232838;1.495352,0.1218283;-0.3237939;1.430399,0.1063262;-0.4963632;1.222174,0.0986135;-0.5442569;1.146135,-0.07454751;-0.4221668;0.8952234,-0.08222789;-0.5305344;1.406053,0.001507887;-0.5186976;1.388275,0
298,-0.1050043;-0.08116181;1.495702,0.07822814;-0.1233029;1.495294,0.1217729;-0.3237472;1.430412,0.1053891;-0.4967383;1.222424,0.09658996;-0.545079;1.148223,-0.07413639;-0.4230967;0.8945535,-0.08205034;-0.5306574;1.405953,0.001546055;-0.5187545;1.388235,0
334,-0.1051427;-0.08107061;1.495321,0.07807802;-0.1233617;1.494874,0.121677;-0.3236548;1.430128,0.1064645;-0.4555627;1.26132,0.09481304;-0.4928818;1.212751,-0.08247605;-0.4015842;0.9031761,-0.08233187;-0.5304061;1.405781,0.001444298;-0.5186089;1.388134,0
367,-0.1052223;-0.0810549;1.495282,0.07800826;-0.1234214;1.494765,0.121648;-0.3236587;1.430118,0.1064429;-0.4556197;1.261354,0.0949293;-0.4931939;1.21303,-0.0833258;-0.4000643;0.9041061,-0.08254922;-0.5302708;1.40583,0.001361637;-0.5185369;1.388161,0
400,-0.1052423;-0.08105285;1.495283,0.0779801;-0.1234441;1.494735,0.1214496;-0.3237548;1.430026,0.1062574;-0.455501;1.261085,0.09380293;-0.4924456;1.21118,-0.08400668;-0.3990075;0.9049211,-0.08272003;-0.530157;1.405916,0.001288925;-0.5184574;1.388247,0
432,-0.1053308;-0.08103397;1.495176,0.07789095;-0.1234483;1.494694,0.1212909;-0.3237731;1.429953,0.11011;-0.4501578;1.256465,0.09863406;-0.4857231;1.208424,-0.0763639;-0.4189779;0.8953895,-0.0825118;-0.530283;1.405786,0.001325185;-0.5184949;1.388177,0
