Time_Stamp,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,KneeLeft,SpineBase,HipRight,TrimmingId
0,-0.10272;-0.0882984;1.483432,0.0732746;-0.1256529;1.474367,0.0834889;-0.3820521;1.375685,0.1085906;-0.5004717;1.198005,0.1090892;-0.5440706;1.144225,-0.0855143;-0.4390326;0.8886869,-0.07839748;-0.5409616;1.40124,0.004346783;-0.5268787;1.380916,0
34,-0.1027184;-0.08829246;1.483438,0.07280292;-0.1259889;1.472511,0.08340397;-0.3819999;1.375814,0.1279481;-0.4825312;1.190708,0.1241808;-0.5326026;1.137512,-0.08519637;-0.4391625;0.8885857,-0.07839859;-0.5409752;1.401235,0.004349433;-0.5268929;1.38091,0
69,-0.1027302;-0.08828804;1.483472,0.07249121;-0.1261986;1.471452,0.08336663;-0.3819907;1.375878,0.1109621;-0.4951411;1.195013,0.1112467;-0.5402859;1.141017,-0.08518371;-0.4392992;0.8885147,-0.07839169;-0.5410006;1.401219,0.004358829;-0.5269114;1.380897,0
99,-0.1027379;-0.08824383;1.483519,0.07311633;-0.1257513;1.473231,0.08327411;-0.381969;1.376032,0.1252099;-0.4848921;1.191672,0.1224675;-0.5344796;1.137461,-0.0852612;-0.4392815;0.8884591,-0.07836892;-0.5409459;1.401228,0.004369176;-0.5268407;1.380908,0
132,-0.1027373;-0.08823317;1.483525,0.07270282;-0.1260437;1.471781,0.08323089;-0.3819844;1.376086,0.1094504;-0.4972631;1.196422,0.1091424;-0.5407224;1.141585,-0.08516258;-0.4393243;0.8883452,-0.07836924;-0.5409504;1.40122,0.004370738;-0.5268461;1.380897,0
166,-0.102743;-0.08823189;1.483518,0.07318909;-0.1258155;1.473077,0.08321492;-0.3819574;1.376084,0.1076362;-0.497069;1.196043,0.1077387;-0.5391936;1.140172,-0.0852311;-0.4392939;0.8883001,-0.07837295;-0.5409175;1.401208,0.004364148;-0.5268102;1.380885,0
199,-0.1027129;-0.08817858;1.483577,0.07290953;-0.1259674;1.472371,0.1074184;-0.3334705;1.399679,0.1058425;-0.4905176;1.206369,0.09778953;-0.5442109;1.14906,-0.0851912;-0.439328;0.8883358,-0.0783672;-0.5409231;1.401252,0.004373419;-0.5268144;1.380927,0
234,-0.1027696;-0.08815333;1.484139,0.07368918;-0.1260347;1.475365,0.08306171;-0.3828441;1.383822,0.1064426;-0.4951403;1.201792,0.1060519;-0.541048;1.148379,-0.08524013;-0.4394946;0.8886672,-0.07837465;-0.5409453;1.401829,0.004337003;-0.5268376;1.3815,0
265,-0.1027861;-0.08812948;1.484227,0.07319163;-0.1263866;1.473667,0.08301058;-0.3828192;1.383582,0.1064924;-0.4952423;1.201649,0.1061286;-0.5389392;1.146087,-0.09405488;-0.4140319;0.9024197,-0.07938685;-0.5405;1.402441,0.003995553;-0.5266479;1.381912,0
300,-0.1027724;-0.08809304;1.48449,0.0736799;-0.1257423;1.476096,0.08297589;-0.3828092;1.383603,0.1119735;-0.4848576;1.196182,0.1114249;-0.5349255;1.146793,-0.08743741;-0.4327244;0.8945866,-0.079236;-0.5404782;1.402634,0.004054015;-0.5266002;1.382136,0
334,-0.1027666;-0.08809991;1.484445,0.07307243;-0.1260868;1.473731,0.1191165;-0.3782049;1.341736,0.09321067;-0.5200634;1.18314,0.08692176;-0.5628644;1.138827,-0.08584488;-0.4349504;0.8928078,-0.07916499;-0.5405442;1.402531,0.004091883;-0.5266443;1.3821,0
364,-0.1027164;-0.08814339;1.484573,0.07283159;-0.1262617;1.472995,0.08199041;-0.3824869;1.380891,0.09412102;-0.5054882;1.205073,0.09377003;-0.5477635;1.153386,-0.0853322;-0.4365823;0.8921344,-0.07916108;-0.5406082;1.402596,0.004065827;-0.5267164;1.382185,0
398,-0.1026611;-0.08815768;1.484553,0.07332661;-0.1260541;1.474222,0.08199607;-0.3825226;1.380655,0.09321027;-0.5064972;1.205494,0.09391834;-0.5443503;1.155278,-0.08536611;-0.4371085;0.8916759,-0.07910616;-0.5405902;1.402571,0.004074637;-0.5267038;1.382181,0
432,-0.1025871;-0.08819545;1.484531,0.07290486;-0.1263579;1.472604,0.08197531;-0.3824637;1.380444,0.08993996;-0.5086509;1.206762,0.08974894;-0.5460203;1.157504,-0.08518237;-0.43781;0.8910878,-0.07908852;-0.540686;1.402536,0.004076589;-0.5267929;1.382146,0
465,-0.1025469;-0.08821454;1.484893,0.07275594;-0.1264317;1.472215,0.08203492;-0.3824212;1.380506,0.09603953;-0.5064426;1.2056,0.09565535;-0.5476437;1.152668,-0.08524353;-0.4381793;0.8911735,-0.07906149;-0.5408385;1.40279,0.004072167;-0.5269531;1.382401,0
499,-0.1025086;-0.08827247;1.484735,0.07314368;-0.1261744;1.473116,0.08204838;-0.3823732;1.380098,0.1018308;-0.4989822;1.200491,0.1007318;-0.5415606;1.146389,-0.08533048;-0.4383503;0.8908121,-0.07897085;-0.5408123;1.402704,0.004126439;-0.5269156;1.38232,0
533,-0.1025094;-0.08824831;1.484699,0.07366544;-0.126003;1.474313,0.08206408;-0.3823401;1.380036,0.100121;-0.4997529;1.200789,0.0990775;-0.5427672;1.146949,-0.09635374;-0.4128988;0.90186,-0.07960051;-0.5402843;1.402984,0.003922308;-0.5266533;1.382517,0
565,-0.1025136;-0.08825865;1.484642,0.07305346;-0.1263639;1.472264,0.08213419;-0.382314;1.379889,0.1000485;-0.4997817;1.200668,0.09853659;-0.542863;1.146233,-0.08822078;-0.4313324;0.8923225,-0.07957801;-0.5403964;1.402863,0.003922898;-0.526732;1.382428,0
599,-0.102522;-0.08826172;1.484514,0.07271387;-0.1266423;1.471121,0.08212405;-0.3823487;1.379767,0.1052387;-0.4840012;1.191285,0.1059594;-0.5327213;1.142182,-0.08773054;-0.4334537;0.8909441,-0.07957847;-0.5404471;1.40274,0.003905381;-0.5267679;1.382356,0
632,-0.1025372;-0.08829439;1.484487,0.0725028;-0.1267906;1.470534,0.0821361;-0.3823348;1.37977,0.1278523;-0.4813992;1.145834,0.1302485;-0.544628;1.112178,-0.09752532;-0.4144452;0.9019842,-0.08002067;-0.5402272;1.403011,0.003792522;-0.5266565;1.382584,0
664,-0.1026515;-0.08830251;1.484294,0.07225019;-0.1269124;1.46986,0.08220548;-0.3823228;1.379602,0.1275605;-0.4568223;1.182268,0.1202661;-0.5046844;1.127086,-0.0986241;-0.4120167;0.9024806,-0.08037496;-0.5399393;1.403031,0.00369199;-0.5265039;1.382616,0
701,-0.1026717;-0.08832371;1.484331,0.07216163;-0.1270603;1.469689,0.1077846;-0.3700392;1.348707,0.1198869;-0.4686263;1.087173,0.1339338;-0.4764883;1.074357,-0.09956831;-0.4108976;0.9034982,-0.08082758;-0.5397986;1.403484,0.003489521;-0.5264184;1.383164,0
