Time_Stamp,HandLeft,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,HipLeft,SpineBase,KneeRight,TrimmingId
0,-0.07160738;-0.4210015;1.203887,-0.01667529;-0.3679714;1.329958,0.003205107;-0.2572438;1.484846,0.0610411;-0.0344746;1.547186,0.2181787;0.01343646;1.546496,0.1094519;-0.435499;1.458042,0.1931454;-0.4480014;1.477449,0.3050027;-0.4719262;1.089472,0
35,-0.07085539;-0.4213975;1.202668,-0.01680395;-0.3680293;1.330055,0.003112249;-0.2573128;1.484946,0.0610724;-0.03450936;1.547144,0.2181621;0.01346463;1.546553,0.1094501;-0.4355094;1.458085,0.1931562;-0.448004;1.477521,0.3049657;-0.472017;1.089585,0
68,-0.070916;-0.4211481;1.202606,-0.01687347;-0.3680958;1.330018,0.003064083;-0.2574926;1.484991,0.0610775;-0.03450486;1.547142,0.2181564;0.01347711;1.546575,0.1094511;-0.4355099;1.458084,0.1931479;-0.4480087;1.47753,0.304973;-0.4720078;1.089623,0
99,-0.04368468;-0.4058459;1.246633,-0.01687279;-0.3678487;1.330493,0.002776213;-0.2574616;1.485667,0.06108271;-0.0345162;1.547207,0.2181198;0.01351962;1.546738,0.1094328;-0.4354175;1.45867,0.1932056;-0.4478972;1.478063,0.304932;-0.4720266;1.090093,0
134,-0.07140777;-0.4212893;1.20487,-0.01693186;-0.3679975;1.330649,0.002670634;-0.2575539;1.485786,0.06108311;-0.03454794;1.547245,0.2181439;0.01354345;1.546795,0.1094786;-0.4354824;1.458935,0.1932219;-0.4479241;1.47825,0.3049771;-0.4721451;1.090229,0
166,-0.07030488;-0.4220833;1.203149,-0.01690242;-0.3680017;1.330757,0.002612602;-0.2575161;1.485874,0.06108269;-0.03455568;1.547241,0.2181431;0.01354515;1.546797,0.1094961;-0.4354719;1.45893,0.1932439;-0.4479004;1.478248,0.3049668;-0.4721624;1.090231,0
200,-0.1508308;-0.3519581;0.969851,-0.01704639;-0.3677824;1.330706,0.002571176;-0.2574832;1.48595,0.06110161;-0.03456942;1.547205,0.218134;0.01354662;1.546795,0.1094805;-0.4354669;1.458894,0.1932232;-0.4479002;1.47824,0.3049771;-0.4721594;1.090245,0
234,-0.07097826;-0.3902176;1.231048,-0.04451821;-0.2971339;1.259325,-0.003616656;-0.1976787;1.419938,0.06113015;-0.03460817;1.546999,0.2181115;0.01353444;1.546688,0.1092826;-0.4354159;1.458517,0.1930726;-0.4478921;1.477959,0.3049717;-0.4721259;1.090041,0
266,-0.05033544;-0.3915837;1.256535,-0.01703499;-0.3683848;1.329616,0.002351489;-0.2578709;1.484729,0.06113324;-0.03455823;1.546941,0.2181064;0.01351912;1.546581,0.1090473;-0.4354212;1.457975,0.1928777;-0.4479051;1.477547,0.3050117;-0.472059;1.08975,0
300,-0.04561056;-0.4040484;1.243567,-0.01698338;-0.3684316;1.329655,0.002327974;-0.2578886;1.484756,0.06114075;-0.03455601;1.546941,0.2181063;0.01351846;1.546582,0.1090376;-0.4353764;1.458064,0.1928868;-0.447869;1.477604,0.3050301;-0.472051;1.089785,0
