Time_Stamp,AccelYArmPronation,AccelXArmPronation,GyroXArmPronation,ElbowExtensionAngle,ShoulderFlexionAngle,Trimming_Id,
0,808,16152,1196,88.9588254901425,124.232454391164,27.0945315576904,0
34,896,15972,1211,89.059815435389,124.183441603388,26.9845162218616,0
66,932,15804,1141,89.9370194381448,124.293333860345,26.7474414839213,0
99,776,16008,1156,89.9308625401075,124.549350156385,26.7927373399777,0
131,864,15996,1179,89.9639471419772,124.809008262277,26.8563336396783,0
165,792,15968,1156,90.2445078022529,124.698521048767,26.662442958499,0
200,896,15800,1134,90.6826907642745,124.770133856524,26.5486684857273,0
242,808,15940,1146,90.940072524687,124.802123185774,26.3953134539846,0
266,888,15880,1154,91.1288237287305,124.759477514108,26.2915647287016,0
299,736,15916,1185,91.3089003222464,124.73387993414,26.1590394730683,0
332,876,15968,1129,92.5319194635273,124.653353783551,25.2084858224561,0
365,816,16016,1123,92.885498546791,124.5426529794,24.9720809462551,0
399,732,15856,1139,93.8315138900054,124.135915945736,24.0387542147215,0
432,872,16092,1114,94.2344594734001,123.908520391069,23.6826097369694,0
466,840,16020,1153,94.4866781506705,123.853018439401,23.4468218016147,0
500,796,15996,1143,86.4255364349922,123.843483093867,23.3677676570693,0
530,812,16044,1138,86.5875762435225,125.237179085887,24.1862302436876,0
567,768,15952,1143,96.450953337191,127.371492107014,25.6317833528309,0
599,800,15888,1160,98.5806892876356,128.038023773986,23.8096375526682,0
631,756,15864,1170,163.677808838784,109.006901742639,40.849243133468,0
667,844,15948,1141,128.924664730155,115.356121263124,12.189380188358,0
700,916,16016,1168,115.819807614248,122.912366453881,10.5973166016177,0
732,816,15880,1130,112.814225360091,125.518787295687,16.0880579458617,0
766,712,16056,1138,105.187525518135,129.436361136741,30.3463280971249,0
800,928,15940,1142,103.375367480698,136.04919617922,16.8831575871208,0
833,756,16040,1140,101.933608280863,140.598819778077,17.9821041424945,0
868,876,16044,1120,88.9433072967772,152.673185742044,42.5313941898477,0
900,872,16084,1106,110.105290819873,140.05150091637,16.0337386394716,0
931,836,15940,1146,109.318245216453,137.948316324234,15.7118855233644,0
965,856,15964,1138,112.520023593124,138.008490701569,16.3815380573161,0
999,896,16008,1155,105.419002757719,137.764828448813,16.9836727810529,0
1032,876,16172,1157,102.526342826804,137.98909231413,19.1164652530105,0
1068,784,16176,1158,102.575828652869,137.801325215301,19.4904575317397,0
1102,804,16008,1166,102.622028092857,137.487468020115,19.379290049775,0
1132,808,16052,1121,102.102954093895,136.954065301544,19.1668755414295,0
1166,836,15936,1138,101.070290771935,136.466179400212,21.5299545386169,0
1200,836,16044,1109,100.746676146349,135.785082187875,22.9547449494351,0
1231,828,16072,1182,89.5823089181092,137.750515264495,35.572116564738,0
1266,776,15888,1148,89.4495319544132,137.811968296954,35.5972992230046,0
1302,856,16004,1166,89.4993567780005,137.826163960776,35.1426904364841,0
1332,848,15872,1137,92.1257715767531,134.291584470455,29.1107034051693,0
1365,868,16088,1183,93.5210953111948,134.467724436352,27.7772377836948,0
1399,808,15860,1161,100.702042459555,134.322704133216,20.807399209467,0
1431,872,16128,1164,87.8201381933803,146.707760250523,43.5655870300062,0
1466,812,15984,1170,83.4599405966734,157.111290471948,60.8575982866748,0
1500,780,15944,1133,108.400105676244,129.858761783014,0.604701238910181,0
1532,868,16036,1126,110.357688735223,128.337935849111,2.71892791867508,0
1569,780,15976,1138,90.9538582340635,133.415493543267,22.1367171497423,0
1600,828,16000,1146,78.482276354644,142.120764501123,47.3831104132591,0
1632,884,16056,1130,75.6948292585533,139.261035225955,42.8676944662517,0
1666,768,16060,1144,95.265131282199,133.205065323688,19.3634338725721,0
1699,924,15928,1154,101.285551938446,139.923292331539,15.7036379664128,0
1735,804,15956,1165,105.961702022567,143.738955648354,23.8142319402557,0
1766,772,15728,1129,98.0819329754122,146.258084780822,31.3121309906861,0
1801,752,15960,1143,98.3805721013793,146.028927077656,31.1274655994409,0
1832,792,16116,1075,80.5854265045168,155.830313642244,50.5928252038804,0
1867,900,15864,1107,81.6897186671465,154.624895716038,48.9700987785794,0
1900,788,16072,1174,82.5303751738744,151.011188492193,45.5423979980055,0
1986,912,15964,1162,86.0524265106706,140.266042409092,27.152727442164,0
2049,824,16016,1134,91.3997114517132,132.133219954647,10.3660678291088,0
2122,708,16024,1143,75.2023966992845,140.315978205033,35.876110578768,0
2194,812,16020,1148,89.8347744014986,136.954689269104,25.8799053139529,0
2255,832,15868,1161,100.104101175758,123.314124993652,6.81761030608496,0
2402,844,16044,1159,89.9395247996554,122.933509258534,10.9821417186861,0
