Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-4204;-5628;14088,1513;-755;-1557,-0.0899644;-0.2707834;1.397948,-0.06938706;-0.1945174;1.64231,0.04113675;-0.01463397;1.56875,0.2217621;0.002346305;1.521838,0.1939077;-0.4454869;1.45314,0
31,-4208;-5364;14152,909;-918;-1679,-0.08977278;-0.2708256;1.398435,-0.06943803;-0.1944;1.642767,0.04115206;-0.01458816;1.5688,0.2218644;0.00323824;1.522368,0.1939055;-0.4454845;1.453137,0
61,-4196;-5216;14076,854;-757;-1281,-0.08935639;-0.2706628;1.400127,-0.06951334;-0.1941044;1.644457,0.04117517;-0.01457913;1.568839,0.2220376;0.00403755;1.522938,0.1939083;-0.4454845;1.453138,0
94,-4348;-5332;14272,1123;-393;-1292,-0.08932967;-0.2703836;1.401097,-0.06958186;-0.1942641;1.645574,0.04120911;-0.01450992;1.569057,0.2220335;0.003280569;1.52286,0.1939233;-0.445481;1.453157,0
127,-4228;-5028;14540,1639;-240;-966,-0.0892426;-0.2703549;1.401363,-0.06960137;-0.1941571;1.645824,0.04120791;-0.01452475;1.569049,0.2222163;0.004083497;1.52317,0.1939269;-0.4454849;1.453166,0
161,-4204;-5240;14504,1260;-331;-862,-0.08917368;-0.2704131;1.401284,-0.06940316;-0.1941255;1.645705,0.0412104;-0.01458905;1.568923,0.2223215;0.004642153;1.523371,0.1939405;-0.4454974;1.453137,0
197,-3972;-5068;14220,1294;-266;-619,-0.09010489;-0.2710684;1.398098,-0.06804095;-0.1948584;1.642345,0.04118918;-0.01464602;1.568764,0.2224142;0.005088674;1.523454,0.1939595;-0.4454911;1.453128,0
229,-4212;-5536;14096,1497;-410;-541,-0.08992021;-0.2711324;1.398322,-0.06831156;-0.1945841;1.642502,0.04121613;-0.01459986;1.568815,0.2224628;0.005369558;1.523547,0.1939627;-0.4454965;1.453122,0
262,-4428;-5588;14080,1377;-506;-798,-0.0898509;-0.2711623;1.398196,-0.06865183;-0.1940447;1.64223,0.04122044;-0.01456258;1.568838,0.222508;0.005612493;1.523553,0.1939555;-0.4454649;1.453031,0
295,-4392;-5464;14080,1237;-315;-784,-0.08969116;-0.2714968;1.397117,-0.06841897;-0.1944669;1.641173,0.04123234;-0.01449075;1.568891,0.222592;0.005881046;1.523669,0.1939589;-0.4454585;1.453022,0
328,-4428;-5560;14168,1271;-190;-840,-0.08953428;-0.2714497;1.397691,-0.06873716;-0.1942605;1.641738,0.04122631;-0.01450446;1.568875,0.2226292;0.006080881;1.523806,0.1939662;-0.4454591;1.453031,0
361,-4204;-5296;14212,1001;-228;-991,-0.08934648;-0.2715235;1.397841,-0.06897561;-0.1940894;1.641845,0.04125283;-0.01445496;1.568921,0.222627;0.006197731;1.523827,0.1939536;-0.445421;1.453017,0
395,-4232;-5136;14476,710;-62;-619,-0.08939848;-0.2725556;1.395587,-0.06800164;-0.1965754;1.638082,0.04125504;-0.01452064;1.568842,0.2226704;0.006361278;1.523943,0.1939663;-0.4454327;1.453031,0
428,-4312;-5748;14572,997;-198;-213,-0.08900599;-0.2726606;1.395635,-0.06813065;-0.1963241;1.63825,0.04130739;-0.01444896;1.568854,0.2226721;0.006456674;1.523935,0.1939696;-0.4454023;1.453006,0
463,-4652;-5712;14576,1106;-320;-638,-0.08858162;-0.2727836;1.395588,-0.06815491;-0.1958063;1.637431,0.04132047;-0.01437379;1.568907,0.2227085;0.006601498;1.523873,0.1939739;-0.4453517;1.452954,0
495,-4720;-5704;14476,1251;-440;-1038,-0.08794884;-0.273446;1.394403,-0.06832217;-0.1952515;1.638222,0.04137607;-0.01430376;1.569067,0.2227318;0.006709899;1.523912,0.193979;-0.4453506;1.452953,0
528,-4536;-5564;14324,1250;-705;-1192,-0.08786891;-0.2734516;1.394234,-0.06836317;-0.1952717;1.637741,0.04139291;-0.01429054;1.569094,0.2227503;0.006796237;1.523884,0.1939715;-0.4453446;1.452903,0
560,-4368;-5288;14320,1189;-659;-1264,-0.08776332;-0.2734412;1.394277,-0.0682005;-0.195285;1.638011,0.0414307;-0.01421395;1.569195,0.2222243;0.004817588;1.522558,0.1939798;-0.4453326;1.45289,0
594,-4456;-5108;14152,1455;-756;-903,-0.08726904;-0.2725438;1.397495,-0.06908326;-0.1945804;1.641502,0.04145419;-0.01420881;1.569204,0.2221507;0.003569029;1.521919,0.1939846;-0.4453304;1.452886,0
628,-4460;-5240;14152,1059;-609;-988,-0.08717463;-0.2724723;1.397048,-0.06895997;-0.194683;1.641111,0.04148795;-0.01411432;1.56934,0.2222782;0.004199846;1.522199,0.1939839;-0.4453191;1.452891,0
663,-4416;-5352;14008,1075;-346;-937,-0.08716995;-0.2721769;1.397111,-0.06913475;-0.1945794;1.641249,0.04151707;-0.01405316;1.569419,0.2224076;0.004775829;1.52248,0.1939813;-0.4453204;1.452891,0
695,-4364;-5224;14304,1378;-235;-915,-0.08711511;-0.2716258;1.397982,-0.06936974;-0.193912;1.642104,0.04152094;-0.0140025;1.569757,0.2225261;0.00530066;1.523032,0.1940399;-0.4451892;1.453301,0
727,-4460;-5340;14452,1078;-224;-1094,-0.08695036;-0.2705028;1.397157,-0.06943522;-0.1936768;1.641583,0.04152337;-0.01399925;1.569756,0.2225934;0.00557362;1.523055,0.1940157;-0.445166;1.453272,0
762,-4336;-5200;14384,836;-343;-1069,-0.08762175;-0.269136;1.396821,-0.06947944;-0.1937074;1.641644,0.04151692;-0.01399699;1.569821,0.222518;0.004339268;1.522535,0.1939507;-0.445245;1.453349,0
794,-4476;-5432;14244,457;191;-838,-0.08795083;-0.2668141;1.39875,-0.07008103;-0.1934693;1.644237,0.04150047;-0.01397458;1.569971,0.2224838;0.00325001;1.522817,0.1938059;-0.4453551;1.453756,0
828,-4820;-5844;14520,449;403;-602,-0.08789598;-0.2651937;1.398212,-0.0701904;-0.1933868;1.644176,0.04150385;-0.013976;1.569956,0.2223891;0.00248942;1.522417,0.1937852;-0.4454435;1.453766,0
862,-4732;-5160;14108,906;-18;-791,-0.09263739;-0.2633569;1.400236,-0.07025961;-0.1935504;1.643652,0.04147467;-0.01409693;1.569576,0.2224986;0.003226514;1.522578,0.1938099;-0.4455247;1.453685,0
896,-4412;-4924;14008,694;-274;-1086,-0.09007775;-0.2514867;1.423378,-0.07018635;-0.1933622;1.643618,0.04146545;-0.014107;1.569501,0.2225423;0.003732583;1.522597,0.1937752;-0.4455894;1.45353,0
929,-4352;-5440;14060,1167;-15;-474,-0.09029693;-0.254885;1.41973,-0.06790975;-0.1946352;1.643051,0.04144204;-0.01414356;1.569452,0.2226847;0.004361804;1.523111,0.1937962;-0.4456607;1.453579,0
962,-4560;-5712;14212,723;242;-397,-0.08913101;-0.2581091;1.415958,-0.07192144;-0.2089039;1.622922,0.04142819;-0.0141678;1.569468,0.2227795;0.004870028;1.523399,0.1938196;-0.445724;1.453628,0
994,-5028;-5904;14468,682;-43;-564,-0.08899667;-0.2581684;1.415195,-0.06409988;-0.229775;1.61686,0.04139399;-0.01425092;1.56934,0.2228597;0.005291175;1.523575,0.1938146;-0.4457315;1.453632,0
1027,-5208;-6408;14428,539;-417;-1371,-0.08909406;-0.2585574;1.41734,-0.06214235;-0.2331667;1.618238,0.0413384;-0.01440763;1.569039,0.2228688;0.005564095;1.523706,0.1938064;-0.4458131;1.453649,0
1063,-4804;-5912;13700,722;-219;-1854,-0.09003415;-0.2589729;1.416792,-0.06093694;-0.2344159;1.617909,0.04134913;-0.01440078;1.569033,0.2228551;0.005867434;1.523681,0.1937972;-0.4458221;1.45362,0
1095,-4964;-5928;13764,854;238;-1953,-0.09133904;-0.2608745;1.415138,-0.05915325;-0.2357594;1.61659,0.04128148;-0.01462677;1.56861,0.2228698;0.00605197;1.523666,0.1937765;-0.4458719;1.453596,0
1132,-4620;-5092;13240,-60;437;-2508,-0.09665538;-0.2640353;1.409857,-0.05390161;-0.2369864;1.620291,0.04127166;-0.01472775;1.568507,0.2229033;0.006275996;1.523811,0.1937636;-0.4459145;1.453602,0
1162,-5116;-5920;14416,-32;-458;-2971,-0.1036862;-0.2644887;1.402903,-0.05277899;-0.2407425;1.608931,0.04127097;-0.01472363;1.568503,0.2223694;0.004118844;1.521916,0.1937405;-0.4459666;1.453411,0
1194,-4764;-6088;13948,-414;-227;-2240,-0.1049413;-0.2650066;1.401324,-0.04802178;-0.2398535;1.618882,0.04127584;-0.01478414;1.568384,0.2224563;0.004703842;1.522303,0.1937542;-0.4460044;1.453415,0
1228,-4584;-5880;13832,-726;-42;-1492,-0.1276395;-0.2638278;1.376171,-0.04782482;-0.2399102;1.619126,0.04126959;-0.0148742;1.568264,0.2222847;0.003806596;1.521941,0.1937668;-0.4460245;1.453418,0
