Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,-1408;11664;9604,1196;-350;-959,-0.1016303;-0.10195;1.427044,0.08172698;-0.1399308;1.446553,0.1683625;-0.3439679;1.468773,0.1239492;-0.4047843;1.18933,-0.09013243;-0.5395233;1.375263,0
33,-1816;12812;9424,1770;-185;-1151,-0.1016241;-0.1020409;1.426613,0.08166771;-0.1399481;1.446204,0.1676649;-0.3437077;1.468559,0.1238566;-0.4045534;1.189026,-0.090699;-0.5392728;1.373863,0
65,-1608;12428;9636,691;-484;-971,-0.1016297;-0.1020744;1.426546,0.08165536;-0.1399518;1.446186,0.1676781;-0.3437984;1.468485,0.1238602;-0.4049532;1.189021,-0.09053121;-0.5390512;1.372644,0
99,-1596;12532;9628,1777;-152;-855,-0.1016317;-0.1020935;1.426566,0.08164214;-0.1399626;1.446214,0.1680311;-0.343978;1.468527,0.1238728;-0.4048963;1.189065,-0.09068129;-0.5390397;1.372639,0
132,-1572;12572;9612,597;-451;-1062,-0.1016455;-0.102115;1.426525,0.08162157;-0.1399509;1.446192,0.167842;-0.3439851;1.468494,0.1239217;-0.4049009;1.188995,-0.09080074;-0.5389575;1.372368,0
166,-1604;12536;9480,1885;-133;-854,-0.101641;-0.1021668;1.426118,0.08146796;-0.1400787;1.445508,0.1682106;-0.3441244;1.467824,0.1235381;-0.4034701;1.191463,-0.0903348;-0.5390055;1.370869,0
200,-1692;12796;9428,777;-271;-1057,-0.1016414;-0.1021761;1.426117,0.08138327;-0.1400479;1.445394,0.168355;-0.3442322;1.467621,0.1237035;-0.4036345;1.19016,-0.09017152;-0.5403051;1.373782,0
232,-1812;12420;9708,1328;-177;-1005,-0.101655;-0.1021745;1.426119,0.08138101;-0.1400421;1.445412,0.1675662;-0.3441457;1.468066,0.1236287;-0.4033798;1.189652,-0.09055381;-0.5400056;1.373387,0
265,-1652;12300;9500,1673;-229;-969,-0.1016993;-0.1021847;1.426118,0.08136463;-0.1400284;1.445411,0.1671702;-0.3440471;1.468243,0.1264165;-0.3954594;1.209171,-0.09078953;-0.5398255;1.372924,0
300,-1724;12620;9524,1633;-337;-988,-0.1017108;-0.1021733;1.425831,0.08139034;-0.1400114;1.445324,0.1675811;-0.3442745;1.467595,0.1222881;-0.3953875;1.191228,-0.09111049;-0.5395178;1.371965,0
344,-1596;12152;9340,4957;269;-706,-0.1017209;-0.1021767;1.425822,0.08139043;-0.1400307;1.445325,0.1675888;-0.3442434;1.467642,0.1194152;-0.3978435;1.18733,-0.09130319;-0.5394436;1.371785,0
367,-1616;12596;9000,9465;1290;-138,-0.1017491;-0.1021892;1.425862,0.08138548;-0.1400243;1.445402,0.1679011;-0.3443117;1.467749,0.126007;-0.3887443;1.205819,-0.091448;-0.5394521;1.371698,0
402,-1604;12508;7840,22065;3293;2222,-0.1017562;-0.1021496;1.425686,0.08140698;-0.1400183;1.445318,0.1687061;-0.3443197;1.46689,0.1196584;-0.3867273;1.184799,-0.09106482;-0.5392166;1.370516,0
433,-1320;14132;5272,28052;4384;2627,-0.1017862;-0.1021117;1.425825,0.08142146;-0.1399624;1.445501,0.168784;-0.3445509;1.466967,0.1299942;-0.371766;1.247151,-0.09029569;-0.5384552;1.372355,0
465,-1060;14496;2264,32767;5268;4222,-0.101801;-0.102105;1.425837,0.0814281;-0.139966;1.445499,0.168937;-0.3448559;1.466801,0.1298546;-0.3720407;1.247697,-0.09031745;-0.538456;1.372344,0
500,-876;15124;-1912,32767;5675;4014,-0.1018129;-0.1020823;1.425805,0.08141702;-0.1400382;1.445392,0.1690283;-0.3453239;1.466514,0.1148214;-0.3835058;1.18476,-0.0903208;-0.5384596;1.372336,0
532,-176;16084;-5340,32767;3217;4034,-0.1019317;-0.1020334;1.425999,0.08149198;-0.140127;1.445707,0.1685624;-0.3460964;1.466711,0.1149998;-0.3846462;1.185673,-0.09042349;-0.5384965;1.372618,0
565,584;14252;-8612,31150;2269;4815,-0.1019468;-0.102012;1.426038,0.08150639;-0.1401696;1.445726,0.168402;-0.3466566;1.466635,0.1175628;-0.3876666;1.189484,-0.09017066;-0.5385486;1.37256,0
602,1392;10964;-10904,32767;2595;5759,-0.101936;-0.101994;1.426033,0.0815265;-0.1402414;1.445748,0.1676515;-0.347265;1.466551,0.1256493;-0.3936163;1.19667,-0.09023526;-0.5385886;1.372596,0
633,1372;9540;-13404,32767;961;4472,-0.1019129;-0.1019621;1.425913,0.08153065;-0.1402597;1.445525,0.1677395;-0.347633;1.466057,0.1255484;-0.3989871;1.196813,-0.0896318;-0.5385517;1.372305,0
665,1636;8784;-14960,28563;-473;2762,-0.1019334;-0.1019387;1.42594,0.08154887;-0.1402928;1.445548,0.1677232;-0.3480572;1.465866,0.1258904;-0.4101361;1.211964,-0.08970712;-0.5385588;1.372486,0
701,1572;6408;-16464,18085;-1710;1279,-0.1019242;-0.1019036;1.426004,0.08149707;-0.1402909;1.445621,0.1672796;-0.3481791;1.465788,0.127863;-0.4099724;1.233894,-0.08695839;-0.5376893;1.374863,0
732,1348;5332;-17408,10364;-1928;841,-0.1019381;-0.1018793;1.426087,0.081522;-0.1403426;1.445692,0.167387;-0.3486858;1.465607,0.1361839;-0.408721;1.242106,-0.08703741;-0.5377917;1.375035,0
765,1468;4256;-17768,518;-2014;-737,-0.1019394;-0.1018789;1.426087,0.07909416;-0.1426032;1.4456,0.1672606;-0.3489392;1.465564,0.1289245;-0.4202906;1.248473,-0.08718248;-0.5380626;1.37507,0
802,2208;3148;-17296,3515;-522;-1300,-0.1019393;-0.1018683;1.426099,0.07944436;-0.1424607;1.44575,0.1673215;-0.3491281;1.465658,0.1270997;-0.4237953;1.253504,-0.08694511;-0.5381247;1.375029,0
835,1744;4408;-16884,2982;-554;-1364,-0.1018696;-0.1018267;1.426101,0.07960042;-0.1423749;1.445726,0.1674473;-0.349513;1.465509,0.1601701;-0.4110051;1.182805,-0.08576082;-0.5377545;1.376708,0
866,1748;4072;-17196,1592;-515;-998,-0.1018665;-0.1018238;1.4261,0.0799409;-0.14226;1.445775,0.1675565;-0.349797;1.465392,0.1240144;-0.4266787;1.253772,-0.08586013;-0.537818;1.376628,0
900,1512;4164;-17620,-2727;-790;-979,-0.1018245;-0.1018136;1.426117,0.08006432;-0.1422083;1.445802,0.1675737;-0.3499997;1.465499,0.1859117;-0.3896709;1.220572,-0.08563597;-0.5378432;1.3764,0
932,1524;5604;-17744,-6414;-347;-1107,-0.101836;-0.101809;1.426089,0.08028747;-0.1421777;1.445702,0.1674546;-0.3501705;1.465321,0.1422526;-0.4099057;1.240126,-0.08578726;-0.5378763;1.376232,0
965,1064;6552;-17588,-14748;-577;-1509,-0.1017966;-0.1017564;1.426148,0.08039815;-0.1421259;1.445732,0.1666113;-0.350365;1.465832,0.1211846;-0.4334114;1.262302,-0.084622;-0.5374143;1.376945,0
1000,1476;8060;-16676,-23769;-1340;-3000,-0.1017595;-0.1017277;1.426401,0.08090251;-0.1421255;1.446453,0.1665145;-0.3505435;1.466211,0.1209525;-0.433923;1.262326,-0.08455251;-0.5375584;1.376963,0
1034,868;11272;-15056,-32483;-1971;-4638,-0.101585;-0.1016364;1.426957,0.08108447;-0.1421256;1.446776,0.1657499;-0.350431;1.46707,0.1208949;-0.4342268;1.262265,-0.08336291;-0.5372045;1.378675,0
1069,912;12468;-12716,-32768;-4749;-3671,-0.1015869;-0.1016269;1.426939,0.08126654;-0.1420883;1.446748,0.1659262;-0.3505628;1.466827,0.1409362;-0.4028519;1.21277,-0.08396604;-0.5374656;1.3783,0
1102,984;14536;-9036,-32768;-4507;-724,-0.1015896;-0.1015841;1.426621,0.08148784;-0.1420821;1.446324,0.1662801;-0.3509004;1.466247,0.1346495;-0.4118768;1.208993,-0.08448556;-0.5375931;1.37727,0
1132,776;12740;-3400,-32768;-1128;-2187,-0.1015841;-0.1015816;1.426556,0.08159858;-0.1420362;1.446324,0.09612305;-0.4248203;1.414177,0.1393543;-0.4044732;1.203133,-0.08486126;-0.5377843;1.376734,0
1166,388;12744;2052,-32768;-580;-3611,-0.1016051;-0.101564;1.42664,0.08167231;-0.1420098;1.446419,0.08286488;-0.4254007;1.418451,0.200775;-0.3613397;1.24949,-0.08481573;-0.5379091;1.376645,0
1201,336;12112;6040,-28053;-992;-3764,-0.1015785;-0.1015485;1.426668,0.08179396;-0.1419587;1.446526,0.1658147;-0.3512982;1.469925,0.1611657;-0.3903912;1.257305,-0.08380465;-0.5376858;1.377405,0
1233,88;10948;8852,-18965;-477;-3467,-0.101596;-0.1015196;1.4266,0.08186096;-0.1419872;1.446476,0.1653179;-0.3506255;1.469803,0.1258559;-0.380976;1.235384,-0.08439569;-0.5379567;1.376886,0
1266,-504;10644;10392,-13847;-275;-4183,-0.101591;-0.1015177;1.426609,0.08186527;-0.1418894;1.446469,0.1663069;-0.350035;1.469367,0.1287125;-0.3810365;1.184039,-0.08451558;-0.5380755;1.376294,0
