Time_Stamp,Accel,Gyro,WristLeft,ElbowLeft,ShoulderLeft,SpineShoulder,SpineBase,TrimmingId
0,-5644;-7016;13044,832;-299;-924,-0.09351963;-0.2834533;1.408505,-0.06007668;-0.2114652;1.629918,0.03884546;-0.01600476;1.57086,0.2170543;-0.0005212543;1.522401,0.1939273;-0.4458025;1.452938,0
31,-5472;-6180;12972,1205;-486;-1106,-0.09334173;-0.2834657;1.408201,-0.06018753;-0.2108253;1.630666,0.03884568;-0.01600308;1.57087,0.2169934;-0.0005644564;1.522429,0.1938703;-0.4458392;1.452962,0
64,-5512;-6628;13284,1197;-907;-1265,-0.09337422;-0.2832931;1.407799,-0.0593226;-0.2123563;1.627814,0.03884409;-0.01599729;1.570838,0.21699;-0.000631241;1.522238,0.1938742;-0.4458172;1.452907,0
97,-5500;-7020;13280,1148;-863;-1170,-0.0933291;-0.2832589;1.407835,-0.05889242;-0.2133506;1.627131,0.03884449;-0.01601638;1.570821,0.2177256;0.001278679;1.522999,0.193888;-0.4457929;1.452895,0
132,-5384;-6580;13492,970;-640;-1073,-0.09331582;-0.2832552;1.407812,-0.05972787;-0.2119264;1.629948,0.0388532;-0.01597993;1.570843,0.2176775;0.001037961;1.523073,0.1938956;-0.4457468;1.45294,0
164,-5392;-6532;13140,734;-321;-967,-0.09308868;-0.2834207;1.407656,-0.0599171;-0.2129564;1.628578,0.03884549;-0.01599422;1.570858,0.2175551;0.000882912;1.523067,0.1938963;-0.4457383;1.452932,0
202,-5368;-6720;13256,1614;-465;-983,-0.09259882;-0.2835472;1.406881,-0.06019714;-0.2118125;1.629574,0.03885497;-0.01599019;1.570825,0.218049;0.002365919;1.523572,0.1939055;-0.4457211;1.452911,0
230,-5436;-6824;13628,1101;-382;-990,-0.09244376;-0.2834029;1.406154,-0.05967922;-0.2123911;1.628127,0.03885362;-0.01594839;1.570783,0.2179606;0.001860253;1.522927,0.1938972;-0.4456843;1.452828,0
266,-5476;-6924;13512,993;-440;-1036,-0.09271616;-0.2833275;1.406492,-0.07664456;-0.2347943;1.59939,0.0388693;-0.01595701;1.570847,0.2177069;0.001356574;1.523056,0.1939344;-0.445644;1.452928,0
297,-5440;-6820;13680,1117;-706;-1190,-0.09295892;-0.2832557;1.406372,-0.07669898;-0.2350004;1.5983,0.03886613;-0.01595783;1.570858,0.2175408;0.001139806;1.523056,0.1939423;-0.4456309;1.452929,0
332,-5244;-6824;13304,779;-664;-1324,-0.09308791;-0.2831263;1.406969,-0.07514662;-0.2361815;1.596453,0.03886738;-0.01595592;1.570859,0.2175088;0.0008711476;1.522993,0.1939376;-0.4456207;1.45293,0
365,-5392;-6604;13344,1464;-642;-1274,-0.09308471;-0.2831202;1.406968,-0.07420557;-0.2372756;1.593228,0.03886778;-0.01595607;1.570848,0.2180095;0.002269715;1.523574,0.1939418;-0.4456026;1.452902,0
397,-5304;-6652;13248,1000;-545;-1253,-0.09290639;-0.2830276;1.406224,-0.07348618;-0.2376715;1.593045,0.03887381;-0.01595222;1.570877,0.2179138;0.001881289;1.523608,0.1939684;-0.4455804;1.452917,0
430,-5368;-6596;13112,1254;-557;-1126,-0.092779;-0.2829338;1.406259,-0.06956133;-0.2396643;1.5927,0.03888431;-0.01594977;1.57089,0.2178265;0.00154345;1.52365,0.1939857;-0.445533;1.452996,0
463,-5528;-6896;13284,1049;-469;-1167,-0.09224802;-0.2825871;1.406656,-0.07081096;-0.2389919;1.593007,0.03890472;-0.01595271;1.570871,0.2176775;0.001250856;1.523535,0.1938712;-0.4456486;1.453022,0
497,-5232;-6820;13268,714;-446;-886,-0.09152521;-0.2821667;1.405,-0.05962931;-0.2196843;1.620293,0.03890518;-0.01594352;1.5709,0.2175512;0.001015253;1.52357,0.1938751;-0.4456307;1.45304,0
531,-5456;-6972;13472,1000;-448;-814,-0.09054681;-0.282734;1.39589,-0.06617941;-0.2428083;1.582528,0.03891826;-0.0159605;1.570834,0.2173889;0.0005993386;1.523125,0.1938197;-0.4456929;1.453019,0
566,-5252;-6880;13200,998;-393;-1237,-0.08967326;-0.2807504;1.395427,-0.06628386;-0.2427527;1.582617,0.03891379;-0.01596233;1.570836,0.2173384;0.0004218321;1.523072,0.1937885;-0.445727;1.453036,0
598,-5248;-6892;13364,840;-287;-1017,-0.08703455;-0.2792484;1.391327,-0.06853186;-0.2421148;1.579266,0.03889567;-0.01597238;1.57069,0.2171433;4.969878E-05;1.522206,0.1936836;-0.4457805;1.452916,0
630,-5264;-6796;13364,1145;-476;-938,-0.08719261;-0.2773098;1.398079,-0.06062157;-0.2436081;1.593427,0.03889936;-0.01596868;1.570682,0.2170941;-0.0001462872;1.522085,0.1937121;-0.4458953;1.452895,0
663,-5532;-7092;13420,1151;-613;-974,-0.08747169;-0.2762541;1.399315,-0.05315819;-0.2442858;1.605274,0.03889485;-0.01596051;1.570699,0.21705;-0.0002238011;1.52213,0.1937077;-0.4459267;1.452906,0
