Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
0,4432;1880;15532,1118;-411;-940,-0.100211;-0.100783;1.428243,0.082911;-0.1383857;1.441498,0.1648843;-0.3423582;1.464105,0.1350234;-0.4040909;1.259222,-0.1032263;-0.5470262;1.402067,0
14,4420;1892;15508,1159;-524;-910,-0.1002102;-0.1007933;1.428237,0.08290464;-0.1384049;1.441471,0.1648197;-0.3422962;1.464105,0.1251815;-0.4119836;1.220582,-0.1032943;-0.5472053;1.402174,0
44,4388;2128;15340,932;-319;-951,-0.1001676;-0.1008336;1.428632,0.08297886;-0.1383884;1.441948,0.1652042;-0.3424259;1.464396,0.129205;-0.4040032;1.26046,-0.1035009;-0.5474673;1.402875,0
77,4316;1912;15540,1347;-589;-971,-0.1001402;-0.1008145;1.42859,0.08297949;-0.138387;1.441943,0.165484;-0.3424775;1.464373,0.1253982;-0.4037223;1.248509,-0.1026317;-0.546599;1.40049,0
111,4516;1940;15332,1177;-488;-954,-0.1001308;-0.1008074;1.428585,0.0829844;-0.1383531;1.441956,0.1652111;-0.342447;1.464596,0.1250363;-0.4092473;1.234133,-0.1022316;-0.546126;1.399268,0
143,4580;1976;15432,1077;-414;-962,-0.1000852;-0.1008044;1.428554,0.08298614;-0.1383424;1.44191,0.1649959;-0.3423384;1.464631,0.1237655;-0.4063136;1.262468,-0.101057;-0.5448942;1.399778,0
176,4424;1892;15588,1198;-472;-957,-0.1000578;-0.100798;1.428529,0.08298956;-0.1383399;1.441868,0.1654018;-0.3423903;1.46439,0.1286702;-0.4015073;1.25983,-0.100491;-0.5442546;1.400066,0
213,4392;1740;15588,1157;-474;-968,-0.1000479;-0.1007976;1.428507,0.08296755;-0.1383372;1.441824,0.16513;-0.3423339;1.464369,0.1287806;-0.4011175;1.259641,-0.1001185;-0.5437964;1.400178,0
246,4440;1796;15576,1098;-413;-972,-0.100026;-0.1007905;1.428485,0.08296967;-0.1383531;1.441785,0.1656099;-0.3423122;1.464023,0.124153;-0.4031294;1.251745,-0.09975599;-0.5434041;1.400355,0
279,4484;1940;15660,1105;-491;-965,-0.09995435;-0.1007586;1.42845,0.08298431;-0.1383633;1.441778,0.1657643;-0.3422696;1.463905,0.1165597;-0.4082657;1.264237,-0.09945562;-0.5430847;1.400492,0
310,4544;1960;15436,1095;-423;-979,-0.09993744;-0.1007465;1.428451,0.08299407;-0.1383694;1.441773,0.1658291;-0.3422928;1.463875,0.1212006;-0.4065265;1.262529,-0.09915032;-0.5428066;1.400645,0
342,4420;1728;15676,1101;-397;-982,-0.09994347;-0.1007553;1.42842,0.08299705;-0.1383759;1.441769,0.1663715;-0.3423281;1.463691,0.1293655;-0.4064356;1.243098,-0.09927212;-0.5432264;1.399045,0
376,4412;1872;15552,1140;-424;-988,-0.09989975;-0.1007562;1.428392,0.08300237;-0.1383711;1.441764,0.1664906;-0.3423577;1.463606,0.1243656;-0.4060894;1.26155,-0.09903003;-0.5428759;1.399242,0
412,4532;1896;15468,1147;-438;-970,-0.0998468;-0.1008268;1.428045,0.08296865;-0.138362;1.441405,0.1662111;-0.3422323;1.463399,0.1268734;-0.404774;1.260391,-0.09925466;-0.5439145;1.399704,0
445,4436;1852;15440,1146;-453;-981,-0.09984887;-0.1007863;1.428253,0.08298372;-0.1384024;1.441719,0.165879;-0.3422693;1.463758,0.1261028;-0.4052604;1.260981,-0.09880814;-0.5434343;1.400167,0
479,4384;1864;15672,1104;-436;-960,-0.09981539;-0.1007718;1.428001,0.08292464;-0.1384442;1.441362,0.1660298;-0.3424881;1.463286,0.1228724;-0.4042457;1.235292,-0.0986599;-0.5431781;1.400088,0
511,4432;1988;15484,1106;-414;-944,-0.09982088;-0.1007735;1.42811,0.08291983;-0.1384472;1.441544,0.1663445;-0.3425211;1.463532,0.1275853;-0.4011854;1.256777,-0.09834858;-0.5428497;1.400394,0
543,4452;1800;15568,1192;-432;-1004,-0.09979986;-0.1007726;1.428065,0.08292117;-0.1384535;1.441542,0.1666184;-0.342657;1.46333,0.1342108;-0.4064033;1.25948,-0.09826082;-0.5426985;1.400442,0
576,4624;1984;15512,1264;-523;-942,-0.09980096;-0.1007955;1.428007,0.08294042;-0.1385117;1.441539,0.1663453;-0.3426539;1.463466,0.128843;-0.4023314;1.259217,-0.09876257;-0.5430046;1.398968,0
611,4632;1944;15648,1154;-508;-952,-0.09983638;-0.100827;1.428005,0.08292852;-0.1384844;1.44145,0.1663564;-0.3426529;1.46336,0.1288286;-0.4023312;1.259115,-0.1007401;-0.5445309;1.40021,0
643,4384;1944;15372,1133;-466;-980,-0.09988471;-0.100858;1.428007,0.08293429;-0.1384727;1.44145,0.1665299;-0.3426365;1.463345,0.1236879;-0.4036994;1.242698,-0.1017579;-0.5452455;1.401061,0
679,4684;1864;15600,1172;-526;-937,-0.0999023;-0.1008728;1.42801,0.08292913;-0.1384211;1.441484,0.1667948;-0.3425799;1.463255,0.1236646;-0.4038273;1.242669,-0.1024719;-0.545782;1.401755,0
711,4324;1740;15788,1173;-469;-962,-0.0999644;-0.1009125;1.42785,0.08292186;-0.1384147;1.441461,0.1669944;-0.3426544;1.462881,0.1234717;-0.4039957;1.242359,-0.1024734;-0.5461428;1.401925,0
743,4380;1852;15680,1212;-440;-1020,-0.09994978;-0.1009324;1.427791,0.08292674;-0.1384338;1.441381,0.1670894;-0.3427726;1.462777,0.1272772;-0.4007377;1.255874,-0.1020081;-0.5465459;1.402151,0
776,4464;1996;15400,1057;-423;-930,-0.09993894;-0.1009451;1.427749,0.08294761;-0.1384355;1.441408,0.166761;-0.3426542;1.46289,0.1277955;-0.4014612;1.254428,-0.101584;-0.5460693;1.399935,0
810,4592;2032;15556,1081;-423;-985,-0.09994308;-0.1009448;1.427759,0.08295722;-0.1384622;1.441437,0.1668499;-0.3427135;1.462949,0.1255446;-0.406776;1.235769,-0.1009564;-0.5453314;1.400157,0
843,4448;1640;15792,1075;-447;-934,-0.09997708;-0.1010028;1.427805,0.08297003;-0.1384879;1.441464,0.1665245;-0.3427272;1.463237,0.1249662;-0.4074012;1.232674,-0.1011789;-0.545873;1.400828,0
878,4200;1820;15348,1179;-404;-929,-0.09999434;-0.1010143;1.427761,0.08294215;-0.1385072;1.441434,0.1661281;-0.3427646;1.463513,0.1330597;-0.3990469;1.253248,-0.1011295;-0.545614;1.399159,0
911,5008;116;15756,-399;-109;-531,-0.1;-0.1010215;1.427749,0.08293366;-0.138473;1.441464,0.1665627;-0.3428745;1.463769,0.1336119;-0.3982448;1.253339,-0.1011262;-0.5454769;1.397659,0
943,4308;2704;15496,-762;-342;-666,-0.09996371;-0.101023;1.427697,0.08287162;-0.1383654;1.441513,0.1663824;-0.3427925;1.464033,0.1182061;-0.4026571;1.204004,-0.1009758;-0.5453361;1.39672,0
976,4492;2048;15904,1075;-476;-887,-0.09995873;-0.1010248;1.4277,0.08285973;-0.1383636;1.441512,0.1666754;-0.3431573;1.464038,0.1251306;-0.3990789;1.216836,-0.1010034;-0.5453064;1.396003,0
1010,4880;1900;15380,1606;-625;-1044,-0.09995399;-0.1010272;1.427697,0.08285827;-0.1383713;1.44153,0.1670912;-0.343514;1.464041,0.1238964;-0.399037;1.209756,-0.1003761;-0.54476;1.39669,0
1047,4512;2064;15408,602;-384;-877,-0.09986092;-0.1010645;1.427388,0.08288848;-0.1383828;1.441209,0.167189;-0.3439238;1.463274,0.1210628;-0.3951801;1.184739,-0.09990618;-0.5443503;1.396952,0
