Time_Stamp,Accel,Gyro,SpineShoulder,ShoulderRight,ElbowRight,WristRight,SpineBase,TrimmingId
4565,-1496;11176;10920,1344;-509;-924,-0.1054154;-0.1013028;1.426655,0.07790326;-0.1398264;1.444183,0.1669823;-0.342856;1.461464,0.1262595;-0.365969;1.235081,-0.08989411;-0.5391808;1.375302,1
4598,-1424;11244;10956,1026;-475;-1045,-0.1054882;-0.1013255;1.426786,0.0778483;-0.139819;1.444226,0.167046;-0.342813;1.461617,0.1239925;-0.3656902;1.228779,-0.08997703;-0.5388832;1.375681,1
4634,-1524;11524;11080,1207;-388;-1057,-0.1054995;-0.1013359;1.426444,0.07785298;-0.1398038;1.444208,0.1672892;-0.3426607;1.461307,0.1239341;-0.3658187;1.230626,-0.09047418;-0.5388712;1.374687,1
4667,-1340;11656;11068,1056;-422;-852,-0.1054974;-0.1013535;1.426432,0.07782839;-0.1398372;1.444182,0.1678058;-0.3425288;1.461392,0.1172146;-0.3766364;1.178436,-0.09014684;-0.5389442;1.373529,1
4701,-1220;11100;10928,1391;-579;-830,-0.1055169;-0.1014121;1.426502,0.07783107;-0.1398511;1.444212,0.1684456;-0.3423703;1.461365,0.1173125;-0.3766377;1.178526,-0.09070814;-0.5398777;1.376338,1
4734,-1472;11272;11056,1003;-546;-984,-0.1055159;-0.1014241;1.426516,0.0778234;-0.1398548;1.444214,0.1687118;-0.3422977;1.461349,0.1296313;-0.3641077;1.24327,-0.09059527;-0.5395517;1.376507,1
4765,-1504;11380;10964,1165;-553;-963,-0.1055084;-0.1015058;1.426893,0.07785937;-0.1399068;1.444725,0.1690321;-0.342283;1.461495,0.1228713;-0.3638841;1.227078,-0.09039208;-0.5395842;1.376175,1
4798,-1436;11340;10840,1237;-414;-1004,-0.1054992;-0.1015152;1.426476,0.07776753;-0.1399213;1.443947,0.1691056;-0.3421331;1.461104,0.1188718;-0.3745852;1.177889,-0.09016739;-0.5391059;1.375867,1
4835,-1604;11336;10964,994;-522;-859,-0.1056501;-0.1015881;1.426882,0.07771732;-0.1399555;1.444512,0.1685615;-0.3421286;1.462168,0.1191829;-0.3752057;1.178875,-0.09010826;-0.5391878;1.375661,1
4867,-1380;11168;10916,1171;-407;-958,-0.1056527;-0.1016444;1.427037,0.07768461;-0.1399568;1.444509,0.1690753;-0.3420007;1.462064,0.1398776;-0.3659352;1.249021,-0.08785029;-0.5427995;1.38568,1
4898,-1492;11380;10752,1309;-369;-1084,-0.1056534;-0.1016517;1.42704,0.0776813;-0.1399575;1.444523,0.1695221;-0.3420129;1.461977,0.1201761;-0.3771442;1.178928,-0.08945496;-0.5419649;1.381586,1
4933,-1388;11280;11052,913;-345;-1061,-0.1056554;-0.1016686;1.426984,0.07768044;-0.1399596;1.444522,0.1698954;-0.3419536;1.461712,0.1199095;-0.3770886;1.178775,-0.09024145;-0.5412657;1.378913,1
4966,-1592;11408;10980,1380;-181;-1017,-0.1056138;-0.1016854;1.426847,0.0776405;-0.1399677;1.444426,0.1700054;-0.3419497;1.461558,0.1228589;-0.3634936;1.212968,-0.09046195;-0.5408862;1.377091,1
4998,-1424;11352;11036,912;-391;-952,-0.1056035;-0.1016899;1.426867,0.07769535;-0.1400045;1.444514,0.1700827;-0.3419369;1.46158,0.1180892;-0.376994;1.178997,-0.08951034;-0.5400625;1.376921,1
5033,-1556;11420;11308,1155;-317;-977,-0.1056068;-0.1017015;1.426852,0.07765058;-0.1399812;1.444416,0.1681304;-0.3413759;1.461894,0.1189581;-0.3620354;1.209042,-0.09015881;-0.5398632;1.375605,1
5066,-1416;11304;11000,1178;-416;-942,-0.1056076;-0.1017036;1.426852,0.07763241;-0.1399691;1.444439,0.168314;-0.3414387;1.461848,0.1185879;-0.3767124;1.178883,-0.0899613;-0.5396405;1.374569,1
