Time_Stamp,AccelYArmPronation,AccelXArmPronation,GyroXArmPronation,ElbowExtensionAngle,ShoulderFlexionAngle,Trimming_Id
0,0,0,0,122.578820563172,0.464084707394978,0
35,0,0,0,121.954701360801,1.06101554963856,0
68,0,0,0,122.823643751094,0.232852125648406,0
102,0,0,0,122.370199888663,0.657265467872961,0
134,0,0,0,122.683692407542,0.390449093457276,0
167,0,0,0,122.162053464578,0.886665251824218,0
200,0,0,0,122.643340584144,0.519064768642641,0
233,0,0,0,122.266900570976,0.890968292635327,0
269,0,0,0,122.939324173452,0.259680708857186,0
303,0,0,0,123.203876000858,0.0157638155120702,0
335,0,0,0,123.356343924912,0.0992636339759208,0
370,0,0,-1,123.578244892868,0.309437252960117,0
400,0,0,0,123.675691526438,0.40768981951198,0
435,0,0,0,123.703297144636,0.454441202474469,0
468,0,0,0,123.846544100999,0.580589410438154,0
501,0,0,0,122.950345343092,0.274180280634562,0
533,0,0,0,123.174142810173,0.0909407750460809,0
567,0,0,0,122.663994279632,0.554457785421897,0
599,0,0,0,122.681044353821,0.419273785488542,0
634,0,0,0,122.780555316262,0.298092686656878,0
667,0,0,0,123.143529360201,0.0355734502984235,0
701,0,0,0,123.315364504779,0.206449778146485,0
735,0,0,0,123.466862085928,0.352012658670633,0
767,0,0,0,123.535198835362,0.436289349552963,0
800,0,0,0,123.544660940699,0.477342479701478,0
833,0,0,0,123.548024336435,0.510154897265117,0
867,0,0,0,122.771432833408,0.23840172195248,0
899,0,0,0,122.332895751618,0.622481656561529,0
935,0,0,0,121.983326875264,0.946964866966988,0
969,0,0,0,122.482075738204,0.468149264229919,0
1002,0,0,0,123.330079342819,0.00516274177917537,0
1035,0,0,0,123.404715223355,0.0809320001892638,0
1069,0,0,0,122.850565153164,0.483504758004149,0
1101,0,0,0,123.179116119567,0.103883881630816,0
1136,0,0,0,123.486942332135,0.186744233527671,0
1169,0,0,0,122.800109466159,0.477815419723936,0
1200,0,0,0,123.142903990785,0.136086221655103,0
1234,0,0,0,122.614946147598,0.648518372294292,0
1267,0,0,0,122.811605433994,0.467977730283813,0
1300,0,0,0,123.139443889399,0.179644354183403,0
1334,0,0,0,123.556065389749,0.307250656216823,0
1368,0,0,0,123.718757128779,0.470555468060812,0
1401,0,0,0,122.846226330322,0.319281038533361,0
1433,0,0,0,122.319091463836,0.753162520556546,0
1467,0,0,0,122.048942681325,1.04447906950143,0
1500,0,0,0,121.869372232442,1.2268951899361,0
1534,0,0,0,122.640574527266,0.463425670354613,0
1568,0,0,0,122.689511128288,0.378811872214141,0
1602,0,0,0,122.890409807418,0.180271320178905,0
1634,0,0,0,122.965311121503,0.0922656814103888,1
1667,0,0,0,122.395360287829,0.639927792547642,1
1700,0,0,0,122.017503563544,1.00092681582578,1
1736,0,0,0,122.53033047201,0.475906297583361,1
1768,0,0,0,122.748943114417,0.267446225913744,1
1804,0,0,0,122.351037098943,0.761972442806978,1
1837,0,0,0,122.156461494825,0.979117294397991,1
1867,0,0,0,121.962039318435,1.19311468448379,1
1899,0,0,0,121.740838684142,1.38528099019453,1
1938,0,0,0,121.442457684976,1.54175221867617,1
1967,0,0,0,122.260427788784,0.77147703316808,1
2001,0,0,0,121.928972518796,1.06323560783939,1
2035,0,0,0,121.513892576029,1.36095714165778,1
2067,0,0,0,121.373702605232,1.50002444912446,1
2100,0,0,0,121.221956931551,1.61977700732637,1
2133,0,0,0,121.619815805349,1.23101092594827,1
2167,0,0,0,122.253879459379,0.582698071462125,1
2201,0,0,0,121.924021528613,0.909830916977776,1
2237,0,0,0,122.23304079675,0.591531376058237,1
2270,0,0,0,121.973047059471,0.882789351989652,1
2301,0,0,0,121.841953299342,1.06217975509186,1
2334,0,0,0,122.07882684042,0.850104170122608,1
2368,0,0,0,122.282353209622,0.629927936610706,1
2400,0,0,0,122.122523957755,0.956604743336822,1
2437,0,0,0,121.891248837227,1.15988606634177,1
2469,0,0,0,121.743225908127,1.28795042183882,1
2501,0,0,0,122.480964248716,0.567185147394062,1
2535,0,0,0,122.863784027447,0.159742134129884,1
2568,0,0,0,122.37734846992,0.669296325619155,1
2602,0,0,0,122.837568864398,0.199541674659306,1
2635,0,0,0,122.229772432207,0.740937627298221,1
2671,0,0,0,121.966434056899,0.993909410903759,1
2702,0,0,0,122.351598222259,0.63690299090868,1
2735,0,0,0,122.759266769278,0.211129864766059,1
2770,0,0,0,122.924074624048,0.0397702195019032,1
2801,0,0,0,122.609879173625,0.505260336090182,1
2834,0,0,0,122.960534810742,0.153197269483547,1
2869,0,0,0,123.199489698604,0.131574475434801,1
2904,0,0,0,122.32134710426,0.704603209560393,1
2936,0,0,0,122.011156951848,1.0356558253755,1
2968,0,0,0,122.673214695271,0.322010494520516,1
3000,0,0,0,123.019820709615,0.0140629942469006,1
3034,0,0,0,123.337589330983,0.327279185941587,1
3066,0,0,0,122.526347629999,0.473226988851936,1
3101,0,0,0,122.189708437324,0.872464750919166,1
3137,0,0,0,121.886316625939,1.15485391915907,1
3168,0,0,0,121.683382034285,1.37519267104602,1
3200,0,0,0,121.949260252226,1.09695568499902,1
3236,0,0,0,121.698722456706,1.33120395925583,1
3267,0,0,0,122.028315072604,0.977296713173999,1
3302,0,0,0,122.902020355443,0.145389858184395,1
3336,0,0,0,122.256879831308,0.764276321854927,1
3368,0,0,0,122.559849593796,0.476560833088822,1
3400,0,0,0,122.221095987765,0.827716595714787,1
3434,0,0,0,121.933921703495,1.10969210679215,1
3469,0,0,0,121.676084483735,1.36237148285586,1
3500,0,0,0,122.290085908378,0.759635741152731,1
3536,0,0,0,121.95484462833,1.10803843675611,1
3568,0,0,0,121.721162603109,1.33584574995796,1
3601,0,0,0,122.559501735463,0.484522536705873,1
3647,0,0,0,122.229149139578,0.833478496682929,1
3701,0,0,0,122.523313577814,0.55811442149035,1
3738,0,0,0,122.231017785272,0.845826472130269,1
3768,0,0,0,122.746418392686,0.343218728843651,2
3802,0,0,0,123.259293787386,0.136038066759145,2
3879,0,0,0,123.067284658953,0.291002573160143,2
3900,0,0,0,122.644620023135,0.660511335813221,2
4021,0,0,0,123.102119591695,0.163738512690974,2
4124,0,0,0,122.311240535816,0.875240488723168,2
4142,0,0,0,122.862101122671,0.311509724685004,2
4168,0,0,0,123.129932195383,0.032046750294747,2
4203,0,0,0,122.654910365222,0.526220221176651,2
4234,0,0,0,123.112547535068,0.00295235297253388,2
4269,0,0,0,122.490787728326,0.608844093474892,2
4302,0,0,0,122.098563353272,0.939919245498951,2
4334,0,0,0,121.875263379728,1.17743308034359,2
4367,0,0,0,122.560297124266,0.496631580451725,2
4401,0,0,0,122.184901965248,0.835265358881334,2
4436,0,0,0,121.987189601689,1.04274053481564,2
4469,0,0,0,123.246937396864,0.207106607759633,2
4501,0,0,0,122.562098788565,0.458070089196654,2
4533,0,0,0,122.17382630814,0.830079644821497,2
4567,0,0,0,121.97514015076,1.02723566058528,2
4599,0,0,0,122.180852617596,0.808874671275945,2
4634,0,0,0,122.852551214294,0.162930359448673,2
4668,0,0,0,122.422252514947,0.605183546732101,2
4699,0,0,0,122.032717364662,0.962046236943992,2
4733,0,0,0,121.995341173844,0.819902619064083,2
4767,0,0,0,121.959069754842,1.1107051045673,2
4800,0,0,0,122.699396361405,0.446034276873312,2
4835,0,0,0,123.082744087115,0.0589480933638479,2
4869,0,0,0,123.398935117192,0.324130891193344,2
4900,0,0,0,122.53721459818,0.496742867243307,2
4933,0,0,0,122.951816474337,0.00161709844855466,2
4967,0,0,0,123.137729688389,0.216934321250329,2
5000,0,0,0,122.25353628156,0.665472877207971,2
5034,0,0,0,121.928226410406,0.993191115144879,2
5070,0,0,0,121.658138610304,1.24704975593824,2
5100,0,0,0,121.534008308996,1.43958974381249,2
5134,0,0,0,121.388113154857,1.57251658398607,2
5168,0,0,0,121.277145384689,1.64563481287731,2
5201,0,0,0,121.144692956828,1.7578942576204,2
5234,0,0,0,121.028028243817,1.8505694406337,2
5267,0,0,0,122.077636970115,0.836375796778886,2
5301,0,0,0,121.628422618034,1.26980254286441,2
5334,0,0,0,121.549437323696,1.36910716907326,2
